	S12Hp	S22Hp	F8H1	F14H1B	S29H1	S25Hp	S6Hp	31452	S3Hp	S21H1	S19H1	S7Hp	s24H1	S23Hp	S18H1	S26Hp	S14Hp	F7H1	S15Hp	S4Hp	s24pp	w26pp	f24pp	w1pp	w12pp	w16pp	w6pp	s14pp	w18pp	f7pp	f16ppA	f14ppB	f8pp	f6ppB	f13pp	f31pp	w17pp	f9pp	f30pp	f20ppB	f2pp	w11pp	w9pp	w27pp	w24pp	f29pp	f16ppB	s1pp	s25pp	s7pp	s16pp	s19pp	f22ppB	f21pp	w21pp	f17ppB	w20pp	w10pp	f10pp	f23ppA	f32pp	w7pp	f18pp	f26pp	f19pp	w15pp	f12ppB	f12ppA	f1pp	w14pp	w4pp	f15pp	w19pp	w13pp	w32pp	f3pp	w8pp	f25pp	w25pp	f20ppA	f17ppA	f22ppA	f23ppB	f11pp	f4pp	f6ppA	f14ppA	w3pp	w28pp	F23HpA	S9H1	S20H1	31328	F14H1A	530167	S13Hp	S17H1	S11Hp	F29H1	530295	530331	S8Hp	S31Hp	S16H2	31267	31300	S1Hp	S28Hp	F6H1
w16pp	0.6019977463295384	0.6192537585702913	0.6813248392053846	0.5609619747984267	0.7244569114124952	0.6569441931251785	0.6561765141307278	0.5877264895710901	0.5639086644561019	0.49884195625422684	0.535418831383335	0.5380098760799686	0.7213854279629612	0.5310242071891089	0.3960341938181762	0.3947415177221108	0.606276115028944	0.4653507137088019	0.3614204765286231	0.35676902394304955	0.1987637914902074	0.10018152534178382	0.04056259730805817	0.08230250660769825	0.0811990414030519	0.0	0.05276347705386987	0.08728315054289956	0.07655214568747723	0.06519425332385359	0.05494866776251203	0.04652872584577569	0.05085872950199291	0.06103591578812864	0.10480804752352837	0.0967306008029308	0.09298053653413824	0.08440715677963216	0.08930546301203389	0.09156309967972939	0.09913747019670566	0.09402473919796335	0.08028568703589184	0.11165879745821297	0.09980586386326476	0.10617738164198254	0.08475344092277509	0.15209627236683304	0.16374681669450847	0.12171188980557482	0.1779550239597994	0.15953378707470972	0.0695455925390804	0.08987793076594533	0.09550266263175003	0.12392001105253303	0.14118670918955584	0.09532080118522576	0.09835581449099591	0.10382594508754475	0.08522627916603805	0.14067168416778666	0.11925338720588886	0.10191678186211427	0.09348450612061669	0.10797075616576031	0.09426298165376472	0.08900999294918205	0.0835595349566309	0.11154449863280441	0.09113253708070304	0.08370963831360792	0.1082755719413447	0.12550824129967994	0.16690627277688092	0.1332559619011367	0.12918143568482005	0.08985537879737795	0.09655532030865184	0.08637135130153027	0.09845055671760403	0.06500137800795465	0.10139277367491782	0.096497487536115	0.06308294504843354	0.06423149150905404	0.06850822609918583	0.07332852749396396	0.0982177264242362	0.3816236401147919	0.4108298114660331	0.4434995206435491	0.585810009847404	0.4378944912274332	0.7203499853094242	0.5679472919039765	0.5874768536117736	0.646837444232025	0.6493109687598048	0.6707103767349718	0.6653000857470128	0.6755661692265578	0.5979979115486855	0.44987054392510717	0.5874221589046071	0.5274277502361635	0.5179818234756995	0.6068162655155502	0.610857142273104
w6pp	0.5997310514387824	0.6169870636795353	0.6790581443146285	0.5586952799076706	0.7221902165217392	0.6546774982344226	0.6539098192399717	0.5854597946803342	0.5616419695653458	0.49657526136347085	0.5331521364925791	0.5357431811892126	0.7191187330722052	0.528757512298353	0.3937674989274202	0.3924748228313548	0.6040094201381879	0.46308401881804584	0.3591537816378671	0.3545023290522935	0.19649709659945142	0.09791483045102783	0.038295902417302186	0.08003581171694227	0.07893234651229591	0.05276347705386987	0.0	0.06886372808154434	0.07428545079672125	0.06292755843309761	0.05268197287175605	0.04426203095501971	0.04859203461123693	0.05876922089737266	0.10254135263277239	0.09446390591217482	0.09071384164338225	0.08214046188887618	0.0870387681212779	0.08929640478897341	0.09687077530594967	0.09175804430720737	0.07801899214513586	0.10939210256745699	0.09753916897250878	0.10391068675122656	0.08248674603201911	0.14982957747607706	0.16148012180375249	0.11944519491481884	0.17568832906904341	0.15726709218395374	0.06727889764832441	0.08761123587518935	0.09323596774099405	0.12165331616177705	0.13892001429879985	0.09305410629446978	0.09608911960023993	0.10155925019678877	0.08295958427528206	0.13840498927703068	0.11698669231513288	0.09965008697135828	0.09121781122986071	0.10570406127500433	0.09199628676300874	0.08674329805842607	0.08129284006587492	0.10927780374204843	0.08886584218994706	0.08144294342285194	0.10600887705058872	0.12324154640892396	0.16463957788612493	0.13098926701038072	0.12691474079406406	0.08758868390662197	0.09428862541789586	0.08410465641077429	0.09618386182684804	0.06273468311719867	0.09912607878416184	0.09423079264535902	0.06081625015767756	0.061964796618298054	0.06624153120842985	0.07106183260320798	0.09595103153348022	0.3793569452240359	0.4085631165752771	0.4412328257527931	0.583543314956648	0.4356277963366772	0.7180832904186681	0.5656805970132206	0.5852101587210176	0.6445707493412691	0.6470442738690487	0.6684436818442159	0.6630333908562569	0.6732994743358017	0.5957312166579296	0.4476038490343512	0.5851554640138512	0.5251610553454075	0.5157151285849435	0.6045495706247942	0.6085904473823479
s14pp	0.6342507249278121	0.651506737168565	0.7135778178036583	0.5932149533967004	0.7567098900107689	0.6891971717234522	0.6884294927290016	0.6199794681693638	0.5961616430543756	0.5310949348525006	0.5676718099816087	0.5702628546782423	0.7536384065612349	0.5632771857873826	0.42828717241644987	0.4269944963203845	0.6385290936272177	0.4976036923070756	0.3936734551268968	0.38902200254132324	0.2310167700884811	0.1324345039400575	0.07281557590633188	0.11455548520597195	0.11345202000132562	0.08728315054289956	0.06886372808154434	0.0	0.10880512428575093	0.0974472319221273	0.08720164636078574	0.0787817044440494	0.08311170810026662	0.09328889438640235	0.1370610261218021	0.12898357940120453	0.12523351513241193	0.11666013537790587	0.1215584416103076	0.1238160782780031	0.13139044879497935	0.12627771779623706	0.11253866563416555	0.1439117760564867	0.13205884246153848	0.13843036024025623	0.1170064195210488	0.18434925096510674	0.1959997952927822	0.15396486840384854	0.21020800255807312	0.19178676567298342	0.1017985711373541	0.12213090936421904	0.12775564123002375	0.15617298965080673	0.17343968778782953	0.12757377978349949	0.13060879308926962	0.13607892368581848	0.11747925776431176	0.1729246627660604	0.15150636580416257	0.13416976046038798	0.1257374847188904	0.14022373476403402	0.12651596025203843	0.12126297154745576	0.11581251355490461	0.1437974772310781	0.12338551567897675	0.11596261691188163	0.1405285505396184	0.15776121989795366	0.19915925137515464	0.1655089404994104	0.16143441428309374	0.12210835739565166	0.12880829890692555	0.11862432989980398	0.13070353531587775	0.09725435660622836	0.13364575227319153	0.12875046613438873	0.09533592364670726	0.09648447010732775	0.10076120469745954	0.10558150609223768	0.1304707050225099	0.4138766187130656	0.4430827900643068	0.4757524992418228	0.6180629884456776	0.4701474698257069	0.7526029639076979	0.6002002705022502	0.6197298322100473	0.6790904228302987	0.6815639473580785	0.7029633553332455	0.6975530643452865	0.7078191478248315	0.6302508901469592	0.48212352252338087	0.6196751375028808	0.5596807288344372	0.5502348020739732	0.6390692441138239	0.6431101208713776
w18pp	0.6163649301852481	0.633620942426001	0.6956920230610942	0.5753291586541364	0.7388240952682049	0.6713113769808883	0.6705436979864374	0.6020936734267998	0.5782758483118116	0.5132091401099366	0.5497860152390448	0.5523770599356783	0.7357526118186708	0.5453913910448186	0.41040137767388585	0.4091087015778205	0.6206432988846535	0.47971789756451155	0.37578766038433276	0.3711362077987592	0.21313097534591707	0.11454870919749352	0.05492978116376789	0.09666969046340797	0.09556622525876163	0.07655214568747723	0.07428545079672125	0.10880512428575093	0.0	0.06600656291739107	0.0557609773560495	0.047341035439313166	0.05167103909553039	0.061848225381666115	0.10562035711706586	0.09754291039646829	0.09379284612767572	0.08521946637316963	0.09011777260557136	0.09237540927326687	0.09994977979024314	0.09483704879150082	0.08109799662942932	0.11247110705175045	0.10061817345680224	0.10698969123552002	0.08556575051631257	0.15290858196037052	0.16455912628804595	0.1225241993991123	0.17876733355333688	0.16034609666824717	0.07035790213261786	0.09069024035948281	0.09631497222528751	0.12473232064607051	0.14199901878309332	0.09613311077876324	0.09916812408453338	0.10463825468108223	0.08603858875957551	0.14148399376132414	0.12006569679942633	0.10272909145565173	0.09429681571415416	0.10878306575929778	0.09507529124730218	0.08982230254271953	0.08437184455016838	0.11235680822634189	0.09194484667424052	0.0845219479071454	0.10908788153488216	0.12632055089321742	0.1677185823704184	0.13406827149467415	0.12999374527835753	0.09066768839091544	0.0973676299021893	0.08718366089506774	0.0992628663111415	0.06581368760149212	0.10220508326845529	0.09730979712965249	0.06389525464197102	0.0650438011025915	0.06932053569272331	0.08769571134967369	0.11258491027994592	0.39599082397050156	0.42519699532174277	0.45786670449925876	0.6001771937031136	0.45226167508314286	0.7347171691651337	0.5823144757596862	0.6018440374674832	0.6612046280877347	0.6636781526155144	0.6850775605906816	0.6796672696027226	0.6899333530822673	0.6123650954043952	0.46423772778081684	0.6017893427603168	0.5417949340918731	0.5323490073314092	0.6211834493712599	0.6252243261288136
f7pp	0.6050070378216245	0.6222630500623774	0.6843341306974706	0.5639712662905128	0.7274662029045813	0.6599534846172646	0.6591858056228138	0.5907357810631761	0.566917955948188	0.501851247746313	0.5384281228754211	0.5410191675720547	0.7243947194550473	0.534033498681195	0.39904348531026224	0.39775080921419687	0.60928540652103	0.46836000520088794	0.36442976802070914	0.3597783154351356	0.20177308298229346	0.1031908168338699	0.04357188880014426	0.08531179809978434	0.08420833289513799	0.06519425332385359	0.06292755843309761	0.0974472319221273	0.06600656291739107	0.0	0.023565808339289233	0.026243493923733242	0.030573497579950464	0.04075068386608619	0.08452281560148593	0.07644536888088835	0.07269530461209579	0.0641219248575897	0.06902023108999143	0.07127786775768695	0.07885223827466321	0.0737395072759209	0.06000045511384938	0.09137356553617051	0.0795206319412223	0.08589214971994008	0.06446820900073263	0.13181104044479058	0.143461584772466	0.10142665788353236	0.15766979203775694	0.13924855515266726	0.04926036061703794	0.06959269884390289	0.07521743070970757	0.10363477913049057	0.12090147726751338	0.07503556926318332	0.07807058256895345	0.08354071316550231	0.0649410472439956	0.12038645224574421	0.0989681552838464	0.08163154994007182	0.07319927419857424	0.08768552424371785	0.07397774973172226	0.0687247610271396	0.06327430303458846	0.09125926671076195	0.0708473051586606	0.06342440639156548	0.08799034001930224	0.10522300937763748	0.14662104085483849	0.11297072997909423	0.10889620376277759	0.0695701468753355	0.07627008838660938	0.06608611937948781	0.07816532479556158	0.04471614608591219	0.08110754175287536	0.07621225561407256	0.04279771312639109	0.04394625958701158	0.04822299417714338	0.07633781898605005	0.1012270179163223	0.38463293160687795	0.41383910295811915	0.44650881213563515	0.58881930133949	0.44090378271951924	0.7233592768015102	0.5709565833960626	0.5904861451038597	0.6498467357241111	0.6523202602518908	0.6737196682270579	0.6683093772390989	0.6785754607186438	0.6010072030407716	0.45287983541719323	0.5904314503966932	0.5304370417282496	0.5209911149677856	0.6098255570076363	0.61386643376519
f16ppA	0.594761452260283	0.6120174645010359	0.6740885451361291	0.5537256807291713	0.7172206173432398	0.6497078990559231	0.6489402200614722	0.5804901955018347	0.5566723703868464	0.49160566218497137	0.5281825373140796	0.5307735820107131	0.7141491338937057	0.5237879131198535	0.3887978997489207	0.38750522365285534	0.5990398209596884	0.45811441963954636	0.3541841824593676	0.349532729873794	0.1915274974209519	0.09294523127252834	0.033326303238802694	0.07506621253844277	0.07396274733379643	0.05494866776251203	0.05268197287175605	0.08720164636078574	0.0557609773560495	0.023565808339289233	0.0	0.01599790836239168	0.020327912018608903	0.03050509830474463	0.07427723004014436	0.06619978331954679	0.06244971905075423	0.053876339296248146	0.058774645528649874	0.061032282196345385	0.06860665271332164	0.06349392171457935	0.049754869552507824	0.08112797997482896	0.06927504637988074	0.07564656415859852	0.05422262343939108	0.12156545488344903	0.13321599921112445	0.0911810723221908	0.14742420647641538	0.12900296959132568	0.03901477505569638	0.05934711328256132	0.06497184514836601	0.09338919356914901	0.11065589170617182	0.06478998370184175	0.0678249970076119	0.07329512760416074	0.05469546168265404	0.11014086668440265	0.08872256972250485	0.07138596437873027	0.06295368863723268	0.0774399386823763	0.0637321641703807	0.05847917546579804	0.053028717473246896	0.0810136811494204	0.06060171959731903	0.05317882083022391	0.07774475445796068	0.09497742381629593	0.13637545529349693	0.10272514441775267	0.09865061820143603	0.05932456131399394	0.06602450282526783	0.05584053381814626	0.06791973923422001	0.034470560524570634	0.0708619561915338	0.06596667005273099	0.03255212756504953	0.03370067402567002	0.037977408615801816	0.06609223342470849	0.09098143235498074	0.3743873460455364	0.4035935173967776	0.4362632265742936	0.5785737157781485	0.4306581971581777	0.7131136912401687	0.5607109978347211	0.5802405595425181	0.6396011501627696	0.6420746746905492	0.6634740826657164	0.6580637916777574	0.6683298751573022	0.5907616174794301	0.4426342498558517	0.5801858648353517	0.520191456166908	0.5107455294064441	0.5995799714462948	0.6036208482038485
f14ppB	0.5863415103435466	0.6035975225842996	0.6656686032193928	0.5453057388124349	0.7088006754265035	0.6412879571391867	0.6405202781447359	0.5720702535850983	0.54825242847011	0.48318572026823503	0.5197625953973433	0.5223536400939768	0.7057291919769694	0.5153679712031172	0.38037795783218437	0.379085281736119	0.5906198790429521	0.44969447772281	0.3457642405426313	0.3411127879570577	0.1831075555042156	0.08452528935579201	0.024906361322066365	0.06664627062170644	0.06554280541706009	0.04652872584577569	0.04426203095501971	0.0787817044440494	0.047341035439313166	0.026243493923733242	0.01599790836239168	0.0	0.00433200365721728	0.014509189943353009	0.058281321678752745	0.05020387495815517	0.04645381068936261	0.037880430934856525	0.04277873716725825	0.04503637383495376	0.05261074435193003	0.04749801335318772	0.0337589611911162	0.06513207161343734	0.053279138018489124	0.0596506557972069	0.038226715077999456	0.10556954652205741	0.11722009084973284	0.07518516396079919	0.13142829811502374	0.11300706122993408	0.023018866694304755	0.0433512049211697	0.04897593678697439	0.0773932852077574	0.09465998334478021	0.04879407534045013	0.051829088646220274	0.05729921924276912	0.03869955332126242	0.09414495832301104	0.07272666136111323	0.05539005601733864	0.046957780275841056	0.06144403032098468	0.04773625580898908	0.04248326710440642	0.037032809111855275	0.06501777278802878	0.04460581123592741	0.03718291246883229	0.06174884609656906	0.07898151545490431	0.1203795469321053	0.08672923605636106	0.08265470984004442	0.04332865295260232	0.050028594463876204	0.039844625456754636	0.0519238308728284	0.01847465216317901	0.054866047830142185	0.04997076169133938	0.016556219203657904	0.017704765664278397	0.021981500254410195	0.05767229150797216	0.0825614904382444	0.3659674041288001	0.3951735754800413	0.4278432846575573	0.5701537738614122	0.4222382552414414	0.7046937493234323	0.5522910559179848	0.5718206176257817	0.6311812082460333	0.6336547327738129	0.65505414074898	0.6496438497610211	0.6599099332405659	0.5823416755626938	0.43421430793911536	0.5717659229186154	0.5117715142501716	0.5023255874897078	0.5911600295295585	0.5952009062871122
f8pp	0.5906715139997638	0.6079275262405167	0.66999860687561	0.5496357424686521	0.7131306790827207	0.645617960795404	0.6448502818009532	0.5764002572413155	0.5525824321263273	0.48751572392445225	0.5240925990535605	0.526683643750194	0.7100591956331865	0.5196979748593343	0.3847079614884016	0.3834152853923362	0.5949498826991693	0.4540244813790273	0.3500942441988485	0.34544279161327496	0.1874375591604328	0.08885529301200923	0.029236364978283587	0.07097627427792366	0.06987280907327732	0.05085872950199291	0.04859203461123693	0.08311170810026662	0.05167103909553039	0.030573497579950464	0.020327912018608903	0.00433200365721728	0.0	0.016940142798215947	0.060712274533615676	0.0526348278130181	0.04888476354422554	0.040311383789719456	0.045209690022121184	0.047467326689816694	0.05504169720679296	0.04992896620805065	0.036189914045979134	0.06756302446830029	0.055710090873352054	0.06208160865206983	0.040657667932862386	0.10800049937692036	0.11965104370459578	0.07761611681566213	0.13385925096988668	0.11543801408479702	0.025449819549167696	0.04578215777603263	0.051406889641837324	0.07982423806262035	0.09709093619964315	0.05122502819531306	0.054260041501083205	0.05973017209763205	0.04113050617612535	0.09657591117787398	0.07515761421597618	0.05782100887220157	0.049388733130703986	0.06387498317584761	0.05016720866385201	0.04491421995926935	0.039463761966718205	0.06744872564289173	0.04703676409079034	0.03961386532369522	0.064179798951432	0.08141246830976726	0.12281049978696824	0.089160188911224	0.08508566269490736	0.04575960580746525	0.052459547318739135	0.042275578311617566	0.05435478372769133	0.02090560501804195	0.057297000685005116	0.05240171454620231	0.018987172058520844	0.020135718519141338	0.024412453109273136	0.062002295164189376	0.08689149409446162	0.3702974077850173	0.3995035791362585	0.4321732883137745	0.5744837775176294	0.4265682588976586	0.7090237529796495	0.5566210595742019	0.5761506212819989	0.6355112119022505	0.6379847364300302	0.6593841444051973	0.6539738534172383	0.6642399368967831	0.586671679218911	0.4385443115953326	0.5760959265748326	0.5161015179063888	0.506655591145925	0.5954900331857756	0.5995309099433294
f6ppB	0.6008487002858995	0.6181047125266524	0.6801757931617457	0.5598129287547878	0.7233078653688564	0.6557951470815397	0.6550274680870889	0.5865774435274512	0.562759618412463	0.497692910210588	0.5342697853396963	0.5368608300363298	0.7202363819193223	0.5298751611454701	0.3948851477745373	0.39359247167847194	0.605127068985305	0.464201667665163	0.3602714304849842	0.3556199778994107	0.19761474544656854	0.09903247929814496	0.03941355126441931	0.0811534605640594	0.08004999535941304	0.06103591578812864	0.05876922089737266	0.09328889438640235	0.061848225381666115	0.04075068386608619	0.03050509830474463	0.014509189943353009	0.016940142798215947	0.0	0.043774131736399796	0.05748447435896135	0.053734410090168785	0.045161030335662704	0.05005933656806443	0.05231697323575994	0.059891343752736206	0.0547786127539939	0.04103956059192238	0.07241267101424352	0.0605597374192953	0.06693125519801307	0.045507314478805634	0.11285014592286359	0.12450069025053902	0.08246576336160537	0.13870889751582993	0.12028766063074026	0.030299466095110937	0.05063180432197588	0.05625653618778057	0.08467388460856358	0.10194058274558639	0.05607467474125631	0.05910968804702645	0.0645798186435753	0.045980152722068596	0.10142555772381721	0.08000726076191941	0.06267065541814482	0.054238379676647235	0.06872462972179086	0.05501685520979526	0.0497638665052126	0.044313408512661454	0.07229837218883496	0.05188641063673359	0.04446351186963847	0.06902944549737523	0.08626211485571049	0.12766014633291148	0.09400983545716723	0.0899353092408506	0.0506092523534085	0.05730919386468238	0.047125224857560814	0.059204430273634576	0.02575525156398519	0.062146647230948364	0.057251361092145556	0.023836818604464086	0.02498536506508458	0.029262099655216374	0.0721794814503251	0.09706868038059735	0.380474594071153	0.40968076542239423	0.4423504745999102	0.5846609638037651	0.4367454451837943	0.7192009392657852	0.5667982458603377	0.5863278075681346	0.6456883981883862	0.6481619227161659	0.6695613306913331	0.6641510397033741	0.6744171231829188	0.5968488655050467	0.4487214978814683	0.5862731128609683	0.5262787041925245	0.5168327774320607	0.6056672194719114	0.6097080962294651
f13pp	0.6446208320212993	0.6618768442620522	0.7239479248971454	0.6035850604901876	0.7670799971042561	0.6995672788169394	0.6987995998224887	0.630349575262851	0.6065317501478628	0.5414650419459878	0.5780419170750959	0.5806329617717295	0.7640085136547221	0.5736472928808698	0.43865727950993705	0.4373646034138717	0.6488992007207048	0.5079737994005628	0.40404356222038396	0.3993921096348104	0.24138687718196822	0.1428046110335447	0.08318568299981904	0.12492559229945913	0.12382212709481277	0.10480804752352837	0.10254135263277239	0.1370610261218021	0.10562035711706586	0.08452281560148593	0.07427723004014436	0.058281321678752745	0.060712274533615676	0.043774131736399796	0.0	0.10125660609436107	0.09750654182556852	0.08893316207106244	0.09383146830346417	0.09608910497115968	0.10366347548813594	0.09855074448939363	0.08481169232732211	0.11618480274964327	0.10433186915469503	0.1107033869334128	0.08927944621420536	0.15662227765826334	0.16827282198593876	0.12623789509700512	0.18248102925122967	0.16405979236614	0.07407159783051068	0.09440393605737561	0.1000286679231803	0.12844601634396333	0.14571271448098613	0.09984680647665604	0.10288181978242619	0.10835195037897503	0.08975228445746833	0.14519768945921696	0.12377939249731915	0.10644278715354455	0.09801051141204697	0.11249676145719059	0.098788986945195	0.09353599824061233	0.08808554024806119	0.11607050392423471	0.09565854237213332	0.0882356436050382	0.11280157723277498	0.13003424659111024	0.1714322780683112	0.13778196719256697	0.13370744097625034	0.09438138408880822	0.10108132560008212	0.09089735659296055	0.10297656200903431	0.06952738329938493	0.1059187789663481	0.10102349282754529	0.06760895033986382	0.06875749680048432	0.07303423139061611	0.11595161318572483	0.14084081211599708	0.42424672580655276	0.45345289715779397	0.48612260633530996	0.6284330955391648	0.48051757691919406	0.762973071001185	0.6105703775957374	0.6300999393035345	0.6894605299237859	0.6919340544515656	0.7133334624267327	0.7079231714387737	0.7181892549183186	0.6406209972404464	0.49249362961686804	0.630045244596368	0.5700508359279244	0.5606049091674604	0.6494393512073111	0.6534802279648648
f31pp	0.6365433853007016	0.6537993975414546	0.7158704781765478	0.5955076137695899	0.7590025503836585	0.6914898320963418	0.690722153101891	0.6222721285422534	0.5984543034272651	0.5333875952253901	0.5699644703544984	0.5725555150511319	0.7559310669341244	0.5655698461602722	0.4305798327893394	0.42928715669327405	0.6408217540001071	0.49989635267996513	0.39596611549978633	0.3913146629142128	0.23330943046137065	0.13472716431294712	0.07510823627922147	0.11684814557886156	0.1157446803742152	0.0967306008029308	0.09446390591217482	0.12898357940120453	0.09754291039646829	0.07644536888088835	0.06619978331954679	0.05020387495815517	0.0526348278130181	0.05748447435896135	0.10125660609436107	0.0	0.06376644116279238	0.05519306140828631	0.06009136764068804	0.07743149856693698	0.08500586908391325	0.07989313808517096	0.06615408592309943	0.09752719634542058	0.08567426275047235	0.09204578052919013	0.07062183980998268	0.13796467125404066	0.1496152155817161	0.10758028869278242	0.16382342284700696	0.1454021859619173	0.05541399142628799	0.07574632965315292	0.08137106151895762	0.10978840993974064	0.12705510807676346	0.08118920007243335	0.0842242133782035	0.08969434397475234	0.07109467805324564	0.12654008305499426	0.10512178609309647	0.08778518074932187	0.07935290500782428	0.09383915505296792	0.08013138054097231	0.07487839183638964	0.0694279338438385	0.09741289752001202	0.07700093596791063	0.06957803720081551	0.09414397082855229	0.11137664018688755	0.15277467166408853	0.11912436078834429	0.11504983457202765	0.07572377768458555	0.08242371919585943	0.07223975018873786	0.08673364444231776	0.05328446573266839	0.08967586139963156	0.08478057526082874	0.05914239311840268	0.060290939579023164	0.06456767416915496	0.10787416646512726	0.1327633653953995	0.41616927908595513	0.44537545043719634	0.47804515961471233	0.6203556488185672	0.47244013019859643	0.7548956242805873	0.6024929308751398	0.6220224925829367	0.6813830832031883	0.683856607730968	0.7052560157061352	0.6998457247181762	0.7101118081977209	0.6325435505198488	0.4844161828962704	0.6219677978757704	0.5619733892073266	0.5525274624468628	0.6413619044867135	0.6454027812442672
w17pp	0.6327933210319091	0.650049333272662	0.7121204139077553	0.5917575495007974	0.755252486114866	0.6877397678275492	0.6869720888330986	0.6185220642734608	0.5947042391584726	0.5296375309565976	0.5662144060857057	0.5688054507823394	0.7521810026653319	0.5618197818914796	0.4268297685205469	0.4255370924244815	0.6370716897313147	0.4961462884111726	0.3922160512309938	0.38756459864542026	0.2295593661925781	0.13097710004415453	0.0713581720104289	0.11309808131006899	0.11199461610542263	0.09298053653413824	0.09071384164338225	0.12523351513241193	0.09379284612767572	0.07269530461209579	0.06244971905075423	0.04645381068936261	0.04888476354422554	0.053734410090168785	0.09750654182556852	0.06376644116279238	0.0	0.047068174309110276	0.051966480541512004	0.07368143429814443	0.0812558048151207	0.07614307381637839	0.06240402165430686	0.09377713207662802	0.08192419848167978	0.08829571626039756	0.06687177554119011	0.1342146069852481	0.14586515131292352	0.10383022442398987	0.16007335857821442	0.14165212169312474	0.05166392715749542	0.07199626538436037	0.07762099725016505	0.10603834567094808	0.12330504380797089	0.0774391358036408	0.08047414910941095	0.08594427970595979	0.06734461378445308	0.12279001878620172	0.1013717218243039	0.0840351164805293	0.07560284073903173	0.09008909078417535	0.07638131627217976	0.07112832756759709	0.06567786957504594	0.09366283325121946	0.07325087169911808	0.06582797293202296	0.09039390655975973	0.10762657591809499	0.14902460739529597	0.11537429651955172	0.1112997703032351	0.07197371341579298	0.07867365492706688	0.06848968591994531	0.08298358017352521	0.049534401463875825	0.085925797130839	0.08103051099203619	0.05539232884961011	0.05654087531023061	0.060817609900362404	0.1041241021963347	0.12901330112660694	0.4124192148171626	0.4416253861684038	0.4742950953459198	0.6166055845497747	0.4686900659298039	0.7511455600117949	0.5987428666063472	0.6182724283141443	0.6776330189343958	0.6801065434621755	0.7015059514373425	0.6960956604493835	0.7063617439289285	0.6287934862510562	0.4806661186274779	0.6182177336069778	0.5582233249385342	0.5487773981780703	0.6376118402179209	0.6416527169754747
f9pp	0.624219941277403	0.6414759535181559	0.7035470341532492	0.5831841697462913	0.7466791063603598	0.6791663880730432	0.6783987090785923	0.6099486845189548	0.5861308594039665	0.5210641512020915	0.5576410263311997	0.5602320710278332	0.7436076229108258	0.5532464021369736	0.4182563887660408	0.41696371266997545	0.6284983099768086	0.48757290865666647	0.38364267147648773	0.37899121889091414	0.22098598643807205	0.12240372028964847	0.06278479225592283	0.1045247015555629	0.10342123635091657	0.08440715677963216	0.08214046188887618	0.11666013537790587	0.08521946637316963	0.0641219248575897	0.053876339296248146	0.037880430934856525	0.040311383789719456	0.045161030335662704	0.08893316207106244	0.05519306140828631	0.047068174309110276	0.0	0.018595788477144135	0.06510805454363836	0.07268242506061462	0.0675696940618723	0.05383064189980079	0.08520375232212193	0.07335081872717371	0.07972233650589149	0.05829839578668404	0.125641227230742	0.13729177155841743	0.09525684466948378	0.15149997882370833	0.13307874193861868	0.04309054740298934	0.06342288562985429	0.06904761749565898	0.09746496591644199	0.1147316640534648	0.06886575604913472	0.07190076935490486	0.07737089995145371	0.058771234029946995	0.11421663903169563	0.09279834206979783	0.07546173672602322	0.06702946098452564	0.08151571102966926	0.06780793651767367	0.06255494781309101	0.05710448982053985	0.08508945349671337	0.064677491944612	0.05725459317751687	0.08182052680525365	0.0990531961635889	0.14045122764078988	0.10680091676504565	0.10272639054872901	0.0634003336612869	0.07010027517256079	0.05991630616543922	0.07441020041901913	0.040961021709369744	0.07735241737633292	0.07245713123753011	0.046818949095104034	0.04796749555572452	0.052244230145856316	0.09555072244182863	0.12043992137210087	0.40384583506265653	0.43305200641389774	0.46572171559141373	0.6080322047952686	0.46011668617529783	0.7425721802572888	0.5901694868518412	0.6096990485596382	0.6690596391798898	0.6715331637076694	0.6929325716828365	0.6875222806948775	0.6977883641744224	0.6202201064965502	0.4720927388729718	0.6096443538524718	0.5496499451840281	0.5402040184235641	0.6290384604634148	0.6330793372209685
