	530331	w4pp	w26pp	w11pp	w3pp	s21pp	w32pp	w1pp	s26pp	s30pp	s2pp	s31pp	s25pp	s23pp	s28pp	s17pp	s7pp	s32pp	s12pp	s6pp	s27pp	s24pp	s29pp	s3pp	w14pp	w8pp	w17pp	w2pp	f8pp	w29pp	w19pp	w15pp	w16pp	f2pp	31009	31333	31232	31428	530444	31021	530394	31360	530075	31766	31379	31750	S27H1	31112	530364	31700	F7H1	F14H1B	530050	S3Hp	S12Hp	F23HpA	F14H1A	S2Hp	F22H1A	F1H1	S13Hp	S29H1	S16H2	S8Hp	S15Hp	S7Hp	F3H1	S6Hp	F8H1	S30H1	S20H1	S21H1	31219	S26Hp	F16H1	S10H1	S31Hp	S23Hp	s24H1	S11Hp	F6H1	S14Hp	F22HpB	S17H1	S19H1	31267	S4Hp	31749	S1Hp	S25Hp	31071
s2pp	0.8254944062502604	0.14884315388845773	0.15922916830981687	0.15774616847022105	0.17599714221862606	0.2057698060695746	0.12848723049304941	0.13676282389691358	0.06898834989276367	0.059473457920607695	0.0	0.12200185703372135	0.08118974569264041	0.10089595658952251	0.10644627114920169	0.1574573343660052	0.1397230027835967	0.13746009865335648	0.11490476145369308	0.11158778532862634	0.06946253457740602	0.0893566342940201	0.09174625917513118	0.14040663722594263	0.1395828588960496	0.15452754027852	0.15735740687978278	0.13625487192748692	0.1545003137884883	0.16956146599019448	0.15226104993998277	0.16874076163043306	0.13880660827314772	0.16906940305245693	0.8157418640799055	0.8590371713162177	0.7948751761153919	0.806597992701184	0.7897017815754482	0.8103864099282738	0.8132348860664457	0.8042041264127106	0.8162106589399069	0.8167183276456427	0.8688560573365365	0.8130148266158377	0.9092850985649087	0.8674541923914044	0.8613577454136999	0.8129853203559346	0.8504995849264637	0.8959828877800219	0.87529986688444	0.8602476398841938	0.8316452296792254	0.8186902496725361	0.8346389185143543	0.9021841849448731	0.9085079160518343	0.9527038727932948	0.9315689496655615	0.9566792011046763	0.9546497720527765	1.0107024803506266	0.9025212518874624	0.9152747254053691	0.8917354651874059	0.8349890149699872	0.8827985798966802	0.9372463826208094	0.9511126022922917	0.9745074801696634	0.8873406457447313	0.8623254849146794	0.9270493909735447	0.8523016885784196	0.9180944451632572	0.8660179933671612	0.8486438287122462	0.8244899768543079	0.8797006143011293	0.9506543828638031	0.8397531474984263	0.9739066242956431	0.9486554868897531	0.8721103303268476	0.8025731581371628	0.9047135455081432	0.9111959248346713	0.8347751901613671	0.7898599374895363
s31pp	0.8678892870402048	0.19123803467840217	0.20162404909976134	0.20014104926016552	0.2183920230085705	0.24816468685951903	0.17088211128299388	0.17915770468685804	0.12234821682718493	0.1401013615498588	0.12200185703372135	0.0	0.09181273843743967	0.11151894933432177	0.11706926389400094	0.16808032711080445	0.15034599552839595	0.14808309139815573	0.12552775419849233	0.12221077807342559	0.11185741536735049	0.13175151508396457	0.13414113996507565	0.18280151801588707	0.18197773968599407	0.19692242106846447	0.19975228766972725	0.1786497527174314	0.19689519457843277	0.21195634678013892	0.1946559307299272	0.21113564242037752	0.1812014890630922	0.21146428384240137	0.8581367448698499	0.9014320521061622	0.8372700569053364	0.8489928734911285	0.8320966623653927	0.8527812907182183	0.8556297668563901	0.846599007202655	0.8586055397298513	0.8591132084355871	0.911250938126481	0.855409707405782	0.9516799793548532	0.9098490731813489	0.9037526262036444	0.8553802011458791	0.8928944657164082	0.9383777685699664	0.9176947476743844	0.9026425206741382	0.8740401104691697	0.8610851304624806	0.8770337993042988	0.9445790657348175	0.9509027968417788	0.9950987535832394	0.9739638304555058	0.9990740818946208	0.9970446528427209	1.053097361140571	0.9449161326774069	0.9576696061953136	0.9341303459773503	0.8773838957599316	0.9251934606866247	0.9796412634107539	0.9935074830822361	1.016902360959608	0.9297355265346758	0.9047203657046239	0.9694442717634891	0.8946965693683642	0.9604893259532017	0.9084128741571056	0.8910387095021907	0.8668848576442525	0.9220954950910738	0.9930492636537476	0.8821480282883709	1.0163015050855875	0.9910503676796976	0.9145052111167921	0.8449680389271073	0.9471084262980877	0.9535908056246157	0.8771700709513116	0.8322548182794808
s25pp	0.8270771756991239	0.15042592333732124	0.1608119377586804	0.1593289379190846	0.17757991166748957	0.2073525755184381	0.13006999994191293	0.1383455933457771	0.08153610548610399	0.09928925020877788	0.08118974569264041	0.09181273843743967	0.0	0.041957355826108364	0.04750767038578754	0.09851873360259106	0.08078440202018256	0.07852149788994234	0.055966160690278925	0.05264918456521219	0.07104530402626955	0.09093940374288363	0.0933290286239947	0.14198940667480614	0.14116562834491314	0.15611030972738352	0.1589401763286463	0.13783764137635046	0.15608308323735184	0.171144235439058	0.15384381938884628	0.1703235310792966	0.14038937772201127	0.17065217250132045	0.8173246335287689	0.8606199407650812	0.7964579455642554	0.8081807621500475	0.7912845510243117	0.8119691793771373	0.8148176555153092	0.805786895861574	0.8177934283887703	0.8183010970945062	0.8704388267854	0.8145975960647012	0.9108678680137722	0.8690369618402679	0.8629405148625634	0.8145680898047981	0.8520823543753272	0.8975656572288854	0.8768826363333034	0.8618304093330573	0.8332279991280889	0.8202730191213996	0.8362216879632178	0.9037669543937366	0.9100906855006978	0.9542866422421583	0.933151719114425	0.9582619705535398	0.9562325415016399	1.01228524979949	0.9041040213363258	0.9168574948542326	0.8933182346362694	0.8365717844188507	0.8843813493455437	0.9388291520696729	0.9526953717411552	0.9760902496185269	0.8889234151935947	0.8639082543635429	0.9286321604224081	0.8538844580272831	0.9196772146121207	0.8676007628160247	0.8502265981611097	0.8260727463031714	0.8812833837499928	0.9522371523126666	0.8413359169472898	0.9754893937445066	0.9502382563386166	0.8736930997757111	0.8041559275860263	0.9062963149570067	0.9127786942835348	0.8363579596102306	0.7914427069383998
s23pp	0.846783386596006	0.1701321342342033	0.18051814865556248	0.17903514881596666	0.19728612256437164	0.22705878641532018	0.14977621083879503	0.1580518042426592	0.10124231638298609	0.11899546110565998	0.10089595658952251	0.11151894933432177	0.041957355826108364	0.0	0.029624518264970034	0.08063558148177355	0.06290124989936505	0.060638345769124836	0.03808300856946142	0.03476603244439468	0.09075151492315164	0.11064561463976573	0.1130352395208768	0.16169561757168824	0.1608718392417952	0.17581652062426562	0.1786463872255284	0.15754385227323253	0.17578929413423391	0.19085044633594006	0.17355003028572835	0.19002974197617867	0.16009558861889334	0.19035838339820252	0.8370308444256511	0.8803261516619634	0.8161641564611376	0.8278869730469297	0.8109907619211939	0.8316753902740195	0.8345238664121913	0.8254931067584562	0.8374996392856525	0.8380073079913883	0.8901450376822821	0.8343038069615833	0.9305740789106544	0.8887431727371501	0.8826467257594456	0.8342743007016803	0.8717885652722094	0.9172718681257676	0.8965888472301856	0.8815366202299395	0.852934210024971	0.8399792300182818	0.8559278988601	0.9234731652906187	0.92979689639758	0.9739928531390405	0.9528579300113071	0.977968181450422	0.9759387523985221	1.0319914606963723	0.923810232233208	0.9365637057511148	0.9130244455331515	0.8562779953157329	0.9040875602424259	0.9585353629665551	0.9724015826380373	0.995796460515409	0.9086296260904769	0.8836144652604251	0.9483383713192903	0.8735906689241653	0.9393834255090029	0.8873069737129069	0.8699328090579919	0.8457789572000536	0.900989594646875	0.9719433632095488	0.861042127844172	0.9951956046413888	0.9699444672354988	0.8933993106725933	0.8238621384829085	0.9260025258538889	0.9324849051804169	0.8560641705071128	0.811148917835282
s28pp	0.8523337011556852	0.1756824487938825	0.18606846321524168	0.18458546337564585	0.20283643712405083	0.23260910097499937	0.15532652539847422	0.16360211880233838	0.10679263094266526	0.12454577566533914	0.10644627114920169	0.11706926389400094	0.04750767038578754	0.029624518264970034	0.0	0.057636843150891466	0.03990251156848297	0.03763960743824276	0.015084270238579344	0.01176729411351261	0.09630182948283082	0.11619592919944491	0.11858555408055599	0.16724593213136743	0.1664221538014744	0.1813668351839448	0.18419670178520758	0.16309416683291172	0.1813396086939131	0.19640076089561925	0.17910034484540754	0.19558005653585786	0.16564590317857253	0.1959086979578817	0.8425811589853303	0.8858764662216425	0.8217144710208167	0.8334372876066088	0.816541076480873	0.8372257048336986	0.8400741809718705	0.8310434213181354	0.8430499538453317	0.8435576225510675	0.8956953522419613	0.8398541215212625	0.9361243934703335	0.8942934872968292	0.8881970403191247	0.8398246152613594	0.8773388798318885	0.9228221826854467	0.9021391617898648	0.8870869347896186	0.8584845245846502	0.8455295445779609	0.8614782134197791	0.9290234798502979	0.9353472109572591	0.9795431676987196	0.9584082445709863	0.9835184960101011	0.9814890669582013	1.0375417752560514	0.9293605467928872	0.9421140203107939	0.9185747600928307	0.861828309875412	0.909637874802105	0.9640856775262342	0.9779518971977165	1.0013467750750882	0.9141799406501561	0.8891647798201042	0.9538886858789695	0.8791409834838444	0.944933740068682	0.892857288272586	0.875483123617671	0.8513292717597327	0.9065399092065541	0.9774936777692279	0.8665924424038511	1.000745919201068	0.9754947817951779	0.8989496252322724	0.8294124530425876	0.931552840413568	0.9380352197400961	0.861614485066792	0.8166992323949611
s17pp	0.9033447643724887	0.22669351201068605	0.23707952643204522	0.2355965265924494	0.25384750034085435	0.2836201641918029	0.20633758861527776	0.21461318201914192	0.15780369415946877	0.17555683888214266	0.1574573343660052	0.16808032711080445	0.09851873360259106	0.08063558148177355	0.057636843150891466	0.0	0.03362136459150403	0.0661393426481522	0.0592085141446206	0.05589153801955386	0.14731289269963432	0.16720699241624842	0.1695966172973595	0.21825699534817095	0.21743321701827795	0.23237789840074835	0.23520776500201113	0.21410523004971527	0.23235067191071665	0.2474118241124228	0.2301114080622111	0.2465911197526614	0.21665696639537607	0.24691976117468525	0.8935922222021337	0.936887529438446	0.8727255342376202	0.8844483508234123	0.8675521396976765	0.8882367680505021	0.891085244188674	0.8820544845349388	0.8940610170621351	0.894568685767871	0.9467064154587648	0.890865184738066	0.987135456687137	0.9453045505136327	0.9392081035359282	0.8908356784781629	0.928349943048692	0.9738332459022502	0.9531502250066682	0.9380979980064221	0.9094955878014537	0.8965406077947644	0.9124892766365826	0.9800345430671014	0.9863582741740626	1.0305542309155231	1.0094193077877898	1.0345295592269046	1.0325001301750047	1.0885528384728549	0.9803716100096906	0.9931250835275974	0.9695858233096342	0.9128393730922155	0.9606489380189085	1.0150967407430376	1.0289629604145198	1.0523578382918917	0.9651910038669596	0.9401758430369077	1.004899749095773	0.9301520467006479	0.9959448032854855	0.9438683514893895	0.9264941868344745	0.9023403349765362	0.9575509724233576	1.0285047409860315	0.9176035056206546	1.0517569824178714	1.0265058450119815	0.9499606884490759	0.8804235162593911	0.9825639036303715	0.9890462829568996	0.9126255482835954	0.8677102956117646
s7pp	0.8856104327900802	0.20895918042827755	0.21934519484963672	0.2178621950100409	0.23611316875844587	0.2658858326093944	0.18860325703286926	0.19687885043673342	0.14006936257706026	0.15782250729973415	0.1397230027835967	0.15034599552839595	0.08078440202018256	0.06290124989936505	0.03990251156848297	0.03362136459150403	0.0	0.04840501106574371	0.0414741825622121	0.03815720643714537	0.12957856111722582	0.14947266083383992	0.151862285714951	0.20052266376576244	0.19969888543586944	0.21464356681833985	0.21747343341960262	0.19637089846730676	0.21461634032830815	0.2296774925300143	0.21237707647980258	0.2288567881702529	0.19892263481296757	0.22918542959227675	0.8758578906197253	0.9191531978560376	0.8549912026552118	0.8667140192410039	0.8498178081152681	0.8705024364680937	0.8733509126062655	0.8643201529525304	0.8763266854797267	0.8768343541854625	0.9289720838763563	0.8731308531556574	0.9694011251047285	0.9275702189312243	0.9214737719535198	0.8731013468957545	0.9106156114662836	0.9560989143198417	0.9354158934242598	0.9203636664240136	0.8917612562190451	0.878806276212356	0.8947549450541742	0.9623002114846929	0.9686239425916542	1.0128198993331148	0.9916849762053812	1.0167952276444963	1.0147657985925962	1.0708185068904466	0.9626372784272823	0.975390751945189	0.9518514917272257	0.895105041509807	0.9429146064365	0.9973624091606292	1.0112286288321115	1.034623506709483	0.9474566722845512	0.9224415114544993	0.9871654175133645	0.9124177151182395	0.9782104717030771	0.926134019906981	0.908759855252066	0.8846060033941279	0.9398166408409492	1.010770409403623	0.8998691740382463	1.034022650835463	1.008771513429573	0.9322263568666674	0.8626891846769826	0.964829572047963	0.9713119513744911	0.894891216701187	0.8499759640293562
s32pp	0.88334752865984	0.20669627629803733	0.2170822907193965	0.21559929087980068	0.23385026462820566	0.2636229284791542	0.18634035290262904	0.1946159463064932	0.13780645844682005	0.15555960316949394	0.13746009865335648	0.14808309139815573	0.07852149788994234	0.060638345769124836	0.03763960743824276	0.0661393426481522	0.04840501106574371	0.0	0.03921127843197189	0.03589430230690515	0.1273156569869856	0.1472097567035997	0.14959938158471078	0.19825975963552223	0.19743598130562923	0.21238066268809963	0.2152105292893624	0.19410799433706655	0.21235343619806793	0.22741458839977408	0.21011417234956237	0.22659388404001268	0.19665973068272735	0.22692252546203653	0.8735949864894851	0.9168902937257973	0.8527282985249716	0.8644511151107637	0.8475549039850279	0.8682395323378534	0.8710880084760253	0.8620572488222902	0.8740637813494865	0.8745714500552223	0.9267091797461161	0.8708679490254172	0.9671382209744883	0.925307314800984	0.9192108678232795	0.8708384427655143	0.9083527073360433	0.9538360101896015	0.9331529892940196	0.9181007622937734	0.8894983520888049	0.8765433720821157	0.892492040923934	0.9600373073544527	0.966361038461414	1.0105569952028746	0.989422072075141	1.0145323235142558	1.0125028944623562	1.0685556027602061	0.9603743742970421	0.9731278478149488	0.9495885875969855	0.8928421373795667	0.9406517023062598	0.995099505030389	1.0089657247018713	1.0323606025792431	0.945193768154311	0.920178607324259	0.9849025133831243	0.9101548109879993	0.9759475675728368	0.9238711157767407	0.9064969511218258	0.8823430992638877	0.937553736710709	1.0085075052733827	0.8976062699080061	1.0317597467052226	1.0065086092993327	0.9299634527364272	0.8604262805467424	0.9625666679177228	0.9690490472442509	0.8926283125709468	0.8477130598991159
s12pp	0.8607921914601766	0.1841409390983739	0.19452695351973304	0.19304395368013721	0.21129492742854222	0.24106759127949076	0.1637850157029656	0.17206060910682974	0.11525112124715665	0.13300426596983053	0.11490476145369308	0.12552775419849233	0.055966160690278925	0.03808300856946142	0.015084270238579344	0.0592085141446206	0.0414741825622121	0.03921127843197189	0.0	0.0033189761260667945	0.10476031978732221	0.1246544195039363	0.12704404438504738	0.17570442243585882	0.1748806441059658	0.18982532548843617	0.19265519208969897	0.17155265713740311	0.1897980989984045	0.20485925120011064	0.18755883514989896	0.20403854684034925	0.1741043934830639	0.2043671882623731	0.8510396492898217	0.8943349565261339	0.8301729613253082	0.8418957779111003	0.8249995667853645	0.84568419513819	0.8485326712763619	0.8395019116226268	0.8515084441498231	0.8520161128555589	0.9041538425464527	0.8483126118257538	0.9445828837748249	0.9027519776013206	0.8966555306236161	0.8482831055658508	0.8857973701363799	0.9312806729899381	0.9105976520943562	0.89554542509411	0.8669430148891415	0.8539880348824523	0.8699367037242706	0.9374819701547893	0.9438057012617506	0.9880016580032112	0.9668667348754776	0.9919769863145925	0.9899475572626927	1.0460002655605427	0.9378190370973787	0.9505725106152854	0.9270332503973221	0.8702868001799033	0.9180963651065964	0.9725441678307256	0.9864103875022079	1.0098052653795797	0.9226384309546476	0.8976232701245956	0.9623471761834609	0.8875994737883359	0.9533922303731734	0.9013157785770773	0.8839416139221624	0.8597877620642242	0.9149983995110456	0.9859521680737193	0.8750509327083427	1.0092044095055592	0.9839532720996693	0.9074081155367638	0.837870943347079	0.9400113307180594	0.9464937100445875	0.8700729753712834	0.8251577226994525
s6pp	0.8574752153351098	0.18082396297330716	0.19120997739466633	0.1897269775550705	0.2079779513034755	0.23775061515442403	0.16046803957789887	0.16874363298176304	0.11193414512208992	0.1296872898447638	0.11158778532862634	0.12221077807342559	0.05264918456521219	0.03476603244439468	0.01176729411351261	0.05589153801955386	0.03815720643714537	0.03589430230690515	0.0033189761260667945	0.0	0.10144334366225548	0.12133744337886956	0.12372706825998064	0.1723874463107921	0.17156366798089906	0.18650834936336946	0.18933821596463224	0.16823568101233638	0.18648112287333776	0.2015422750750439	0.1842418590248322	0.20072157071528252	0.17078741735799718	0.20105021213730637	0.8477226731647549	0.8910179804010672	0.8268559852002414	0.8385788017860335	0.8216825906602977	0.8423672190131233	0.8452156951512951	0.83618493549756	0.8481914680247563	0.8486991367304921	0.9008368664213859	0.8449956357006871	0.9412659076497581	0.8994350014762539	0.8933385544985494	0.8449661294407841	0.8824803940113132	0.9279636968648713	0.9072806759692894	0.8922284489690433	0.8636260387640748	0.8506710587573856	0.8666197275992038	0.9341649940297225	0.9404887251366838	0.9846846818781443	0.9635497587504109	0.9886600101895258	0.9866305811376259	1.042683289435476	0.9345020609723118	0.9472555344902186	0.9237162742722553	0.8669698240548367	0.9147793889815297	0.9692271917056589	0.9830934113771411	1.0064882892545128	0.9193214548295807	0.8943062939995289	0.9590302000583941	0.884282497663269	0.9500752542481067	0.8979988024520107	0.8806246377970957	0.8564707859391574	0.9116814233859788	0.9826351919486526	0.8717339565832758	1.0058874333804926	0.9806362959746026	0.904091139411697	0.8345539672220122	0.9366943545929927	0.9431767339195207	0.8667559992462166	0.8218407465743858
s27pp	0.7810547604896234	0.10440350812782079	0.11478952254917994	0.11330652270958412	0.13155749645798911	0.16133016030893765	0.08404758473241247	0.09232317813627663	0.0698088943708696	0.08756203909354347	0.06946253457740602	0.11185741536735049	0.07104530402626955	0.09075151492315164	0.09630182948283082	0.14731289269963432	0.12957856111722582	0.1273156569869856	0.10476031978732221	0.10144334366225548	0.0	0.035101560415900984	0.03749118529701205	0.09596699146530568	0.09514321313541269	0.11008789451788306	0.11291776111914584	0.09181522616684999	0.11006066802785139	0.12512182022955753	0.10782140417934584	0.12430111586979614	0.0943669625125108	0.12462975729181996	0.7713022183192685	0.8145975255555807	0.750435530354755	0.7621583469405471	0.7452621358148113	0.7659467641676369	0.7687952403058087	0.7597644806520736	0.7717710131792699	0.7722786818850057	0.8244164115758995	0.7685751808552006	0.8648454528042717	0.8230145466307675	0.816918099653063	0.7685456745952977	0.8060599391658267	0.8515432420193849	0.830860221123803	0.8158079941235568	0.7872055839185883	0.7742506039118991	0.7901992727537174	0.8577445391842361	0.8640682702911974	0.908264227032658	0.8871293039049244	0.9122395553440393	0.9102101262921395	0.9662628345899896	0.8580816061268255	0.8708350796447322	0.8472958194267689	0.7905493692093502	0.8383589341360432	0.8928067368601724	0.9066729565316547	0.9300678344090264	0.8429009999840944	0.8178858391540424	0.8826097452129077	0.8078620428177827	0.8736547994026203	0.8215783476065242	0.8042041829516092	0.7800503310936711	0.8352609685404924	0.9062147371031661	0.7953135017377895	0.9294669785350061	0.9042158411291161	0.8276706845662106	0.7581335123765258	0.8602738997475062	0.8667562790740343	0.7903355444007302	0.7454202917288993
s24pp	0.8009488602062376	0.12429760784443487	0.13468362226579403	0.1332006224261982	0.1514515961746032	0.18122426002555175	0.10394168444902656	0.11221727785289072	0.08970299408748368	0.10745613881015756	0.0893566342940201	0.13175151508396457	0.09093940374288363	0.11064561463976573	0.11619592919944491	0.16720699241624842	0.14947266083383992	0.1472097567035997	0.1246544195039363	0.12133744337886956	0.035101560415900984	0.0	0.01713491357834463	0.11586109118191978	0.11503731285202676	0.12998199423449713	0.13281186083575994	0.11170932588346408	0.12995476774446546	0.14501591994617163	0.12771550389595993	0.1441952155864102	0.11426106222912488	0.14452385700843406	0.7911963180358826	0.8344916252721949	0.7703296300713691	0.7820524466571612	0.7651562355314254	0.785840863884251	0.7886893400224229	0.7796585803686877	0.791665112895884	0.7921727816016199	0.8443105112925137	0.7884692805718148	0.8847395525208859	0.8429086463473816	0.8368121993696771	0.7884397743119118	0.8259540388824409	0.8714373417359991	0.8507543208404171	0.8357020938401709	0.8070996836352025	0.7941447036285133	0.8100933724703315	0.8776386389008503	0.8839623700078115	0.9281583267492721	0.9070234036215385	0.9321336550606535	0.9301042260087536	0.9861569343066038	0.8779757058434396	0.8907291793613463	0.8671899191433831	0.8104434689259643	0.8582530338526574	0.9127008365767866	0.9265670562482688	0.9499619341256406	0.8627950997007086	0.8377799388706566	0.9025038449295218	0.8277561425343969	0.8935488991192344	0.8414724473231383	0.8240982826682234	0.7999444308102852	0.8551550682571065	0.9261088368197803	0.8152076014544036	0.9493610782516203	0.9241099408457303	0.8475647842828248	0.77802761209314	0.8801679994641204	0.8866503787906485	0.8102296441173443	0.7653143914455135
s29pp	0.8033384850873486	0.12668723272554594	0.1370732471469051	0.1355902473073093	0.15384122105571427	0.1836138849066628	0.10633130933013762	0.11460690273400179	0.09209261896859475	0.10984576369126864	0.09174625917513118	0.13414113996507565	0.0933290286239947	0.1130352395208768	0.11858555408055599	0.1695966172973595	0.151862285714951	0.14959938158471078	0.12704404438504738	0.12372706825998064	0.03749118529701205	0.01713491357834463	0.0	0.11825071606303084	0.11742693773313784	0.1323716191156082	0.135201485716871	0.11409895076457514	0.13234439262557654	0.1474055448272827	0.13010512877707098	0.1465848404675213	0.11665068711023595	0.14691348188954514	0.7935859429169937	0.8368812501533059	0.7727192549524802	0.7844420715382723	0.7675458604125365	0.7882304887653621	0.7910789649035339	0.7820482052497988	0.7940547377769951	0.7945624064827309	0.8467001361736247	0.7908589054529258	0.8871291774019969	0.8452982712284927	0.8392018242507882	0.7908293991930229	0.828343663763552	0.8738269666171101	0.8531439457215282	0.838091718721282	0.8094893085163135	0.7965343285096244	0.8124829973514426	0.8800282637819613	0.8863519948889226	0.9305479516303832	0.9094130285026496	0.9345232799417645	0.9324938508898647	0.9885465591877148	0.8803653307245507	0.8931188042424574	0.8695795440244941	0.8128330938070754	0.8606426587337684	0.9150904614578976	0.9289566811293799	0.9523515590067516	0.8651847245818196	0.8401695637517677	0.9048934698106329	0.8301457674155079	0.8959385240003455	0.8438620722042494	0.8264879075493344	0.8023340556913963	0.8575446931382176	0.9284984617008913	0.8175972263355147	0.9517507031327314	0.9264995657268413	0.8499544091639358	0.780417236974251	0.8825576243452314	0.8890400036717595	0.8126192689984554	0.7677040163266245
s3pp	0.7900006165698182	0.11334936420801557	0.12373537862937473	0.1222523787897789	0.14050335253818388	0.17027601638913242	0.09299344081260726	0.10126903421647142	0.1407529970194062	0.15850614174208008	0.14040663722594263	0.18280151801588707	0.14198940667480614	0.16169561757168824	0.16724593213136743	0.21825699534817095	0.20052266376576244	0.19825975963552223	0.17570442243585882	0.1723874463107921	0.09596699146530568	0.11586109118191978	0.11825071606303084	0.0	0.10408906921560745	0.11903375059807784	0.12186361719934063	0.10076108224704478	0.11900652410804616	0.13406767630975233	0.11676726025954062	0.1332469719499909	0.10331281859270558	0.13357561337201476	0.7802480743994633	0.8235433816357756	0.7593813864349498	0.7711042030207419	0.7542079918950061	0.7748926202478317	0.7777410963860035	0.7687103367322684	0.7807168692594647	0.7812245379652005	0.8333622676560943	0.7775210369353955	0.8737913088844665	0.8319604027109623	0.8258639557332578	0.7774915306754925	0.8150057952460216	0.8604890980995797	0.8398060772039978	0.8247538502037517	0.7961514399987832	0.783196459992094	0.7991451288339122	0.8666903952644309	0.8730141263713922	0.9172100831128527	0.8960751599851193	0.9211854114242342	0.9191559823723343	0.9752086906701845	0.8670274622070202	0.879780935724927	0.8562416755069637	0.7994952252895451	0.8473047902162381	0.9017525929403672	0.9156188126118495	0.9390136904892212	0.8518468560642891	0.8268316952342373	0.8915556012931025	0.8168078988979774	0.8826006554828151	0.8305242036867191	0.813150039031804	0.7889961871738658	0.8442068246206872	0.915160593183361	0.8042593578179842	0.938412834615201	0.913161697209311	0.8366165406464054	0.7670793684567206	0.8692197558277011	0.8757021351542291	0.799281400480925	0.7543661478090942
w14pp	0.7573127557910312	0.08066150342922854	0.09104751785058768	0.08956451801099186	0.10781549175939685	0.1375881556103454	0.06030558003382022	0.06858117343768438	0.1399292186895132	0.15768236341218705	0.1395828588960496	0.18197773968599407	0.14116562834491314	0.1608718392417952	0.1664221538014744	0.21743321701827795	0.19969888543586944	0.19743598130562923	0.1748806441059658	0.17156366798089906	0.09514321313541269	0.11503731285202676	0.11742693773313784	0.10408906921560745	0.0	0.04345259796127716	0.04628246456253994	0.044374138780822255	0.06261958064182364	0.10137981553096528	0.08407939948075357	0.10055911117120388	0.07062495781391853	0.10088775259322771	0.7475602136206763	0.7908555208569885	0.7266935256561627	0.7384163422419548	0.721520131116219	0.7422047594690446	0.7450532356072165	0.7360224759534814	0.7480290084806777	0.7485366771864135	0.8006744068773073	0.7448331761566085	0.8411034481056795	0.7992725419321752	0.7931760949544707	0.7448036698967054	0.7823179344672345	0.8278012373207927	0.8071182164252108	0.7920659894249646	0.7634635792199962	0.7505085992133069	0.7664572680551252	0.8340025344856439	0.8403262655926051	0.8845222223340656	0.8633872992063323	0.8884975506454471	0.8864681215935473	0.9425208298913974	0.8343396014282332	0.84709307494614	0.8235538147281767	0.766807364510758	0.814616929437451	0.8690647321615802	0.8829309518330625	0.9063258297104342	0.8191589952855021	0.7941438344554502	0.8588677405143155	0.7841200381191904	0.849912794704028	0.797836342907932	0.780462178253017	0.7563083263950787	0.8115189638419001	0.8824727324045739	0.7715714970391971	0.9057249738364139	0.8804738364305239	0.8039286798676184	0.7343915076779336	0.836531895048914	0.8430142743754421	0.766593539702138	0.7216782870303071
w8pp	0.7722574371735016	0.09560618481169891	0.10599219923305807	0.10450919939346225	0.12276017314186724	0.15253283699281578	0.0752502614162906	0.08352585482015476	0.15487390007198357	0.17262704479465746	0.15452754027852	0.19692242106846447	0.15611030972738352	0.17581652062426562	0.1813668351839448	0.23237789840074835	0.21464356681833985	0.21238066268809963	0.18982532548843617	0.18650834936336946	0.11008789451788306	0.12998199423449713	0.1323716191156082	0.11903375059807784	0.04345259796127716	0.0	0.042757905220422776	0.05931882016329264	0.07756426202429403	0.11632449691343566	0.09902408086322396	0.11550379255367427	0.08556963919638892	0.11583243397569809	0.7625048950031467	0.8058002022394589	0.7416382070386331	0.7533610236244253	0.7364648124986894	0.757149440851515	0.7599979169896869	0.7509671573359518	0.7629736898631481	0.7634813585688839	0.8156190882597777	0.7597778575390788	0.8560481294881499	0.8142172233146456	0.8081207763369411	0.7597483512791758	0.7972626158497049	0.8427459187032631	0.8220628978076812	0.8070106708074349	0.7784082606024665	0.7654532805957773	0.7814019494375956	0.8489472158681143	0.8552709469750756	0.8994669037165361	0.8783319805888026	0.9034422320279175	0.9014128029760177	0.9574655112738678	0.8492842828107037	0.8620377563286103	0.8384984961106471	0.7817520458932283	0.8295616108199214	0.8840094135440506	0.8978756332155329	0.9212705110929046	0.8341036766679726	0.8090885158379206	0.8738124218967859	0.7990647195016609	0.8648574760864984	0.8127810242904023	0.7954068596354874	0.7712530077775492	0.8264636452243705	0.8974174137870443	0.7865161784216677	0.9206696552188843	0.8954185178129943	0.8188733612500888	0.749336189060404	0.8514765764313844	0.8579589557579125	0.7815382210846084	0.7366229684127775
