	31700	531414	w11pp	w8pp	w25pp	w12pp	w9pp	w15pp	w20pp	w10pp	w31pp	w21pp	w29pp	w32pp	f30pp	w18pp	w27pp	w28pp	w13pp	31379	S27H1	S4Hp	F6H1	F14H1B	S21H1	S19H1	31328	31021	F22HpB	530055	S7Hp	S15Hp	F23HpA	S13Hp	31519	530258	530177	31300	31009	31428	31452
w31pp	0.2673837743657378	0.3213635169294876	0.08567429492181688	0.07090692404117663	0.07512948420273435	0.10316150920141172	0.07646088693811265	0.09295194902269927	0.09359021026435446	0.08970645671290267	0.0	0.09538797400791958	0.0413318627671891	0.05423069410478139	0.06726832112895872	0.06592775989084115	0.06195256324400443	0.06233330482672762	0.06664056113148	0.3447336317928711	0.31151674132188145	0.3014601408682136	0.33531243751399875	0.3465857688165712	0.3686529457065585	0.3311706950591479	0.32252851787430514	0.4192894508144305	0.5245250853890255	0.47686366127956614	0.45783365214483024	0.4545447563249269	0.5518435596215527	0.5177469662177011	0.47653339270408407	0.4642210157046615	0.49502385725858	0.5130770507210098	0.41184523691192326	0.4716799050921959	0.4765903609404218
w21pp	0.3329816855460301	0.38696142810977996	0.15127220610210926	0.136504835221469	0.14072739538302673	0.16875942038170408	0.14205879811840502	0.15854986020299164	0.15918812144464684	0.15530436789319502	0.09538797400791958	0.0	0.08024169034033615	0.11982860528507375	0.1328662323092511	0.1315256710711335	0.1275504744242968	0.12793121600701998	0.13223847231177235	0.41033154297316343	0.3771146525021738	0.36705805204850595	0.4009103486942911	0.41218367999686356	0.43425085688685083	0.39676860623944027	0.3881264290545975	0.48488736199472277	0.5901229965693179	0.5424615724598585	0.5234315633251225	0.5201426675052192	0.617441470801845	0.5833448773979935	0.5421313038843764	0.5298189268849538	0.5606217684388723	0.5786749619013021	0.47744314809221555	0.5372778162724882	0.5421882721207141
w29pp	0.27892557430529963	0.33290531686904945	0.09721609486137876	0.08244872398073849	0.08667128414229623	0.1147033091409736	0.08800268687767453	0.10449374896226114	0.10513201020391633	0.10124825665246454	0.0413318627671891	0.08024169034033615	0.0	0.06577249404434327	0.07881012106852062	0.07746955983040303	0.07349436318356631	0.0738751047662895	0.07818236107104187	0.3562754317324329	0.3230585412614433	0.3130019408077755	0.34685423745356064	0.35812756875613305	0.3801947456461203	0.3427124949987098	0.33407031781386703	0.4308312507539923	0.5360668853285875	0.488405461219128	0.4693754520843921	0.46608655626448875	0.5633853595611146	0.529288766157263	0.4880751926436459	0.47576281564422335	0.5065656571981418	0.5246188506605717	0.4233870368514851	0.4832217050317577	0.4881321608799836
w32pp	0.26659119833347245	0.32057094089722227	0.08488171888955157	0.07011434800891131	0.07433690817046903	0.1023689331691464	0.07566831090584733	0.09215937299043395	0.09279763423208914	0.08891388068063735	0.05423069410478139	0.11982860528507375	0.06577249404434327	0.0	0.05317573898393239	0.05183517774581481	0.047859981098978086	0.061540728794462304	0.06584798509921468	0.34394105576060574	0.3107241652896161	0.30066756483594825	0.3345198614817334	0.34579319278430587	0.36786036967429314	0.3303781190268826	0.3217359418420398	0.41849687478216513	0.5237325093567602	0.4760710852473008	0.4570410761125649	0.45375218029266157	0.5510509835892874	0.5169543901854358	0.4757408166718187	0.46342843967239616	0.49423128122631466	0.5122844746887445	0.4110526608796579	0.4708873290599305	0.47579778490815644
f30pp	0.27962882535764977	0.3336085679213996	0.0979193459137289	0.08315197503308865	0.08737453519464639	0.11540656019332374	0.08870593793002467	0.1051970000146113	0.10583526125626648	0.10195150770481469	0.06726832112895872	0.1328662323092511	0.07881012106852062	0.05317573898393239	0.0	0.042221442681416005	0.05824039829007663	0.07457835581863964	0.07888561212339201	0.35697868278478306	0.32376179231379343	0.31370519186012563	0.3475574885059108	0.3588308198084832	0.38089799669847046	0.34341574605105996	0.3347735688662172	0.43153450180634245	0.5367701363809376	0.4891087122714781	0.4700787031367422	0.4667898073168389	0.5640886106134647	0.5299920172096131	0.48877844369599605	0.4764660666965735	0.507268908250492	0.5253221017129218	0.42409028790383524	0.48392495608410785	0.48883541193233376
w18pp	0.2782882641195322	0.33226800668328205	0.09657878467561133	0.08181141379497106	0.0860339739565288	0.11406599895520617	0.0873653766919071	0.10385643877649371	0.1044947000181489	0.1006109464666971	0.06592775989084115	0.1315256710711335	0.07746955983040303	0.05183517774581481	0.042221442681416005	0.0	0.05689983705195904	0.07323779458052207	0.07754505088527444	0.3556381215466655	0.3224212310756759	0.31236463062200803	0.3462169272677932	0.35749025857036565	0.3795574354603529	0.34207518481294236	0.3334330076280996	0.4301939405682249	0.53542957514282	0.4877681510333606	0.46873814189862467	0.46544924607872135	0.5627480493753472	0.5286514559714955	0.4874378824578785	0.47512550545845594	0.5059283470123744	0.5239815404748043	0.4227497266657177	0.4825843948459903	0.4874948506942162
w27pp	0.2743130674726955	0.32829281003644534	0.09260358802877461	0.07783621714813435	0.08205877730969208	0.11009080230836944	0.08339018004507037	0.09988124212965699	0.10051950337131219	0.0966357498198604	0.06195256324400443	0.1275504744242968	0.07349436318356631	0.047859981098978086	0.05824039829007663	0.05689983705195904	0.0	0.06926259793368535	0.07356985423843772	0.3516629248998288	0.3184460344288392	0.3083894339751714	0.34224173062095653	0.35351506192352894	0.3755822388135162	0.33809998816610565	0.3294578109812629	0.4262187439213882	0.5314543784959833	0.48379295438652387	0.46476294525178796	0.46147404943188464	0.5587728527285105	0.5246762593246588	0.4834626858110418	0.47115030881161923	0.5019531503655377	0.5200063438279676	0.418774530018881	0.4786091981991536	0.4835196540473795
w28pp	0.2576559950714178	0.3116357376351676	0.0759465156274969	0.06117914474685663	0.06540170490841436	0.09343372990709173	0.06673310764379266	0.08322416972837927	0.08386243097003446	0.07997867741858267	0.06233330482672762	0.12793121600701998	0.0738751047662895	0.061540728794462304	0.07457835581863964	0.07323779458052207	0.06926259793368535	0.0	0.056912781837160004	0.3350058524985511	0.30178896202756145	0.2917323615738936	0.32558465821967875	0.3368579895222512	0.3589251664122385	0.3214429157648279	0.31280073857998514	0.40956167152011047	0.5147973060947055	0.46713588198524614	0.4481058728505102	0.44481697703060685	0.5421157803272327	0.5080191869233811	0.466805613409764	0.45449323641034145	0.48529607796426	0.5033492714266898	0.4021174576176032	0.46195212579787587	0.4668625816461018
w13pp	0.24956529964522858	0.30354504220897843	0.06785582020130772	0.053088449320667454	0.057311009482225186	0.08534303448090255	0.05864241221760348	0.0751334743021901	0.07577173554384528	0.07188798199239349	0.06664056113148	0.13223847231177235	0.07818236107104187	0.06584798509921468	0.07888561212339201	0.07754505088527444	0.07356985423843772	0.056912781837160004	0.0	0.3269151570723619	0.29369826660137227	0.2836416661477045	0.3174939627934896	0.32876729409606203	0.3508344709860493	0.31335222033863874	0.304710043153796	0.40147097609392124	0.5067066106685164	0.4590451865590569	0.44001517742432106	0.43672628160441773	0.5340250849010435	0.4999284914971919	0.4587149179835749	0.44640254098415233	0.47720538253807077	0.4952585760005006	0.3940267621914141	0.4538614303716867	0.4587718862199126
31379	0.26284564531503823	0.37878980751700586	0.30753720908325344	0.3226621970199448	0.3268847571815025	0.35491678218017986	0.3282161599168808	0.3447072220014674	0.3453454832431226	0.3414617296916708	0.3447336317928711	0.41033154297316343	0.3562754317324329	0.34394105576060574	0.35697868278478306	0.3556381215466655	0.3516629248998288	0.3350058524985511	0.3269151570723619	0.0	0.2178310261454745	0.2077744256918067	0.24162672233759186	0.2529000536401643	0.27496723053015154	0.23748497988274098	0.25884288764544827	0.41475132176373086	0.519986956338326	0.47232553222886653	0.4532955230941307	0.45000662727422736	0.5473054305708531	0.5132088371670015	0.4719952636533845	0.45968288665396195	0.4904857282078804	0.5085389216703102	0.4073071078612237	0.4671417760414963	0.47205223188972223
S27H1	0.22962875484404857	0.3455729170460162	0.2743203186122638	0.2894453065489552	0.29366786671051287	0.3216998917091902	0.29499926944589117	0.3114903315304778	0.31212859277213295	0.3082448392206812	0.31151674132188145	0.3771146525021738	0.3230585412614433	0.3107241652896161	0.32376179231379343	0.3224212310756759	0.3184460344288392	0.30178896202756145	0.29369826660137227	0.2178310261454745	0.0	0.12443869751739281	0.18067713266571592	0.19195046396828835	0.2140176408582756	0.17653539021086506	0.22562599717445866	0.3815344312927412	0.4867700658673364	0.4391086417578769	0.42007863262314105	0.4167897368032377	0.5140885400998635	0.47999194669601186	0.4387783731823949	0.4264659961829723	0.45726883773689075	0.4753220311993206	0.37409021739023407	0.4339248855705067	0.4388353414187326
S4Hp	0.21957215439038075	0.3355163165923484	0.264263718158596	0.2793887060952873	0.2836112662568451	0.31164329125552237	0.2849426689922233	0.30143373107680993	0.30207199231846515	0.2981882387670134	0.3014601408682136	0.36705805204850595	0.3130019408077755	0.30066756483594825	0.31370519186012563	0.31236463062200803	0.3083894339751714	0.2917323615738936	0.2836416661477045	0.2077744256918067	0.12443869751739281	0.0	0.1706205322120481	0.18189386351462053	0.20396104040460777	0.16647878975719724	0.21556939672079084	0.37147783083907343	0.47671346541366855	0.4290520413042091	0.4100220321694732	0.40673313634956987	0.5040319396461956	0.46993534624234407	0.428721772728727	0.41640939572930447	0.44721223728322296	0.4652654307456528	0.3640336169365662	0.4238682851168388	0.42877874096506474
F6H1	0.2534244510361659	0.3693686132381335	0.29811601480438116	0.31324100274107247	0.3174635629026302	0.3454955879013075	0.31879496563800847	0.3352860277225951	0.3359242889642503	0.33204053541279854	0.33531243751399875	0.4009103486942911	0.34685423745356064	0.3345198614817334	0.3475574885059108	0.3462169272677932	0.34224173062095653	0.32558465821967875	0.3174939627934896	0.24162672233759186	0.18067713266571592	0.1706205322120481	0.0	0.139502093329431	0.22264663419177216	0.18516438354436165	0.249421693366576	0.4053301274848586	0.5105657620594537	0.46290433794999425	0.44387432881525835	0.440585432995355	0.5378842362919809	0.5037876428881292	0.4625740693745122	0.4502616923750896	0.4810645339290081	0.49911772739143795	0.39788591358235137	0.457720581762624	0.4626310376108499
F14H1B	0.26469778233873836	0.380641944540706	0.30938934610695357	0.32451433404364494	0.32873689420520263	0.35676891920388	0.33006829694058093	0.34655935902516755	0.3471976202668227	0.34331386671537095	0.3465857688165712	0.41218367999686356	0.35812756875613305	0.34579319278430587	0.3588308198084832	0.35749025857036565	0.35351506192352894	0.3368579895222512	0.32876729409606203	0.2529000536401643	0.19195046396828835	0.18189386351462053	0.139502093329431	0.0	0.23391996549434463	0.1964377148469341	0.2606950246691484	0.41660345878743105	0.5218390933620262	0.4741776692525667	0.4551476601178308	0.4518587642979275	0.5491575675945533	0.5150609741907017	0.47384740067708464	0.4615350236776621	0.4923378652315806	0.5103910586940104	0.40915924488492383	0.46899391306519644	0.47390436891342236
S21H1	0.2867649592287256	0.40270912143069326	0.33145652299694084	0.3465815109336322	0.3508040710951899	0.37883609609386726	0.3521354738305682	0.3686265359151548	0.36926479715681	0.3653810436053582	0.3686529457065585	0.43425085688685083	0.3801947456461203	0.36786036967429314	0.38089799669847046	0.3795574354603529	0.3755822388135162	0.3589251664122385	0.3508344709860493	0.27496723053015154	0.2140176408582756	0.20396104040460777	0.22264663419177216	0.23391996549434463	0.0	0.18396974160485208	0.2827622015591357	0.43867063567741826	0.5439062702520134	0.49624484614255393	0.477214837007818	0.4739259411879147	0.5712247444845405	0.5371281510806889	0.49591457756707186	0.4836022005676493	0.5144050421215678	0.5324582355839976	0.43122642177491105	0.49106108995518366	0.4959715458034096
S19H1	0.24928270858131504	0.3652268707832827	0.29397427234953033	0.3090992602862216	0.31332182044777934	0.3413538454464567	0.31465322318315764	0.33114428526774425	0.3317825465093994	0.32789879295794766	0.3311706950591479	0.39676860623944027	0.3427124949987098	0.3303781190268826	0.34341574605105996	0.34207518481294236	0.33809998816610565	0.3214429157648279	0.31335222033863874	0.23748497988274098	0.17653539021086506	0.16647878975719724	0.18516438354436165	0.1964377148469341	0.18396974160485208	0.0	0.24527995091172514	0.40118838503000775	0.5064240196046028	0.4587625954951434	0.43973258636040746	0.43644369054050414	0.53374249383713	0.4996459004332784	0.4584323269196613	0.44611994992023873	0.4769227914741573	0.4949759849365871	0.3937441711275005	0.45357883930777315	0.45848929515599907
31328	0.2406405313964723	0.3565846935984399	0.28533209516468755	0.30045708310137886	0.3046796432629366	0.3327116682616139	0.30601104599831486	0.3225021080829015	0.3231403693245567	0.31925661577310493	0.32252851787430514	0.3881264290545975	0.33407031781386703	0.3217359418420398	0.3347735688662172	0.3334330076280996	0.3294578109812629	0.31280073857998514	0.304710043153796	0.25884288764544827	0.22562599717445866	0.21556939672079084	0.249421693366576	0.2606950246691484	0.2827622015591357	0.24527995091172514	0.0	0.392546207845165	0.4977818424197601	0.45012041831030064	0.43109040917556474	0.4278015133556614	0.5251003166522872	0.4910037232484356	0.44979014973481857	0.437477772735396	0.4682806142893145	0.48633380775174434	0.38510199394265776	0.44493666212293037	0.4498471179711563
31021	0.2249755384911375	0.4533456265385652	0.3820930281048128	0.39721801604150414	0.40144057620306184	0.42947260120173925	0.4027719789384402	0.4192630410230268	0.419901302264682	0.41601754871323016	0.4192894508144305	0.48488736199472277	0.4308312507539923	0.41849687478216513	0.43153450180634245	0.4301939405682249	0.4262187439213882	0.40956167152011047	0.40147097609392124	0.41475132176373086	0.3815344312927412	0.37147783083907343	0.4053301274848586	0.41660345878743105	0.43867063567741826	0.40118838503000775	0.392546207845165	0.0	0.3370583801467026	0.28939695603724314	0.27036694690250723	0.2670780510826039	0.36437685437922973	0.3302802609753781	0.2890666874617611	0.2767543104623385	0.307557152016257	0.32561034547868684	0.2881014647018715	0.38478479361102214	0.38969524945924805
F22HpB	0.3302111730657326	0.5585812611131603	0.48732866267940794	0.5024536506160993	0.506676210777657	0.5347082357763344	0.5080076135130352	0.524498675597622	0.5251369368392771	0.5212531832878253	0.5245250853890255	0.5901229965693179	0.5360668853285875	0.5237325093567602	0.5367701363809376	0.53542957514282	0.5314543784959833	0.5147973060947055	0.5067066106685164	0.519986956338326	0.4867700658673364	0.47671346541366855	0.5105657620594537	0.5218390933620262	0.5439062702520134	0.5064240196046028	0.4977818424197601	0.3370583801467026	0.0	0.2827496484298623	0.3143097531328564	0.3110208573129531	0.4083196606095789	0.3742230672057273	0.3330094936921103	0.3206971166926877	0.3514999582466062	0.369553151709036	0.39333709927646654	0.4900204281856172	0.4949308840338431
530055	0.28254974895627316	0.5109198370037009	0.4396672385699485	0.4547922265066398	0.4590147866681975	0.4870468116668749	0.46034618940357586	0.4768372514881625	0.47747551272981764	0.4735917591783658	0.47686366127956614	0.5424615724598585	0.488405461219128	0.4760710852473008	0.4891087122714781	0.4877681510333606	0.48379295438652387	0.46713588198524614	0.4590451865590569	0.47232553222886653	0.4391086417578769	0.4290520413042091	0.46290433794999425	0.4741776692525667	0.49624484614255393	0.4587625954951434	0.45012041831030064	0.28939695603724314	0.2827496484298623	0.0	0.26664832902339697	0.26335943320349364	0.36065823650011947	0.32656164309626784	0.2853480695826508	0.27303569258322824	0.30383853413714673	0.32189172759957657	0.3456756751670071	0.44235900407615775	0.44726945992438366
S7Hp	0.26351973982153726	0.49188982786896496	0.4206372294352126	0.4357622173719039	0.43998477753346166	0.468016802532139	0.4413161802688399	0.45780724235342657	0.45844550359508174	0.45456175004363	0.45783365214483024	0.5234315633251225	0.4693754520843921	0.4570410761125649	0.4700787031367422	0.46873814189862467	0.46476294525178796	0.4481058728505102	0.44001517742432106	0.4532955230941307	0.42007863262314105	0.4100220321694732	0.44387432881525835	0.4551476601178308	0.477214837007818	0.43973258636040746	0.43109040917556474	0.27036694690250723	0.3143097531328564	0.26664832902339697	0.0	0.21375364365312083	0.3110524469497466	0.27695585354589497	0.23574228003227798	0.2234299030328554	0.25423274458677386	0.2722859380492037	0.3266456660322712	0.42332899494142184	0.42823945078964776
S15Hp	0.26023084400163393	0.48860093204906163	0.41734833361530926	0.4324733215520006	0.43669588171355833	0.4647279067122357	0.43802728444893657	0.45451834653352324	0.4551566077751784	0.45127285422372665	0.4545447563249269	0.5201426675052192	0.46608655626448875	0.45375218029266157	0.4667898073168389	0.46544924607872135	0.46147404943188464	0.44481697703060685	0.43672628160441773	0.45000662727422736	0.4167897368032377	0.40673313634956987	0.440585432995355	0.4518587642979275	0.4739259411879147	0.43644369054050414	0.4278015133556614	0.2670780510826039	0.3110208573129531	0.26335943320349364	0.21375364365312083	0.0	0.2784278370897234	0.24433124368587178	0.2031176701722548	0.19080529317283218	0.22160813472675067	0.2396613281891805	0.32335677021236786	0.4200400991215185	0.42495055496974443
F23HpA	0.35752964729825976	0.5858997353456874	0.5146471369119351	0.5297721248486265	0.5339946850101841	0.5620267100088615	0.5353260877455625	0.5518171498301491	0.5524554110718043	0.5485716575203524	0.5518435596215527	0.617441470801845	0.5633853595611146	0.5510509835892874	0.5640886106134647	0.5627480493753472	0.5587728527285105	0.5421157803272327	0.5340250849010435	0.5473054305708531	0.5140885400998635	0.5040319396461956	0.5378842362919809	0.5491575675945533	0.5712247444845405	0.53374249383713	0.5251003166522872	0.36437685437922973	0.4083196606095789	0.36065823650011947	0.3110524469497466	0.2784278370897234	0.0	0.14348659405571457	0.21557004436551785	0.23216504082425504	0.26296788237817353	0.2810210758406034	0.4206555735089937	0.5173389024181443	0.5222493582663703
S13Hp	0.32343305389440813	0.5518031419418359	0.48055054350808346	0.4956755314447748	0.4998980916063325	0.5279301166050099	0.5012294943417108	0.5177205564262974	0.5183588176679526	0.5144750641165008	0.5177469662177011	0.5833448773979935	0.529288766157263	0.5169543901854358	0.5299920172096131	0.5286514559714955	0.5246762593246588	0.5080191869233811	0.4999284914971919	0.5132088371670015	0.47999194669601186	0.46993534624234407	0.5037876428881292	0.5150609741907017	0.5371281510806889	0.4996459004332784	0.4910037232484356	0.3302802609753781	0.3742230672057273	0.32656164309626784	0.27695585354589497	0.24433124368587178	0.14348659405571457	0.0	0.18147345096166623	0.19806844742040342	0.2288712889743219	0.24692448243675175	0.38655898010514206	0.4832423090142927	0.48815276486251863
31519	0.2822194803807911	0.5105895684282188	0.4393369699944664	0.45446195793115773	0.4586845180927155	0.48671654309139284	0.4600159208280937	0.4765069829126804	0.47714524415433557	0.4732614906028838	0.47653339270408407	0.5421313038843764	0.4880751926436459	0.4757408166718187	0.48877844369599605	0.4874378824578785	0.4834626858110418	0.466805613409764	0.4587149179835749	0.4719952636533845	0.4387783731823949	0.428721772728727	0.4625740693745122	0.47384740067708464	0.49591457756707186	0.4584323269196613	0.44979014973481857	0.2890666874617611	0.3330094936921103	0.2853480695826508	0.23574228003227798	0.2031176701722548	0.21557004436551785	0.18147345096166623	0.0	0.15685487390678637	0.18765771546070487	0.2057109089231347	0.345345406591525	0.4420287355006757	0.4469391913489016
530258	0.26990710338136853	0.49827719142879623	0.42702459299504386	0.4421495809317352	0.44637214109329293	0.4744041660919703	0.44770354382867117	0.46419460591325784	0.464832867154913	0.46094911360346125	0.4642210157046615	0.5298189268849538	0.47576281564422335	0.46342843967239616	0.4764660666965735	0.47512550545845594	0.47115030881161923	0.45449323641034145	0.44640254098415233	0.45968288665396195	0.4264659961829723	0.41640939572930447	0.4502616923750896	0.4615350236776621	0.4836022005676493	0.44611994992023873	0.437477772735396	0.2767543104623385	0.3206971166926877	0.27303569258322824	0.2234299030328554	0.19080529317283218	0.23216504082425504	0.19806844742040342	0.15685487390678637	0.0	0.13822355577248002	0.15627674923490986	0.33303302959210246	0.4297163585012531	0.43462681434947903
530177	0.300709944935287	0.5290800329827148	0.45782743454896235	0.47295242248565367	0.47717498264721137	0.5052070076458888	0.4785063853825897	0.49499744746717633	0.4956357087088315	0.4917519551573797	0.49502385725858	0.5606217684388723	0.5065656571981418	0.49423128122631466	0.507268908250492	0.5059283470123744	0.5019531503655377	0.48529607796426	0.47720538253807077	0.4904857282078804	0.45726883773689075	0.44721223728322296	0.4810645339290081	0.4923378652315806	0.5144050421215678	0.4769227914741573	0.4682806142893145	0.307557152016257	0.3514999582466062	0.30383853413714673	0.25423274458677386	0.22160813472675067	0.26296788237817353	0.2288712889743219	0.18765771546070487	0.13822355577248002	0.0	0.1326406087573231	0.36383587114602095	0.4605192000551716	0.4654296559033975
