	S1Hp	S9H1	F7H1	530119	S6Hp	S28Hp	530075	S15Hp	31519	31267	F16H1	S22Hp	S19H1	S25Hp	S13Hp	31160	530315	530258	31236	S17H1	31700	S20H1	31219	530331	S31Hp	530215	S30H1	530295	31750	s24H1	S29H1	S7Hp	530055	F32H1	F14H1B	S18H1	F6H1	530177	31300	F23HpA	S23Hp	530368	S14Hp	31328	31600	530167	S26Hp	530444	31452	S27H1
F16H1	0.4269646874003883	0.4179988824096482	0.42791263145622643	0.44333181447376363	0.44084262405723285	0.41522685056700426	0.4060793715222517	0.3313937809003741	0.40200202482825453	0.3929786455671488	0.0	0.29602748393523304	0.34888064689793385	0.3784361739364617	0.352191401199515	0.3905786341641075	0.38097280221729085	0.4196252513543426	0.42939162596392944	0.4384509986941334	0.41170591300113046	0.4259691693870151	0.42865011648835616	0.42546840383938167	0.3800258815672776	0.46645394350546415	0.47843902473735633	0.470109326663786	0.44589639842475537	0.4636343486896461	0.4573896644169776	0.41746112689688464	0.4391381707575495	0.4321522797662213	0.4271639816985242	0.4243381872132368	0.42919249101352375	0.4181204808894185	0.4115590856428138	0.42897470523649905	0.42334633924878656	0.4410419738652453	0.43609805698872606	0.43474420738772146	0.43040636388748926	0.41821153795589927	0.3985400502661641	0.42217199104312864	0.43607596312787167	0.4213295547881399
S22Hp	0.4261169652200832	0.4171511602293431	0.42706490927592133	0.44248409229345853	0.43999490187692775	0.41437912838669916	0.40523164934194666	0.330546058720069	0.4011543026479494	0.39213092338684363	0.29602748393523304	0.0	0.34803292471762876	0.3775884517561566	0.3513436790192098	0.3897309119838024	0.38012508003698575	0.4187775291740375	0.42854390378362434	0.4376032765138283	0.41085819082082536	0.4251214472067101	0.42780239430805106	0.4246206816590765	0.3791781593869725	0.46560622132515905	0.47759130255705123	0.469261604483481	0.4450486762444502	0.462786626509341	0.45654194223667255	0.41661340471657954	0.4382904485772444	0.43130455758591624	0.4263162595182191	0.42349046503293164	0.4283447688332187	0.4172727587091134	0.4107113634625087	0.42812698305619395	0.42249861706848146	0.4401942516849402	0.4352503348084209	0.4338964852074163	0.42955864170718416	0.41736381577559417	0.397692328085859	0.4213242688628235	0.43522824094756657	0.4204818326078348
S19H1	0.4084928802297746	0.3995270752390345	0.40944082428561274	0.42486000730314993	0.42237081688661915	0.39675504339639056	0.387607564351638	0.3129219737297604	0.38353021765764084	0.3745068383965351	0.34888064689793385	0.34803292471762876	0.0	0.359964366765848	0.3337195940289013	0.3721068269934938	0.36250099504667715	0.4011534441837289	0.41091981879331574	0.4199791915235197	0.39323410583051677	0.4074973622164014	0.41017830931774246	0.406996596668768	0.3615540743966639	0.44798213633485046	0.45996721756674264	0.4516375194931723	0.4274245912541417	0.4451625415190324	0.4389178572463639	0.39898931972627094	0.4206663635869358	0.4136804725956076	0.4086921745279105	0.4058663800426231	0.41072068384291005	0.3996486737188048	0.39308727847220004	0.41050289806588536	0.4048745320781728	0.42257016669463154	0.4176262498181123	0.4162724002171077	0.4119345567168755	0.3997397307852856	0.38006824309555043	0.4037001838725149	0.41760415595725797	0.4028577476175262
S25Hp	0.3919581708671233	0.38299236587638325	0.39290611492296146	0.40832529794049865	0.40583610752396787	0.3802203340337393	0.3710728549889868	0.2963872643671091	0.3669955082949895	0.35797212903388376	0.3784361739364617	0.3775884517561566	0.359964366765848	0.0	0.31718488466624994	0.3555721176308425	0.3459662856840259	0.3846187348210776	0.39438510943066446	0.4034444821608684	0.3766993964678655	0.3909626528537502	0.3936435999550912	0.39046188730611664	0.34501936503401265	0.4314474269721992	0.44343250820409136	0.4351028101305211	0.41088988189149034	0.4286278321563811	0.4223831478837127	0.38245461036361966	0.40413165422428454	0.39714576323295636	0.39215746516525923	0.38933167067997176	0.3941859744802588	0.3831139643561535	0.3765525691095488	0.393968188703234	0.3883398227155216	0.4060354573319803	0.401091540455461	0.39973769085445643	0.3953998473542243	0.38320502142263424	0.3635335337328991	0.3871654745098636	0.40106944659460664	0.3863230382548749
S13Hp	0.3250408676781297	0.3160750626873896	0.3259888117339679	0.3414079947515051	0.33891880433497423	0.31330303084474564	0.30415555179999315	0.22946996117811552	0.3000782051059959	0.2910548258448902	0.352191401199515	0.3513436790192098	0.3337195940289013	0.31718488466624994	0.0	0.271286426218319	0.26168059427150236	0.317701431632084	0.3274678062416708	0.3365271789718748	0.30978209327887185	0.32404534966475657	0.32672629676609755	0.32354458411712306	0.27810206184501907	0.3645301237832056	0.3765152050150977	0.36818550694152746	0.34397257870249676	0.36171052896738753	0.35546584469471904	0.315537307174626	0.33721435103529096	0.3302284600439627	0.3252401619762656	0.3224143674909782	0.3272686712912652	0.31619666116715994	0.3096352659205552	0.32705088551424044	0.32142251952652795	0.3391181541429867	0.33417423726646744	0.33282038766546285	0.32848254416523065	0.31628771823364066	0.2966162305439055	0.32024817132087	0.33415214340561306	0.31940573506588127
31160	0.36342810064272224	0.3544622956519822	0.3643760446985604	0.3797952277160976	0.3773060372995668	0.3516902638093382	0.34254278476458566	0.26785719414270803	0.3384654380705885	0.32944205880948274	0.3905786341641075	0.3897309119838024	0.3721068269934938	0.3555721176308425	0.271286426218319	0.0	0.2625292995056704	0.35608866459667654	0.3658550392062634	0.37491441193646735	0.3481693262434644	0.3624325826293491	0.3651135297306901	0.3619318170817156	0.3164892948096116	0.4029173567477981	0.4149024379796903	0.40657273990612	0.3823598116670893	0.40009776193198004	0.39385307765931155	0.3539245401392186	0.37560158399988347	0.36861569300855523	0.36362739494085816	0.36080160045557075	0.3656559042558577	0.35458389413175245	0.3480224988851477	0.365438118478833	0.35980975249112046	0.3775053871075792	0.37256147023105995	0.37120762063005536	0.36686977712982316	0.3546749511982332	0.3350034635084981	0.35863540428546253	0.3725393763702056	0.35779296803047383
530315	0.3538222686959056	0.34485646370516554	0.35477021275174375	0.37018939576928095	0.36770020535275016	0.3420844318625216	0.332936952817769	0.2582513621958914	0.32885960612377185	0.3198362268626661	0.38097280221729085	0.38012508003698575	0.36250099504667715	0.3459662856840259	0.26168059427150236	0.2625292995056704	0.0	0.3464828326498599	0.35624920725944675	0.3653085799896507	0.3385634942966478	0.35282675068253244	0.3555076977838735	0.352325985134899	0.30688346286279494	0.39331152480098147	0.40529660603287365	0.39696690795930334	0.3727539797202727	0.3904919299851634	0.3842472457124949	0.34431870819240196	0.36599575205306684	0.3590098610617386	0.3540215629940415	0.3511957685087541	0.35605007230904107	0.3449780621849358	0.33841666693833106	0.3558322865320164	0.3502039205443038	0.36789955516076256	0.3629556382842433	0.3616017886832387	0.3572639451830065	0.3450691192514166	0.32539763156168144	0.3490295723386459	0.362933544423389	0.3481871360836572
530258	0.3609918154677203	0.35202601047698023	0.36193975952355845	0.37735894254109564	0.37486975212456486	0.36186876699000553	0.35272128794525304	0.27803569732337535	0.34864394125125575	0.33962056199015	0.4196252513543426	0.4187775291740375	0.4011534441837289	0.3846187348210776	0.317701431632084	0.35608866459667654	0.3464828326498599	0.0	0.35798855909293426	0.3670479318231382	0.3403028461301353	0.35999629745434714	0.36267724455568817	0.3594955319067137	0.31405300963460964	0.40048107157279617	0.41246615280468835	0.40413645473111803	0.3799235264920874	0.3976614767569781	0.3914167924843096	0.35148825496421665	0.37316529882488153	0.3661794078335533	0.3611911097658562	0.3583653152805688	0.36321961908085576	0.3521476089567505	0.34558621371014575	0.36300183330383107	0.3573734673161185	0.37506910193257725	0.370125185056058	0.3687713354550534	0.3644334919548212	0.3522386660232313	0.33256717833349614	0.3561991191104606	0.3701030911952037	0.3553566828554719
31236	0.37075819007730715	0.3617923850865671	0.3717061341331453	0.3871253171506825	0.3846361267341517	0.3716351415995924	0.3624876625548399	0.2878020719329622	0.3584103158608426	0.34938693659973685	0.42939162596392944	0.42854390378362434	0.41091981879331574	0.39438510943066446	0.3274678062416708	0.3658550392062634	0.35624920725944675	0.35798855909293426	0.0	0.36072312814391616	0.3339780424509132	0.369762672063934	0.372443619165275	0.36926190651630053	0.3238193842441965	0.410247446182383	0.4222325274142752	0.4139028293407049	0.38968990110167423	0.40742785136656495	0.40118316709389645	0.3612546295738035	0.3829316734344684	0.37594578244314014	0.37095748437544307	0.36813168989015566	0.3729859936904426	0.36191398356633736	0.3553525883197326	0.3727682079134179	0.36713984192570537	0.3848354765421641	0.37989155966564486	0.37853771006464026	0.37419986656440807	0.36200504063281813	0.342333552943083	0.36596549372004744	0.37986946580479053	0.36512305746505874
S17H1	0.3798175628075111	0.37085175781677104	0.38076550686334926	0.39618468988088645	0.39369549946435567	0.38069451432979634	0.37154703528504385	0.29686144466316616	0.36746968859104656	0.3584463093299408	0.4384509986941334	0.4376032765138283	0.4199791915235197	0.4034444821608684	0.3365271789718748	0.37491441193646735	0.3653085799896507	0.3670479318231382	0.36072312814391616	0.0	0.3177784863420236	0.37882204479413795	0.381502991895479	0.3783212792465045	0.33287875697440045	0.419306818912587	0.43129190014447916	0.42296220207090884	0.3987492738318782	0.4164872240967689	0.4102425398241004	0.37031400230400746	0.39199104616467234	0.3850051551733441	0.38001685710564703	0.3771910626203596	0.38204536642064657	0.3709733562965413	0.36441196104993656	0.3818275806436219	0.37619921465590933	0.39389484927236806	0.3889509323958488	0.3875970827948442	0.38325923929461203	0.3710644133630221	0.35139292567328695	0.3750248664502514	0.3889288385349945	0.3741824301952627
31700	0.3530724771145082	0.3441066721237681	0.3540204211703463	0.3694396041878835	0.36695041377135273	0.3539494286367934	0.3448019495920409	0.27011635897016323	0.3407246028980436	0.3317012236369379	0.41170591300113046	0.41085819082082536	0.39323410583051677	0.3766993964678655	0.30978209327887185	0.3481693262434644	0.3385634942966478	0.3403028461301353	0.3339780424509132	0.3177784863420236	0.0	0.352076959101135	0.35475790620247605	0.35157619355350156	0.3061336712813975	0.39256173321958404	0.4045468144514762	0.3962171163779059	0.37200418813887526	0.389742138403766	0.3834974541310975	0.3435689166110045	0.3652459604716694	0.35826006948034117	0.3532717714126441	0.3504459769273567	0.35530028072764364	0.3442282706035384	0.3376668753569336	0.35508249495061894	0.3494541289629064	0.36714976357936513	0.3622058467028459	0.3608519971018413	0.3565141536016091	0.34431932767001916	0.324647839980284	0.34827978075724847	0.36218375284199156	0.34743734450225977
S20H1	0.3542273869165049	0.34526158192576484	0.3551753309723431	0.3705945139898803	0.36810532357334946	0.3682126850226781	0.3590652059779256	0.28437961535604794	0.35498785928392834	0.3459644800228226	0.4259691693870151	0.4251214472067101	0.4074973622164014	0.3909626528537502	0.32404534966475657	0.3624325826293491	0.35282675068253244	0.35999629745434714	0.369762672063934	0.37882204479413795	0.352076959101135	0.0	0.30677093822102375	0.30358922557204926	0.27937394639316476	0.36580200833135135	0.37778708956324347	0.3694573914896732	0.3452444632506425	0.3629824135155333	0.3567377292428648	0.3168091917227718	0.3535982568911462	0.34661236589981803	0.34162406783212096	0.3387982733468335	0.3436525771471205	0.3325805670230152	0.3388217851589304	0.35623740475261567	0.3506090387649032	0.3683046733813619	0.3633607565048427	0.3620069069038381	0.3576690634036059	0.3454742374720159	0.32580274978228074	0.34943469055924525	0.3633386626439883	0.3485922543042565
31219	0.35690833401784594	0.3479425290271059	0.3578562780736841	0.3732754610912213	0.3707862706746905	0.3708936321240191	0.3617461530792666	0.2870605624573889	0.3576688063852693	0.3486454271241636	0.42865011648835616	0.42780239430805106	0.41017830931774246	0.3936435999550912	0.32672629676609755	0.3651135297306901	0.3555076977838735	0.36267724455568817	0.372443619165275	0.381502991895479	0.35475790620247605	0.30677093822102375	0.0	0.27847243375678454	0.28205489349450574	0.3684829554326923	0.3804680366645845	0.3721383385910142	0.34792541035198354	0.36566336061687427	0.35941867634420577	0.3194901388241128	0.35627920399248725	0.34929331300115907	0.34430501493346194	0.34147922044817447	0.34633352424846153	0.33526151412435623	0.3415027322602714	0.3589183518539567	0.35328998586624416	0.3709856204827029	0.36604170360618365	0.36468785400517906	0.36035001050494686	0.3481551845733569	0.3284836968836218	0.35211563766058623	0.3660196097453293	0.35127320140559753
530331	0.3537266213688714	0.3447608163781314	0.35467456542470954	0.37009374844224674	0.367604558025716	0.36771191947504456	0.35856444043029206	0.2838788498084144	0.35448709373629483	0.3454637144751891	0.42546840383938167	0.4246206816590765	0.406996596668768	0.39046188730611664	0.32354458411712306	0.3619318170817156	0.352325985134899	0.3594955319067137	0.36926190651630053	0.3783212792465045	0.35157619355350156	0.30358922557204926	0.27847243375678454	0.0	0.27887318084553125	0.3653012427837178	0.37728632401561	0.3689566259420397	0.344743697703009	0.3624816479678997	0.3562369636952313	0.3163084261751383	0.35309749134351276	0.3461116003521845	0.3411233022844874	0.3382975077992	0.343151811599487	0.33207980147538174	0.3383210196112969	0.35573663920498216	0.35010827321726967	0.3678039078337284	0.3628599909572091	0.3615061413562045	0.35716829785597237	0.3449734719243824	0.32530198423464723	0.3489339250116117	0.3628378970963548	0.348091488756623
S31Hp	0.3082840990967674	0.29931829410602734	0.30923204315260555	0.32465122617014275	0.32216203575361196	0.32226939720294057	0.313121918158188	0.2384363275363104	0.30904457146419084	0.3000211922030851	0.3800258815672776	0.3791781593869725	0.3615540743966639	0.34501936503401265	0.27810206184501907	0.3164892948096116	0.30688346286279494	0.31405300963460964	0.3238193842441965	0.33287875697440045	0.3061336712813975	0.27937394639316476	0.28205489349450574	0.27887318084553125	0.0	0.27495474597288916	0.2869398272047813	0.278610129131211	0.2543972008921803	0.2721351511570711	0.2658904668844026	0.22596192936430962	0.3076549690714087	0.3006690780800805	0.2956807800123834	0.29285498552709593	0.29770928932738294	0.2866372792032777	0.2928784973391929	0.3102941169328781	0.3046657509451657	0.3223613855616244	0.3174174686851051	0.3160636190841005	0.3117257755838684	0.29953094965227833	0.2798594619625432	0.3034914027395077	0.31739537482425073	0.302648966484519
530215	0.39471216103495393	0.38574635604421387	0.3956601050907921	0.4110792881083293	0.4085900976917985	0.4086974591411271	0.39954998009637455	0.3248643894744969	0.39547263340237737	0.3864492541412716	0.46645394350546415	0.46560622132515905	0.44798213633485046	0.4314474269721992	0.3645301237832056	0.4029173567477981	0.39331152480098147	0.40048107157279617	0.410247446182383	0.419306818912587	0.39256173321958404	0.36580200833135135	0.3684829554326923	0.3653012427837178	0.27495474597288916	0.0	0.20360075613792555	0.19527105806435524	0.20968099774539367	0.2601157929596384	0.25387110868696994	0.21394257116687693	0.39408303100959524	0.387097140018267	0.38210884195056993	0.3792830474652825	0.38413735126556947	0.3730653411414642	0.37930655927737944	0.39672217887106465	0.3910938128833522	0.40878944749981094	0.40384553062329165	0.40249168102228705	0.3981538375220549	0.38595901159046486	0.3662875239007297	0.3899194646776942	0.40382343676243726	0.38907702842270553
S30H1	0.4066972422668461	0.39773143727610605	0.40764518632268426	0.42306436934022146	0.4205751789236907	0.4206825403730193	0.4115350613282668	0.3368494707063891	0.4074577146342695	0.39843433537316375	0.47843902473735633	0.47759130255705123	0.45996721756674264	0.44343250820409136	0.3765152050150977	0.4149024379796903	0.40529660603287365	0.41246615280468835	0.4222325274142752	0.43129190014447916	0.4045468144514762	0.37778708956324347	0.3804680366645845	0.37728632401561	0.2869398272047813	0.20360075613792555	0.0	0.16490871075025654	0.22166607897728582	0.27210087419153056	0.2658561899188621	0.2259276523987691	0.4060681122414874	0.39908222125015924	0.3940939231824621	0.39126812869717464	0.3961224324974617	0.3850504223733564	0.39129164050927157	0.4087072601029569	0.40307889411524433	0.42077452873170307	0.41583061185518383	0.41447676225417923	0.41013891875394703	0.3979440928223571	0.37827260513262195	0.4019045459095864	0.4158085179943295	0.4010621096545977
530295	0.3983675441932758	0.38940173920253573	0.399315488249114	0.4147346712666512	0.41224548085012036	0.412352842299449	0.40320536325469647	0.32851977263281884	0.39912801656069924	0.3901046372995935	0.470109326663786	0.469261604483481	0.4516375194931723	0.4351028101305211	0.36818550694152746	0.40657273990612	0.39696690795930334	0.40413645473111803	0.4139028293407049	0.42296220207090884	0.3962171163779059	0.3694573914896732	0.3721383385910142	0.3689566259420397	0.278610129131211	0.19527105806435524	0.16490871075025654	0.0	0.21333638090371554	0.2637711761179603	0.2575264918452918	0.21759795432519885	0.3977384141679171	0.39075252317658893	0.38576422510889186	0.3829384306236044	0.3877927344238914	0.3767207242997861	0.3829619424357013	0.40037756202938657	0.3947491960416741	0.4124448306581328	0.40750091378161357	0.406147064180609	0.4018092206803768	0.3896143947487868	0.36994290705905164	0.39357484783601615	0.4074788199207592	0.3927324115810274
31750	0.3741546159542451	0.3651888109635051	0.37510256001008324	0.39052174302762044	0.3880325526110897	0.38813991406041826	0.37899243501566576	0.3043068443937881	0.37491508832166853	0.3658917090605628	0.44589639842475537	0.4450486762444502	0.4274245912541417	0.41088988189149034	0.34397257870249676	0.3823598116670893	0.3727539797202727	0.3799235264920874	0.38968990110167423	0.3987492738318782	0.37200418813887526	0.3452444632506425	0.34792541035198354	0.344743697703009	0.2543972008921803	0.20968099774539367	0.22166607897728582	0.21333638090371554	0.0	0.23955824787892957	0.2333135636062611	0.19338502608616814	0.37352548592888646	0.3665395949375582	0.3615512968698611	0.3587255023845737	0.3635798061848607	0.35250779606075544	0.3587490141966706	0.37616463379035586	0.37053626780264337	0.3882319024191021	0.3832879855425828	0.3819341359415782	0.37759629244134607	0.3654014665097561	0.34572997882002093	0.3693619195969854	0.3832658916817285	0.3685194833419967
s24H1	0.3918925662191359	0.3829267612283958	0.392840510274974	0.4082596932925112	0.40577050287598043	0.40587786432530903	0.3967303852805565	0.32204479465867886	0.3926530385865593	0.38362965932545356	0.4636343486896461	0.462786626509341	0.4451625415190324	0.4286278321563811	0.36171052896738753	0.40009776193198004	0.3904919299851634	0.3976614767569781	0.40742785136656495	0.4164872240967689	0.389742138403766	0.3629824135155333	0.36566336061687427	0.3624816479678997	0.2721351511570711	0.2601157929596384	0.27210087419153056	0.2637711761179603	0.23955824787892957	0.0	0.21896781208155242	0.17903927456145943	0.3912634361937772	0.38427754520244894	0.3792892471347519	0.37646345264946446	0.3813177564497514	0.37024574632564616	0.3764869644615614	0.3939025840552466	0.38827421806753415	0.4059698526839929	0.4010259358074736	0.399672086206469	0.39533424270623685	0.3831394167746468	0.36346792908491166	0.38709986986187617	0.4010038419466192	0.38625743360688747
