	f9pp	w17pp	w9pp	s17pp	f23ppB	f12ppB	s27pp	S9H1	S27H1	f17ppB	w31pp	F32H1	S22Hp	S3Hp	f17ppA	s10pp	s8pp	w8pp	F6H1	w21pp	S18H1	f22ppB	w27pp	f19pp	f29pp	w16pp	f16ppB	f25pp	f16ppA	s25pp	f2pp	F7H1	w25pp	w24pp	s24pp	w19pp	f11pp	f14ppA	S20H1	w28pp	f28pp	f30pp	w3pp	S30H1	w30pp	s3pp	S19H1	F23HpA	f3pp	f20ppB	w15pp	w22pp	f22ppA	w14pp	s14pp	s22pp	w1pp	f1pp	s28pp	w10pp	w11pp	w18pp	f13pp	S13Hp	w6pp	w20pp	w12pp	w13pp	s12pp	f20ppA	s32pp	w32pp	f6ppB	f6ppA	f26pp	s11pp	w26pp	s30pp	f10pp	f23ppA	w2pp	s2pp	S2Hp	F14H1A	s31pp	f14ppB	s29pp	w29pp	w7pp	s7pp	f4pp	f15pp	f7pp	w4pp	f8pp	S4Hp	s26pp	F8H1	s23pp	w23pp	f32pp	f24pp	f12ppA	f18pp	f31pp	f21pp
f19pp	0.07281737791179321	0.09142410742279355	0.0942216797715093	0.13257763434630845	0.10887599363514236	0.04573659019971076	0.045937665305999215	0.21535741911906825	0.21358999358986303	0.08381660841613481	0.07045846501484362	0.23739358685982404	0.21664352578458185	0.2355209565263432	0.07373165398656664	0.12754927336623917	0.2192118351078708	0.08072873127886558	0.20586277502379713	0.07713838189560761	0.2268973541162721	0.03712257972361531	0.050985936908462565	0.0	0.03244074571983517	0.04889222753789295	0.03088071780818486	0.03025557754631083	0.04655128370518673	0.03435170377189092	0.04203542296376307	0.2081654327080295	0.025767750762221646	0.07366516201033706	0.05714037962592199	0.04785909319247165	0.04975127505829454	0.03689480685789676	0.22197060784895972	0.04683058573862983	0.0472363441582438	0.041888267434699554	0.053899737993218975	0.22533567747135436	0.14491617954242636	0.1606953239470973	0.2357221313229132	0.2135028709618051	0.09452433664178377	0.07931189728092325	0.04535222300626361	0.09978904126335085	0.053204864674758996	0.09098118175413275	0.15119311294428878	0.12063234933764547	0.06692110947147027	0.051149859727571856	0.06612833246132302	0.028601457616001205	0.03872000755232698	0.03223973711332702	0.06389424451974693	0.24033316422295195	0.05984329272074174	0.048063709722279115	0.05254496058020912	0.056621405389586286	0.13933312543801296	0.07472910035996116	0.20783286323800718	0.11676000408389037	0.054535335482424493	0.052313528541156985	0.05371758815469289	0.150107752946769	0.06510137166017269	0.06616549412787698	0.04125143043763513	0.056825456609100426	0.0806918978024011	0.08124812186000975	0.2585759046356415	0.26934354838503155	0.13646032154702292	0.09685226477916395	0.11016534710679812	0.07060040220356754	0.14431581038560304	0.147382429093452	0.04298197818134433	0.040036280023766996	0.04392321472527054	0.100149710733815	0.061371601943906895	0.22823137817271769	0.17636036553342188	0.22629756093703365	0.1105384524383135	0.07496605513229326	0.05352655743406502	0.036761213683153535	0.046514392913914945	0.046072253398566465	0.041115196379571374	0.04850352473515731
f29pp	0.10057469150220405	0.11918142101320438	0.12197899336192014	0.1603349479367193	0.1366333072255532	0.0734939037901216	0.07369497889641005	0.2431147327094791	0.24134730718027386	0.11157392200654566	0.09821577860525446	0.26515090045023487	0.24440083937499268	0.26327827011675403	0.10148896757697749	0.15530658695665	0.24696914869828163	0.10848604486927643	0.23362008861420797	0.10489569548601846	0.25465466770668294	0.06487989331402615	0.0787432504988734	0.03244074571983517	0.0	0.07368174896767818	0.0556702392379701	0.055045098976096066	0.07134080513497196	0.059141225201676154	0.0668249443935483	0.23295495413781475	0.05055727219200688	0.09845468344012231	0.08192990105570723	0.07264861462225689	0.07454079648807978	0.061684328287682	0.24676012927874497	0.07458789932904067	0.07499365774865464	0.0696455810251104	0.08165705158362982	0.2530929910617652	0.1726734931328372	0.18845263753750813	0.26347944491332403	0.24126018455221593	0.12228165023219462	0.10706921087133409	0.07310953659667446	0.1275463548537617	0.08096217826516984	0.11873849534454359	0.1789504265346996	0.1483896629280563	0.09467842306188111	0.07890717331798269	0.09388564605173386	0.05635877120641204	0.06647732114273783	0.059997050703737856	0.09165155811015777	0.2680904778133628	0.08760060631115259	0.07582102331268996	0.08030227417061997	0.08437871897999713	0.1670904390284238	0.10248641395037202	0.235590176828418	0.1445173176743012	0.08229264907283534	0.08007084213156783	0.08147490174510373	0.17786506653717984	0.09285868525058354	0.09392280771828783	0.06900874402804597	0.08458277019951127	0.10844921139281194	0.1090054354504206	0.28633321822605234	0.2971008619754424	0.16421763513743376	0.12460957836957479	0.13792266069720896	0.0983577157939784	0.17207312397601388	0.17513974268386284	0.07073929177175517	0.06779359361417783	0.07168052831568138	0.12790702432422585	0.08912891553431773	0.25598869176312855	0.20411767912383272	0.2540548745274445	0.13829576602872434	0.1027233687227041	0.08128387102447586	0.06451852727356439	0.0742717065043258	0.0738295669889773	0.06887250996998222	0.07626083832556814
w16pp	0.11702617332026183	0.13563290283126217	0.13843047517997792	0.17678642975477707	0.15308478904361097	0.08994538560817938	0.09014646071446783	0.25956621452753686	0.25779878899833164	0.12802540382460342	0.11466726042331224	0.28160238226829265	0.26085232119305046	0.2797297519348118	0.11794044939503527	0.17175806877470778	0.2634206305163394	0.12493752668733421	0.25007157043226574	0.12134717730407624	0.2711061495247407	0.08133137513208392	0.09519473231693118	0.04889222753789295	0.07368174896767818	0.0	0.022645540460923458	0.02988768764315238	0.05572925648638315	0.04352967655308733	0.05121339574495949	0.2173434054892259	0.0434640901026331	0.10066375563329238	0.08413897324887731	0.07485768681542695	0.07674986868124986	0.06389340048085207	0.24896920147191504	0.09103938114709845	0.09144513956671241	0.08609706284316818	0.0981085334016876	0.26954447287982297	0.18912497495089498	0.2049041193555659	0.2799309267313818	0.2577116663702737	0.1387331320502524	0.12352069268939186	0.08956101841473223	0.14399783667181948	0.0974136600832276	0.13518997716260137	0.1954019083527574	0.16484114474611408	0.11112990487993887	0.09535865513604047	0.11033712786979163	0.07281025302446982	0.08292880296079559	0.07644853252179563	0.10810303992821554	0.28454195963142054	0.10405208812921035	0.09227250513074772	0.09675375598867773	0.10083020079805491	0.18354192084648158	0.11893789576842978	0.25204165864647576	0.16096879949235898	0.09874413089089311	0.0965223239496256	0.0979263835631615	0.19431654835523762	0.1093101670686413	0.11037428953634561	0.08546022584610374	0.10103425201756905	0.12490069321086972	0.12545691726847838	0.3027847000441101	0.31355234379350017	0.18066911695549154	0.14106106018763256	0.15437414251526674	0.11480919761203617	0.18852460579407165	0.19159122450192062	0.08719077358981295	0.08424507543223561	0.08813201013373916	0.14435850614228363	0.10558039735237551	0.27244017358118633	0.2205691609418905	0.2705063563455023	0.15474724784678212	0.11917485054076188	0.09773535284253364	0.08097000909162216	0.09072318832238357	0.09028104880703508	0.08532399178804	0.09271232014362592
f16ppB	0.09901466359055373	0.11762139310155406	0.12041896545026982	0.158774920025069	0.1350732793139029	0.07193387587847129	0.07213495098475974	0.24155470479782878	0.23978727926862356	0.11001389409489534	0.09665575069360414	0.2635908725385846	0.24284081146334238	0.26171824220510376	0.09992893966532718	0.1537465590449997	0.24540912078663132	0.1069260169576261	0.23206006070255766	0.10333566757436813	0.25309463979503266	0.06331986540237583	0.0771832225872231	0.03088071780818486	0.0556702392379701	0.022645540460923458	0.0	0.011876177913444296	0.03771774675667505	0.025518166823379245	0.033201886015251404	0.19933189575951782	0.025452580372925013	0.08265224590358429	0.06612746351916922	0.056846177085718874	0.058738358951541766	0.04588189075114399	0.23095769174220693	0.07302787141739037	0.07343362983700433	0.06808555311346008	0.0800970236719795	0.25153296315011486	0.1711134652211869	0.18689260962585783	0.2619194170016737	0.23970015664056563	0.12072162232054429	0.10550918295968378	0.07154950868502413	0.12598632694211137	0.07940215035351952	0.11717846743289329	0.1773903986230493	0.146829635016406	0.09311839515023079	0.07734714540633239	0.09232561814008354	0.054798743294761726	0.0649172932310875	0.05843702279208754	0.09009153019850745	0.2665304499017125	0.08604057839950227	0.07426099540103964	0.07874224625896964	0.08281869106834681	0.16553041111677347	0.1009263860387217	0.2340301489167677	0.1429572897626509	0.08073262116118501	0.07851081421991751	0.07991487383345341	0.17630503862552954	0.09129865733893322	0.09236277980663751	0.06744871611639565	0.08302274228786095	0.10688918348116164	0.10744540753877027	0.284773190314402	0.2955408340637921	0.16265760722578343	0.12304955045792447	0.13636263278555866	0.09679768788232807	0.17051309606436355	0.1735797147722125	0.06917926386010485	0.06623356570252752	0.07012050040403106	0.12634699641257552	0.08756888762266742	0.2544286638514782	0.20255765121218242	0.2524948466157942	0.136735738117074	0.10116334081105378	0.07972384311282554	0.06295849936191406	0.07271167859267548	0.072269539077327	0.0673124820583319	0.07470081041391782
f25pp	0.0983895233286797	0.11699625283968003	0.11979382518839579	0.15814977976319494	0.13444813905202885	0.07130873561659726	0.0715098107228857	0.24092956453595477	0.23916213900674954	0.10938875383302131	0.09603061043173011	0.26296573227671055	0.24221567120146836	0.2610931019432297	0.09930379940345314	0.15312141878312568	0.2447839805247573	0.10630087669575208	0.23143492044068364	0.10271052731249411	0.2524694995331586	0.0626947251405018	0.07655808232534905	0.03025557754631083	0.055045098976096066	0.02988768764315238	0.011876177913444296	0.0	0.03709260649480102	0.02489302656150521	0.03257674575337737	0.19870675549764377	0.024827440111050977	0.08202710564171026	0.06550232325729519	0.05622103682384484	0.058113218689667734	0.045256750489269956	0.2303325514803329	0.07240273115551632	0.0728084895751303	0.06746041285158605	0.07947188341010547	0.2509078228882409	0.17048832495931285	0.18626746936398378	0.2612942767397997	0.23907501637869158	0.12009648205867027	0.10488404269780974	0.07092436842315011	0.12536118668023735	0.07877701009164549	0.11655332717101924	0.17676525836117526	0.14620449475453196	0.09249325488835676	0.07672200514445834	0.09170047787820951	0.05417360303288769	0.06429215296921348	0.05781188253021351	0.08946638993663342	0.26590530963983844	0.08541543813762824	0.07363585513916561	0.07811710599709562	0.08219355080647278	0.16490527085489945	0.10030124577684767	0.23340500865489366	0.14233214950077688	0.080107480899311	0.07788567395804348	0.07928973357157938	0.1756798983636555	0.09067351707705919	0.09173763954476348	0.06682357585452162	0.08239760202598692	0.10626404321928759	0.10682026727689625	0.28414805005252797	0.29491569380191807	0.1620324669639094	0.12242441019605044	0.1357374925236846	0.09617254762045405	0.16988795580248953	0.1729545745103385	0.06855412359823082	0.06560842544065348	0.06949536014215703	0.12572185615070147	0.08694374736079338	0.2538035235896042	0.2019325109503084	0.25186970635392014	0.1361105978552	0.10053820054917975	0.07909870285095151	0.06233335910004003	0.07208653833080145	0.07164439881545295	0.06668734179645787	0.07407567015204379
f16ppA	0.1146852294875556	0.13329195899855595	0.1360895313472717	0.17444548592207085	0.15074384521090475	0.08760444177547316	0.08780551688176161	0.25722527069483064	0.2554578451656254	0.1256844599918972	0.11232631659060602	0.27926143843558643	0.25851137736034424	0.2773888081021056	0.11559950556232905	0.16941712494200156	0.2610796866836332	0.12259658285462799	0.24773062659955952	0.11900623347137002	0.2687652056920345	0.0789904312993777	0.09285378848422496	0.04655128370518673	0.07134080513497196	0.05572925648638315	0.03771774675667505	0.03709260649480102	0.0	0.030388304636526677	0.03807202382839883	0.20420203357266523	0.04112314626992687	0.09832281180058616	0.08179802941617109	0.07251674298272073	0.07440892484854364	0.06155245664814585	0.24662825763920881	0.08869843731439223	0.08910419573400619	0.08375611901046195	0.09576758956898138	0.26720352904711675	0.18678403111818875	0.20256317552285968	0.2775899828986756	0.2553707225375675	0.13639218821754617	0.12117974885668564	0.087220074582026	0.14165689283911326	0.09507271625052138	0.13284903332989514	0.19306096452005117	0.16250020091340786	0.10878896104723265	0.09301771130333425	0.10799618403708541	0.0704693091917636	0.08058785912808937	0.07410758868908941	0.10576209609550932	0.2822010157987143	0.10171114429650413	0.0899315612980415	0.09441281215597151	0.09848925696534869	0.18120097701377536	0.11659695193572356	0.24970071481376957	0.15862785565965276	0.09640318705818689	0.09418138011691937	0.09558543973045527	0.1919756045225314	0.10696922323593508	0.10803334570363937	0.08311928201339752	0.09869330818486283	0.1225597493781635	0.12311597343577214	0.3004437562114039	0.31121139996079394	0.17832817312278532	0.13872011635492634	0.15203319868256052	0.11246825377932994	0.18618366196136543	0.1892502806692144	0.08484982975710673	0.08190413159952939	0.08579106630103293	0.1420175623095774	0.10323945351966929	0.2700992297484801	0.21822821710918427	0.2681654125127961	0.1524063040140759	0.11683390670805566	0.09539440900982742	0.07862906525891594	0.08838224448967735	0.08794010497432886	0.08298304795533377	0.0903713763109197
s25pp	0.10248564955425979	0.12109237906526012	0.12388995141397588	0.16224590598877503	0.13854426527760894	0.07540486184217735	0.07560593694846579	0.24502569076153485	0.24325826523232963	0.1134848800586014	0.1001267366573102	0.26706185850229064	0.24631179742704845	0.2651892281688098	0.10339992562903323	0.15721754500870577	0.2488801067503374	0.11039700292133217	0.23553104666626373	0.1068066535380742	0.2565656257587387	0.06679085136608189	0.08065420855092914	0.03435170377189092	0.059141225201676154	0.04352967655308733	0.025518166823379245	0.02489302656150521	0.030388304636526677	0.0	0.025870443894102965	0.19200045363836937	0.02892356633663106	0.08612323186729035	0.06959844948287527	0.06031716304942493	0.06220934491524782	0.049352876714850044	0.234428677705913	0.07649885738109641	0.07690461580071038	0.07155653907716614	0.08356800963568556	0.25500394911382096	0.17458445118489294	0.19036359558956387	0.2653904029653798	0.24317114260427167	0.12419260828425036	0.10898016892338983	0.0750204946487302	0.12945731290581744	0.08287313631722558	0.12064945339659933	0.18086138458675535	0.15030062098011204	0.09658938111393685	0.08081813137003843	0.0957966041037896	0.05826972925846778	0.06838827919479357	0.061908008755793595	0.0935625161622135	0.2700014358654185	0.08951156436320833	0.0777319813647457	0.08221323222267571	0.08628967703205287	0.16900139708047954	0.10439737200242775	0.23750113488047375	0.14642827572635697	0.08420360712489108	0.08198180018362357	0.08338585979715947	0.17977602458923558	0.09476964330263928	0.09583376577034357	0.0709197020801017	0.08649372825156701	0.11036016944486768	0.11091639350247634	0.28824417627810806	0.29901182002749815	0.1661285931894895	0.12652053642163053	0.1398336187492647	0.10026867384603413	0.17398408202806961	0.17705070073591858	0.07265024982381091	0.06970455166623357	0.07359148636773712	0.12981798237628156	0.09103987358637347	0.25789964981518426	0.20602863717588848	0.25596583257950023	0.14020672408078008	0.10463432677475984	0.0831948290765316	0.06642948532562012	0.07618266455638154	0.07574052504103304	0.07078346802203796	0.07817179637762388
f2pp	0.11016936874613195	0.12877609825713227	0.13157367060584804	0.1699296251806472	0.1462279844694811	0.08308858103404951	0.08328965614033795	0.252709409953407	0.2509419844242018	0.12116859925047355	0.10781045584918236	0.2747455776941628	0.2539955166189206	0.27287294736068196	0.11108364482090538	0.1649012642005779	0.25656382594220956	0.11808072211320432	0.24321476585813587	0.11449037272994635	0.26424934495061086	0.07447457055795405	0.0883379277428013	0.04203542296376307	0.0668249443935483	0.05121339574495949	0.033201886015251404	0.03257674575337737	0.03807202382839883	0.025870443894102965	0.0	0.18780461965392087	0.036607285528503224	0.09380695105916251	0.07728216867474744	0.06800088224129708	0.06989306410711998	0.05703659590672219	0.24211239689778516	0.08418257657296857	0.08458833499258253	0.0792402582690383	0.09125172882755772	0.2626876683056931	0.1822681703767651	0.19804731478143603	0.2730741221572519	0.2508548617961438	0.1318763274761225	0.11666388811526199	0.08270421384060235	0.13714103209768957	0.09055685550909773	0.1283331725884715	0.18854510377862752	0.1579843401719842	0.104273100305809	0.0885018505619106	0.10348032329566176	0.06595344845033994	0.07607199838666572	0.06959172794766576	0.10124623535408567	0.2776851550572907	0.09719528355508048	0.08541570055661785	0.08989695141454786	0.09397339622392503	0.1766851162723517	0.1120810911942999	0.24518485407234591	0.1541119949182291	0.09188732631676323	0.08966551937549572	0.09106957898903162	0.18745974378110775	0.10245336249451142	0.10351748496221572	0.07860342127197387	0.09417744744343917	0.11804388863673984	0.11860011269434849	0.2959278954699802	0.3066955392193703	0.17381231238136166	0.1342042556135027	0.14751733794113686	0.10795239303790628	0.18166780121994178	0.18473441992779074	0.08033396901568307	0.07738827085810573	0.08127520555960928	0.13750170156815372	0.09872359277824563	0.2655833690070564	0.21371235636776065	0.2636495517713724	0.14789044327265224	0.112318045966632	0.09087854826840376	0.07411320451749229	0.0838663837482537	0.0834242442329052	0.07846718721391012	0.08585551556949604
F7H1	0.2762993784903984	0.2949061080013987	0.29770368035011446	0.33605963492491364	0.31235799421374755	0.24921859077831593	0.2494196658846044	0.41883941969767347	0.4170719941684682	0.28729860899474	0.2739404655934488	0.44087558743842925	0.420125526363187	0.4390029571049484	0.27721365456517183	0.33103127394484433	0.422693835686476	0.28421073185747076	0.40934477560240234	0.2806203824742128	0.4303793546948773	0.24060458030222048	0.25446793748706775	0.2081654327080295	0.23295495413781475	0.2173434054892259	0.19933189575951782	0.19870675549764377	0.20420203357266523	0.19200045363836937	0.18780461965392087	0.0	0.20273729527276962	0.25993696080342893	0.24341217841901386	0.23413089198556353	0.2360230738513864	0.22316660565098861	0.4082424066420516	0.25031258631723496	0.25071834473684895	0.24537026801330472	0.2573817385718241	0.4288176780499595	0.3483981801210315	0.36417732452570245	0.43920413190151836	0.41698487154041025	0.29800633722038894	0.2827938978595284	0.24883422358486879	0.303271041841956	0.25668686525336415	0.29446318233273794	0.35467511352289394	0.32411434991625065	0.27040311005007545	0.254631860306177	0.26961033303992815	0.23208345819460635	0.24220200813093215	0.2357217376919322	0.2673762450983521	0.44381516480155714	0.2633252932993469	0.2515457103008843	0.2560269611588143	0.2601034059681915	0.3428151260166181	0.2782111009385663	0.4113148638166123	0.3202420046624955	0.25801733606102967	0.25579552911976217	0.25719958873329807	0.35358975352537414	0.2685833722387779	0.26964749470648214	0.2447334310162403	0.2603074571877056	0.28417389838100626	0.2847301224386149	0.46205790521424667	0.4728255489636367	0.3399423221256281	0.3003342653577691	0.31364734768540325	0.2740824027821727	0.3477978109642082	0.35086442967205717	0.24646397875994952	0.24351828060237218	0.24740521530387571	0.30363171131242017	0.26485360252251205	0.4317133787513229	0.37984236611202704	0.42977956151563884	0.31402045301691867	0.2784480557108984	0.2570085580126702	0.2402432142617587	0.24999639349252012	0.24955425397717163	0.24459719695817655	0.25198552531376245
w25pp	0.09390169654459052	0.11250842605559086	0.11530599840430661	0.15366195297910576	0.12996031226793966	0.06682090883250807	0.06702198393879652	0.23644173775186555	0.23467431222266033	0.10490092704893213	0.09154278364764093	0.25847790549262134	0.23772784441737915	0.2566052751591405	0.09481597261936396	0.14863359199903647	0.2402961537406681	0.1018130499116629	0.22694709365659443	0.09822270052840493	0.2479816727490694	0.058206898356412615	0.07207025554125987	0.025767750762221646	0.05055727219200688	0.0434640901026331	0.025452580372925013	0.024827440111050977	0.04112314626992687	0.02892356633663106	0.036607285528503224	0.20273729527276962	0.0	0.07753927885762107	0.061014496473206004	0.05173321003975566	0.05362539190557855	0.04076892370518077	0.22584472469624373	0.06791490437142715	0.06832066279104111	0.06297258606749687	0.07498405662601629	0.24641999610415166	0.16600049817522367	0.1817796425798946	0.2568064499557105	0.2345871895946024	0.11560865527458108	0.10039621591372057	0.06643654163906093	0.12087335989614817	0.07428918330755631	0.11206550038693007	0.17227743157708608	0.14171666797044277	0.08800542810426758	0.07223417836036918	0.08721265109412032	0.04968577624879852	0.05980432618512429	0.053324055746124324	0.08497856315254423	0.2614174828557493	0.08092761135353906	0.06914802835507643	0.07362927921300644	0.0777057240223836	0.16041744407081027	0.09581341899275848	0.22891718187080448	0.13784432271668767	0.07561965411522181	0.0733978471739543	0.0748019067874902	0.1711920715795663	0.08618569029297	0.0872498127606743	0.062335749070432434	0.07790977524189774	0.10177621643519841	0.10233244049280707	0.2796602232684388	0.29042786701782886	0.15754464017982023	0.11793658341196125	0.13124966573959543	0.09168472083636486	0.16540012901840034	0.1684667477262493	0.06406629681414164	0.06112059865656431	0.06500753335806785	0.1212340293666123	0.0824559205767042	0.24931569680551502	0.1974446841662192	0.247381879569831	0.1316227710711108	0.09605037376509057	0.07461087606686233	0.05784553231595085	0.06759871154671226	0.06715657203136377	0.062199515012368686	0.06958784336795461
w24pp	0.14179910779270594	0.16040583730370628	0.16320340965242203	0.20155936422722118	0.17785772351605508	0.11471832008062349	0.11491939518691194	0.284339148999981	0.28257172347077575	0.15279833829704753	0.13944019489575635	0.30637531674073676	0.28562525566549457	0.3045026864072559	0.1427133838674794	0.1965310032471519	0.2881935649887835	0.14971046115977832	0.27484450490470985	0.14612011177652034	0.2958790839971848	0.10610430960452803	0.11996766678937529	0.07366516201033706	0.09845468344012231	0.10066375563329238	0.08265224590358429	0.08202710564171026	0.09832281180058616	0.08612323186729035	0.09380695105916251	0.25993696080342893	0.07753927885762107	0.0	0.04940270185907326	0.0663202246636988	0.08888703342448073	0.07603056522408294	0.2611063662151459	0.11581231561954257	0.11621807403915654	0.11086999731561228	0.1228814678741317	0.2943174073522671	0.21389790942333908	0.22967705382801	0.3047038612038259	0.2824846008427178	0.1635060665226965	0.14829362716183597	0.11433395288717635	0.1687707711442636	0.12218659455567174	0.1599629116350455	0.2201748428252015	0.18961407921855822	0.135902839352383	0.12013158960848459	0.13511006234223574	0.09758318749691394	0.10770173743323971	0.10122146699423974	0.13287597440065965	0.3093148941038647	0.12882502260165446	0.11704543960319184	0.12152669046112186	0.12560313527049902	0.20831485531892568	0.1437108302408739	0.27681459311891987	0.1857417339648031	0.12351706536333723	0.12129525842206972	0.12269931803560562	0.21908948282768173	0.13408310154108544	0.1351472240087897	0.11023316031854785	0.12580718649001316	0.14967362768331383	0.1502298517409225	0.32755763451655423	0.3383252782659443	0.20544205142793565	0.16583399466007667	0.17914707698771085	0.13958213208448028	0.21329754026651576	0.21636415897436473	0.11196370806225706	0.10901800990467972	0.11290494460618326	0.16913144061472773	0.13035333182481962	0.29721310805363044	0.2453420954143346	0.2952792908179464	0.17952018231922623	0.143947785013206	0.12250828731497775	0.10574294356406627	0.11549612279482768	0.11505398327947919	0.1100969262604841	0.11748525461607003
s24pp	0.12527432540829087	0.1438810549192912	0.14667862726800696	0.1850345818428061	0.16133294113164	0.09819353769620842	0.09839461280249687	0.2678143666155659	0.2660469410863607	0.13627355591263246	0.12291541251134128	0.2898505343563217	0.2691004732810795	0.28797790402284085	0.12618860148306432	0.18000622086273682	0.27166878260436844	0.13318567877536325	0.2583197225202948	0.12959532939210527	0.27935430161276975	0.08957952722011296	0.10344288440496022	0.05714037962592199	0.08192990105570723	0.08413897324887731	0.06612746351916922	0.06550232325729519	0.08179802941617109	0.06959844948287527	0.07728216867474744	0.24341217841901386	0.061014496473206004	0.04940270185907326	0.0	0.04979544227928372	0.07236225104006566	0.05950578283966787	0.2445815838307308	0.09928753323512748	0.09969329165474146	0.09434521493119721	0.10635668548971663	0.277792624967852	0.197373127038924	0.21315227144359494	0.28817907881941085	0.26595981845830274	0.14698128413828143	0.1317688447774209	0.09780917050276128	0.15224598875984852	0.10566181217125666	0.1434381292506304	0.20365006044078643	0.17308929683414312	0.11937805696796792	0.10360680722406951	0.11858527995782067	0.08105840511249886	0.09117695504882464	0.08469668460982467	0.11635119201624458	0.2927901117194496	0.1123002402172394	0.10052065721877677	0.10500190807670678	0.10907835288608395	0.1917900729345106	0.12718604785645882	0.26028981073450486	0.16921695158038802	0.10699228297892216	0.10477047603765464	0.10617453565119055	0.20256470044326666	0.11755831915667035	0.11862244162437464	0.09370837793413278	0.10928240410559809	0.13314884529889875	0.13370506935650742	0.31103285213213916	0.32180049588152926	0.18891726904352057	0.1493092122756616	0.16262229460329578	0.12305734970006521	0.1967727578821007	0.19983937658994966	0.09543892567784198	0.09249322752026465	0.09638016222176819	0.15260665823031266	0.11382854944040455	0.28068832566921537	0.22881731302991953	0.27875450843353133	0.16299539993481116	0.12742300262879092	0.10598350493056267	0.0892181611796512	0.09897134041041261	0.09852920089506412	0.09357214387606903	0.10096047223165495
w19pp	0.11599303897484052	0.13459976848584085	0.13739734083455662	0.17575329540935575	0.15205165469818965	0.08891225126275808	0.08911332636904652	0.25853308018211557	0.25676565465291035	0.12699226947918213	0.11363412607789093	0.28056924792287136	0.25981918684762917	0.2786966175893905	0.11690731504961396	0.1707249344292865	0.2623874961709181	0.12390439234191289	0.24903843608684445	0.12031404295865492	0.2700730151793194	0.08029824078666262	0.09416159797150989	0.04785909319247165	0.07264861462225689	0.07485768681542695	0.056846177085718874	0.05622103682384484	0.07251674298272073	0.06031716304942493	0.06800088224129708	0.23413089198556353	0.05173321003975566	0.0663202246636988	0.04979544227928372	0.0	0.06308096460661532	0.05022449640621753	0.23530029739728048	0.09000624680167715	0.09041200522129111	0.08506392849774687	0.09707539905626629	0.2685113385344017	0.18809184060547368	0.2038709850101446	0.2788977923859605	0.2566785320248524	0.13769999770483107	0.12248755834397057	0.08852788406931092	0.14296470232639816	0.09638052573780631	0.13415684281718007	0.1943687740073361	0.1638080104006928	0.11009677053451758	0.09432552079061918	0.10930399352437033	0.07177711867904851	0.08189566861537428	0.07541539817637433	0.10706990558279424	0.28350882528599924	0.10301895378378906	0.09123937078532643	0.09572062164325643	0.0997970664526336	0.18250878650106028	0.11790476142300849	0.25100852430105447	0.1599356651469377	0.0977109965454718	0.0954891896042043	0.0968932492177402	0.1932834140098163	0.10827703272322	0.1093411551909243	0.08442709150068244	0.10000111767214774	0.12386755886544842	0.12442378292305706	0.30175156569868883	0.31251920944807887	0.17963598261007024	0.14002792584221124	0.15334100816984542	0.11377606326661485	0.18749147144865036	0.19055809015649933	0.08615763924439164	0.0832119410868143	0.08709887578831785	0.1433253717968623	0.1045472630069542	0.27140703923576504	0.2195360265964692	0.26947322200008095	0.15371411350136083	0.11814171619534057	0.09670221849711233	0.07993687474620084	0.08969005397696227	0.08924791446161379	0.08429085744261869	0.09167918579820461
f11pp	0.11788522084066341	0.13649195035166373	0.1392895227003795	0.17764547727517865	0.15394383656401256	0.09080443312858097	0.09100550823486941	0.2604252620479385	0.25865783651873325	0.12888445134500504	0.11552630794371382	0.28246142978869426	0.2617113687134521	0.2805887994552134	0.11879949691543686	0.1726171162951094	0.264279678036741	0.1257965742077358	0.25093061795266736	0.12220622482447782	0.2719651970451423	0.08219042265248551	0.09605377983733276	0.04975127505829454	0.07454079648807978	0.07674986868124986	0.058738358951541766	0.058113218689667734	0.07440892484854364	0.06220934491524782	0.06989306410711998	0.2360230738513864	0.05362539190557855	0.08888703342448073	0.07236225104006566	0.06308096460661532	0.0	0.04511511826598717	0.23019091925705013	0.09189842866750003	0.092304187087114	0.08695611036356976	0.09896758092208918	0.2704035204002246	0.18998402247129656	0.2057631668759675	0.2807899742517834	0.2585707138906753	0.13959217957065398	0.12437974020979345	0.09042006593513383	0.14485688419222106	0.0982727076036292	0.13604902468300295	0.19626095587315898	0.16570019226651567	0.11198895240034047	0.09621770265644206	0.11119617539019322	0.0736693005448714	0.08378785048119719	0.07730758004219722	0.10896208744861713	0.28540100715182215	0.10491113564961195	0.09313155265114932	0.09761280350907933	0.1016892483184565	0.18440096836688316	0.11979694328883138	0.2529007061668774	0.1618278470127606	0.09960317841129471	0.09738137147002719	0.0987854310835631	0.1951755958756392	0.1101692145890429	0.11123333705674719	0.08631927336650533	0.10189329953797063	0.1257597407312713	0.12631596478887996	0.30364374756451173	0.3144113913139018	0.18152816447589312	0.14192010770803415	0.15523319003566832	0.11566824513243776	0.18938365331447324	0.1924502720223222	0.08804982111021453	0.0851041229526372	0.08899105765414074	0.14521755366268518	0.1064394448727771	0.2732992211015879	0.2214282084622921	0.27136540386590385	0.1556062953671837	0.12003389806116346	0.09859440036293522	0.08182905661202375	0.09158223584278516	0.09114009632743666	0.08618303930844158	0.0935713676640275
