	s9pp	f28pp	f22ppA	w24pp	s10pp	s12pp	s18pp	f25pp	f9pp	S1Hp	F6H1	w30pp	w9pp	s27pp	w11pp	s20pp	w32pp	s13pp	w17pp	f10pp	w16pp	f16ppB	w12pp	f12ppB	f22ppB	f32pp	s25pp	w8pp	f31pp	w28pp	w2pp	f14ppB	f6ppB	f7pp	w10pp	f11pp	f18pp	w31pp	f23ppA	f2pp	f15pp	f3pp	w15pp	s17pp	w26pp	w27pp	f8pp	w18pp	w6pp	s2pp	w20pp	s28pp	s32pp	S3Hp	s6pp	S30H1	w23pp	S23Hp	S15Hp	S9H1	F7H1	S27H1	s14pp	S14Hp	w14pp	s23pp	w7pp	s7pp	s15pp	F14H1A	s26pp	F8H1	s4pp	f16ppA	s16pp	f19pp	f26pp	f1pp	w3pp	w1pp	w4pp	s3pp	f17ppB	f4pp	f30pp	f13pp	w21pp	f20ppB	f21pp	f6ppA	f12ppA	f14ppA	s1pp	s30pp	f23ppB	s31pp	w22pp	S19H1	S12Hp	s19pp	S20H1	F16H1	S22Hp	F3H1	S26Hp	f20ppA	f24pp	w29pp	f29pp	w13pp	w19pp	s29pp	w25pp	f17ppA	s24pp	s22pp	530451	530295	S16H2	s21pp	s11pp
f12ppB	0.08787519774715613	0.04203556316431045	0.01854023700909531	0.013580654662270451	0.01614426229826314	0.016932028342943654	0.019977455882062067	3.00000150008727e-06	0.049640094348348485	0.12254889113719591	0.14176766172747954	0.15295482812948655	0.09434108275823488	0.02035816285955134	0.008429752384547124	0.07973095562498297	0.0316833646031855	0.07697096279464558	0.004115536090943566	0.0049370033502920295	0.005376438394150222	5.00000250014545e-06	4.00000200011636e-06	0.0	0.006087894946511088	0.006087894946511088	0.024504342311036532	0.034582744535330105	0.025021172748995967	0.028036096603341738	0.019533824840427386	0.012497036749896205	0.013346632030115206	0.012497036749896205	0.012497036749896205	0.023736343314148204	0.021910054170702735	0.03771586175302443	0.029513756795804227	0.025879641364074845	0.02643656258898169	0.03193619334016583	0.02129544644392589	0.07947082388528674	0.026522650448282486	0.026522650448282486	0.01620429719603431	0.01620429719603431	0.03622181131801148	0.027532662483848374	0.025645475072584977	0.06822813152215246	0.12976066859795343	0.2998162068688858	0.20473884123194483	0.2934347055484537	0.05242518270211191	0.17017332432666743	0.1475065450917826	0.3084594945322198	0.3233517684482286	0.3297600158826131	0.27667786697892904	0.2889514021524047	0.19772059547459153	0.08544430590425735	0.11486208620941542	0.08981882202660706	0.11281896836341666	0.2923156726983755	0.16191408972839666	0.26621429144971265	0.17823342737838427	0.026087608920195734	0.11801607266888031	0.028902858205506917	0.030697696251187245	0.030697696251187245	0.0335211814683526	0.03394070224184946	0.040494057407457665	0.04435479597733919	0.03154596889473426	0.026087608920195734	0.023155739129222728	0.029565708154945646	0.031452385223681954	0.03326752874005037	0.028453000680428147	0.02753306383337784	0.02520416976736339	0.02709300093632495	0.054003287029114624	0.0574532889661416	0.04235357007793167	0.09420727801903893	0.07817834195490109	0.29489455281807264	0.2093478784993789	0.13683894529247775	0.2594561070994377	0.2836150133037365	0.2798691844691378	0.27255013544766826	0.27257778521506504	0.020408737519152963	0.009892111298052361	0.025785954404156295	0.015504363428397677	0.015504363428397677	0.018447872876391547	0.033792756417493734	0.007661281272155892	0.005896604397794095	0.027915230662392748	0.11448838514203633	0.2484152609136798	0.2935348138882931	0.29568953475500853	0.07465793611044763	0.12367431142258851
f22ppB	0.09123982299916966	0.04540018841632399	0.021904862261108847	0.01694527991428399	0.019508887550276677	0.020296653594957192	0.023342081134075605	0.006088894947011116	0.05572598929385951	0.12863478608270693	0.14785355667299058	0.1590407230749976	0.10042697770374591	0.02644405780506237	0.014515647330058152	0.085816850570494	0.03776925954869653	0.0830568577401566	0.010201431036454597	0.011022898295803059	0.011462333339661252	0.006090894948011175	0.006089894947511146	0.006087894946511088	0.0	2.00000100005818e-06	0.020668505782476112	0.03074690800676969	0.021185336220435547	0.024200260074781318	0.015697988311866966	0.008661200221335784	0.009510795501554783	0.008661200221335784	0.008661200221335784	0.019900506785587784	0.018074217642142315	0.03388002522446401	0.025677920267243807	0.022043804835514425	0.02260072606042127	0.02810035681160541	0.017459609915365472	0.07563498735672633	0.022686813919722066	0.022686813919722066	0.012368460667473886	0.012368460667473886	0.03238597478945106	0.023696825955287954	0.021809638544024557	0.06439229499359204	0.125924832069393	0.29598037034032537	0.2009030047033844	0.28959886901989323	0.04858934617355149	0.166337487798107	0.14367070856322217	0.30462365800365937	0.31951593191966815	0.32592417935405266	0.2728420304503686	0.28511556562384427	0.1938847589460311	0.08160846937569693	0.111026249680855	0.08598298549804664	0.10898313183485625	0.28847983616981504	0.15807825319983623	0.2623784549211522	0.17439759084982384	0.022251772391635314	0.1141802361403199	0.025067021676946497	0.026861859722626825	0.026861859722626825	0.02968534493979218	0.030104865713289044	0.036658220878897245	0.04051895944877877	0.027710132366173843	0.022251772391635314	0.019319902600662308	0.025729871626385226	0.027616548695121538	0.029431692211489956	0.024617164151867727	0.02369722730481742	0.02136833323880297	0.02325716440776453	0.050167450500554205	0.05361745243758118	0.03851773354937125	0.09037144149047852	0.07434250542634067	0.2910587162895122	0.20551204197081846	0.13300310876391733	0.2556202705708773	0.27977917677517605	0.2760333479405773	0.2687142989191078	0.2687419486865046	0.016572900990592544	0.0060562747694919376	0.021950117875595875	0.011668526899837254	0.011668526899837254	0.014612036347831123	0.029956919888933318	0.00382544474359547	0.009261229649807632	0.03127985591440628	0.11785301039404987	0.25177988616569336	0.29689943914030664	0.29905416000702206	0.07802256136246116	0.12703893667460203
f32pp	0.09123982299916966	0.04540018841632399	0.021904862261108847	0.01694527991428399	0.019508887550276677	0.020296653594957192	0.023342081134075605	0.006088894947011116	0.05572598929385951	0.12863478608270693	0.14785355667299058	0.1590407230749976	0.10042697770374591	0.02644405780506237	0.014515647330058152	0.085816850570494	0.03776925954869653	0.0830568577401566	0.010201431036454597	0.011022898295803059	0.011462333339661252	0.006090894948011175	0.006089894947511146	0.006087894946511088	2.00000100005818e-06	0.0	0.020668505782476112	0.03074690800676969	0.021185336220435547	0.024200260074781318	0.015697988311866966	0.008661200221335784	0.009510795501554783	0.008661200221335784	0.008661200221335784	0.019900506785587784	0.018074217642142315	0.03388002522446401	0.025677920267243807	0.022043804835514425	0.02260072606042127	0.02810035681160541	0.017459609915365472	0.07563498735672633	0.022686813919722066	0.022686813919722066	0.012368460667473886	0.012368460667473886	0.03238597478945106	0.023696825955287954	0.021809638544024557	0.06439229499359204	0.125924832069393	0.29598037034032537	0.2009030047033844	0.28959886901989323	0.04858934617355149	0.166337487798107	0.14367070856322217	0.30462365800365937	0.31951593191966815	0.32592417935405266	0.2728420304503686	0.28511556562384427	0.1938847589460311	0.08160846937569693	0.111026249680855	0.08598298549804664	0.10898313183485625	0.28847983616981504	0.15807825319983623	0.2623784549211522	0.17439759084982384	0.022251772391635314	0.1141802361403199	0.025067021676946497	0.026861859722626825	0.026861859722626825	0.02968534493979218	0.030104865713289044	0.036658220878897245	0.04051895944877877	0.027710132366173843	0.022251772391635314	0.019319902600662308	0.025729871626385226	0.027616548695121538	0.029431692211489956	0.024617164151867727	0.02369722730481742	0.02136833323880297	0.02325716440776453	0.050167450500554205	0.05361745243758118	0.03851773354937125	0.09037144149047852	0.07434250542634067	0.2910587162895122	0.20551204197081846	0.13300310876391733	0.2556202705708773	0.27977917677517605	0.2760333479405773	0.2687142989191078	0.2687419486865046	0.016572900990592544	0.0060562747694919376	0.021950117875595875	0.011668526899837254	0.011668526899837254	0.014612036347831123	0.029956919888933318	0.00382544474359547	0.009261229649807632	0.03127985591440628	0.11785301039404987	0.25177988616569336	0.29689943914030664	0.29905416000702206	0.07802256136246116	0.12703893667460203
s25pp	0.10965627036369512	0.06381663578084944	0.040321309625634294	0.035361727278809436	0.03792533491480212	0.03871310095948263	0.04175852849860105	0.02450534231153656	0.07414243665838496	0.14705123344723237	0.16627000403751602	0.17745717043952303	0.11884342506827135	0.04486050516958781	0.032932094694583594	0.10423329793501944	0.05618570691322197	0.10147330510468204	0.02861787840098004	0.029439345660328502	0.029878780704186696	0.02450734231253662	0.024506342312036588	0.024504342311036532	0.020668505782476112	0.020668505782476112	0.0	0.031797761469242174	0.022236189682908032	0.0252511135372538	0.01674884177433945	0.02384560413180908	0.02469519941202808	0.02384560413180908	0.02384560413180908	0.03508491069606108	0.03325862155261561	0.04906442913493731	0.040862324177717096	0.037228208745987715	0.03778512997089457	0.04328476072207871	0.032644013825838765	0.09081939126719962	0.03787121783019536	0.03787121783019536	0.027552864577947183	0.027552864577947183	0.04757037869992436	0.038881229865761244	0.03699404245449785	0.07957669890406532	0.1411092359798663	0.3111647742507987	0.2160874086138577	0.30478327293036656	0.06377375008402479	0.1815218917085803	0.15885511247369546	0.3198080619141327	0.33470033583014147	0.341108583264526	0.2880264343608419	0.3002999695343176	0.2090691628565044	0.09679287328617023	0.1262106535913283	0.10116738940851994	0.12416753574532954	0.30366424008028836	0.17326265711030953	0.2775628588316255	0.18958199476029713	0.037436176302108604	0.12936464005079318	0.04025142558741979	0.04204626363310012	0.04204626363310012	0.04486974885026548	0.04528926962376234	0.051842624789370545	0.05570336335925207	0.04289453627664714	0.037436176302108604	0.034504306511135605	0.040914275536858516	0.042800952605594834	0.04461609612196325	0.039801568062341024	0.038881631215290716	0.03655273714927626	0.03844156831823782	0.0653518544110275	0.06880185634805448	0.05370213745984455	0.10555584540095181	0.08952690933681397	0.3062431201999855	0.22069644588129175	0.14818751267439062	0.2708046744813506	0.2949635806856494	0.29121775185105064	0.28389870282958113	0.2839263525969779	0.03175730490106584	0.021240678679965236	0.03713452178606917	0.026852930810310552	0.026852930810310552	0.02979644025830442	0.045141323799406614	0.019009848654068767	0.027677677014333078	0.04969630327893173	0.1362694577585753	0.27019633353021877	0.31531588650483205	0.3174706073715475	0.0964390087269866	0.1454553840391275
w8pp	0.11973467258798869	0.07389503800514301	0.050399711849927864	0.045440129503103006	0.0480037371390957	0.04879150318377621	0.05183693072289462	0.03458374453583014	0.08422083888267853	0.15712963567152596	0.17634840626180961	0.18753557266381662	0.12892182729256493	0.054938907393881395	0.04301049691887717	0.11431170015931302	0.06626410913751554	0.11155170732897562	0.03869628062527362	0.039517747884622076	0.03995718292848027	0.03458574453683019	0.03458474453633017	0.034582744535330105	0.03074690800676969	0.03074690800676969	0.031797761469242174	0.0	0.015305055184484835	0.023555191459817187	0.01505291969690284	0.033924006356102654	0.034773601636321656	0.033924006356102654	0.033924006356102654	0.04516331292035466	0.043337023776909185	0.05914283135923089	0.05094072640201068	0.0473066109702813	0.047863532195188144	0.05336316294637228	0.04272241605013234	0.10089779349149319	0.04794962005448894	0.04794962005448894	0.037631266802240756	0.037631266802240756	0.057648780924217935	0.04895963209005483	0.04707244467879143	0.08965510112835891	0.1511876382041599	0.32124317647509226	0.22616581083815127	0.3148616751546601	0.07385215230831838	0.19160029393287387	0.16893351469798903	0.32988646413842626	0.34477873805443504	0.35118698548881955	0.2981048365851355	0.31037837175861116	0.21914756508079797	0.1068712755104638	0.13628905581562187	0.1112457916328135	0.1342459379696231	0.31374264230458193	0.1833410593346031	0.2876412610559191	0.1996603969845907	0.04751457852640219	0.13944304227508678	0.05032982781171337	0.0521246658573937	0.0521246658573937	0.054948151074559054	0.05536767184805592	0.06192102701366412	0.06578176558354565	0.05297293850094072	0.04751457852640219	0.04458270873542918	0.0509926777611521	0.05287935482988841	0.05469449834625683	0.0498799702866346	0.04896003343958429	0.046631139373569844	0.048519970542531404	0.07543025663532107	0.07888025857234807	0.06378053968413813	0.11563424762524538	0.09960531156110755	0.3163215224242791	0.23077484810558532	0.1582659148986842	0.28088307670564416	0.30504198290994294	0.3012961540753442	0.2939771050538747	0.2940047548212715	0.04183570712535942	0.03131908090425881	0.04721292401036274	0.03693133303460413	0.03693133303460413	0.039874842482598	0.05521972602370019	0.029088250878362344	0.03775607923862665	0.0597747055032253	0.14634785998286887	0.28027473575451234	0.3253942887291256	0.32754900959584105	0.10651741095128017	0.15553378626342107
f31pp	0.11017310080165454	0.06433346621880887	0.04083814006359373	0.03587855771676887	0.038442165352761556	0.039229931397442075	0.04227535893656048	0.025022172749495995	0.07465926709634439	0.1475680638851918	0.16678683447547546	0.17797400087748247	0.11936025550623078	0.04537733560754725	0.03344892513254303	0.10475012837297887	0.05670253735118141	0.10199013554264147	0.029134708838939476	0.029956176098287938	0.03039561114214613	0.025024172750496055	0.025023172749996023	0.025021172748995967	0.021185336220435547	0.021185336220435547	0.022236189682908032	0.015305055184484835	0.0	0.013993619673483048	0.005491347910568699	0.024362434569768516	0.025212029849987515	0.024362434569768516	0.024362434569768516	0.035601741134020516	0.033775451990575044	0.049581259572896746	0.04137915461567654	0.03774503918394716	0.038301960408854	0.043801591160038136	0.0331608442637982	0.09133622170515907	0.0383880482681548	0.0383880482681548	0.02806969501590662	0.02806969501590662	0.048087209137883793	0.039398060303720686	0.03751087289245729	0.08009352934202477	0.14162606641782574	0.3116816046887581	0.21660423905181714	0.30530010336832597	0.06429058052198422	0.18203872214653974	0.1593719429116549	0.3203248923520921	0.3352171662681009	0.3416254137024854	0.2885432647988013	0.300816799972277	0.20958599329446384	0.09730970372412967	0.12672748402928774	0.10168421984647938	0.12468436618328899	0.3041810705182478	0.17377948754826897	0.27807968926958493	0.19009882519825658	0.037953006740068046	0.12988147048875262	0.04076825602537923	0.04256309407105956	0.04256309407105956	0.04538657928822491	0.045806100061721776	0.05235945522732998	0.05622019379721151	0.043411366714606575	0.037953006740068046	0.03502113694909504	0.04143110597481796	0.04331778304355427	0.04513292655992269	0.04031839850030046	0.03939846165325015	0.0370695675872357	0.03895839875619726	0.06586868484898695	0.06931868678601391	0.054218967897803984	0.10607267583891125	0.0900437397747734	0.3067599506379449	0.2212132763192512	0.14870434311235006	0.27132150491931	0.2954804111236088	0.29173458228901006	0.28441553326754054	0.2844431830349373	0.032274135339025276	0.02175750911792467	0.0376513522240286	0.027369761248269987	0.027369761248269987	0.030313270696263855	0.04565815423736605	0.019526679092028203	0.028194507452292513	0.050213133716891165	0.13678628819653474	0.27071316396817824	0.3158327169427915	0.31798743780950695	0.09695583916494604	0.14597221447708691
w28pp	0.11318802465600032	0.06734839007315464	0.0438530639179395	0.038893481571114635	0.04145708920710733	0.04224485525178784	0.04529028279090625	0.028037096603841766	0.07767419095069017	0.1505829877395376	0.16980175832982125	0.18098892473182826	0.12237517936057656	0.04839225946189302	0.0364638489868888	0.10776505222732465	0.05971746120552718	0.10500505939698725	0.032149632693285246	0.03297109995263371	0.0334105349964919	0.028039096604841825	0.028038096604341794	0.028036096603341738	0.024200260074781318	0.024200260074781318	0.0252511135372538	0.023555191459817187	0.013993619673483048	0.0	0.008504271763914406	0.027377358424114283	0.028226953704333282	0.027377358424114283	0.027377358424114283	0.03861666498836629	0.036790375844920814	0.05259618342724251	0.0443940784700223	0.04075996303829292	0.041316884263199766	0.04681651501438391	0.03617576811814397	0.09435114555950483	0.04140297212250056	0.04140297212250056	0.031084618870252385	0.031084618870252385	0.05110213299222956	0.04241298415806645	0.04052579674680305	0.08310845319637053	0.1446409902721715	0.31469652854310387	0.2196191629061629	0.30831502722267173	0.06730550437633	0.1850536460008855	0.16238686676600067	0.32333981620643787	0.33823209012244665	0.34464033755683116	0.2915581886531471	0.30383172382662277	0.2126009171488096	0.10032462757847543	0.1297424078836335	0.10469914370082514	0.12769929003763475	0.30719599437259354	0.17679441140261473	0.2810946131239307	0.19311374905260234	0.04096793059441381	0.13289639434309838	0.04378317987972499	0.04557801792540532	0.04557801792540532	0.048401503142570676	0.048821023916067546	0.05537437908167575	0.05923511765155727	0.04642629056895234	0.04096793059441381	0.03803606080344081	0.04444602982916372	0.04633270689790003	0.04814785041426846	0.04333332235464622	0.04241338550759592	0.040084491441581466	0.041973322610543026	0.06888360870333271	0.07233361064035969	0.057233891752149754	0.10908759969325701	0.09305866362911917	0.3097748744922907	0.22422820017359696	0.15171926696669583	0.27433642877365577	0.29849533497795455	0.2947495061433558	0.2874304571218863	0.2874581068892831	0.03528905919337104	0.024772432972270435	0.04066627607837437	0.03038468510261575	0.03038468510261575	0.03332819455060962	0.04867307809171181	0.02254160294637397	0.031209431306638283	0.053228057571236935	0.13980121205088053	0.273728087822524	0.3188476407971373	0.3210023616638527	0.09997076301929181	0.1489871383314327
w2pp	0.10468575289308597	0.058846118310240295	0.03535079215502515	0.030391209808200287	0.03295481744419298	0.03374258348887349	0.0367880110279919	0.019534824840927414	0.06917191918777581	0.14208071597662322	0.16129948656690687	0.17248665296891388	0.1138729075976622	0.03988998769897867	0.02796157722397445	0.0992627804644103	0.05121518944261283	0.0965027876340729	0.023647360930370894	0.024468828189719356	0.02490826323357755	0.019536824841927473	0.019535824841427442	0.019533824840427386	0.015697988311866966	0.015697988311866966	0.01674884177433945	0.01505291969690284	0.005491347910568699	0.008504271763914406	0.0	0.01887508666119993	0.01972468194141893	0.01887508666119993	0.01887508666119993	0.03011439322545193	0.028288104082006462	0.04409391166432816	0.035891806707107954	0.03225769127537857	0.03281461250028542	0.03831424325146956	0.02767349635522962	0.08584887379659048	0.03290070035958621	0.03290070035958621	0.022582347107338037	0.022582347107338037	0.04259986122931521	0.0339107123951521	0.032023524983888704	0.07460618143345618	0.13613871850925716	0.3061942567801895	0.21111689114324855	0.2998127554597574	0.05880323261341564	0.17655137423797115	0.15388459500308632	0.3148375444435235	0.3297298183595323	0.3361380657939168	0.28305591689023274	0.2953294520637084	0.20409864538589526	0.09182235581556109	0.12124013612071916	0.0961968719379108	0.1191970182747204	0.2986937226096792	0.16829213963970038	0.27259234136101634	0.184611477289688	0.03246565883149946	0.12439412258018405	0.035280908116810644	0.03707574616249097	0.03707574616249097	0.03989923137965633	0.04031875215315319	0.046872107318761395	0.05073284588864292	0.03792401880603799	0.03246565883149946	0.029533789040526455	0.03594375806624937	0.037830435134985685	0.0396455786513541	0.034831050591731874	0.033911113744681566	0.03158221967866712	0.03347105084762868	0.060381336940418355	0.06383133887744534	0.0487316199892354	0.10058532793034267	0.08455639186620482	0.30127260272937634	0.2157259284106826	0.14321699520378148	0.2658341570107414	0.2899930632150402	0.2862472343804415	0.27892818535897196	0.27895583512636873	0.02678678743045669	0.016270161209356086	0.03216400431546002	0.021882413339701402	0.021882413339701402	0.02482592278769527	0.040170806328797465	0.014039331183459618	0.02270715954372393	0.044725785808322586	0.13129894028796618	0.26522581605960965	0.31034536903422294	0.31250008990093836	0.09146849125637746	0.14048486656851836
f14ppB	0.09764896480255479	0.05180933021970911	0.028314004064493966	0.02335442171766911	0.025918029353661796	0.02670579539834231	0.029751222937460724	0.012498036750396234	0.06213513109724463	0.13504392788609204	0.1542626984763757	0.1654498648783827	0.10683611950713102	0.032853199608447486	0.02092478913344327	0.09222599237387911	0.04417840135208165	0.08946599954354172	0.016610572839839712	0.017432040099188174	0.017871475143046368	0.012500036751396292	0.012499036750896263	0.012497036749896205	0.008661200221335784	0.008661200221335784	0.02384560413180908	0.033924006356102654	0.024362434569768516	0.027377358424114283	0.01887508666119993	0.0	0.0008515952812190587	4.00000200011636e-06	4.00000200011636e-06	0.011245306567252176	0.009419017423806703	0.025224825006128406	0.017022720048908195	0.013388604617178815	0.013945525842085664	0.0194451565932698	0.00880440969702986	0.06697978713839071	0.014031613701386458	0.014031613701386458	0.0037132604491382764	0.0037132604491382764	0.023730774571115453	0.015041625736952342	0.013154438325688945	0.05573709477525643	0.1172696318510574	0.2873251701219898	0.19224780448504877	0.2809436688015577	0.03993414595521589	0.15768228757977137	0.13501550834488654	0.2959684577853238	0.3108607317013326	0.3172689791357171	0.26418683023203304	0.2764603654055087	0.18522955872769548	0.07295326915736132	0.10237104946251939	0.07732778527971103	0.10032793161652064	0.2798246359514795	0.1494230529815006	0.25372325470281665	0.1657423906314882	0.013596572173299702	0.10552503592198428	0.016411821458610885	0.018206659504291216	0.018206659504291216	0.021030144721456572	0.021449665494953436	0.02800302066056164	0.03186375923044317	0.019054932147838235	0.013596572173299702	0.010664702382326701	0.017074671408049615	0.01896134847678593	0.020776491993154348	0.01596196393353212	0.015042027086481813	0.012713133020467358	0.01460196418942892	0.0415122502822186	0.04496225221924558	0.029862533331035643	0.0817162412721429	0.06568730520800506	0.28240351607117664	0.19685684175248283	0.1243479085455817	0.2469650703525417	0.2711239765568405	0.2673781477222418	0.26005909870077226	0.26008674846816904	0.007917700772256933	0.002606925452843904	0.022960428609740718	0.012678837633982098	0.012678837633982098	0.015622347081975966	0.030967230623078164	0.004837755478740372	0.015670371453192753	0.037688997717791405	0.12426215219743499	0.25818902796907844	0.30330858094369173	0.30546330181040715	0.08443170316584628	0.13344807847798718
f6ppB	0.09849856008277379	0.05265892549992811	0.029163599344712965	0.024204016997888107	0.026767624633880795	0.02755539067856131	0.030600818217679723	0.013347632030615234	0.06298472637746363	0.13589352316631106	0.15511229375659472	0.16629946015860173	0.10768571478735002	0.03370279488866649	0.021774384413662272	0.09307558765409811	0.04502799663230064	0.09031559482376071	0.017460168120058715	0.018281635379407177	0.01872107042326537	0.013349632031615292	0.013348632031115264	0.013346632030115206	0.009510795501554783	0.009510795501554783	0.02469519941202808	0.034773601636321656	0.025212029849987515	0.028226953704333282	0.01972468194141893	0.0008515952812190587	0.0	0.0008535952822191169	0.0008535952822191169	0.012094901847471176	0.010268612704025704	0.026074420286347405	0.017872315329127194	0.014238199897397816	0.014795121122304664	0.0202947518734888	0.00965400497724886	0.06782938241860972	0.014881208981605458	0.014881208981605458	0.004562855729357277	0.004562855729357277	0.024580369851334452	0.01589122101717134	0.014004033605907946	0.05658669005547543	0.11811922713127641	0.2881747654022088	0.19309739976526777	0.2817932640817767	0.04078374123543489	0.15853188285999037	0.13586510362510554	0.2968180530655428	0.3117103269815516	0.3181185744159361	0.26503642551225204	0.2773099606857277	0.18607915400791447	0.07380286443758033	0.1032206447427384	0.07817738055993004	0.10117752689673964	0.2806742312316985	0.1502726482617196	0.25457284998303564	0.1665919859117072	0.014446167453518703	0.10637463120220329	0.017261416738829884	0.019056254784510215	0.019056254784510215	0.02187974000167557	0.022299260775172434	0.02885261594078064	0.03271335451066217	0.019904527428057234	0.014446167453518703	0.011514297662545702	0.017924266688268613	0.01981094375700493	0.021626087273373347	0.016811559213751118	0.015891622366700813	0.013562728300686359	0.015451559469647921	0.042361845562437606	0.045811847499464584	0.030712128611254642	0.08256583655236191	0.06653690048822407	0.28325311135139564	0.19770643703270183	0.1251975038258007	0.2478146656327607	0.2719735718370595	0.2682277430024608	0.26090869398099126	0.26093634374838803	0.008767296052475934	0.003456520733062904	0.023810023889959717	0.013528432914201097	0.013528432914201097	0.016471942362194965	0.031816825903297166	0.005687350758959372	0.016519966733411752	0.03853859299801041	0.125111747477654	0.25903862324929744	0.3041581762239107	0.30631289709062615	0.08528129844606529	0.13429767375820617
f7pp	0.09764896480255479	0.05180933021970911	0.028314004064493966	0.02335442171766911	0.025918029353661796	0.02670579539834231	0.029751222937460724	0.012498036750396234	0.06213513109724463	0.13504392788609204	0.1542626984763757	0.1654498648783827	0.10683611950713102	0.032853199608447486	0.02092478913344327	0.09222599237387911	0.04417840135208165	0.08946599954354172	0.016610572839839712	0.017432040099188174	0.017871475143046368	0.012500036751396292	0.012499036750896263	0.012497036749896205	0.008661200221335784	0.008661200221335784	0.02384560413180908	0.033924006356102654	0.024362434569768516	0.027377358424114283	0.01887508666119993	4.00000200011636e-06	0.0008535952822191169	0.0	2.00000100005818e-06	0.011245306567252176	0.009419017423806703	0.025224825006128406	0.017022720048908195	0.013388604617178815	0.013945525842085664	0.0194451565932698	0.00880440969702986	0.06697978713839071	0.014031613701386458	0.014031613701386458	0.0037132604491382764	0.0037132604491382764	0.023730774571115453	0.015041625736952342	0.013154438325688945	0.05573709477525643	0.1172696318510574	0.2873251701219898	0.19224780448504877	0.2809436688015577	0.03993414595521589	0.15768228757977137	0.13501550834488654	0.2959684577853238	0.3108607317013326	0.3172689791357171	0.26418683023203304	0.2764603654055087	0.18522955872769548	0.07295326915736132	0.10237104946251939	0.07732778527971103	0.10032793161652064	0.2798246359514795	0.1494230529815006	0.25372325470281665	0.1657423906314882	0.013596572173299702	0.10552503592198428	0.016411821458610885	0.018206659504291216	0.018206659504291216	0.021030144721456572	0.021449665494953436	0.02800302066056164	0.03186375923044317	0.019054932147838235	0.013596572173299702	0.010664702382326701	0.017074671408049615	0.01896134847678593	0.020776491993154348	0.01596196393353212	0.015042027086481813	0.012713133020467358	0.01460196418942892	0.0415122502822186	0.04496225221924558	0.029862533331035643	0.0817162412721429	0.06568730520800506	0.28240351607117664	0.19685684175248283	0.1243479085455817	0.2469650703525417	0.2711239765568405	0.2673781477222418	0.26005909870077226	0.26008674846816904	0.007917700772256933	0.002606925452843904	0.022960428609740718	0.012678837633982098	0.012678837633982098	0.015622347081975966	0.030967230623078164	0.004837755478740372	0.015670371453192753	0.037688997717791405	0.12426215219743499	0.25818902796907844	0.30330858094369173	0.30546330181040715	0.08443170316584628	0.13344807847798718
w10pp	0.09764896480255479	0.05180933021970911	0.028314004064493966	0.02335442171766911	0.025918029353661796	0.02670579539834231	0.029751222937460724	0.012498036750396234	0.06213513109724463	0.13504392788609204	0.1542626984763757	0.1654498648783827	0.10683611950713102	0.032853199608447486	0.02092478913344327	0.09222599237387911	0.04417840135208165	0.08946599954354172	0.016610572839839712	0.017432040099188174	0.017871475143046368	0.012500036751396292	0.012499036750896263	0.012497036749896205	0.008661200221335784	0.008661200221335784	0.02384560413180908	0.033924006356102654	0.024362434569768516	0.027377358424114283	0.01887508666119993	4.00000200011636e-06	0.0008535952822191169	2.00000100005818e-06	0.0	0.011245306567252176	0.009419017423806703	0.025224825006128406	0.017022720048908195	0.013388604617178815	0.013945525842085664	0.0194451565932698	0.00880440969702986	0.06697978713839071	0.014031613701386458	0.014031613701386458	0.0037132604491382764	0.0037132604491382764	0.023730774571115453	0.015041625736952342	0.013154438325688945	0.05573709477525643	0.1172696318510574	0.2873251701219898	0.19224780448504877	0.2809436688015577	0.03993414595521589	0.15768228757977137	0.13501550834488654	0.2959684577853238	0.3108607317013326	0.3172689791357171	0.26418683023203304	0.2764603654055087	0.18522955872769548	0.07295326915736132	0.10237104946251939	0.07732778527971103	0.10032793161652064	0.2798246359514795	0.1494230529815006	0.25372325470281665	0.1657423906314882	0.013596572173299702	0.10552503592198428	0.016411821458610885	0.018206659504291216	0.018206659504291216	0.021030144721456572	0.021449665494953436	0.02800302066056164	0.03186375923044317	0.019054932147838235	0.013596572173299702	0.010664702382326701	0.017074671408049615	0.01896134847678593	0.020776491993154348	0.01596196393353212	0.015042027086481813	0.012713133020467358	0.01460196418942892	0.0415122502822186	0.04496225221924558	0.029862533331035643	0.0817162412721429	0.06568730520800506	0.28240351607117664	0.19685684175248283	0.1243479085455817	0.2469650703525417	0.2711239765568405	0.2673781477222418	0.26005909870077226	0.26008674846816904	0.007917700772256933	0.002606925452843904	0.022960428609740718	0.012678837633982098	0.012678837633982098	0.015622347081975966	0.030967230623078164	0.004837755478740372	0.015670371453192753	0.037688997717791405	0.12426215219743499	0.25818902796907844	0.30330858094369173	0.30546330181040715	0.08443170316584628	0.13344807847798718
