	w28pp	f11pp	S15Hp	w10pp	w26pp	S29H1	w19pp	w24pp	f13pp	w13pp	w20pp	w8pp	w17pp	w14pp	w3pp	f7pp	f32pp	F14H1B	S3Hp	F3H1	S31Hp	f18pp	f16ppA	F14H1A	S22Hp	f30pp	f2pp	f23ppA	f1pp	f20ppA	S2Hp	f12ppA	f22ppB	f21pp	f4pp	f8pp	f12ppB	f10pp	f17ppB	F7H1	S21H1	530295	S13Hp	F22HpB	F6H1	S14Hp	f6ppB	w16pp	w9pp	f24pp	w23pp	f19pp	f22ppA	S27H1	w11pp
w20pp	0.06300087035685029	0.09063733722531186	0.17918606317944427	0.10274317076597017	0.09286738961343147	0.08922012430741022	0.13044780681564647	0.03384292499224073	0.050547758689621844	0.030512548130979464	0.0	0.043818348599816724	0.10533133904947214	0.1088398645177135	0.2169190397633414	0.24929708950757123	0.254414532258446	0.31455019428433917	0.32767486139771357	0.33181480600142993	0.28402845216172645	0.2742476107280682	0.28129476024201877	0.36644784415871734	0.36083803419604077	0.2798126019571024	0.2765277781016048	0.2986736467364041	0.26802694233285507	0.2653911831441442	0.32625398537356026	0.2958476852347491	0.28087410910156696	0.2876926590879502	0.26264123722140215	0.2599402950928948	0.27587137712646514	0.25966895226381853	0.23300054282641178	0.3488086379960795	0.5809565077548288	0.3418455474947534	0.37568776259475223	0.40802810481584584	0.42352892519133195	0.4237961970789646	0.10689908867592984	0.11564210493038404	0.05737638926272024	0.036106707567335854	0.11957429646603902	0.1193700717658532	0.17052331697401102	0.18028125881279677	0.07166452061738512
w8pp	0.08489877060128156	0.11253523746974313	0.20108396342387555	0.12464107101040144	0.11476528985786275	0.11111802455184148	0.15234570706007772	0.055740825236672	0.08535943019557352	0.06532421963693114	0.043818348599816724	0.0	0.10337064868658748	0.10687917415482884	0.21495834940045672	0.24733639914468655	0.2524538418955613	0.31258950392145446	0.3257141710348289	0.3298541156385453	0.28206776179884174	0.27228692036518354	0.2793340698791341	0.36448715379583263	0.35887734383315606	0.27785191159421774	0.2745670877387201	0.29671295637351947	0.26606625196997036	0.2634304927812595	0.3242932950106756	0.2938869948718644	0.27891341873868225	0.28573196872506557	0.2606805468585175	0.25797960473001014	0.27391068676358044	0.2577082619009339	0.2310398524635271	0.3468479476331948	0.5789958173919442	0.33988485713186867	0.3737270722318675	0.40606741445296113	0.4215682348284473	0.42183550671607994	0.10493839831304518	0.11368141456749938	0.055415698899835567	0.058004607811767125	0.1414721967104703	0.14126797201028446	0.1924212172184423	0.20217915905722805	0.0935624208618164
w17pp	0.14641176105093698	0.17404822791939856	0.262596953873531	0.18615406146005686	0.17627828030751816	0.1726310150014969	0.21385869750973313	0.11725381568632742	0.14687242064522893	0.12683721008658655	0.10533133904947214	0.10337064868658748	0.0	0.07733260105604112	0.185411776301669	0.21778982604589883	0.2229072687967736	0.2830429308226668	0.2961675979360412	0.30030754253975755	0.2525211887000541	0.2427403472663958	0.24978749678034637	0.33494058069704497	0.3293307707343684	0.24830533849543	0.24502051463993238	0.2671663832747317	0.23651967887118266	0.23388391968247182	0.2947467219118879	0.2643404217730767	0.24936684563989456	0.25618539562627785	0.23113397375972974	0.2284330316312224	0.24436411366479274	0.22816168880214613	0.20149327936473937	0.3173013745344071	0.5494492442931564	0.310338284033081	0.34418049913307985	0.37652084135417346	0.3920216617296596	0.3922889336172922	0.07539182521425744	0.14222278279037828	0.08395706712271447	0.11951759826142254	0.2029851871601257	0.20278096245993987	0.2539342076680977	0.26369214950688347	0.1550754113114718
w14pp	0.14992028651917833	0.1775567533876399	0.2661054793417723	0.1896625869282982	0.1797868057757595	0.17613954046973826	0.2173672229779745	0.12076234115456878	0.1503809461134703	0.13034573555482792	0.1088398645177135	0.10687917415482884	0.07733260105604112	0.0	0.1463207435990163	0.17869879334324615	0.18381623609412093	0.24395189812001408	0.2570765652333885	0.26121650983710487	0.21343015599740137	0.2036493145637431	0.21069646407769368	0.2958495479943923	0.2902397380317157	0.2092143057927773	0.2059294819372797	0.228075350572079	0.19742864616852998	0.19479288697981914	0.2556556892092352	0.225249389070424	0.21027581293724187	0.21709436292362513	0.19204294105707706	0.1893419989285697	0.20527308096214006	0.18907065609949344	0.1624022466620867	0.2782103418317544	0.5103582115905038	0.2712472513304283	0.30508946643042717	0.3374298086515208	0.3529306290270069	0.35319790091463954	0.03630079251160477	0.14573130825861963	0.08746559259095583	0.1230261237296639	0.20649371262836708	0.20628948792818125	0.25744273313633903	0.26720067497512484	0.15858393677971316
w3pp	0.25799946176480626	0.2856359286332678	0.37418465458740024	0.2977417621739261	0.2878659810213874	0.28421871571536617	0.3254463982236024	0.22884151640019668	0.2584601213590982	0.2384249108004558	0.2169190397633414	0.21495834940045672	0.185411776301669	0.1463207435990163	0.0	0.12038639841920944	0.1255038411700842	0.18563950319597738	0.19876417030935178	0.20290411491306815	0.15511776107336467	0.1453369196397064	0.15238406915365696	0.2375371530703556	0.23192734310767904	0.1509019108687406	0.147617087013243	0.16976295564804228	0.13911625124449328	0.13648049205578242	0.19734329428519848	0.1669369941463873	0.15196341801320518	0.1587819679995884	0.13373054613304033	0.13102960400453298	0.14696068603810333	0.13075826117545675	0.10408985173805	0.3349776136394026	0.5671254833981519	0.32801452313807655	0.3618567382380754	0.394197080459169	0.4096979008346551	0.4099651727222878	0.11633083766070475	0.2538104835042475	0.1955447678365837	0.23110529897529178	0.31457288787399496	0.3143686631738091	0.36552190838196696	0.3752798502207527	0.26666311202534104
f7pp	0.29037751150903607	0.3180139783774976	0.40656270433163005	0.3301198119181559	0.32024403076561725	0.316596765459596	0.35782444796783225	0.2612195661444265	0.290838171103328	0.2708029605446856	0.24929708950757123	0.24733639914468655	0.21778982604589883	0.17869879334324615	0.12038639841920944	0.0	0.05746469659448805	0.11760035862038123	0.13072502573375563	0.134864970337472	0.0870786164977685	0.07729777506411024	0.0843449245780608	0.1694980084947595	0.16388819853208292	0.08286276629314444	0.07957794243764683	0.10172381107244616	0.07107710666889712	0.06844134748018627	0.12930414970960236	0.09889784957079113	0.08392427343760901	0.09074282342399226	0.06569140155744417	0.06299045942893682	0.07892154146250717	0.0627191165998606	0.10571986025710847	0.36735566338363246	0.5995035331423818	0.36039257288230636	0.3942347879823052	0.4265751302033988	0.44207595057888494	0.4423432224665176	0.14870888740493457	0.2861885332484774	0.22792281758081356	0.2634833487195216	0.3469509376182248	0.34674671291803894	0.3978999581261968	0.4076578999649826	0.2990411617695709
f32pp	0.29549495425991085	0.3231314211283724	0.41168014708250483	0.3352372546690307	0.32536147351649203	0.32171420821047075	0.362941890718707	0.26633700889530126	0.29595561385420277	0.2759204032955604	0.254414532258446	0.2524538418955613	0.2229072687967736	0.18381623609412093	0.1255038411700842	0.05746469659448805	0.0	0.08080218091647151	0.09392684802984588	0.09806679263356224	0.06754075399484247	0.05775991256118422	0.06480706207513477	0.14996014599183344	0.14435033602915687	0.06332490379021842	0.060040079934720804	0.08218594856952013	0.051539244165971096	0.048903484977260235	0.10976628720667633	0.07935998706786511	0.06438641093468297	0.07120496092106623	0.04615353905451815	0.043452596926010785	0.059383678959581146	0.043181254096934574	0.11083730300798322	0.37247310613450724	0.6046209758932566	0.36551001563318114	0.39935223073318	0.4316925729542736	0.4471933933297597	0.44746066521739236	0.15382633015580935	0.29130597599935215	0.23304026033168834	0.2686007914703964	0.3520683803690996	0.3518641556689137	0.40301740087707155	0.41277534271585736	0.3041586045204457
F14H1B	0.355630616285804	0.38326708315426555	0.471815809108398	0.39537291669492386	0.3854971355423852	0.3818498702363639	0.4230775527446002	0.3264726709211944	0.356091275880096	0.3360560653214536	0.31455019428433917	0.31258950392145446	0.2830429308226668	0.24395189812001408	0.18563950319597738	0.11760035862038123	0.08080218091647151	0.0	0.14036776757495373	0.1445077121786701	0.12767641602073565	0.1178955745870774	0.12494272410102795	0.21009580801772665	0.20448599805505008	0.1234605658161116	0.12017574196061398	0.14232161059541332	0.11167490619186428	0.10903914700315342	0.16990194923256952	0.13949564909375828	0.12452207296057616	0.13134062294695942	0.10628920108041133	0.10358825895190396	0.11951934098547433	0.10331691612282776	0.1709729650338764	0.4326087681604004	0.6647566379191497	0.4256456776590743	0.45948789275907315	0.49182823498016676	0.5073290553556529	0.5075963272432855	0.2139619921817025	0.3514416380252453	0.2931759223575815	0.32873645349628955	0.41220404239499275	0.41199981769480687	0.4631530629029647	0.4729110047417505	0.36429426654633884
S3Hp	0.3687552833991784	0.39639175026763995	0.4849404762217724	0.40849758380829826	0.3986218026557596	0.3949745373497383	0.4362022198579746	0.3395973380345688	0.3692159429934704	0.349180732434828	0.32767486139771357	0.3257141710348289	0.2961675979360412	0.2570765652333885	0.19876417030935178	0.13072502573375563	0.09392684802984588	0.14036776757495373	0.0	0.1370024368231696	0.14080108313411005	0.1310202417004518	0.13806739121440234	0.22322047513110102	0.21761066516842445	0.136585232929486	0.13330040907398838	0.15544627770878772	0.12479957330523866	0.1221638141165278	0.18302661634594392	0.15262031620713268	0.13764674007395056	0.1444652900603338	0.11941386819378572	0.11671292606527836	0.13264400809884871	0.11644158323620214	0.1840976321472508	0.44573343527377474	0.6778813050325241	0.4387703447724487	0.47261255987244755	0.5049529020935412	0.5204537224690273	0.52072099435666	0.2270866592950769	0.3645663051386197	0.3063005894709559	0.34186112060966395	0.4253287095083671	0.4251244848081813	0.4762777300163391	0.48603567185512486	0.37741893365971324
F3H1	0.37289522800289476	0.4005316948713563	0.48908042082548875	0.4126375284120146	0.40276174725947594	0.39911448195345467	0.44034216446169094	0.3437372826382852	0.37335588759718674	0.35332067703854436	0.33181480600142993	0.3298541156385453	0.30030754253975755	0.26121650983710487	0.20290411491306815	0.134864970337472	0.09806679263356224	0.1445077121786701	0.1370024368231696	0.0	0.1449410277378264	0.13516018630416815	0.1422073358181187	0.22736041973481738	0.2217506097721408	0.14072517753320235	0.13744035367770474	0.15958622231250408	0.12893951790895503	0.12630375872024416	0.18716656094966028	0.15676026081084904	0.14178668467766692	0.14860523466405015	0.12355381279750208	0.12085287066899472	0.13678395270256508	0.1205815278399185	0.18823757675096717	0.4498733798774911	0.6820212496362406	0.44291028937616506	0.4767525044761639	0.5090928466972575	0.5245936670727436	0.5248609389603762	0.23122660389879326	0.36870624974233607	0.31044053407467226	0.3460010652133803	0.42946865411208346	0.4292644294118977	0.48041767462005547	0.4901756164588412	0.3815588782634296
S31Hp	0.3251088741631913	0.35274534103165284	0.44129406698578527	0.36485117457231114	0.35497539341977247	0.3513281281137512	0.39255581062198747	0.2959509287985817	0.32556953375748326	0.3055343231988409	0.28402845216172645	0.28206776179884174	0.2525211887000541	0.21343015599740137	0.15511776107336467	0.0870786164977685	0.06754075399484247	0.12767641602073565	0.14080108313411005	0.1449410277378264	0.0	0.07923728085943918	0.08628443037338973	0.1714375142900884	0.16582770432741184	0.08480227208847338	0.08151744823297576	0.1036633168677751	0.07301661246422606	0.07038085327551519	0.13124365550493128	0.10083735536612007	0.08586377923293793	0.09268232921932118	0.0676309073527731	0.06492996522426574	0.0808610472578361	0.06465862239518952	0.1404512229112637	0.4020870260377877	0.634234895796537	0.3951239355364616	0.42896615063646043	0.46130649285755404	0.47680731323304015	0.4770745851206728	0.1834402500590898	0.3209198959026326	0.2626541802349688	0.29821471137367683	0.38168230027238004	0.38147807557219415	0.432631320780352	0.4423892626191378	0.3337725244237261
f18pp	0.315328032729533	0.3429644995979946	0.431513225552127	0.3550703331386529	0.3451945519861142	0.34154728668009293	0.3827749691883292	0.28617008736492344	0.315788692323825	0.2957534817651826	0.2742476107280682	0.27228692036518354	0.2427403472663958	0.2036493145637431	0.1453369196397064	0.07729777506411024	0.05775991256118422	0.1178955745870774	0.1310202417004518	0.13516018630416815	0.07923728085943918	0.0	0.014902717171448625	0.10584767288538341	0.10023786292270682	0.025643189028776863	0.022358365173279243	0.04450423380807858	0.01385752940452954	0.011221770215818678	0.08402975365782822	0.053623453519017004	0.03864987738583487	0.04546842737221812	0.026087188459129117	0.02338624633062175	0.050520382022307506	0.034317957159660926	0.13067038147760543	0.39230618460412936	0.6244540543628787	0.3853430941028033	0.41918530920280217	0.4515256514238958	0.4670264717993819	0.46729374368701454	0.17365940862543153	0.31113905446897433	0.2528733388013105	0.2884338699400186	0.3719014588387217	0.37169723413853595	0.42285047934669373	0.4326084211854795	0.32399168299006786
f16ppA	0.3223751822434836	0.35001164911194516	0.4385603750660776	0.36211748265260346	0.3522417015000648	0.3485944361940435	0.3898221187022798	0.293217236878874	0.3228358418377756	0.3028006312791332	0.28129476024201877	0.2793340698791341	0.24978749678034637	0.21069646407769368	0.15238406915365696	0.0843449245780608	0.06480706207513477	0.12494272410102795	0.13806739121440234	0.1422073358181187	0.08628443037338973	0.014902717171448625	0.0	0.11289482239933396	0.10728501243665738	0.03269033854272742	0.029405514687229798	0.05155138332202914	0.020904678918480094	0.018268919729769233	0.09107690317177877	0.06067060303296756	0.04569702689978543	0.052515576886168674	0.03313433797307967	0.030433395844572306	0.05756753153625806	0.041365106673611485	0.13771753099155598	0.39935333411807994	0.6315012038768293	0.3923902436167539	0.42623245871675275	0.45857280093784636	0.47407362131333247	0.4743408932009651	0.1807065581393821	0.3181862039829249	0.2599204883152611	0.29548101945396915	0.3789486083526723	0.3787443836524865	0.4298976288606443	0.43965557069943006	0.33103883250401844
F14H1A	0.4075282661601822	0.4351647330286437	0.5237134589827761	0.44727056656930203	0.43739478541676335	0.4337475201107421	0.47497520261897835	0.3783703207955726	0.40798892575447415	0.38795371519583177	0.36644784415871734	0.36448715379583263	0.33494058069704497	0.2958495479943923	0.2375371530703556	0.1694980084947595	0.14996014599183344	0.21009580801772665	0.22322047513110102	0.22736041973481738	0.1714375142900884	0.10584767288538341	0.11289482239933396	0.0	0.16535741951078653	0.11784342245942611	0.1145585986039285	0.13670446723872784	0.1060577628351788	0.10342200364646793	0.17622998708847748	0.14582368694966624	0.13085011081648412	0.13766866080286738	0.11828742188977837	0.11558647976127101	0.14272061545295675	0.1265181905903102	0.22287061490825466	0.48450641803477856	0.716654287793528	0.4775433275334525	0.5113855426334514	0.543725884854545	0.559226705230031	0.5594939771176637	0.2658596420560807	0.4033392878996235	0.34507357223195967	0.3806341033706677	0.4641016922693709	0.46389746756918504	0.5150507127773429	0.5248086546161287	0.416191916420717
S22Hp	0.4019184561975056	0.42955492306596715	0.5181036490200996	0.44166075660662546	0.4317849754540868	0.4281377101480655	0.4693653926563018	0.372760510832896	0.4023791157917976	0.3823439052331552	0.36083803419604077	0.35887734383315606	0.3293307707343684	0.2902397380317157	0.23192734310767904	0.16388819853208292	0.14435033602915687	0.20448599805505008	0.21761066516842445	0.2217506097721408	0.16582770432741184	0.10023786292270682	0.10728501243665738	0.16535741951078653	0.0	0.11223361249674954	0.10894878864125192	0.13109465727605124	0.10044795287250222	0.09781219368379135	0.17062017712580088	0.14021387698698967	0.12524030085380755	0.13205885084019078	0.11267761192710178	0.10997666979859443	0.13711080549028018	0.1209083806276336	0.2172608049455781	0.47889660807210205	0.7110444778308515	0.47193351757077595	0.5057757326707748	0.5381160748918684	0.5536168952673546	0.5538841671549872	0.26024983209340413	0.3977294779369469	0.3394637622692831	0.37502429340799115	0.45849188230669435	0.45828765760650847	0.5094409028146663	0.5191988446534521	0.41058210645804044
f30pp	0.3208930239585672	0.3485294908270288	0.4370782167811612	0.3606353243676871	0.3507595432151484	0.34711227790912713	0.3883399604173634	0.29173507859395764	0.3213536835528592	0.3013184729942168	0.2798126019571024	0.27785191159421774	0.24830533849543	0.2092143057927773	0.1509019108687406	0.08286276629314444	0.06332490379021842	0.1234605658161116	0.136585232929486	0.14072517753320235	0.08480227208847338	0.025643189028776863	0.03269033854272742	0.11784342245942611	0.11223361249674954	0.0	0.010299581338424981	0.03244544997322432	0.011787659625247382	0.014423418813958243	0.08959474488686242	0.05918844474805121	0.04421486861486908	0.05103341860125232	0.03165217968816332	0.028951237559655955	0.056085373251341705	0.03988294838869513	0.13623537270663963	0.39787117583316356	0.630019045591913	0.3909080853318375	0.42475030043183637	0.45709064265293	0.4725914630284161	0.47285873491604874	0.17922439985446573	0.31670404569800853	0.2584383300303447	0.29399886116905277	0.3774664500677559	0.37726222536757015	0.42841547057572793	0.4381734124145137	0.32955667421910206
f2pp	0.3176082001030696	0.34524466697153117	0.4337933929256636	0.3573505005121895	0.3474747193596508	0.3438274540536295	0.3850551365618658	0.28845025473846003	0.3180688596973616	0.2980336491387192	0.2765277781016048	0.2745670877387201	0.24502051463993238	0.2059294819372797	0.147617087013243	0.07957794243764683	0.060040079934720804	0.12017574196061398	0.13330040907398838	0.13744035367770474	0.08151744823297576	0.022358365173279243	0.029405514687229798	0.1145585986039285	0.10894878864125192	0.010299581338424981	0.0	0.02466756280664883	0.008502835769749762	0.011138594958460623	0.0863099210313648	0.05590362089255359	0.04093004475937145	0.047748594745754706	0.0283673558326657	0.025666413704158335	0.05280054939584408	0.03659812453319751	0.13295054885114202	0.394586351977666	0.6267342217364154	0.3876232614763399	0.42146547657633876	0.45380581879743237	0.4693066391729185	0.46957391106055113	0.17593957599896812	0.3134192218425109	0.2551535061748471	0.29071403731355516	0.37418162621225837	0.3739774015120725	0.4251306467202303	0.43488858855901613	0.32627185036360445
