	S6Hp	F14H1B	S4Hp	F22HpB	F14H1A	530451	S14Hp	S3Hp	S21H1	530050	S20H1	S18H1	S9H1	S22Hp	31700	530167	530075	31750	31600	S7Hp	31328	w10pp	w2pp	w24pp	f8pp	f10pp	f32pp	f14ppB	f1pp	f30pp	f22ppA	f26pp	f25pp	f12ppB	w16pp	f6ppB	w1pp	w17pp	w12pp	f18pp	w14pp	w7pp	w25pp	w13pp	w9pp	f24pp	f20ppB	f17ppA	f11pp	f19pp	f14ppA	w6pp	f16ppB	f7pp	f6ppA	f22ppB	w21pp	w32pp	w11pp	f21pp	f4pp	f16ppA	w3pp	f15pp	f3pp	w20pp	w15pp	f2pp	w30pp	s23pp	s25pp	w19pp	f20ppA	w18pp	s24pp	w4pp	f12ppA	w8pp	F29H1	S25Hp	F6H1	S15Hp	S12Hp	S26Hp	31219	S23Hp	S31Hp	S28Hp	530227	F23HpA	530119	530055	F7H1	530295	S1Hp	S16H2	S19H1	S13Hp
f32pp	0.3444298950119966	0.364531085061064	0.366585031077742	0.3171972326169301	0.3450530759955539	0.3405621811173348	0.340817507391571	0.3484079828348084	0.34223813326940583	0.4375543484856053	0.3338720716969249	0.43821712794986023	0.362420227921016	0.3827915226305395	0.3666876650630486	0.34341231155075436	0.30928031461452404	0.3227017343651739	0.3687787010076513	0.3653711798885555	0.39126214543657967	0.08113138710460946	0.09269901882538428	0.06034204759831051	0.035682242665463215	0.05290968878733933	0.0	0.029443152939951856	0.051458004348314684	0.06645389677032086	0.049743201521355904	0.07422799982770582	0.05322412563008938	0.07894108283375599	0.07393331676231335	0.07145899175323497	0.08331064444997135	0.10019993360185632	0.07403959013689204	0.07441225077231284	0.07080582976102456	0.06689729103908984	0.08202543315480193	0.07318704934916298	0.05581231349448852	0.06397061124174094	0.0900513481887325	0.0985959105537566	0.09041935028626741	0.08135902309833473	0.08373839242368514	0.09307858547051248	0.07092205599855128	0.06721851940314806	0.08473118792149889	0.07820424413494154	0.06724314577624632	0.1105055984071528	0.09730875287886379	0.08778084595280763	0.060408533300445544	0.06572170901175736	0.08345309045651216	0.10012711189609004	0.10869820903158484	0.09361354689817503	0.10128493628743317	0.09159125102863398	0.12542385053295363	0.15701008015335088	0.15551579262963716	0.09287540134998519	0.08554073664669282	0.09902984992536365	0.11154142099523351	0.08359407641967712	0.11193387030336613	0.09129384084175952	0.10823118603668394	0.1250022135098093	0.2980891327666192	0.3005444827560157	0.29409651858200503	0.2887316674392602	0.3327666678859416	0.3057819172742222	0.3677942815357212	0.3796303348275053	0.38806879192070426	0.33169663695121515	0.39238257602778465	0.34190264894505484	0.2911773518451582	0.29457242973199715	0.24509841102991273	0.27980329986866037	0.3112882429957923	0.3330709240342983
f14ppB	0.3150183286331305	0.3351195186821979	0.3371734646988759	0.287785666238064	0.3156415096166878	0.31115061473846867	0.3114059410127049	0.3189964164559423	0.3128265668905397	0.4081427821067392	0.3044605053180588	0.4088055615709941	0.3330086615421499	0.3533799562516734	0.3372760986841825	0.31400074517188825	0.27986874823565794	0.2932901679863078	0.3393671346287852	0.3359596135096894	0.36185057905771356	0.05171982072574335	0.06328745244651816	0.030930481219444392	0.01894551302575151	0.03617295914762762	0.029443152939951856	0.0	0.022046437969448565	0.037042330391454735	0.020331635142489785	0.0448164334488397	0.02381255925122326	0.049529516454889864	0.044521750383447224	0.04204742537436885	0.053899078071105236	0.0707883672229902	0.044628023758025916	0.04500068439344672	0.041394263382158444	0.03748572466022372	0.0526138667759358	0.04377548297029686	0.0264007471156224	0.034559044862874824	0.060639781809866386	0.06918434417489049	0.061007783907401275	0.0519474567194686	0.05432682604481902	0.06366701909164636	0.041510489619685155	0.03780695302428194	0.05531962154263278	0.04879267775607542	0.03783157939738021	0.08109403202828666	0.06789718649999765	0.05836927957394152	0.030996966921579425	0.03631014263289125	0.054041524077646036	0.07071554551722392	0.07928664265271872	0.06420198051930892	0.07187336990856705	0.06217968464976786	0.09601228415408752	0.12759851377448478	0.12610422625077103	0.06346383497111907	0.056129170267826704	0.06961828354649753	0.0821298546163674	0.054182510040811004	0.08252230392450001	0.061882274462893405	0.07881961965781781	0.09559064713094317	0.2686775663877531	0.2711329163771496	0.2646849522031389	0.2593201010603941	0.3033551015070755	0.2763703508953561	0.3383827151568551	0.3502187684486392	0.35865722554183815	0.30228507057234905	0.36297100964891854	0.31249108256618874	0.2617657854662921	0.26516086335313105	0.21568684465104662	0.25039173348979427	0.28187667661692617	0.30365935765543217
f1pp	0.3285483319410419	0.34864952199010923	0.35070346800678726	0.3013156695459754	0.3291715129245991	0.32468061804638004	0.3249359443206163	0.33252641976385366	0.3263565701984511	0.4216727854146506	0.31799050862597017	0.4223355648789055	0.3465386648500613	0.3669099595595848	0.3508061019920939	0.3275307484797996	0.2933987515435693	0.3068201712942192	0.3528971379366966	0.3494896168176007	0.3753805823656249	0.0652498240336547	0.07681745575442953	0.04446048452735575	0.04096036443411434	0.058187810555990455	0.051458004348314684	0.022046437969448565	0.0	0.03627030708982384	0.02593841293802359	0.0504232112443735	0.029419337046757067	0.05513629425042367	0.05805175369135858	0.0555774286822802	0.0674290813790166	0.08431837053090155	0.05815802706593727	0.05853068770135808	0.0549242666900698	0.05101572796813508	0.06614387008384716	0.05730548627820822	0.03993075042353376	0.048089048170786186	0.07416978511777775	0.08271434748280185	0.07453778721531264	0.06547746002737996	0.06785682935273038	0.07719702239955772	0.05504049292759651	0.0513369563321933	0.06884962485054413	0.062322681063986765	0.051361582705291564	0.09462403533619802	0.08142718980790901	0.07189928288185288	0.04452697022949078	0.049840145940802605	0.06757152738555738	0.08424554882513527	0.09281664596063008	0.07773198382722027	0.0854033732164784	0.07570968795767921	0.10954228746199887	0.14112851708239613	0.13963422955868238	0.07699383827903042	0.06965917357573806	0.08314828685440889	0.09565985792427875	0.06771251334872236	0.09605230723241137	0.07541227777080477	0.09234962296572916	0.10912065043885455	0.28220756969566446	0.28466291968506097	0.2782149555110503	0.2728501043683055	0.3168851048149869	0.28990035420326754	0.35191271846476646	0.3637487717565505	0.37218722884974953	0.3158150738802604	0.3765010129568299	0.32602108587410017	0.27529578877420346	0.2786908666610424	0.229216847958958	0.26392173679770564	0.29540667992483755	0.3171893609633435
f30pp	0.34354422436304805	0.3636454144121154	0.3656993604287934	0.31631156196798155	0.3441674053466053	0.3396765104683862	0.33993183674262245	0.3475223121858598	0.34135246262045726	0.43666867783665675	0.33298640104797633	0.43733145730091166	0.36153455727206746	0.38190585198159094	0.36580199441410005	0.3425266409018058	0.3083946439655755	0.32181606371622534	0.36789303035870274	0.3644855092396069	0.39037647478763104	0.08024571645566086	0.09181334817643569	0.059456376949361914	0.05595625685612051	0.07318370297799662	0.06645389677032086	0.037042330391454735	0.03627030708982384	0.0	0.04093430536002977	0.06541910366637968	0.044415229468763244	0.07013218667242985	0.07304764611336476	0.07057332110428638	0.08242497380102276	0.09931426295290773	0.07315391948794345	0.07352658012336424	0.06992015911207597	0.06601162039014125	0.08113976250585334	0.07230137870021439	0.05492664284553993	0.06308494059279235	0.08916567753978391	0.09771023990480801	0.08953367963731881	0.08047335244938614	0.08285272177473654	0.09219291482156389	0.07003638534960269	0.06633284875419947	0.0838455172725503	0.07731857348599294	0.06635747512729773	0.1096199277582042	0.09642308222991519	0.08689517530385904	0.05952286265149695	0.06483603836280877	0.08256741980756356	0.09924144124714145	0.10781253838263624	0.09272787624922643	0.10039926563848457	0.09070558037968539	0.12453817988400505	0.1561244095044023	0.15463012198068854	0.0919897307010366	0.08465506599774422	0.09814417927641506	0.11065575034628491	0.08270840577072852	0.11104819965441753	0.09040817019281093	0.10734551538773535	0.12411654286086071	0.2972034621176706	0.29965881210706713	0.29321084793305646	0.28784599679031164	0.33188099723699305	0.3048962466252737	0.3669086108867726	0.3787446641785567	0.3871831212717557	0.3308109663022666	0.3914969053788361	0.34101697829610633	0.2902916811962096	0.2936867590830486	0.24421274038096416	0.2789176292197118	0.3104025723468437	0.33218525338534965
f22ppA	0.3268335291140831	0.34693471916315044	0.34898866517982846	0.2996008667190166	0.3274567100976403	0.32296581521942125	0.3232211414936575	0.33081161693689487	0.3246417673714923	0.4199579825876918	0.3162757057990114	0.4206207620519467	0.3448238620231025	0.365195156732626	0.3490912991651351	0.32581594565284083	0.2916839487166105	0.3051053684672604	0.3511823351097378	0.3477748139906419	0.3736657795386661	0.06353502120669592	0.07510265292747073	0.04274568170039697	0.03924556160715556	0.056473007729031674	0.049743201521355904	0.020331635142489785	0.02593841293802359	0.04093430536002977	0.0	0.039128429276305436	0.018124555078689	0.0438415122823556	0.0563369508643998	0.05386262585532142	0.0657142785520578	0.08260356770394278	0.05644322423897849	0.0568158848743993	0.05320946386311102	0.0493009251411763	0.06442906725688838	0.05559068345124944	0.03821594759657498	0.046374245343827405	0.07245498229081897	0.08099954465584307	0.07282298438835386	0.06376265720042118	0.0661420265257716	0.07548221957259893	0.05332569010063773	0.049622153505234516	0.06713482202358535	0.060607878237027984	0.049646779878332783	0.09290923250923924	0.07971238698095023	0.0701844800548941	0.042812167402532	0.048125343113843824	0.0658567245585986	0.0825307459981765	0.09110184313367128	0.07601718100026149	0.08368857038951963	0.07399488513072044	0.1078274846350401	0.13941371425543733	0.1379194267317236	0.07527903545207165	0.06794437074877928	0.0814334840274501	0.09394505509731997	0.06599771052176358	0.09433750440545258	0.07369747494384599	0.09063482013877039	0.10740584761189576	0.28049276686870567	0.28294811685810217	0.2765001526840915	0.2711353015413467	0.3151703019880281	0.28818555137630875	0.35019791563780767	0.3620339689295917	0.37047242602279074	0.3141002710533016	0.3747862101298711	0.3243062830471414	0.27358098594724467	0.27697606383408363	0.2275020451319992	0.26220693397074685	0.29369187709787875	0.3154745581363847
f26pp	0.351318327420433	0.3714195174695004	0.3734734634861784	0.3240856650253665	0.3519415084039903	0.34745061352577117	0.3477059398000074	0.3552964152432448	0.3491265656778422	0.4444427808940417	0.3407605041053613	0.4451055603582966	0.3693086603294524	0.3896799550389759	0.373576097471485	0.35030074395919075	0.31616874702296044	0.3295901667736103	0.3756671334160877	0.3722596122969919	0.39815057784501606	0.08801981951304583	0.09958745123382065	0.06723048000674688	0.06373035991350548	0.08095780603538158	0.07422799982770582	0.0448164334488397	0.0504232112443735	0.06541910366637968	0.039128429276305436	0.0	0.04012099729719923	0.06583795450086584	0.08082174917074972	0.07834742416167134	0.09019907685840772	0.10708836601029269	0.08092802254532841	0.0813006831807492	0.07769426216946093	0.07378572344752621	0.0889138655632383	0.08007548175759935	0.06270074590292489	0.07085904365017731	0.09693978059716887	0.10548434296219297	0.09730778269470378	0.0882474555067711	0.0906268248321215	0.09996701787894885	0.07781048840698765	0.07410695181158443	0.09161962032993526	0.0850926765433779	0.07413157818468269	0.11739403081558916	0.10419718528730015	0.094669278361244	0.06729696570888191	0.07261014142019373	0.09034152286494852	0.10701554430452641	0.1155866414400212	0.1005019793066114	0.10817336869586953	0.09847968343707035	0.13231228294139002	0.16389851256178725	0.1624042250380735	0.09976383375842156	0.09242916905512918	0.10591828233380002	0.11842985340366988	0.09048250882811348	0.1188223027118025	0.09818227325019589	0.11511961844512031	0.13189064591824567	0.3049775651750556	0.3074329151644521	0.3009849509904414	0.2956200998476966	0.339655100294378	0.3126703496826586	0.3746827139441576	0.3865187672359417	0.39495722432914065	0.33858506935965155	0.39927100843622104	0.34879108135349124	0.2980657842535946	0.30146086214043355	0.2519868434383491	0.28669173227709677	0.31817667540422867	0.3399593564427347
f25pp	0.33031445322281655	0.3504156432718839	0.3524695892885619	0.30308179082775005	0.3309376342063738	0.3264467393281547	0.32670206560239096	0.33429254104562833	0.32812269148022577	0.42343890669642525	0.31975662990774484	0.42410168616068017	0.34830478613183596	0.36867608084135944	0.35257222327386856	0.3292968697615743	0.295164872825344	0.30858629257599385	0.35466325921847125	0.3512557380993754	0.37714670364739955	0.0670159453154294	0.07858357703620422	0.04622660580913045	0.04272648571588904	0.05995393183776515	0.05322412563008938	0.02381255925122326	0.029419337046757067	0.044415229468763244	0.018124555078689	0.04012099729719923	0.0	0.04275606076093551	0.059817874973133275	0.0573435499640549	0.0691952026607913	0.08608449181267624	0.05992414834771197	0.06029680898313278	0.056690387971844496	0.05278184924990978	0.06790999136562186	0.05907160755998292	0.041696871705308454	0.04985516945256088	0.07593590639955244	0.08448046876457654	0.07630390849708733	0.06724358130915466	0.06962295063450508	0.07896314368133242	0.056806614209371206	0.05310307761396799	0.07061574613231883	0.06408880234576146	0.05312770398706626	0.09639015661797272	0.08319331108968371	0.07366540416362757	0.046293091511265476	0.0516062672225773	0.06933764866733208	0.08601167010690997	0.09458276724240477	0.07949810510899497	0.08716949449825309	0.07747580923945391	0.11130840874377357	0.14289463836417082	0.14140035084045707	0.07875995956080512	0.07142529485751276	0.08491440813618359	0.09742597920605345	0.06947863463049705	0.09781842851418607	0.07717839905257946	0.09411574424750385	0.11088677172062925	0.28397369097743913	0.28642904096683564	0.27998107679282497	0.27461622565008015	0.31865122609676155	0.2916664754850422	0.35367883974654113	0.3655148930383252	0.3739533501315242	0.3175811951620351	0.3782671342386046	0.32778720715587484	0.27706191005597813	0.2804569879428171	0.23098296924073267	0.2656878580794803	0.2971728012066122	0.31895548224511816
f12ppB	0.3560314104264832	0.3761326004755505	0.37818654649222855	0.3287987480314167	0.3566545914100404	0.35216369653182134	0.3524190228060576	0.36000949824929496	0.3538396486838924	0.4491558639000919	0.34547358711141146	0.4498186433643468	0.3740217433355026	0.39439303804502607	0.3782891804775352	0.3550138269652409	0.3208818300290106	0.33430324977966047	0.3803802164221379	0.376972695303042	0.4028636608510662	0.092732902519096	0.10430053423987082	0.07194356301279704	0.06844344291955565	0.08567088904143175	0.07894108283375599	0.049529516454889864	0.05513629425042367	0.07013218667242985	0.0438415122823556	0.06583795450086584	0.04275606076093551	0.0	0.08553483217679989	0.08306050716772151	0.09491215986445789	0.11180144901634285	0.08564110555137858	0.08601376618679937	0.0824073451755111	0.07849880645357638	0.09362694856928847	0.08478856476364952	0.06741382890897506	0.07557212665622748	0.10165286360321904	0.11019742596824314	0.10202086570075394	0.09296053851282127	0.09533990783817167	0.10468010088499902	0.08252357141303782	0.0788200348176346	0.09633270333598543	0.08980575954942807	0.07884466119073286	0.12210711382163933	0.10891026829335032	0.09938236136729417	0.07201004871493208	0.0773232244262439	0.09505460587099869	0.11172862731057658	0.12029972444607137	0.10521506231266156	0.1128864517019197	0.10319276644312052	0.1370253659474402	0.16861159556783742	0.16711730804412367	0.10447691676447173	0.09714225206117935	0.11063136533985019	0.12314293640972004	0.09519559183416365	0.12353538571785266	0.10289535625624606	0.11983270145117048	0.13660372892429584	0.30969064818110575	0.31214599817050226	0.3056980339964916	0.30033318285374677	0.3443681833004282	0.31738343268870883	0.37939579695020775	0.3912318502419918	0.3996703073351908	0.3432981523657017	0.4039840914422712	0.35350416435954146	0.30277886725964476	0.3061739451464837	0.25669992644439926	0.29140481528314693	0.32288975841027884	0.3446724394487848
w16pp	0.3433507550828527	0.36345194513192003	0.36550589114859805	0.3161180926877862	0.3439739360664099	0.33948304118819084	0.3397383674624271	0.34732884290566446	0.3411589933402619	0.4364752085564614	0.33279293176778096	0.4371379880207163	0.3613410879918721	0.38171238270139557	0.3656085251339047	0.3423331716216104	0.3082011746853801	0.32162259443603	0.3676995610785074	0.3642920399594115	0.3901830055074357	0.08005224717546552	0.09161987889624035	0.05926290766916657	0.06343567684811299	0.0806631229699891	0.07393331676231335	0.044521750383447224	0.05805175369135858	0.07304764611336476	0.0563369508643998	0.08082174917074972	0.059817874973133275	0.08553483217679989	0.0	0.05154058745030104	0.06981606975176972	0.08670535890365469	0.060545015438690404	0.0733331108431689	0.06972668983188063	0.0658181511099459	0.08094629322565798	0.07210790942001905	0.05473317356534458	0.06289147131259701	0.08897220825958857	0.09751677062461267	0.08934021035712346	0.08027988316919078	0.0826592524945412	0.09199944554136855	0.06984291606940733	0.06613937947400411	0.08365204799235496	0.07712510420579759	0.06616400584710239	0.10942645847800885	0.09622961294971984	0.0867017060236637	0.0593293933713016	0.06464256908261343	0.0823739505273682	0.09904797196694609	0.1076190691024409	0.09253440696903109	0.10020579635828922	0.09051211109949003	0.1243447106038097	0.15593094022420695	0.1544366527004932	0.09179626142084124	0.08446159671754888	0.09795070999621971	0.11046228106608957	0.08251493649053318	0.1108547303742222	0.09021470091261559	0.10715204610754	0.12392307358066537	0.29700999283747526	0.29946534282687176	0.2930173786528611	0.2876525275101163	0.3316875279567977	0.30470277734507834	0.36671514160657726	0.3785511948983613	0.3869896519915603	0.3306174970220712	0.3913034360986407	0.34082350901591096	0.29009821191601426	0.2934932898028532	0.2440192711007688	0.27872415993951644	0.31020910306664834	0.3319917841051543
f6ppB	0.34087643007377433	0.36097762012284174	0.3630315661395197	0.31364376767870783	0.3414996110573316	0.3370087161791125	0.33726404245334873	0.3448545178965861	0.33868466833118355	0.43400088354738303	0.3303186067587026	0.43466366301163795	0.35886676298279374	0.3792380576923172	0.36313420012482633	0.3398588466125321	0.30572684967630176	0.3191482694269516	0.365225236069429	0.3618177149503332	0.3877086804983574	0.07757792216638715	0.08914555388716197	0.0567885826600882	0.060961351839034617	0.07818879796091073	0.07145899175323497	0.04204742537436885	0.0555774286822802	0.07057332110428638	0.05386262585532142	0.07834742416167134	0.0573435499640549	0.08306050716772151	0.05154058745030104	0.0	0.06734174474269135	0.08423103389457631	0.05807069042961203	0.07085878583409053	0.06725236482280225	0.06334382610086753	0.0784719682165796	0.06963358441094067	0.0522588485562662	0.06041714630351863	0.0864978832505102	0.0950424456155343	0.08686588534804508	0.0778055581601124	0.08018492748546283	0.08952512053229017	0.06736859106032896	0.06366505446492574	0.08117772298327658	0.07465077919671921	0.06368968083802401	0.10695213346893047	0.09375528794064146	0.08422738101458532	0.056855068362223225	0.06216824407353505	0.07989962551828983	0.09657364695786771	0.10514474409336252	0.09006008195995271	0.09773147134921084	0.08803778609041166	0.12187038559473132	0.15345661521512857	0.15196232769141482	0.08932193641176286	0.0819872717084705	0.09547638498714134	0.1079879560570112	0.0800406114814548	0.10838040536514382	0.08774037590353721	0.10467772109846163	0.121448748571587	0.2945356678283969	0.2969910178177934	0.29054305364378274	0.2851782025010379	0.32921320294771933	0.30222845233599993	0.3642408165974989	0.376076869889283	0.384515326982482	0.32814317201299287	0.38882911108956236	0.33834918400683256	0.2876238869069359	0.29101896479377487	0.24154494609169044	0.2762498349304381	0.30773477805757	0.329517459096076
w1pp	0.3527280827705107	0.3728292728195781	0.3748832188362561	0.3254954203754442	0.353351263754068	0.34886036887584887	0.3491156951500851	0.3567061705933225	0.35053632102791993	0.4458525362441194	0.342170259455439	0.4465153157083743	0.3707184156795301	0.3910897103890536	0.3749858528215627	0.35171049930926845	0.31757850237303814	0.330999922123688	0.3770768887661654	0.3736693676470696	0.39956033319509376	0.08942957486312353	0.10099720658389835	0.06864023535682458	0.07281300453577101	0.09004045065764713	0.08331064444997135	0.053899078071105236	0.0674290813790166	0.08242497380102276	0.0657142785520578	0.09019907685840772	0.0691952026607913	0.09491215986445789	0.06981606975176972	0.06734174474269135	0.0	0.08592200917277737	0.0597616657078131	0.08271043853082691	0.07910401751953863	0.07519547879760391	0.090323620913316	0.08148523710767705	0.06411050125300259	0.07226879900025501	0.09834953594724657	0.10689409831227067	0.09871753804478148	0.0896572108568488	0.0920365801821992	0.10137677322902655	0.07922024375706535	0.07551670716166213	0.09302937568001296	0.0865024318934556	0.07554133353476039	0.11880378616566686	0.10560694063737786	0.0960790337113217	0.06870672105895961	0.07401989677027143	0.09175127821502622	0.10842529965460411	0.1169963967900989	0.1019117346566891	0.10958312404594724	0.09988943878714805	0.13372203829146773	0.16530826791186495	0.1638139803881512	0.10117358910849926	0.09383892440520689	0.10732803768387772	0.11983960875374758	0.09189226417819119	0.1202320580618802	0.0995920286002736	0.11652937379519801	0.13330040126832338	0.3063873205251333	0.3088426705145298	0.3023947063405191	0.2970298551977743	0.3410648556444557	0.3140801050327363	0.3760924692942353	0.3879285225860194	0.39636697967921836	0.33999482470972925	0.40068076378629874	0.35020083670356894	0.2994755396036723	0.30287061749051125	0.2533965987884268	0.28810148762717447	0.31958643075430637	0.3413691117928124
w17pp	0.36961737192239563	0.38971856197146304	0.391772507988141	0.3423847095273292	0.3702405529059529	0.3657496580277338	0.36600498430197004	0.3735954597452074	0.36742561017980485	0.46274182539600434	0.3590595486073239	0.46340460486025925	0.38760770483141505	0.4079789995409385	0.39187514197344764	0.3685997884611534	0.33446779152492306	0.34788921127557293	0.39396617791805033	0.3905586567989545	0.4164496223469787	0.1063188640150085	0.1178864957357833	0.08552952450870954	0.08970229368765598	0.10692973980953208	0.10019993360185632	0.0707883672229902	0.08431837053090155	0.09931426295290773	0.08260356770394278	0.10708836601029269	0.08608449181267624	0.11180144901634285	0.08670535890365469	0.08423103389457631	0.08592200917277737	0.0	0.07298721346637954	0.09959972768271187	0.09599330667142358	0.09208476794948887	0.10721291006520095	0.098374526259562	0.08099979040488754	0.08915808815213996	0.11523882509913153	0.12378338746415563	0.11560682719666643	0.10654650000873375	0.10892586933408416	0.1182660623809115	0.0961095329089503	0.0924059963135471	0.10991866483189792	0.10339172104534056	0.09243062268664536	0.13569307531755181	0.1224962297892628	0.11296832286320667	0.08559601021084458	0.0909091859221564	0.10864056736691118	0.12531458880648905	0.13388568594198386	0.11880102380857405	0.1264724131978322	0.116778727939033	0.15061132744335265	0.1821975570637499	0.18070326954003618	0.11806287826038421	0.11072821355709184	0.12421732683576267	0.13672889790563253	0.10878155333007614	0.13712134721376515	0.11648131775215854	0.13341866294708296	0.15018969042020833	0.3232766096770182	0.3257319596664147	0.31928399549240405	0.31391914434965923	0.35795414479634063	0.33096939418462124	0.3929817584461202	0.4048178117379043	0.4132562688311033	0.35688411386161417	0.41757005293818367	0.36709012585545386	0.3163648287555572	0.3197599066423962	0.2702858879403117	0.30499077677905945	0.33647571990619135	0.3582584009446973
w12pp	0.34345702845743137	0.3635582185064987	0.36561216452317674	0.31622436606236487	0.3440802094409886	0.33958931456276953	0.3398446408370058	0.34743511628024315	0.3412652667148406	0.43658148193104007	0.33289920514235966	0.437244261395295	0.3614473613664508	0.38181865607597426	0.3657147985084834	0.3424394449961891	0.3083074480599588	0.32172886781060867	0.36780583445308607	0.3643983133339902	0.39028927888201437	0.08015852055004422	0.09172615227081904	0.059369181043745264	0.06354195022269168	0.0807693963445678	0.07403959013689204	0.044628023758025916	0.05815802706593727	0.07315391948794345	0.05644322423897849	0.08092802254532841	0.05992414834771197	0.08564110555137858	0.060545015438690404	0.05807069042961203	0.0597616657078131	0.07298721346637954	0.0	0.0734393842177476	0.06983296320645932	0.0659244244845246	0.08105256660023667	0.07221418279459774	0.05483944693992327	0.0629977446871757	0.08907848163416726	0.09762304399919136	0.08944648373170215	0.08038615654376947	0.0827655258691199	0.09210571891594724	0.06994918944398602	0.0662456528485828	0.08375832136693365	0.07723137758037628	0.06627027922168108	0.10953273185258754	0.09633588632429853	0.08680797939824239	0.05943566674588029	0.06474884245719212	0.0824802239019469	0.09915424534152478	0.10772534247701959	0.09264068034360978	0.10031206973286791	0.09061838447406872	0.12445098397838839	0.15603721359878564	0.1545429260750719	0.09190253479541993	0.08456787009212757	0.0980569833707984	0.11056855444066827	0.08262120986511187	0.11096100374880088	0.09032097428719428	0.1072583194821187	0.12402934695524406	0.29711626621205395	0.29957161620145045	0.2931236520274398	0.28775880088469497	0.33179380133137637	0.304809050719657	0.36682141498115595	0.37865746827294	0.387095925366139	0.3307237703966499	0.3914097094732194	0.34092978239048966	0.29020448529059295	0.2935995631774319	0.24412554447534748	0.2788304333140951	0.31031537644122703	0.332098057479733
f18pp	0.33886951637536344	0.35897070642443085	0.3610246524411088	0.31163685398029695	0.33949269735892074	0.3350018024807016	0.33525712875493785	0.3428476041981752	0.33667775463277266	0.43199396984897215	0.32831169306029173	0.43265674931322706	0.35685984928438286	0.37723114399390634	0.36112728642641545	0.3378519329141212	0.3037199359778909	0.31714135572854074	0.36321832237101814	0.35981080125192233	0.3857017667999465	0.07557100846797629	0.08713864018875112	0.05478166896167734	0.0639146108581125	0.08114205697998861	0.07441225077231284	0.04500068439344672	0.05853068770135808	0.07352658012336424	0.0568158848743993	0.0813006831807492	0.06029680898313278	0.08601376618679937	0.0733331108431689	0.07085878583409053	0.08271043853082691	0.09959972768271187	0.0734393842177476	0.0	0.05817037207169533	0.05426183334976062	0.07646505451816875	0.06762667071252981	0.05025193485785535	0.058410232605107776	0.08449096955209934	0.09303553191712344	0.08485897164963423	0.07579864446170155	0.07817801378705197	0.08751820683387931	0.0653616773619181	0.061658140766514886	0.07917080928486572	0.07264386549830835	0.061682767139613154	0.10494521977051961	0.0917483742422306	0.08222046731617447	0.05484815466381237	0.060161330375124195	0.07789271181987897	0.09456673325945686	0.10313783039495167	0.08805316826154186	0.09572455765079999	0.0860308723920008	0.11986347189632046	0.15144970151671772	0.14995541399300397	0.08731502271335201	0.07998035801005965	0.09346947128873048	0.10598104235860034	0.07803369778304395	0.10637349166673296	0.08573346220512636	0.10267080740005075	0.11944183487317614	0.292528754129986	0.29498410411938253	0.28853613994537186	0.28317128880262704	0.32720628924930845	0.30022153863758905	0.362233902899088	0.37406995619087213	0.3825084132840711	0.326136258314582	0.3868221973911515	0.3363422703084217	0.285616973208525	0.289012051095364	0.23953803239327956	0.2742429212320272	0.3057278643591591	0.3275105453976651
w14pp	0.33526309536407517	0.3553642854131426	0.35741823142982054	0.30803043296900867	0.33588627634763246	0.33139538146941333	0.3316507077436496	0.33924118318688695	0.3330713336214844	0.4283875488376839	0.32470527204900346	0.4290503283019388	0.3532534282730946	0.37362472298261806	0.3575208654151272	0.3342455119028329	0.3001135149666026	0.31353493471725247	0.35961190135972987	0.35620438024063406	0.3820953457886582	0.07196458745668802	0.08353221917746283	0.05117524795038905	0.06030818984682421	0.07753563596870033	0.07080582976102456	0.041394263382158444	0.0549242666900698	0.06992015911207597	0.05320946386311102	0.07769426216946093	0.056690387971844496	0.0824073451755111	0.06972668983188063	0.06725236482280225	0.07910401751953863	0.09599330667142358	0.06983296320645932	0.05817037207169533	0.0	0.04129353474368509	0.07285863350688046	0.06402024970124152	0.046645513846567066	0.054803811593819494	0.08088454854081106	0.08942911090583516	0.08125255063834594	0.07219222345041326	0.0745715927757637	0.08391178582259103	0.061755256350629825	0.058051719755226605	0.07556438827357745	0.06903744448702008	0.05807634612832487	0.10133879875923132	0.08814195323094232	0.07861404630488619	0.05124173365252409	0.05655490936383591	0.0742862908085907	0.09096031224816858	0.09953140938366338	0.08444674725025358	0.09211813663951171	0.08242445138071253	0.11625705088503219	0.14784328050542944	0.1463489929817157	0.08370860170206373	0.07637393699877137	0.0898630502774422	0.10237462134731207	0.07442727677175567	0.10276707065544467	0.08212704119383807	0.09906438638876247	0.11583541386188786	0.28892233311869775	0.29137768310809425	0.2849297189340836	0.27956486779133877	0.32359986823802017	0.2966151176263008	0.35862748188779975	0.37046353517958386	0.3789019922727828	0.3225298373032937	0.3832157763798632	0.3327358492971334	0.28201055219723675	0.2854056300840757	0.23593161138199129	0.27063650022073893	0.30212144334787083	0.32390412438637683
