	f15pp	s25pp	f14ppA	f20ppA	f23ppB	w16pp	w21pp	f26pp	f4pp	f20ppB	F23HpA	f3pp	s2pp	f2pp	f17ppB	f10pp	w28pp	f6ppB	w26pp	w25pp	S3Hp	f21pp	S21H1	f12ppA	f18pp	f30pp	w30pp	s30pp	f12ppB	S11Hp	w15pp	f25pp	f13pp	s26pp	S26Hp	S13Hp	530331	F22HpB	31009	S23Hp	S1Hp	S9H1	F16H1	31700	S6Hp	S14Hp	S25Hp	s18pp	w11pp	f11pp	S19H1	s31pp	f19pp	s17pp	f28pp	f31pp	f23ppA	f7pp	w18pp	f16ppB	f22ppB	f32pp	w10pp	f14ppB	w24pp	s19pp	s4pp	w4pp	w12pp	F6H1	w17pp	w31pp	S4Hp	S18H1	S15Hp	S22Hp	S30H1	f24pp	w13pp	w6pp	S20H1	f6ppA	s32pp	s29pp	s28pp	s24pp	s27pp	s13pp	w20pp	w3pp	w8pp	f22ppA	S8Hp	F7H1	F14H1B	w1pp	s1pp	31160	530295	w27pp	w7pp	S16H2	S12Hp	f1pp	w9pp	f16ppA	f8pp	w14pp	w19pp	s3pp	530451	s16pp	f29pp	F14H1A	f9pp	f17ppA
f12ppA	0.04639376064682576	0.04603727599129774	0.04511536041382962	0.05724593149655399	0.05064974294600052	0.047208390600163685	0.043710356839998715	0.035432863522683405	0.035432863522683405	0.04514810241216052	0.06476080950206858	0.09153222671900117	0.07827458938391024	0.06968482694227929	0.048569981258761705	0.036903042827781896	0.05135803398931401	0.04586436682889636	0.03482479190398093	0.029920906783955245	0.10029973818304844	0.01792799909234608	0.05559512923390891	0.0	0.023232333756021135	0.046265645046740606	0.08501009950591475	0.07526310438551939	0.05065759270693332	0.10438639257988896	0.06202748887184513	0.061391560088959296	0.050096689931130645	0.11137484225673291	0.08638847312711555	0.12860930639657045	0.415165257380874	0.38710695616347385	0.37133788500689097	0.35258709575000247	0.38098035629550747	0.36170459547715905	0.4505998067506449	0.39692995267940295	0.37439685421852625	0.3513196461861059	0.12356571299298716	0.0840868495338457	0.10003282597027896	0.11763107274225856	0.1310655916389591	0.09573406431641636	0.10745790373462147	0.09037241636398968	0.09646352368064402	0.06679900700848677	0.06790994062606295	0.04850167671513857	0.04210323438314136	0.03806511176569431	0.034255333110220595	0.03419569642207412	0.06511400444051124	0.06544947383891528	0.09110253073232832	0.0881825601748555	0.11057240030310049	0.09870418068172199	0.11539780810272467	0.1297794823345242	0.09136339336702295	0.10859728658292234	0.12200019667167614	0.09123327571454168	0.13786021428565085	0.14672940398616	0.14698458767605574	0.07479921111964768	0.08430764276444565	0.06690895218870718	0.09199874590307075	0.0825574306087073	0.10152443075167956	0.11315361728004403	0.127152532532292	0.10462623851992464	0.11560643455124564	0.0911577056536037	0.07971375303294297	0.08444265048794898	0.09304325134754732	0.1043592433219748	0.14473931260321832	0.1018576364794703	0.14804336781333766	0.13561864608020574	0.1410800810345451	0.10161244494901317	0.1759602131318842	0.09652613788276757	0.12659120869447088	0.15940071670845377	0.12184042972639508	0.11706627370062872	0.07509170840338603	0.056039567976533464	0.05183911692323567	0.08762451807225749	0.09048632954898758	0.10990230219920155	0.14929057449748673	0.08331560586604794	0.09108818184143813	0.11265192142567436	0.05831226537048764	0.04770508815571768
f18pp	0.02904531088964355	0.028688826234115537	0.02776691065664741	0.039897481739371785	0.03330129318881832	0.02985994084298148	0.026361907082816508	0.01808441376550119	0.01808441376550119	0.027799652654978316	0.04741235974488638	0.07418377696181896	0.06092613962672803	0.05233637718509709	0.031221531501579497	0.019554593070599688	0.0340095842321318	0.028515917071714143	0.017476342146798725	0.02222444659602277	0.09260327799511597	0.010231538904413605	0.055082032239323564	0.023232333756021135	0.0	0.02891719528955839	0.06766164974873254	0.057914654628337184	0.033309142949751104	0.08703794282270676	0.044679039114662915	0.04404311033177708	0.03274824017394844	0.0940263924995507	0.06904002336993334	0.11126085663938824	0.3978168076236918	0.36975850640629165	0.3539894352497088	0.33523864599282027	0.3636319065383253	0.34435614571997686	0.43325135699346273	0.37958150292222076	0.35704840446134406	0.3339711964289237	0.10621726323580495	0.06673839977666349	0.08268437621309675	0.10028262298507636	0.11371714188177688	0.07838561455923415	0.09010945397743926	0.07302396660680747	0.07911507392346181	0.04945055725130456	0.05056149086888074	0.03115322695795636	0.02475478462595915	0.020716662008512104	0.016906883353038388	0.016847246664891912	0.04776555468332903	0.048101024081733064	0.07375408097514613	0.07083411041767329	0.09322395054591828	0.08135573092453977	0.09804935834554246	0.11243103257734198	0.07401494360984076	0.09124883682574013	0.10465174691449393	0.07388482595735948	0.12051176452846864	0.12938095422897777	0.12963613791887352	0.05745076136246548	0.06695919300726344	0.049560502431524975	0.07465029614588856	0.06520898085152509	0.08417598099449736	0.09580516752286182	0.1098040827751098	0.08727778876274243	0.09825798479406343	0.0738092558964215	0.06236530327576076	0.06709420073076677	0.07569480159036512	0.08701079356479259	0.12739086284603612	0.08450918672228809	0.13069491805615546	0.11827019632302353	0.12373163127736289	0.08426399519183096	0.15861176337470198	0.07917768812558534	0.10924275893728866	0.14205226695127154	0.10449197996921288	0.09971782394344651	0.05774325864620382	0.038691118219351256	0.03449066716605346	0.07027606831507527	0.07313787979180537	0.09255385244201934	0.1319421247403045	0.06596715610886573	0.07373973208425592	0.09530347166849215	0.04096381561330543	0.030356638398535467
f30pp	0.03729046427481766	0.036933979619289646	0.036012064041821515	0.0481426351245459	0.041546446573992424	0.03810509422815559	0.03460706046799062	0.030979648862275715	0.030979648862275715	0.04069488775175284	0.0603075948416609	0.08707901205859349	0.07382137472350254	0.0652316122818716	0.04411676659835402	0.03244982816737421	0.04690481932890632	0.04141115216848867	0.04050765343651813	0.04525775788674224	0.11563658928583544	0.033264850195133075	0.07811534353004304	0.046265645046740606	0.02891719528955839	0.0	0.0474350596658159	0.03768806454542055	0.013082552866834476	0.06681135273979011	0.024452449031746287	0.023816520248860454	0.022744013637619895	0.08402216596322215	0.0590357968336048	0.10125663010305969	0.3878125810873633	0.3597542798699631	0.34398520871338023	0.32523441945649173	0.35362768000199674	0.3343519191836483	0.4232471304571342	0.3695772763858922	0.3470441779250155	0.32396696989259516	0.0962130366994764	0.056734173240334945	0.0726801496767682	0.0902783964487478	0.10371291534544833	0.06838138802290561	0.0801052274411107	0.06301974007047892	0.06911084738713327	0.03944633071497601	0.04055726433255219	0.024812681276055473	0.018414238944058265	0.014378116327611278	0.016200175311018847	0.02509240005006602	0.05601070806850313	0.05634617746690717	0.08199923436032022	0.0790792638028474	0.10146910393109239	0.08960088430971389	0.10629451173071656	0.12067618596251609	0.08226009699501485	0.09949399021091423	0.11289690029966803	0.08212997934253358	0.12875691791364274	0.1376261076141519	0.13788129130404764	0.06569591474763958	0.07520434639243755	0.05780565581669908	0.08289544953106265	0.07345413423669919	0.09242113437967146	0.10405032090803593	0.1180492361602839	0.09552294214791654	0.10650313817923754	0.0820544092815956	0.07061045666093486	0.07533935411594088	0.08393995497553922	0.0952559469499667	0.13563601623121024	0.0927543401074622	0.13894007144132955	0.12651534970819764	0.13197678466253698	0.09250914857700507	0.16685691675987607	0.08742284151075946	0.11748791232246276	0.15029742033644566	0.11273713335438698	0.10796297732862062	0.06598841203137792	0.04693627160452536	0.04273582055122757	0.07852122170024939	0.08138303317697948	0.10079900582719345	0.1401872781254786	0.07421230949403984	0.08198488546943003	0.10354862505366626	0.04920896899847954	0.03860179178370958
w30pp	0.0760349187339918	0.0756784340784638	0.07475651850099567	0.08688708958372005	0.08029090103316658	0.07684954868732974	0.07335151492716477	0.06972410332144985	0.06972410332144985	0.07943934221092698	0.09905204930083504	0.12582346651776763	0.11256582918267669	0.10397606674104574	0.08286122105752816	0.07119428262654835	0.08564927378808046	0.0801556066276628	0.07925210789569227	0.08400221234591637	0.15438104374500958	0.07200930465430722	0.11685979798921717	0.08501009950591475	0.06766164974873254	0.0474350596658159	0.0	0.028323606583302477	0.04474449650002323	0.09847329637297887	0.056114392664935044	0.05547846388204921	0.06148846809679403	0.12276662042239629	0.09778025129277892	0.1400010845622338	0.4265570355465374	0.39849873432913724	0.38272966317255436	0.36397887391566586	0.39237213446117086	0.37309637364282244	0.4619915849163083	0.40832173084506634	0.38578863238418964	0.3627114243517693	0.13495749115865052	0.09547862769950907	0.11142460413594234	0.12902285090792193	0.14245736980462248	0.10712584248207974	0.11884968190028485	0.10176419452965305	0.1078553018463074	0.07819078517415015	0.07930171879172633	0.06355713573522961	0.0571586934032324	0.053122570786785415	0.05494462977019299	0.06383685450924018	0.0947551625276773	0.09509063192608133	0.12074368881949438	0.11782371826202155	0.14021355839026656	0.12834533876888804	0.1450389661898907	0.15942064042169024	0.12100455145418901	0.1382384446700884	0.1516413547588422	0.12087443380170773	0.1675013723728169	0.17637056207332605	0.1766257457632218	0.10444036920681374	0.1139488008516117	0.09655011027587324	0.1216399039902368	0.11219858869587335	0.1311655888388456	0.14279477536721008	0.15679369061945805	0.1342673966070907	0.1452475926384117	0.12079886374076976	0.10935491112010902	0.11408380857511503	0.12268440943471337	0.13400040140914085	0.17438047069038437	0.13149879456663635	0.1776845259005037	0.1652598041673718	0.17072123912171117	0.13125360303617922	0.20560137121905026	0.12616729596993362	0.15623236678163693	0.18904187479561982	0.15148158781356114	0.14670743178779477	0.10473286649055208	0.08568072606369952	0.08148027501040173	0.11726567615942354	0.12012748763615363	0.1395434602863676	0.17893173258465278	0.112956763953214	0.12072933992860418	0.14229307951284043	0.0879534234576537	0.07734624624288373
s30pp	0.06628792361359645	0.06593143895806844	0.06500952338060031	0.07714009446332469	0.07054390591277121	0.06710255356693438	0.06360451980676941	0.05997710820105451	0.05997710820105451	0.06969234709053163	0.08930505418043969	0.11607647139737229	0.10281883406228134	0.09422907162065039	0.07311422593713282	0.061447287506153005	0.07590227866768512	0.07040861150726746	0.06950511277529693	0.07425521722552103	0.14463404862461424	0.06226230953391187	0.10711280286882183	0.07526310438551939	0.057914654628337184	0.03768806454542055	0.028323606583302477	0.0	0.034997501379627885	0.08872630125258352	0.046367397544539696	0.04573146876165386	0.05174147297639868	0.11301962530200094	0.08803325617238358	0.13025408944183847	0.41681004042614206	0.3887517392087419	0.372982668052159	0.3542318787952705	0.3826251393407755	0.3633493785224271	0.452244589795913	0.398574735724671	0.3760416372637943	0.35296442923137394	0.12521049603825518	0.08573163257911373	0.10167760901554698	0.11927585578752659	0.1327103746842271	0.0973788473616844	0.10910268677988949	0.0920171994092577	0.09810830672591206	0.06844379005375481	0.06955472367133098	0.05381014061483426	0.047411698282837055	0.04337557566639007	0.04519763464979764	0.05408985938884482	0.08500816740728193	0.08534363680568596	0.11099669369909904	0.1080767231416262	0.1304665632698712	0.11859834364849267	0.13529197106949536	0.1496736453012949	0.11125755633379367	0.12849144954969305	0.14189435963844682	0.11112743868131239	0.15775437725242153	0.16662356695293068	0.16687875064282642	0.09469337408641838	0.10420180573121635	0.08680311515547788	0.11189290886984146	0.10245159357547799	0.12141859371845026	0.13304778024681474	0.14704669549906269	0.12452040148669534	0.13550059751801635	0.1110518686203744	0.09960791599971366	0.10433681345471968	0.11293741431431803	0.1242534062887455	0.16463347556998903	0.121751799446241	0.16793753078010837	0.15551280904697645	0.1609742440013158	0.12150660791578387	0.1958543760986549	0.11642030084953825	0.14648537166124156	0.17929487967522445	0.1417345926931658	0.13696043666739943	0.09498587137015672	0.07593373094330416	0.07173327989000637	0.10751868103902817	0.1103804925157583	0.12979646516597226	0.1691847374642574	0.10320976883281865	0.11098234480820883	0.13254608439244506	0.07820642833725834	0.06759925112248838
f12ppB	0.04168241193501037	0.04132592727948236	0.04040401170201423	0.05253458278473861	0.04593839423418514	0.042497041888348304	0.038999008128183334	0.03537159652246843	0.03537159652246843	0.04508683541194555	0.06469954250185361	0.0914709597187862	0.07821332238369526	0.06962355994206432	0.048508714258546734	0.036841775827566925	0.05129676698909903	0.04580309982868138	0.044899601096710845	0.04964970554693495	0.12002853694602815	0.03765679785532579	0.08250729119023575	0.05065759270693332	0.033309142949751104	0.013082552866834476	0.04474449650002323	0.034997501379627885	0.0	0.05998949711513487	0.017630593407091045	0.01699466462420521	0.027135961297812608	0.08841411362341486	0.06342774449379751	0.1056485777632524	0.39220452874755596	0.3641462275301558	0.3483771563735729	0.3296263671166844	0.3580196276621894	0.338743866843841	0.4276390781173269	0.3739692240460849	0.3514361255852082	0.32835891755278784	0.10060498435966911	0.06112612090052766	0.07707209733696091	0.09467034410894051	0.10810486300564104	0.07277333568309832	0.08449717510130342	0.06741168773067163	0.07350279504732599	0.04383827837516873	0.0449492119927449	0.02920462893624819	0.02280618660425098	0.01877006398780399	0.02059212297121156	0.029484347710258735	0.060402655728695846	0.06073812512709988	0.08639118202051294	0.08347121146304011	0.1058610515912851	0.0939928319699066	0.11068645939090928	0.1250681336227088	0.08665204465520757	0.10388593787110695	0.11728884795986075	0.08652192700272629	0.13314886557383546	0.1420180552743446	0.14227323896424035	0.0700878624078323	0.07959629405263026	0.062197603476891794	0.08728739719125536	0.0778460818968919	0.09681308203986418	0.10844226856822864	0.12244118382047661	0.09991488980810925	0.11089508583943025	0.08644635694178832	0.07500240432112758	0.07973130177613359	0.08833190263573193	0.09964789461015941	0.14002796389140293	0.09714628776765491	0.14333201910152227	0.13090729736839035	0.13636873232272972	0.09690109623719778	0.1712488644200688	0.09181478917095218	0.12187985998265548	0.15468936799663838	0.1171290810145797	0.11235492498881333	0.07038035969157064	0.051328219264718075	0.047127768211420284	0.0829131693604421	0.0857749808371722	0.10519095348738616	0.14457922578567134	0.07860425715423255	0.08637683312962274	0.10794057271385897	0.053600916658672254	0.04299373944390229
S11Hp	0.09541121180796601	0.095054727152438	0.09413281157496987	0.10626338265769425	0.09966719410714078	0.09622584176130394	0.09272780800113897	0.08910039639542408	0.08910039639542408	0.0988156352849012	0.11842834237480926	0.14519975959174186	0.13194212225665092	0.12335235981501996	0.10223751413150238	0.09057057570052257	0.10502556686205468	0.09953189970163703	0.09862840096966649	0.1033785054198906	0.1737573368189838	0.09138559772828143	0.1362360910631914	0.10438639257988896	0.08703794282270676	0.06681135273979011	0.09847329637297887	0.08872630125258352	0.05998949711513487	0.0	0.06262095029760387	0.06198502151471803	0.08086476117076825	0.1421429134963705	0.11715654436675316	0.15937737763620805	0.4459333286205116	0.41787502740311144	0.40210595624652856	0.38335516698964006	0.41174842753514507	0.39247266671679665	0.4813678779902825	0.42769802391904055	0.40516492545816385	0.3820877174257435	0.15433378423262475	0.1148549207734833	0.13080089720991656	0.14839914398189616	0.16183366287859668	0.12650213555605397	0.13822597497425906	0.12114048760362728	0.12723159492028163	0.09756707824812437	0.09867801186570055	0.08293342880920383	0.07653498647720662	0.07249886386075964	0.0743209228441672	0.08321314758321438	0.1141314556016515	0.11446692500005554	0.14011998189346858	0.13720001133599574	0.15958985146424076	0.14772163184286224	0.1644152592638649	0.17879693349566445	0.1403808445281632	0.1576147377440626	0.1710176478328164	0.14025072687568194	0.1868776654467911	0.19574685514730025	0.196002038837196	0.12381666228078794	0.1333250939255859	0.11592640334984744	0.141016197064211	0.13157488176984755	0.1505418819128198	0.16217106844118429	0.17616998369343226	0.1536436896810649	0.1646238857123859	0.14017515681474396	0.12873120419408324	0.13346010164908922	0.14206070250868758	0.15337669448311506	0.19375676376435857	0.15087508764061056	0.1970608189744779	0.184636097241346	0.19009753219568537	0.15062989611015343	0.22497766429302446	0.14554358904390782	0.17560865985561114	0.20841816786959402	0.17085788088753534	0.16608372486176898	0.12410915956452628	0.10505701913767372	0.10085656808437593	0.13664196923339775	0.13950378071012784	0.1589197533603418	0.19830802565862699	0.1323330570271882	0.1401056330025784	0.16166937258681463	0.1073297165316279	0.09672253931685794
w15pp	0.05305230809992219	0.05269582344439417	0.05177390786692604	0.06390447894965043	0.05730829039909695	0.053866938053260115	0.050368904293095144	0.04674149268738024	0.04674149268738024	0.056456731576857364	0.07606943866676542	0.10284085588369801	0.08958321854860707	0.08099345610697613	0.059878610423458545	0.048211671992478736	0.06266666315401084	0.05717299599359319	0.056269497261622656	0.06101960171184676	0.13139843311093996	0.0490266940202376	0.09387718735514755	0.06202748887184513	0.044679039114662915	0.024452449031746287	0.056114392664935044	0.046367397544539696	0.017630593407091045	0.06262095029760387	0.0	0.008873326439839586	0.03850585746272442	0.09978400978832669	0.07479764065870932	0.11701847392816422	0.40357442491246776	0.3755161236950676	0.3597470525384847	0.3409962632815962	0.3693895238271012	0.3501137630087528	0.4390089742822387	0.3853391202109967	0.36280602175012	0.33972881371769964	0.11197488052458093	0.07249601706543947	0.08844199350187273	0.10604024027385234	0.11947475917055286	0.08414323184801013	0.09586707126621524	0.07878158389558344	0.0848726912122378	0.05520817454008054	0.056319108157656714	0.04057452510116	0.03417608276916279	0.030139960152715802	0.03196201913612337	0.04085424387517055	0.07177255189360766	0.0721080212920117	0.09776107818542476	0.09484110762795192	0.11723094775619691	0.10536272813481841	0.12205635555582109	0.13643802978762062	0.09802194082011939	0.11525583403601877	0.12865874412477257	0.09789182316763811	0.14451876173874728	0.15338795143925643	0.15364313512915218	0.08145775857274412	0.09096619021754207	0.07356749964180362	0.09865729335616719	0.08921597806180373	0.10818297820477599	0.11981216473314046	0.13381107998538844	0.11128478597302108	0.12226498200434208	0.09781625310670014	0.08637230048603939	0.0911011979410454	0.09970179880064375	0.11101779077507123	0.15139786005631475	0.10851618393256673	0.1547019152664341	0.14227719353330218	0.14773862848764152	0.1082709924021096	0.1826187605849806	0.10318468533586399	0.1332497561475673	0.1660592641615502	0.12849897717949152	0.12372482115372516	0.08175025585648245	0.06269811542962989	0.0584976643763321	0.09428306552535391	0.09714487700208402	0.11656084965229799	0.15594912195058314	0.08997415331914438	0.09774672929453457	0.11931046887877078	0.06497081282358406	0.05436363560881411
f25pp	0.052416379317036355	0.05205989466150834	0.051137979084040205	0.06326855016676458	0.056672361616211114	0.05323100927037428	0.04973297551020931	0.046105563904494405	0.046105563904494405	0.05582080279397153	0.07543350988387959	0.10220492710081218	0.08894728976572124	0.0803575273240903	0.05924268164057271	0.0475757432095929	0.06203073437112501	0.05653706721070736	0.05563356847873682	0.06038367292896093	0.13076250432805414	0.048390765237351765	0.09324125857226173	0.061391560088959296	0.04404311033177708	0.023816520248860454	0.05547846388204921	0.04573146876165386	0.01699466462420521	0.06198502151471803	0.008873326439839586	0.0	0.037869928679838585	0.09914808100544084	0.07416171187582349	0.11638254514527838	0.40293849612958194	0.3748801949121818	0.3591111237555989	0.3403603344987104	0.3687535950442154	0.349477834225867	0.43837304549935285	0.3847031914281109	0.3621700929672342	0.3390928849348138	0.11133895174169509	0.07186008828255364	0.08780606471898689	0.10540431149096649	0.11883883038766702	0.0835073030651243	0.0952311424833294	0.07814565511269761	0.08423676242935196	0.05457224575719471	0.05568317937477088	0.039938596318274164	0.03354015398627696	0.02950403136982997	0.03132609035323754	0.04021831509228472	0.07113662311072183	0.07147209250912587	0.09712514940253893	0.0942051788450661	0.1165950189733111	0.10472679935193258	0.12142042677293527	0.13580210100473478	0.09738601203723356	0.11461990525313293	0.12802281534188673	0.09725589438475228	0.14388283295586143	0.15275202265637058	0.15300720634626633	0.08082182978985827	0.09033026143465625	0.07293157085891777	0.09802136457328135	0.08858004927891788	0.10754704942189017	0.11917623595025462	0.1331751512025026	0.11064885719013523	0.12162905322145623	0.0971803243238143	0.08573637170315357	0.09046526915815958	0.09906587001775792	0.11038186199218539	0.15076193127342893	0.10788025514968089	0.15406598648354825	0.14164126475041633	0.1471026997047557	0.10763506361922376	0.1819828318020948	0.10254875655297815	0.13261382736468147	0.16542333537866435	0.12786304839660567	0.12308889237083931	0.08111432707359661	0.06206218664674406	0.05786173559344627	0.09364713674246808	0.09650894821919818	0.11592492086941215	0.15531319316769732	0.08933822453625855	0.09711080051164872	0.11867454009588496	0.06433488404069823	0.05372770682592828
f13pp	0.0411215091592077	0.04076502450367969	0.03984310892621157	0.051973680008935944	0.04537749145838247	0.04193613911254564	0.038438105352380667	0.03481069374666576	0.03481069374666576	0.04452593263614288	0.06413863972605094	0.09091005694298354	0.0776524196078926	0.06906265716626164	0.04794781148274407	0.03628087305176426	0.05073586421329637	0.04524219705287871	0.044338698320908185	0.049088802771132284	0.11946763417022549	0.03709589507952312	0.08194638841443308	0.050096689931130645	0.03274824017394844	0.022744013637619895	0.06148846809679403	0.05174147297639868	0.027135961297812608	0.08086476117076825	0.03850585746272442	0.037869928679838585	0.0	0.06731740989497748	0.042331040765360116	0.08455187403481501	0.37110782501911854	0.3430495238017184	0.3272804526451355	0.308529663388247	0.336922923933752	0.3176471631154036	0.40654237438888946	0.3528725203176475	0.3303394218567708	0.3072622138243504	0.0795082806312317	0.04002941717209026	0.055975393608523515	0.07357364038050312	0.08700815927720365	0.05167663195466093	0.06340047137286603	0.04631498400223424	0.05240809131988865	0.022743574647731392	0.02385450826530757	0.02864372616044552	0.022245283828448308	0.01820916121200132	0.020031220195408893	0.028923444934456068	0.05984175295289318	0.060177222351297216	0.08583027924471028	0.08291030868723745	0.10530014881548244	0.09343192919410392	0.11012555661510662	0.12450723084690613	0.0860911418794049	0.10332503509530427	0.11672794518405807	0.08596102422692363	0.13258796279803278	0.14145715249854193	0.14171233618843768	0.06952695963202962	0.0790353912768276	0.06163670070108913	0.0867264944154527	0.07728517912108923	0.09625217926406152	0.10788136579242597	0.12188028104467394	0.09935398703230658	0.11033418306362758	0.08588545416598564	0.07444150154532492	0.07917039900033093	0.08777099985992927	0.09908699183435674	0.13946706111560028	0.09658538499185224	0.1427711163257196	0.13034639459258768	0.13580782954692705	0.09634019346139511	0.17068796164426614	0.0912538863951495	0.12131895720685282	0.1541284652208357	0.11656817823877702	0.11179402221301066	0.06981945691576796	0.05076731648891541	0.04656686543561762	0.08235226658463943	0.08521407806136953	0.1046300507115835	0.14401832300986867	0.0780433543784299	0.08581593035382007	0.10737966993805631	0.05304001388286958	0.042432836668099626
s26pp	0.10239966148480996	0.10204317682928195	0.10112126125181382	0.1132518323345382	0.10665564378398473	0.10321429143814789	0.09971625767798292	0.09608884607226803	0.09608884607226803	0.10580408496174515	0.1254167920516532	0.15218820926858578	0.13893057193349484	0.1303408094918639	0.10922596380834633	0.09755902537736652	0.11201401653889863	0.10652034937848098	0.10561685064651044	0.11036695509673455	0.18074578649582773	0.09837404740512538	0.14322454074003535	0.11137484225673291	0.0940263924995507	0.08402216596322215	0.12276662042239629	0.11301962530200094	0.08841411362341486	0.1421429134963705	0.09978400978832669	0.09914808100544084	0.06731740989497748	0.0	0.059789538249663376	0.10201037151911826	0.3885663225034218	0.36050802128602166	0.3447389501294388	0.3259881608725503	0.3543814214180553	0.33510566059970687	0.42400087187319274	0.37033101780195077	0.34779791934107407	0.3247207113086537	0.1233171039236897	0.08383824046454826	0.0997842169009815	0.11738246367296112	0.13081698256966165	0.09548545524711892	0.10720929466532403	0.09012380729469223	0.11368624364549092	0.08402172697333365	0.08513266059090983	0.08992187848604778	0.08352343615405057	0.07948731353760359	0.08130937252101116	0.09020159726005833	0.12111990527849545	0.12145537467689949	0.14710843157031253	0.14418846101283972	0.16657830114108468	0.1547100815197062	0.1714037089407089	0.1857853831725084	0.14736929420500716	0.16460318742090654	0.17800609750966034	0.14723917655252589	0.19386611512363505	0.2027353048241442	0.20299048851403995	0.1308051119576319	0.14031354360242987	0.12291485302669139	0.14800464674105496	0.1385633314466915	0.15753033158966379	0.16915951811802823	0.1831584333702762	0.16063213935790885	0.17161233538922985	0.1471636064915879	0.13571965387092716	0.1404485513259332	0.14904915218553152	0.160365144159959	0.20074521344120255	0.1578635373174545	0.20404926865132186	0.19162454691818995	0.1970859818725293	0.15761834578699738	0.23196611396986838	0.15253203872075177	0.18259710953245506	0.21540661754643797	0.1778463305643793	0.17307217453861293	0.13109760924137023	0.11204546881451767	0.10784501776121988	0.1436304189102417	0.1464922303869718	0.16590820303718576	0.2052964753354709	0.13932150670403215	0.14709408267942234	0.16865782226365855	0.11431816620847185	0.10371098899370189
S26Hp	0.0774132923551926	0.0770568076996646	0.07613489212219647	0.08826546320492085	0.08166927465436738	0.07822792230853054	0.07472988854836557	0.07110247694265066	0.07110247694265066	0.08081771583212778	0.10043042292203586	0.12720184013896843	0.11394420280387749	0.10535444036224656	0.08423959467872896	0.07257265624774917	0.08702764740928128	0.08153398024886362	0.08063048151689309	0.08538058596711719	0.15575941736621038	0.07338767827550802	0.11823817161041798	0.08638847312711555	0.06904002336993334	0.0590357968336048	0.09778025129277892	0.08803325617238358	0.06342774449379751	0.11715654436675316	0.07479764065870932	0.07416171187582349	0.042331040765360116	0.059789538249663376	0.0	0.0524271836016675	0.33898313458597107	0.3109248333685709	0.295155762211988	0.2764049729550995	0.30479823350060453	0.2855224726822561	0.374417683955742	0.3207478298845	0.2982147314236233	0.27513752339120295	0.09833073479407234	0.058851871334930896	0.07479784777136414	0.09239609454334377	0.1058306134400443	0.07049908611750155	0.08222292553570668	0.06513743816507486	0.08869987451587355	0.059035357843716295	0.06014629146129247	0.06493550935643042	0.05853706702443321	0.054500944407986224	0.056323003391393796	0.06521522813044098	0.0961335361488781	0.09646900554728213	0.12212206244069518	0.11920209188322235	0.14159193201146736	0.12972371239008884	0.1464173398110915	0.16079901404289104	0.12238292507538981	0.1396168182912892	0.153019728380043	0.12225280742290853	0.1688797459940177	0.17774893569452685	0.1780041193844226	0.10581874282801454	0.1153271744728125	0.09792848389707404	0.1230182776114376	0.11357696231707415	0.1325439624600464	0.14417314898841088	0.15817206424065886	0.1356457702282915	0.1466259662596125	0.12217723736197056	0.11073328474130982	0.11546218219631584	0.12406278305591417	0.13537877503034165	0.17575884431158517	0.13287716818783715	0.1790628995217045	0.1666381777885726	0.17209961274291197	0.13263197665738002	0.20697974484025106	0.12754566959113442	0.15761074040283773	0.19042024841682062	0.15285996143476194	0.14808580540899557	0.10611124011175288	0.08705909968490032	0.08285864863160253	0.11864404978062434	0.12150586125735444	0.1409218339075684	0.18031010620585358	0.1143351375744148	0.12210771354980499	0.14367145313404123	0.0893317970788545	0.07872461986408454
