	w27pp	S7Hp	w10pp	F8H1	f6ppB	f25pp	f20ppA	f30pp	w17pp	w26pp	f11pp	f14ppA	f12ppB	w4pp	f7pp	f16ppA	w11pp	w13pp	f12ppA	w24pp	w8pp	w16pp	f8pp	f21pp	f23ppA	w3pp	w14pp	w28pp	f2pp	f18pp	f4pp	f14ppB	f23ppB	w31pp	w29pp	S1Hp	w1pp	w32pp	S12Hp	F22HpB	S28Hp	f29pp	w7pp	f22ppA	f22ppB	w15pp
f11pp	0.8572383320457347	0.8691563116272082	0.9013952873919555	0.8637086440717416	0.6004371663144414	0.5036016102080048	0.3844982874763919	0.3043519075976887	0.349491595552062	0.32503049235660464	0.0	0.16334293437414033	0.13210118887421113	0.21355605013054935	0.22408342071197818	0.1867710483643028	0.299530390222024	0.3271102850496453	0.34117438120633664	0.2373559427176912	0.23774349250940088	0.23905616442018096	0.19387963673468858	0.2947242227657393	0.23553952272587997	0.30375953242688747	0.18484701768763662	0.28353319016927	0.3551159893669829	0.3577572103190695	0.36261922944957464	0.46002921421800314	0.5369630805385895	0.6369851516085985	0.6073324003258728	0.7563594401523694	0.7643578875975996	0.8107754903570161	0.7457715073005543	0.7401056256241465	0.7440646009068151	0.7825429595892889	0.6874089341778379	0.9087539252300505	0.937730106609658	0.8823227430616988
f14ppA	0.8435269589688345	0.8554449385503079	0.8876839143150552	0.8499972709948413	0.5867257932375411	0.48989023713110447	0.37078691439949174	0.2906405345207885	0.3357802224751617	0.31131911927970435	0.16334293437414033	0.0	0.09072282445373575	0.1998446770536491	0.21037204763507794	0.17305967528740254	0.2858190171451237	0.31339891197274505	0.3274630081294364	0.22364456964079094	0.22403211943250062	0.22534479134328073	0.18016826365778832	0.2810128496888391	0.22182814964897973	0.2900481593499873	0.17113564461073638	0.26982181709236974	0.3414046162900827	0.3440458372421692	0.34890785637267446	0.4463178411411029	0.5232517074616893	0.6232737785316982	0.5936210272489725	0.7426480670754692	0.7506465145206993	0.7970641172801158	0.732060134223654	0.7263942525472462	0.7303532278299149	0.7688315865123886	0.6736975611009376	0.8950425521531502	0.9240187335327578	0.8686113699847985
f12ppB	0.8122852134689053	0.8242031930503787	0.856442168815126	0.8187555254949122	0.555484047737612	0.45864849163117527	0.33954516889956254	0.2593987890208592	0.3045384769752325	0.28007737377977515	0.13210118887421113	0.09072282445373575	0.0	0.1686029315537199	0.17913030213514874	0.14181792978747332	0.2545772716451945	0.2821571664728158	0.2962212626295072	0.19240282414086174	0.19279037393257142	0.19410304584335153	0.14892651815785912	0.24977110418890985	0.19058640414905054	0.25880641385005804	0.13989389911080718	0.2385800715924405	0.3101628707901535	0.31280409174224	0.3176661108727452	0.4150760956411737	0.49200996196176006	0.592032033031769	0.5623792817490433	0.71140632157554	0.7194047690207701	0.7658223717801866	0.7008183887237248	0.695152507047317	0.6991114823299857	0.7375898410124594	0.6424558156010084	0.863800806653221	0.8927769880328286	0.8373696244848693
w4pp	0.8546023268744817	0.8665203064559551	0.8987592822207024	0.8610726389004886	0.5978011611431884	0.5009656050367517	0.38186228230513897	0.30171590242643564	0.34685559038080893	0.3223944871853516	0.21355605013054935	0.1998446770536491	0.1686029315537199	0.0	0.19355916786334948	0.15624679551567405	0.2968943850507709	0.3244742798783922	0.33853837603508363	0.23471993754643816	0.23510748733814785	0.23642015924892795	0.19124363156343555	0.2920882175944863	0.23290351755462693	0.30112352725563446	0.18221101251638358	0.2808971849980169	0.3524799841957299	0.3551212051478164	0.35998322427832163	0.4573932090467501	0.5343270753673365	0.6343491464373454	0.6046963951546197	0.7537234349811164	0.7617218824263465	0.8081394851857631	0.7431355021293012	0.7374696204528934	0.7414285957355621	0.7799069544180358	0.6847729290065848	0.9061179200587974	0.935094101438405	0.8796867378904457
f7pp	0.8651296974559106	0.8770476770373841	0.9092866528021314	0.8716000094819174	0.6083285317246173	0.5114929756181805	0.3923896528865678	0.31224327300786453	0.35738296096223776	0.3329218577667804	0.22408342071197818	0.21037204763507794	0.17913030213514874	0.19355916786334948	0.0	0.12117122964516733	0.30742175563219976	0.3350016504598211	0.34906574661651246	0.245247308127867	0.24563485791957668	0.24694752983035678	0.20177100214486438	0.30261558817591516	0.2434308881360558	0.31165089783706335	0.19273838309781244	0.2914245555794458	0.36300735477715873	0.36564857572924525	0.37051059485975046	0.46792057962817896	0.5448544459487653	0.6448765170187742	0.6152237657360486	0.7642508055625453	0.7722492530077755	0.8186668557671921	0.7536628727107302	0.7479969910343223	0.751955966316991	0.7904343249994648	0.6953002995880138	0.9166452906402265	0.9456214720198339	0.8902141084718747
f16ppA	0.8278173251082351	0.8397353046897086	0.8719742804544559	0.834287637134242	0.5710161593769418	0.47418060327050515	0.3550772805388924	0.2749309006601891	0.3200705886145624	0.29560948541910503	0.1867710483643028	0.17305967528740254	0.14181792978747332	0.15624679551567405	0.12117122964516733	0.0	0.2701093832845244	0.2976892781121457	0.3117533742688371	0.20793493578019162	0.2083224855719013	0.20963515748268138	0.164458629797189	0.26530321582823974	0.2061185157883804	0.2743385254893879	0.15542601075013704	0.25411218323177037	0.32569498242948336	0.3283362033815699	0.3331982225120751	0.4306082072805036	0.5075420736010899	0.6075641446710989	0.5779113933883732	0.7269384332148698	0.7349368806601	0.7813544834195165	0.7163505003630547	0.7106846186866469	0.7146435939693155	0.7531219526517893	0.6579879272403383	0.8793329182925509	0.9083090996721584	0.8529017361241992
w11pp	0.9128145156321508	0.9247324952136242	0.9569714709783715	0.9192848276581576	0.6560133499008575	0.5591777937944207	0.44007447106280795	0.35992809118410474	0.405067779138478	0.38060667594302067	0.299530390222024	0.2858190171451237	0.2545772716451945	0.2968943850507709	0.30742175563219976	0.2701093832845244	0.0	0.06270744999282407	0.33269176818203583	0.22887332969339041	0.2292608794851001	0.23057355139588018	0.22276204744416978	0.35030040635215537	0.291115706312296	0.35933571601330355	0.24042320127405267	0.339109373755686	0.41069217295339894	0.4133333939054855	0.41819541303599067	0.5156053978044192	0.5925392641250055	0.6925613351950144	0.6629085839122888	0.8119356237387855	0.8199340711840156	0.8663516739434323	0.8013476908869703	0.7956818092105624	0.7996407844932312	0.8381191431757049	0.7429851177642539	0.9643301088164666	0.9933062901960741	0.9378989266481148
w13pp	0.9403944104597721	0.9523123900412456	0.9845513658059929	0.9468647224857789	0.6835932447284788	0.586757688622042	0.4676543658904293	0.38750798601172604	0.43264767396609927	0.4081865707706419	0.3271102850496453	0.31339891197274505	0.2821571664728158	0.3244742798783922	0.3350016504598211	0.2976892781121457	0.06270744999282407	0.0	0.3602716630096572	0.2564532245210117	0.2568407743127214	0.25815344622350145	0.2503419422717911	0.37788030117977667	0.31869560113991735	0.38691561084092485	0.26800309610167394	0.3666892685833073	0.43827206778102024	0.44091328873310676	0.44577530786361197	0.5431852926320405	0.6201191589526268	0.7201412300226357	0.6904884787399101	0.8395155185664068	0.847513966011637	0.8939315687710536	0.8289275857145917	0.8232617040381838	0.8272206793208525	0.8656990380033263	0.7705650125918753	0.991910003644088	1.0208861850236954	0.9654788214757362
f12ppA	0.9544585066164635	0.9663764861979369	0.9986154619626842	0.9609288186424703	0.6976573408851702	0.6008217847787334	0.48171846204712065	0.40157208216841744	0.44671177012279073	0.4222506669273334	0.34117438120633664	0.3274630081294364	0.2962212626295072	0.33853837603508363	0.34906574661651246	0.3117533742688371	0.33269176818203583	0.3602716630096572	0.0	0.2025162729194985	0.22828778781068876	0.22960045972146886	0.2644060384284824	0.391944397336468	0.3327596972966087	0.40097970699761626	0.2820671922583654	0.3807533647399987	0.45233616393771164	0.4549773848897982	0.4598394040203034	0.5572493887887319	0.6341832551093182	0.7342053261793271	0.7045525748966015	0.8535796147230982	0.8615780621683283	0.907995664927745	0.842991681871283	0.8373258001948751	0.8412847754775439	0.8797631341600176	0.7846291087485666	1.0059740998007793	1.0349502811803868	0.9795429176324275
w24pp	0.850640068127818	0.8625580477092915	0.8947970234740388	0.8571103801538249	0.5938389023965247	0.49700334629008797	0.3779000235584752	0.297753643679772	0.34289333163414526	0.3184322284386879	0.2373559427176912	0.22364456964079094	0.19240282414086174	0.23471993754643816	0.245247308127867	0.20793493578019162	0.22887332969339041	0.2564532245210117	0.2025162729194985	0.0	0.12446934932204332	0.1257820212328234	0.16058759993983698	0.28812595884782255	0.22894125880796323	0.29716126850897073	0.17824875376971988	0.27693492625135324	0.3485177254490662	0.35115894640115275	0.3560209655316579	0.4534309503000864	0.5303648166206728	0.6303868876906817	0.600734136407956	0.7497611762344527	0.7577596236796829	0.8041772264390994	0.7391732433826376	0.7335073617062298	0.7374663369888984	0.7759446956713721	0.6808106702599211	0.9021556613121338	0.9311318426917413	0.875724479143782
w8pp	0.8510276179195276	0.8629455975010011	0.8951845732657484	0.8574979299455345	0.5942264521882343	0.49739089608179765	0.3782875733501849	0.29814119347148166	0.3432808814258549	0.31881977823039753	0.23774349250940088	0.22403211943250062	0.19279037393257142	0.23510748733814785	0.24563485791957668	0.2083224855719013	0.2292608794851001	0.2568407743127214	0.22828778781068876	0.12446934932204332	0.0	0.05985717017341466	0.16097514973154667	0.2885135086395323	0.22932880859967292	0.2975488183006805	0.17863630356142957	0.2773224760430629	0.34890527524077586	0.3515464961928624	0.3564085153233676	0.4538185000917961	0.5307523664123824	0.6307744374823914	0.6011216861996657	0.7501487260261623	0.7581471734713925	0.804564776230809	0.7395607931743472	0.7338949114979394	0.737853886780608	0.7763322454630818	0.6811982200516308	0.9025432111038434	0.931519392483451	0.8761120289354917
w16pp	0.8523402898303077	0.8642582694117812	0.8964972451765285	0.8588106018563146	0.5955391240990144	0.49870356799257776	0.37960024526096503	0.29945386538226176	0.344593553336635	0.32013245014117764	0.23905616442018096	0.22534479134328073	0.19410304584335153	0.23642015924892795	0.24694752983035678	0.20963515748268138	0.23057355139588018	0.25815344622350145	0.22960045972146886	0.1257820212328234	0.05985717017341466	0.0	0.16228782164232677	0.2898261805503124	0.23064148051045302	0.2988614902114606	0.17994897547220967	0.27863514795384303	0.35021794715155596	0.3528591681036425	0.3577211872341477	0.4551311720025762	0.5320650383231625	0.6320871093931715	0.6024343581104458	0.7514613979369424	0.7594598453821726	0.8058774481415891	0.7408734650851273	0.7352075834087195	0.7391665586913881	0.7776449173738619	0.6825108919624109	0.9038558830146235	0.932832064394231	0.8774247008462718
f8pp	0.8071637621448154	0.8190817417262889	0.8513207174910362	0.8136340741708223	0.5503625964135221	0.45352704030708535	0.3344237175754726	0.25427733769676936	0.2994170256511426	0.27495592245568523	0.19387963673468858	0.18016826365778832	0.14892651815785912	0.19124363156343555	0.20177100214486438	0.164458629797189	0.22276204744416978	0.2503419422717911	0.2644060384284824	0.16058759993983698	0.16097514973154667	0.16228782164232677	0.0	0.24464965286482	0.18546495282496062	0.25368496252596817	0.13477244778671726	0.23345862026835063	0.30504141946606356	0.3076826404181501	0.31254465954865535	0.4099546443170838	0.48688851063767014	0.5869105817076791	0.5572578304249535	0.7062848702514501	0.7142833176966803	0.7607009204560968	0.695696937399635	0.6900310557232272	0.6939900310058958	0.7324683896883696	0.6373343642769186	0.8586793553291312	0.8876555367087388	0.8322481731607795
f21pp	0.8772910081901143	0.8892089877715877	0.9214479635363351	0.8837613202161212	0.620489842458821	0.5236542863523842	0.4045509636207715	0.3244045837420682	0.3695442716964415	0.34508316850098414	0.2947242227657393	0.2810128496888391	0.24977110418890985	0.2920882175944863	0.30261558817591516	0.26530321582823974	0.35030040635215537	0.37788030117977667	0.391944397336468	0.28812595884782255	0.2885135086395323	0.2898261805503124	0.24464965286482	0.0	0.17306454133877816	0.323812208571267	0.20489969383201614	0.3035858663136495	0.3751686655113624	0.37780988646344893	0.38267190559395414	0.48008189036238264	0.557015756682969	0.657037827752978	0.6273850764702523	0.776412116296749	0.7844105637419791	0.8308281665013957	0.7658241834449339	0.7601583017685261	0.7641172770511947	0.8025956357336684	0.7074616103222174	0.92880660137443	0.9577827827540376	0.9023754192060783
f23ppA	0.8181063081502549	0.8300242877317283	0.8622632634964756	0.8245766201762617	0.5613051424189617	0.4644695863125249	0.34536626358091216	0.2652198837022089	0.3103595716565821	0.28589846846112477	0.23553952272587997	0.22182814964897973	0.19058640414905054	0.23290351755462693	0.2434308881360558	0.2061185157883804	0.291115706312296	0.31869560113991735	0.3327596972966087	0.22894125880796323	0.22932880859967292	0.23064148051045302	0.18546495282496062	0.17306454133877816	0.0	0.2646275085314077	0.1457149937921568	0.24440116627379016	0.3159839654715031	0.3186251864235896	0.3234872055540949	0.4208971903225233	0.49783105664310967	0.5978531277131185	0.5682003764303929	0.7172274162568896	0.7252258637021197	0.7716434664615364	0.7066394834050744	0.7009736017286665	0.7049325770113353	0.743410935693809	0.648276910282358	0.8696219013345707	0.8985980827141782	0.8431907191662189
w3pp	0.830189249780875	0.8421072293623485	0.8743462051270958	0.836659561806882	0.5733880840495817	0.476552527943145	0.35744920521153223	0.27730282533282896	0.32244251328720225	0.2979814100917449	0.30375953242688747	0.2900481593499873	0.25880641385005804	0.30112352725563446	0.31165089783706335	0.2743385254893879	0.35933571601330355	0.38691561084092485	0.40097970699761626	0.29716126850897073	0.2975488183006805	0.2988614902114606	0.25368496252596817	0.323812208571267	0.2646275085314077	0.0	0.13357229151492986	0.25648410790441023	0.3280669071021232	0.33070812805420974	0.33557014718471495	0.43298013195314344	0.5099139982737299	0.6099360693437388	0.5802833180610131	0.7293103578875098	0.7373088053327399	0.7837264080921564	0.7187224250356946	0.7130565433592868	0.7170155186419555	0.7554938773244292	0.6603598519129782	0.8817048429651908	0.9106810243447984	0.8552736607968391
w14pp	0.7112767350416241	0.7231947146230976	0.7554336903878449	0.717747047067631	0.45447556931033084	0.3576400132038941	0.23853669047228135	0.1583903105935781	0.20352999854795137	0.179068895352494	0.18484701768763662	0.17113564461073638	0.13989389911080718	0.18221101251638358	0.19273838309781244	0.15542601075013704	0.24042320127405267	0.26800309610167394	0.2820671922583654	0.17824875376971988	0.17863630356142957	0.17994897547220967	0.13477244778671726	0.20489969383201614	0.1457149937921568	0.13357229151492986	0.0	0.13757159316515935	0.2091543923628723	0.21179561331495886	0.21665763244546407	0.31406761721389254	0.3910014835344789	0.4910235546044878	0.4613708033217622	0.6103978431482588	0.618396290593489	0.6648138933529055	0.5998099102964437	0.5941440286200359	0.5981030039027045	0.6365813625851783	0.5414473371737273	0.7627923282259399	0.7917685096055475	0.7363611460575882
w28pp	0.7887096524593044	0.8006276320407778	0.8328666078055251	0.7951799644853113	0.531908486728011	0.43507293062157426	0.31596960788996153	0.23582322801125827	0.2809629159656315	0.25650181277017414	0.28353319016927	0.26982181709236974	0.2385800715924405	0.2808971849980169	0.2914245555794458	0.25411218323177037	0.339109373755686	0.3666892685833073	0.3807533647399987	0.27693492625135324	0.2773224760430629	0.27863514795384303	0.23345862026835063	0.3035858663136495	0.24440116627379016	0.25648410790441023	0.13757159316515935	0.0	0.28658730978055247	0.289228530732639	0.29409054986314426	0.3915005346315727	0.46843440095215905	0.568456472022168	0.5388037207394424	0.6878307605659391	0.6958292080111692	0.7422468107705857	0.6772428277141239	0.6715769460377161	0.6755359213203848	0.7140142800028585	0.6188802545914075	0.8402252456436201	0.8692014270232277	0.8137940634752684
f2pp	0.7285248564325347	0.7404428360140082	0.7726818117787555	0.7349951684585416	0.47172369070124137	0.37488813459480463	0.2557848118631919	0.23512608508398597	0.3172857268161869	0.29282462362072953	0.3551159893669829	0.3414046162900827	0.3101628707901535	0.3524799841957299	0.36300735477715873	0.32569498242948336	0.41069217295339894	0.43827206778102024	0.45233616393771164	0.3485177254490662	0.34890527524077586	0.35021794715155596	0.30504141946606356	0.3751686655113624	0.3159839654715031	0.3280669071021232	0.2091543923628723	0.28658730978055247	0.0	0.1846855506119316	0.23390575383637463	0.33131573860480307	0.4082496049253894	0.5082716759953984	0.47861892471267276	0.6276459645391694	0.6356444119843996	0.6820620147438161	0.6170580316873543	0.6113921500109465	0.6153511252936151	0.6538294839760889	0.5586954585646379	0.7800404496168505	0.809016630996458	0.7536092674484988
f18pp	0.7311660773846212	0.7430840569660947	0.775323032730842	0.7376363894106281	0.47436491165332795	0.3775293555468912	0.25842603281527843	0.2377673060360725	0.3199269477682734	0.29546584457281605	0.3577572103190695	0.3440458372421692	0.31280409174224	0.3551212051478164	0.36564857572924525	0.3283362033815699	0.4133333939054855	0.44091328873310676	0.4549773848897982	0.35115894640115275	0.3515464961928624	0.3528591681036425	0.3076826404181501	0.37780988646344893	0.3186251864235896	0.33070812805420974	0.21179561331495886	0.289228530732639	0.1846855506119316	0.0	0.23654697478846115	0.33395695955688964	0.410890825877476	0.510912896947485	0.48126014566475933	0.630287185491256	0.6382856329364861	0.6847032356959026	0.6196992526394408	0.614033370963033	0.6179923462457017	0.6564707049281754	0.5613366795167244	0.782681670568937	0.8116578519485446	0.7562504884005853
f4pp	0.7008403915143998	0.7127583710958733	0.7449973468606206	0.7073107035404067	0.44403922578310645	0.3472036696766697	0.22810034694505696	0.2426293251665777	0.3247889668987786	0.30032786370332126	0.36261922944957464	0.34890785637267446	0.3176661108727452	0.35998322427832163	0.37051059485975046	0.3331982225120751	0.41819541303599067	0.44577530786361197	0.4598394040203034	0.3560209655316579	0.3564085153233676	0.3577211872341477	0.31254465954865535	0.38267190559395414	0.3234872055540949	0.33557014718471495	0.21665763244546407	0.29409054986314426	0.23390575383637463	0.23654697478846115	0.0	0.30363127368666815	0.3805651400072545	0.48058721107726343	0.45093445979453783	0.5999614996210345	0.6079599470662647	0.6543775498256812	0.5893735667692194	0.5837076850928116	0.5876666603754802	0.6261450190579539	0.531010993646503	0.7523559846987156	0.7813321660783231	0.7259248025303638
f14ppB	0.5932237072272833	0.6051416868087568	0.6373806625735041	0.5996940192532902	0.33642254149599005	0.2395869853895533	0.2238454242729816	0.3400393099350062	0.4221989516672071	0.39773784847174976	0.46002921421800314	0.4463178411411029	0.4150760956411737	0.4573932090467501	0.46792057962817896	0.4306082072805036	0.5156053978044192	0.5431852926320405	0.5572493887887319	0.4534309503000864	0.4538185000917961	0.4551311720025762	0.4099546443170838	0.48008189036238264	0.4208971903225233	0.43298013195314344	0.31406761721389254	0.3915005346315727	0.33131573860480307	0.33395695955688964	0.30363127368666815	0.0	0.2729484557201381	0.37297052679014703	0.34331777550742143	0.49234481533391805	0.5003432627791482	0.5467608655385647	0.4817568824821029	0.47609100080569505	0.48004997608836375	0.5185283347708375	0.42339430935938643	0.6447393004115991	0.6737154817912067	0.6183081182432474
