	S9H1	w10pp	w17pp	w20pp	f10pp	w13pp	w23pp	w9pp	F16H1	S13Hp	f11pp	w1pp	S11Hp	31452	31328	S17H1	F14H1B	S1Hp	S19H1	31750	31071	F32H1	S14Hp	S28Hp	S4Hp	530119	S15Hp	S16H2	S6Hp	F6H1	31749	S25Hp	S30H1	F23HpA	S18H1	31236	S8Hp	S26Hp
f11pp	0.39129631785849545	0.15868313127248831	0.19890699902348613	0.23811036676901967	0.21559425756936482	0.14862061338074803	0.1403482522210765	0.12194460423140938	0.16036541095626414	0.13358201922087762	0.0	0.12160410619235318	0.37758494811381876	0.3764623100321144	0.2985654547041081	0.43841628454929704	0.4113770819532473	0.3923937554259882	0.429829434617655	0.3576041694610257	0.4296472580457522	0.4197563952175098	0.42011156960196133	0.46198249888813114	0.45875754716243433	0.3475116182207155	0.3037915821827468	0.4096221350099304	0.4417401275364387	0.40301183670484564	0.4049791080991631	0.39448250628062864	0.3977904171408111	0.4545734714453051	0.44789230652183426	0.4093308479103638	0.36775791878853237	0.214740008675608
w1pp	0.34611812732737235	0.11350494074136519	0.153728808492363	0.19293217623789655	0.1704160670382417	0.1034424228496249	0.12045167790725406	0.10204802991758694	0.1648384772126798	0.13805508547729328	0.12160410619235318	0.0	0.33240675758269567	0.3312841195009913	0.25338726417298496	0.39323809401817394	0.3661988914221242	0.3472155648948651	0.3846512440865319	0.3124259789299026	0.3844690675146291	0.3745782046863867	0.37493337907083824	0.41680430835700805	0.41357935663131123	0.30233342768959237	0.25861339165162367	0.3644439444788073	0.3965619370053156	0.3578336461737226	0.35980091756804	0.34930431574950555	0.35261222660968805	0.409395280914182	0.40271411599071116	0.36415265737924074	0.3225797282574092	0.1695618181444849
S11Hp	0.41645587937641015	0.33161501717965564	0.3718388849306534	0.411042252676187	0.38852614347653214	0.3451350142314821	0.37643251982871967	0.3580288718390525	0.42081931913414544	0.39403592739875887	0.37758494811381876	0.33240675758269567	0.0	0.38219357601951637	0.30429672069151004	0.444147550536699	0.41710834794064927	0.3981250214133902	0.43556070060505697	0.36333543544842767	0.4353785240331542	0.42548766120491177	0.4258428355893633	0.4677137648755331	0.4644888131498363	0.35324288420811745	0.30952284817014875	0.41535340099733237	0.4474713935238407	0.4087431026922477	0.4107103740865651	0.4002137722680306	0.4035216831282131	0.46030473743270706	0.45362357250923624	0.4150621138977658	0.3734891847759343	0.2398995701935227
31452	0.4153332412947058	0.33049237909795126	0.37071624684894905	0.4099196145944826	0.38740350539482776	0.3440123761497777	0.3753098817470153	0.35690623375734815	0.41969668105244107	0.3929132893170545	0.3764623100321144	0.3312841195009913	0.38219357601951637	0.0	0.14064129827191613	0.3616323255983436	0.3345931230022938	0.31560979647503473	0.3530454756667015	0.29871602415875464	0.37075911274348117	0.36086824991523875	0.3612234242996903	0.40309435358586004	0.39986940186016323	0.31797788003493643	0.27425784399696773	0.38008839682415135	0.4122063893506597	0.37347809851906666	0.37544536991338406	0.3649487680948496	0.3682566789550321	0.42503973325952604	0.4183585683360552	0.3797971097245848	0.3382241806027533	0.23877693211181833
31328	0.33743638596669945	0.252595523769945	0.2928193915209427	0.3320227592664763	0.30950665006682143	0.26611552082177137	0.297413026419009	0.2790093784293418	0.3417998257244348	0.3150164339890482	0.2985654547041081	0.25338726417298496	0.30429672069151004	0.14064129827191613	0.0	0.2837354702703373	0.25669626767428755	0.23771294114702843	0.27514862033869525	0.2208191688307483	0.29286225741547484	0.2829713945872324	0.28332656897168396	0.3251974982578537	0.3219725465321569	0.24008102470693016	0.19636098866896146	0.302191541496145	0.33430953402265334	0.2955812431910603	0.2975485145853778	0.2870519127668433	0.2903598236270258	0.3471428779315197	0.3404617130080489	0.30190025439657847	0.260327325274747	0.16088007678381203
S17H1	0.47728721581188843	0.3924463536151339	0.4326702213661317	0.47187358911166527	0.4493574799120104	0.40596635066696035	0.43726385626419795	0.4188602082745308	0.4816506555696237	0.45486726383423715	0.43841628454929704	0.39323809401817394	0.444147550536699	0.3616323255983436	0.2837354702703373	0.0	0.19139245482955647	0.2511828955044374	0.3489707192621453	0.3606699986759373	0.4327130872606638	0.4228222244324214	0.42317739881687294	0.4650483281030427	0.4618233763773459	0.3799318545521191	0.3362118185141504	0.442042371341334	0.4741603638678423	0.4354320730362493	0.4373993444305667	0.42690274261203226	0.43021065347221477	0.4869937077767087	0.4803125428532379	0.44175108424176746	0.40017815511993593	0.300730906629001
F14H1B	0.4502480132158387	0.36540715101908416	0.40563101877008195	0.4448343865156155	0.42231827731596067	0.3789271480709106	0.4102246536681482	0.39182100567848105	0.45461145297357397	0.4278280612381874	0.4113770819532473	0.3661988914221242	0.41710834794064927	0.3345931230022938	0.25669626767428755	0.19139245482955647	0.0	0.2241436929083877	0.3219315166660956	0.33363079607988755	0.40567388466461407	0.39578302183637165	0.3961381962208232	0.43800912550699295	0.43478417378129613	0.35289265195606934	0.30917261591810064	0.41500316874528426	0.4471211612717926	0.40839287044019956	0.41036014183451697	0.3998635400159825	0.403171450876165	0.45995450518065895	0.45327334025718813	0.4147118816457177	0.3731389525238862	0.27369170403295123
S1Hp	0.4312646866885796	0.34642382449182507	0.38664769224282286	0.42585105998835643	0.4033349507887016	0.3599438215436515	0.3912413271408891	0.37283767915122196	0.4356281264463149	0.4088447347109283	0.3923937554259882	0.3472155648948651	0.3981250214133902	0.31560979647503473	0.23771294114702843	0.2511828955044374	0.2241436929083877	0.0	0.3029481901388365	0.31464746955262846	0.386690558137355	0.37679969530911256	0.3771548696935641	0.41902579897973385	0.41580084725403704	0.33390932542881024	0.29018928939084154	0.39601984221802516	0.4281378347445335	0.38940954391294047	0.3913768153072579	0.3808802134887234	0.3841881243489059	0.44097117865339985	0.43429001372992904	0.3957285551184586	0.3541556259966271	0.25470837750569214
S19H1	0.4687003658802464	0.38385950368349187	0.42408337143448965	0.4632867391800232	0.44077062998036837	0.3973795007353183	0.4286770063325559	0.41027335834288875	0.47306380563798167	0.4462804139025951	0.429829434617655	0.3846512440865319	0.43556070060505697	0.3530454756667015	0.27514862033869525	0.3489707192621453	0.3219315166660956	0.3029481901388365	0.0	0.35208314874429525	0.42412623732902177	0.41423537450077935	0.4145905488852309	0.45646147817140065	0.45323652644570384	0.37134500462047704	0.32762496858250834	0.43345552140969196	0.4655735139362003	0.42684522310460726	0.42881249449892467	0.4183158926803902	0.4216238035405727	0.47840685784506665	0.47172569292159583	0.4331642343101254	0.3915913051882939	0.29214405669735893
31750	0.3964751007236171	0.31163423852686256	0.35185810627786035	0.3910614740233939	0.36854536482373906	0.325154235578689	0.3564517411759266	0.33804809318625945	0.40083854048135237	0.3740551487459658	0.3576041694610257	0.3124259789299026	0.36333543544842767	0.29871602415875464	0.2208191688307483	0.3606699986759373	0.33363079607988755	0.31464746955262846	0.35208314874429525	0.0	0.2158928840186868	0.20600202119044442	0.284834952271804	0.32670588155797375	0.32348092983227694	0.29911973946384773	0.25539970342587903	0.36123025625306265	0.393348248779571	0.35461995794797796	0.35658722934229536	0.3460906275237609	0.3493985383839434	0.40618159268843734	0.3995004277649665	0.3609389691534961	0.3193660400316646	0.21991879154072963
31071	0.4685181893083436	0.3836773271115891	0.42390119486258687	0.46310456260812044	0.4405884534084656	0.3971973241634155	0.4284948297606531	0.41009118177098597	0.4728816290660789	0.4460982373306923	0.4296472580457522	0.3844690675146291	0.4353785240331542	0.37075911274348117	0.29286225741547484	0.4327130872606638	0.40567388466461407	0.386690558137355	0.42412623732902177	0.2158928840186868	0.0	0.2366180030774953	0.35687804085653047	0.3987489701427003	0.3955240184170034	0.37116282804857426	0.32744279201060555	0.4332733448377892	0.4653913373642975	0.4266630465327045	0.4286303179270219	0.41813371610848743	0.42144162696866994	0.47822468127316387	0.47154351634969305	0.4329820577382226	0.3914091286163911	0.29196188012545615
F32H1	0.4586273264801012	0.37378646428334666	0.41401033203434445	0.453213699779878	0.43069759058022317	0.3873064613351731	0.4186039669324107	0.40020031894274355	0.46299076623783647	0.4362073745024499	0.4197563952175098	0.3745782046863867	0.42548766120491177	0.36086824991523875	0.2829713945872324	0.4228222244324214	0.39578302183637165	0.37679969530911256	0.41423537450077935	0.20600202119044442	0.2366180030774953	0.0	0.34698717802828805	0.38885810731445786	0.385633155588761	0.3612719652203319	0.31755192918236314	0.42338248200954676	0.455500474536055	0.416772183704462	0.41873945509877947	0.408242853280245	0.41155076414042746	0.4683338184449214	0.4616526535214506	0.42309119490998015	0.38151826578814874	0.28207101729721373
S14Hp	0.4589825008645527	0.3741416386677982	0.414365506418796	0.45356887416432956	0.4310527649646747	0.38766163571962464	0.41895914131686224	0.4005554933271951	0.463345940622288	0.43656254888690144	0.42011156960196133	0.37493337907083824	0.4258428355893633	0.3612234242996903	0.28332656897168396	0.42317739881687294	0.3961381962208232	0.3771548696935641	0.4145905488852309	0.284834952271804	0.35687804085653047	0.34698717802828805	0.0	0.3429662465688602	0.3397412948431634	0.36162713960478343	0.3179071035668147	0.4237376563939983	0.45585564892050656	0.41712735808891355	0.419094629483231	0.40859802766469655	0.411905938524879	0.46868899282937293	0.4620078279059021	0.4234463692944317	0.3818734401726003	0.2824261916816653
S28Hp	0.5008534301507226	0.416012567953968	0.4562364357049658	0.49543980345049937	0.4729236942508445	0.42953256500579445	0.46083007060303205	0.4424264226133649	0.5052168699084578	0.47843347817307125	0.46198249888813114	0.41680430835700805	0.4677137648755331	0.40309435358586004	0.3251974982578537	0.4650483281030427	0.43800912550699295	0.41902579897973385	0.45646147817140065	0.32670588155797375	0.3987489701427003	0.38885810731445786	0.3429662465688602	0.0	0.07378218177541532	0.4034980688909532	0.3597780328529845	0.46560858568016805	0.4977265782066764	0.45899828737508336	0.4609655587694008	0.4504689569508663	0.4537768678110488	0.5105599221155428	0.503878757192072	0.4653172985806015	0.42374436945877003	0.3242971209678351
S4Hp	0.4976284784250257	0.4127876162282712	0.453011483979269	0.49221485172480256	0.4696987425251477	0.42630761328009764	0.45760511887733524	0.4392014708876681	0.501991918182761	0.47520852644737444	0.45875754716243433	0.41357935663131123	0.4644888131498363	0.39986940186016323	0.3219725465321569	0.4618233763773459	0.43478417378129613	0.41580084725403704	0.45323652644570384	0.32348092983227694	0.3955240184170034	0.385633155588761	0.3397412948431634	0.07378218177541532	0.0	0.4002731171652564	0.3565530811272877	0.46238363395447124	0.49450162648097956	0.45577333564938655	0.457740607043704	0.4472440052251695	0.450551916085352	0.507334970389846	0.5006538054663752	0.4620923468549047	0.4205194177330732	0.3210721692421383
530119	0.38638254948330686	0.3015416872865524	0.34176555503755013	0.3809689227830837	0.35845281358342884	0.3150616843383788	0.34635918993561643	0.3279555419459492	0.3907459892410422	0.3639625975056556	0.3475116182207155	0.30233342768959237	0.35324288420811745	0.31797788003493643	0.24008102470693016	0.3799318545521191	0.35289265195606934	0.33390932542881024	0.37134500462047704	0.29911973946384773	0.37116282804857426	0.3612719652203319	0.36162713960478343	0.4034980688909532	0.4002731171652564	0.0	0.19148809443418743	0.297318647261371	0.32943663978787935	0.29070834895628633	0.29267562035060374	0.2821790185320693	0.2854869293922518	0.3422699836967457	0.3355888187732749	0.2970273601618045	0.255454431039973	0.20982624030041944
S15Hp	0.34266251344533816	0.2578216512485837	0.2980455189995814	0.337248886745115	0.31473277754546014	0.2713416483004101	0.30263915389764773	0.2842355059079805	0.3470259532030735	0.3202425614676869	0.3037915821827468	0.25861339165162367	0.30952284817014875	0.27425784399696773	0.19636098866896146	0.3362118185141504	0.30917261591810064	0.29018928939084154	0.32762496858250834	0.25539970342587903	0.32744279201060555	0.31755192918236314	0.3179071035668147	0.3597780328529845	0.3565530811272877	0.19148809443418743	0.0	0.15158728431916335	0.18370527684567164	0.14497698601407863	0.14694425740839606	0.1364476555898616	0.13975556645004408	0.196538620754538	0.1898574558310672	0.15129599721959677	0.10972306809776532	0.16610620426245074
S16H2	0.4484930662725218	0.36365220407576726	0.40387607182676505	0.4430794395722986	0.42056333037264376	0.3771722011275937	0.4084697067248313	0.39006605873516415	0.45285650603025707	0.4260731142948705	0.4096221350099304	0.3644439444788073	0.41535340099733237	0.38008839682415135	0.302191541496145	0.442042371341334	0.41500316874528426	0.39601984221802516	0.43345552140969196	0.36123025625306265	0.4332733448377892	0.42338248200954676	0.4237376563939983	0.46560858568016805	0.46238363395447124	0.297318647261371	0.15158728431916335	0.0	0.17565724403282984	0.17295361172092188	0.1749208831152393	0.16442428129670483	0.1677321921568873	0.22451524646138127	0.21783408153791045	0.17927262292644003	0.18316461263563433	0.27193675708963433
S6Hp	0.4806110587990301	0.3957701966022756	0.43599406435327337	0.47519743209880694	0.4526813228991521	0.409290193654102	0.4405876992513396	0.42218405126167247	0.4849744985567654	0.4581911068213788	0.4417401275364387	0.3965619370053156	0.4474713935238407	0.4122063893506597	0.33430953402265334	0.4741603638678423	0.4471211612717926	0.4281378347445335	0.4655735139362003	0.393348248779571	0.4653913373642975	0.455500474536055	0.45585564892050656	0.4977265782066764	0.49450162648097956	0.32943663978787935	0.18370527684567164	0.17565724403282984	0.0	0.20507160424743015	0.20703887564174758	0.1965422738232131	0.1998501846833956	0.25663323898788953	0.24995207406441872	0.2113906154529483	0.21528260516214265	0.30405474961614265
F6H1	0.44188276796743703	0.3570419057706825	0.39726577352168035	0.4364691412672139	0.41395303206755907	0.370561902822509	0.40185940841974654	0.38345576043007945	0.4462462077251723	0.41946281598978574	0.40301183670484564	0.3578336461737226	0.4087431026922477	0.37347809851906666	0.2955812431910603	0.4354320730362493	0.40839287044019956	0.38940954391294047	0.42684522310460726	0.35461995794797796	0.4266630465327045	0.416772183704462	0.41712735808891355	0.45899828737508336	0.45577333564938655	0.29070834895628633	0.14497698601407863	0.17295361172092188	0.20507160424743015	0.0	0.0991018261418328	0.08860522432329834	0.0919131351834808	0.14869618948797475	0.14201502456450393	0.1414232705566673	0.1765543143305496	0.2653264587845496
31749	0.4438500393617545	0.35900917716499997	0.39923304491599776	0.4384364126615313	0.4159203034618765	0.3725291742168264	0.403826679814064	0.38542303182439686	0.4482134791194898	0.4214300873841032	0.4049791080991631	0.35980091756804	0.4107103740865651	0.37544536991338406	0.2975485145853778	0.4373993444305667	0.41036014183451697	0.3913768153072579	0.42881249449892467	0.35658722934229536	0.4286303179270219	0.41873945509877947	0.419094629483231	0.4609655587694008	0.457740607043704	0.29267562035060374	0.14694425740839606	0.1749208831152393	0.20703887564174758	0.0991018261418328	0.0	0.03665038978020442	0.0399583006403869	0.11106333197298597	0.10438216704951517	0.14339054195098472	0.17852158572486704	0.26729373017886704
S25Hp	0.43335343754322003	0.3485125753464655	0.3887364430974633	0.42793981084299687	0.405423701643342	0.36203257239829195	0.39333007799552955	0.3749264300058624	0.4377168773009553	0.41093348556556875	0.39448250628062864	0.34930431574950555	0.4002137722680306	0.3649487680948496	0.2870519127668433	0.42690274261203226	0.3998635400159825	0.3808802134887234	0.4183158926803902	0.3460906275237609	0.41813371610848743	0.408242853280245	0.40859802766469655	0.4504689569508663	0.4472440052251695	0.2821790185320693	0.1364476555898616	0.16442428129670483	0.1965422738232131	0.08860522432329834	0.03665038978020442	0.0	0.005345345074812853	0.1005667301544515	0.0938855652309807	0.13289394013245026	0.16802498390633258	0.2567971283603326
S30H1	0.43666134840340254	0.35182048620664796	0.3920443539576458	0.4312477217031794	0.4087316125035245	0.36534048325847446	0.396637988855712	0.3782343408660449	0.44102478816113777	0.4142413964257512	0.3977904171408111	0.35261222660968805	0.4035216831282131	0.3682566789550321	0.2903598236270258	0.43021065347221477	0.403171450876165	0.3841881243489059	0.4216238035405727	0.3493985383839434	0.42144162696866994	0.41155076414042746	0.411905938524879	0.4537768678110488	0.450551916085352	0.2854869293922518	0.13975556645004408	0.1677321921568873	0.1998501846833956	0.0919131351834808	0.0399583006403869	0.005345345074812853	0.0	0.10387464101463398	0.09719347609116318	0.13620185099263274	0.17133289476651503	0.2601050392205151
F23HpA	0.49344440270789647	0.40860354051114195	0.44882740826213974	0.4880307760076733	0.46551466680801845	0.4221235375629684	0.453421043160206	0.43501739517053883	0.49780784246563176	0.4710244507302452	0.4545734714453051	0.409395280914182	0.46030473743270706	0.42503973325952604	0.3471428779315197	0.4869937077767087	0.45995450518065895	0.44097117865339985	0.47840685784506665	0.40618159268843734	0.47822468127316387	0.4683338184449214	0.46868899282937293	0.5105599221155428	0.507334970389846	0.3422699836967457	0.196538620754538	0.22451524646138127	0.25663323898788953	0.14869618948797475	0.11106333197298597	0.1005667301544515	0.10387464101463398	0.0	0.03373862289444271	0.1929849052971267	0.22811594907100902	0.316888093525009
S18H1	0.48676323778442565	0.40192237558767113	0.4421462433386689	0.4813496110842025	0.45883350188454763	0.41544237263949757	0.44673987823673517	0.428336230247068	0.49112667754216094	0.46434328580677436	0.44789230652183426	0.40271411599071116	0.45362357250923624	0.4183585683360552	0.3404617130080489	0.4803125428532379	0.45327334025718813	0.43429001372992904	0.47172569292159583	0.3995004277649665	0.47154351634969305	0.4616526535214506	0.4620078279059021	0.503878757192072	0.5006538054663752	0.3355888187732749	0.1898574558310672	0.21783408153791045	0.24995207406441872	0.14201502456450393	0.10438216704951517	0.0938855652309807	0.09719347609116318	0.03373862289444271	0.0	0.18630374037365588	0.2214347841475382	0.3102069286015382
31236	0.4482017791729552	0.36336091697620065	0.4035847847271985	0.44278815247273207	0.4202720432730772	0.37688091402802715	0.4081784196252647	0.3897747716355976	0.45256521893069046	0.4257818271953039	0.4093308479103638	0.36415265737924074	0.4150621138977658	0.3797971097245848	0.30190025439657847	0.44175108424176746	0.4147118816457177	0.3957285551184586	0.4331642343101254	0.3609389691534961	0.4329820577382226	0.42309119490998015	0.4234463692944317	0.4653172985806015	0.4620923468549047	0.2970273601618045	0.15129599721959677	0.17927262292644003	0.2113906154529483	0.1414232705566673	0.14339054195098472	0.13289394013245026	0.13620185099263274	0.1929849052971267	0.18630374037365588	0.0	0.18287332553606778	0.2716454699900677
S8Hp	0.4066288500511237	0.32178798785436924	0.362011855605367	0.40121522335090054	0.3786991141512457	0.3353079849061956	0.3666054905034333	0.34820184251376607	0.41099228980885905	0.38420889807347247	0.36775791878853237	0.3225797282574092	0.3734891847759343	0.3382241806027533	0.260327325274747	0.40017815511993593	0.3731389525238862	0.3541556259966271	0.3915913051882939	0.3193660400316646	0.3914091286163911	0.38151826578814874	0.3818734401726003	0.42374436945877003	0.4205194177330732	0.255454431039973	0.10972306809776532	0.18316461263563433	0.21528260516214265	0.1765543143305496	0.17852158572486704	0.16802498390633258	0.17133289476651503	0.22811594907100902	0.2214347841475382	0.18287332553606778	0.0	0.23007254086823628
S26Hp	0.2001680511413021	0.16877007774144487	0.20899394549244266	0.24819731323797622	0.22568120403832137	0.1822900747932713	0.2135875803905089	0.19518393240084175	0.2579743796959347	0.2311909879605481	0.214740008675608	0.1695618181444849	0.2398995701935227	0.23877693211181833	0.16088007678381203	0.300730906629001	0.27369170403295123	0.25470837750569214	0.29214405669735893	0.21991879154072963	0.29196188012545615	0.28207101729721373	0.2824261916816653	0.3242971209678351	0.3210721692421383	0.20982624030041944	0.16610620426245074	0.27193675708963433	0.30405474961614265	0.2653264587845496	0.26729373017886704	0.2567971283603326	0.2601050392205151	0.316888093525009	0.3102069286015382	0.2716454699900677	0.23007254086823628	0.0
