	s27pp	s28pp	s9pp	w9pp	S26Hp	s12pp	s26pp	s29pp	s10pp	F6H1	s7pp	s14pp	f16ppA	f14ppB	S18H1	f20ppB	s2pp	s1pp	f8pp	f30pp	f18pp	s31pp	f6ppB	f7pp	f14ppA	f23ppA	f20ppA	S9H1	s3pp	f4pp	w4pp	f26pp	f25pp	530055	s24pp	w24pp	s25pp	S17H1	S1Hp	s13pp	s19pp	s18pp	w18pp	s17pp	w14pp	s4pp	w15pp	w11pp	w6pp	s6pp	f16ppB	w21pp	s22pp	s30pp	w30pp	31160
s7pp	0.2658556302429485	0.25263294642324596	0.25841012689633014	0.2082822152633627	0.3846418278210149	0.3576005136706031	0.20992399928094985	0.22542002895587723	0.33518625144191727	0.22951164415568726	0.0	0.22512025579137462	0.16889135584876053	0.12301195440691681	0.1555602026403338	0.18182937756484296	0.14220636739626802	0.1697592314086806	0.14964086421269007	0.2814795754731657	0.1917508527198919	0.32276242132947847	0.28172013604637164	0.25381053338087595	0.2521658968629454	0.2651359868184303	0.25178926046222505	0.41275261237143696	0.2619700227015086	0.18484569235295373	0.2077879976762545	0.22429012621351596	0.23855697226319594	0.4864529293039976	0.23213623440481893	0.307841965271729	0.18840347919667141	0.4189014786149461	0.4052139386695343	0.26939379312171907	0.3210360882797826	0.3096076438448496	0.30229320781790137	0.35976551151889513	0.29121117918911377	0.29532132492036095	0.29862463298895797	0.32908230519089143	0.2861645987386838	0.3120183837447645	0.2695965211444694	0.26005888097288693	0.2892598525573534	0.3954133211687541	0.39105001116144045	0.34783200402001635
s14pp	0.3238606485276914	0.3106379647079889	0.31641514518107305	0.26628723354810563	0.44264684610575783	0.415605531955346	0.26792901756569276	0.2834250472406201	0.3931912697266602	0.28751666244043017	0.22512025579137462	0.0	0.22689637413350344	0.1810169726916597	0.21356522092507668	0.23983439584958588	0.2002113856810109	0.22776424969342352	0.207645882497433	0.3394845937579086	0.2497558710046348	0.3807674396142214	0.33972515433111455	0.3118155516656188	0.3101709151476883	0.32314100510317323	0.30979427874696797	0.4707576306561798	0.3199750409862515	0.24285071063769664	0.2657930159609974	0.2822951444982589	0.29656199054793886	0.5444579475887404	0.2901412526895618	0.36584698355647194	0.24640849748141433	0.476906496899689	0.46321895695427723	0.327398811406462	0.3790411065645255	0.36761266212959254	0.3602982261026443	0.41777052980363805	0.3492161974738567	0.35332634320510387	0.3566296512737009	0.38708732347563435	0.3441696170234267	0.3700234020295074	0.32760153942921233	0.31806389925762985	0.34726487084209634	0.453418339453497	0.44905502944618336	0.40583702230475927
f16ppA	0.23435003796922405	0.22112735414952156	0.2269045346226057	0.17677662298963828	0.35313623554729046	0.3260949213968787	0.1784184070072254	0.1939144366821528	0.30368065916819287	0.19800605188196282	0.16889135584876053	0.22689637413350344	0.0	0.04947169251852124	0.09529902004087563	0.13643160179589822	0.11070077512254357	0.13825363913495617	0.11813527193896566	0.2499739831994413	0.16024526044616746	0.29125682905575406	0.25021454377264724	0.2223049411071515	0.22066030458922098	0.2336303945447059	0.22028366818850065	0.3812470200977125	0.23046443042778414	0.1533401000792293	0.1762824054025301	0.19278453393979153	0.20705137998947154	0.4549473370302731	0.2006306421310945	0.27633637299800456	0.15689788692294698	0.3873958863412217	0.37370834639580985	0.23788820084799464	0.2895304960060581	0.2781020515711252	0.27078761554417696	0.3282599192451707	0.25970558691538936	0.2638157326466365	0.2671190407152335	0.29757671291716703	0.2546590064649593	0.28051279147104	0.23809092887074496	0.2285532886991625	0.257754260283629	0.36390772889502965	0.359544418887716	0.3163264117462919
f14ppB	0.18847063652738036	0.17524795270767785	0.181025133180762	0.13089722154779457	0.3072568341054468	0.28021551995503496	0.1325390055653817	0.1480350352403091	0.25780125772634915	0.1521266504401191	0.12301195440691681	0.1810169726916597	0.04947169251852124	0.0	0.049419618599031906	0.09055220035405451	0.06482137368069986	0.09237423769311245	0.07225587049712194	0.2040945817575976	0.11436585900432375	0.24537742761391035	0.20433514233080352	0.17642553966530777	0.17478090314737726	0.1877509931028622	0.17440426674665693	0.3353676186558688	0.18458502898594042	0.10746069863738558	0.13040300396068638	0.14690513249794782	0.16117197854762783	0.4090679355884294	0.15475124068925078	0.23045697155616085	0.11101848548110327	0.34151648489937797	0.3278289449539662	0.19200879940615093	0.2436510945642144	0.2322226501292815	0.22490821410233322	0.28238051780332696	0.21382618547354565	0.21793633120479283	0.22123963927338985	0.2516973114753233	0.20877960502311566	0.23463339002919636	0.19221152742890124	0.1826738872573188	0.2118748588417853	0.318028327453186	0.3136650174458723	0.2704470103044482
S18H1	0.22101888476079734	0.20779620094109483	0.21357338141417898	0.16344546978121155	0.33980508233886375	0.3127637681884519	0.16508725379879868	0.18058328347372607	0.2903495059597661	0.1846748986735361	0.1555602026403338	0.21356522092507668	0.09529902004087563	0.049419618599031906	0.0	0.12310044858747149	0.09736962191411684	0.12492248592652944	0.10480411873053892	0.23664282999101455	0.14691410723774073	0.2779256758473273	0.23688339056422048	0.20897378789872478	0.20732915138079422	0.22029924133627915	0.2069525149800739	0.3679158668892858	0.21713327721935743	0.14000894687080256	0.16295125219410334	0.1794533807313648	0.19372022678104478	0.4416161838218464	0.18729948892266776	0.2630052197895778	0.14356673371452025	0.3740647331327949	0.36037719318738315	0.2245570476395679	0.27619934279763136	0.2647708983626985	0.2574564623357502	0.3149287660367439	0.2463744337069626	0.2504845794382098	0.2537878875068068	0.28424555970874027	0.2413278532565326	0.2671816382626133	0.22475977566231822	0.21522213549073577	0.24442310707520226	0.35057657568660294	0.34621326567928923	0.30299525853786513
f20ppB	0.24728805968530648	0.234065375865604	0.23984255633868815	0.18971464470572072	0.36607425726337295	0.33903294311296106	0.19135642872330783	0.20685245839823524	0.31661868088427525	0.21094407359804526	0.18182937756484296	0.23983439584958588	0.13643160179589822	0.09055220035405451	0.12310044858747149	0.0	0.12363879683862601	0.1511916608510386	0.1310732936550481	0.26291200491552374	0.1731832821622499	0.3041948507718365	0.2631525654887297	0.23524296282323393	0.23359832630530342	0.24656841626078835	0.23322168990458308	0.39418504181379493	0.24340245214386658	0.16627812179531173	0.18922042711861253	0.20572255565587397	0.21998940170555398	0.46788535874635556	0.21356866384717693	0.289274394714087	0.16983590863902942	0.40033390805730407	0.38664636811189235	0.25082622256407705	0.30246851772214056	0.29104007328720766	0.28372563726025934	0.3411979409612531	0.27264360863147175	0.276753754362719	0.280057062431316	0.3105147346332494	0.2675970281810418	0.2934508131871225	0.2510289505868274	0.24149131041524494	0.2706922819997114	0.37684575061111214	0.3724824406037984	0.32926443346237433
s2pp	0.18602828917824327	0.17280560535854078	0.17858278583162493	0.1284548741986575	0.3048144867563097	0.27777317260589784	0.1300966582162446	0.14559268789117202	0.25535891037721203	0.14968430309098205	0.14220636739626802	0.2002113856810109	0.11070077512254357	0.06482137368069986	0.09736962191411684	0.12363879683862601	0.0	0.07617047669610412	0.056052109500113606	0.18789082076058924	0.09816209800731542	0.229173666616902	0.18813138133379517	0.16022177866829945	0.15857714215036892	0.17154723210585385	0.15820050574964858	0.31916385765886046	0.1683812679889321	0.09125693764037725	0.11419924296367803	0.13070137150093947	0.14496821755061945	0.3928641745914211	0.15230889334011372	0.22801462420702379	0.1085761381319662	0.33907413755024085	0.3253865976048291	0.18956645205701386	0.24120874721507735	0.22978030278014444	0.22246586675319616	0.2799381704541899	0.21138383812440856	0.21549398385565574	0.21879729192425276	0.24925496412618622	0.20633725767397856	0.23219104268005927	0.18976918007976418	0.18023153990818172	0.20943251149264822	0.3155859801040489	0.3112226700967352	0.2680046629553111
s1pp	0.21358115319065585	0.20035846937095336	0.2061356498440375	0.15600773821107008	0.33236735076872226	0.3053260366183105	0.1576495222286572	0.1731455519035846	0.28291177438962467	0.17723716710339463	0.1697592314086806	0.22776424969342352	0.13825363913495617	0.09237423769311245	0.12492248592652944	0.1511916608510386	0.07617047669610412	0.0	0.05673295466989909	0.18857166593037472	0.0988429431771009	0.22985451178668748	0.18881222650358065	0.16090262383808493	0.1592579873201544	0.17222807727563932	0.17059441101930894	0.3315577629285208	0.18077517325859246	0.10365084291003761	0.1265931482333384	0.14309527677059986	0.15736212282027984	0.4052580798610814	0.1798617573525263	0.25556748821943637	0.13612900214437879	0.3666270015626535	0.35293946161724166	0.21711931606942644	0.2687616112274899	0.257333166792557	0.25001873076560877	0.3074910344666025	0.23893670213682114	0.24304684786806832	0.24635015593666534	0.27680782813859883	0.23389012168639114	0.2597439066924718	0.21732204409217676	0.2077844039205943	0.2369853755050608	0.34313884411646145	0.3387755341091478	0.2955575269677237
f8pp	0.19346278599466538	0.18024010217496286	0.186017282648047	0.13588937101507959	0.3122489835727318	0.28520766942231995	0.1375311550326667	0.1530271847075941	0.26279340719363414	0.15711879990740413	0.14964086421269007	0.207645882497433	0.11813527193896566	0.07225587049712194	0.10480411873053892	0.1310732936550481	0.056052109500113606	0.05673295466989909	0.0	0.14444809648214518	0.054719373728871375	0.18573094233845794	0.15335988339459133	0.12545028072909561	0.1238056442111651	0.13677573416665	0.15047604382331842	0.3114393957325303	0.16065680606260194	0.0835324757140471	0.1064747810373479	0.12297690957460934	0.1372437556242893	0.38513971266509095	0.1597433901565358	0.23544912102344587	0.11601063494838829	0.34650863436666296	0.3328210944212512	0.19700094887343594	0.24864324403149943	0.23721479959656652	0.22990036356961824	0.28737266727061195	0.21881833494083064	0.22292848067207782	0.22623178874067484	0.2566894609426083	0.21377175449040065	0.23962553949648135	0.19720367689618626	0.1876660367246038	0.2168670083090703	0.323020476920471	0.31865716691315726	0.27543915977173317
f30pp	0.325301497255141	0.31207881343543853	0.31785599390852265	0.2677280822755552	0.4440876948332074	0.4170463806827956	0.26936986629314236	0.28486589596806977	0.3946321184541098	0.28895751116787977	0.2814795754731657	0.3394845937579086	0.2499739831994413	0.2040945817575976	0.23664282999101455	0.26291200491552374	0.18789082076058924	0.18857166593037472	0.14444809648214518	0.0	0.17877774949264874	0.3097893181022353	0.285198594655067	0.2572889919895712	0.2556443554716407	0.26861444542712565	0.28231475508379406	0.44327810699300596	0.29249551732307755	0.21537118697452273	0.2383134922978235	0.25481562083508497	0.26908246688476495	0.5169784239255666	0.29158210141701146	0.3672878322839215	0.24784934620886392	0.4783473456271386	0.4646598056817268	0.3288396601339116	0.38048195529197504	0.3690535108570422	0.3617390748300939	0.4192113785310876	0.3506570462013063	0.35476719193255346	0.3580705000011505	0.38852817220308394	0.3456104657508763	0.371464250756957	0.32904238815666187	0.31950474798507944	0.34870571956954594	0.4548591881809466	0.4504958781736329	0.4072778710322088
f18pp	0.23557277450186714	0.22235009068216466	0.2281272711552488	0.17799935952228138	0.3543589720799336	0.3273176579295217	0.1796411435398685	0.1951371732147959	0.3049033957008359	0.19922878841460592	0.1917508527198919	0.2497558710046348	0.16024526044616746	0.11436585900432375	0.14691410723774073	0.1731832821622499	0.09816209800731542	0.0988429431771009	0.054719373728871375	0.17877774949264874	0.0	0.1992396588923242	0.19546987190179316	0.16756026923629744	0.1659156327183669	0.17888572267385183	0.19258603233052024	0.35354938423973215	0.20276679456980376	0.12564246422124892	0.1485847695445497	0.16508689808181115	0.17935374413149113	0.4272497011722928	0.2018533786637376	0.27755910953064766	0.15812062345559008	0.3886186228738647	0.374931082928453	0.23911093738063774	0.2907532325387012	0.2793247881037683	0.27201035207682	0.32948265577781377	0.2609283234480324	0.26503846917927965	0.26834177724787667	0.2987994494498101	0.25588174299760247	0.2817355280036832	0.23931366540338805	0.2297760252318056	0.25897699681627206	0.3651304654276728	0.3607671554203591	0.317549148278935
s31pp	0.36658434311145377	0.35336165929175123	0.3591388397648354	0.309010928131868	0.4853705406895202	0.45832922653910835	0.3106527121494551	0.32614874182438247	0.43591496431042254	0.3302403570241925	0.32276242132947847	0.3807674396142214	0.29125682905575406	0.24537742761391035	0.2779256758473273	0.3041948507718365	0.229173666616902	0.22985451178668748	0.18573094233845794	0.3097893181022353	0.1992396588923242	0.0	0.32648144051137973	0.29857183784588404	0.29692720132795347	0.3098972912834384	0.3235976009401068	0.48456095284931866	0.33377836317939036	0.2566540328308355	0.27959633815413626	0.2960984666913977	0.3103653127410777	0.5582612697818793	0.33286494727332416	0.4085706781402343	0.2891321920651767	0.5196301914834514	0.5059426515380396	0.37012250599022434	0.42176480114828785	0.4103363567133549	0.40302192068640663	0.4604942243874004	0.39193989205761903	0.3960500377888662	0.39935334585746324	0.4298110180593967	0.38689331160718904	0.41274709661326975	0.3703252340129747	0.3607875938413922	0.3899885654258587	0.49614203403725937	0.4917787240299457	0.4485607168885216
f6ppB	0.32554205782834694	0.3123193740086444	0.3180965544817286	0.26796864284876115	0.44432825540641335	0.4172869412560015	0.2696104268663483	0.28510645654127564	0.3948726790273157	0.2891980717410857	0.28172013604637164	0.33972515433111455	0.25021454377264724	0.20433514233080352	0.23688339056422048	0.2631525654887297	0.18813138133379517	0.18881222650358065	0.15335988339459133	0.285198594655067	0.19546987190179316	0.32648144051137973	0.0	0.2171698422934822	0.22574555335835544	0.23871564331384038	0.282555315657	0.44351866756621183	0.29273607789628353	0.21561174754772866	0.23855405287102943	0.2550561814082909	0.2693230274579709	0.5172189844987725	0.29182266199021734	0.36752839285712746	0.24808990678206985	0.4785879062003445	0.46490036625493275	0.3290802207071175	0.380722515865181	0.36929407143024806	0.3619796354032998	0.41945193910429357	0.3508976067745122	0.3550077525057594	0.3583110605743564	0.38876873277628987	0.3458510263240822	0.3717048113301629	0.32928294872986785	0.31974530855828537	0.34894628014275186	0.45509974875415254	0.4507364387468389	0.4075184316054148
f7pp	0.2976324551628512	0.2844097713431487	0.2901869518162329	0.24005904018326543	0.4164186527409176	0.38937733859050583	0.24170082420085254	0.25719685387577995	0.36696307636182	0.26128846907559	0.25381053338087595	0.3118155516656188	0.2223049411071515	0.17642553966530777	0.20897378789872478	0.23524296282323393	0.16022177866829945	0.16090262383808493	0.12545028072909561	0.2572889919895712	0.16756026923629744	0.29857183784588404	0.2171698422934822	0.0	0.1978359506928597	0.21080604064834463	0.2546457129915043	0.41560906490071614	0.2648264752307878	0.18770214488223294	0.21064445020553374	0.22714657874279517	0.24141342479247516	0.48930938183327677	0.26391305932472164	0.3396187901916317	0.22018030411657413	0.45067830353484883	0.436990763589437	0.3011706180416218	0.3528129131996853	0.34138446876475237	0.3340700327378041	0.3915423364387978	0.3229880041090165	0.32709814984026364	0.33040145790886066	0.3608591301107942	0.31794142365858646	0.3437952086646672	0.3013733460643721	0.2918357058927896	0.32103667747725617	0.4271901460886568	0.42282683608134314	0.37960882893991904
f14ppA	0.2959878186449207	0.28276513482521815	0.2885423152983023	0.2384144036653349	0.4147740162229871	0.38773270207257526	0.24005618768292203	0.2555522173578494	0.36531843984388945	0.25964383255765944	0.2521658968629454	0.3101709151476883	0.22066030458922098	0.17478090314737726	0.20732915138079422	0.23359832630530342	0.15857714215036892	0.1592579873201544	0.1238056442111651	0.2556443554716407	0.1659156327183669	0.29692720132795347	0.22574555335835544	0.1978359506928597	0.0	0.14947730606154183	0.2530010764735737	0.4139644283827856	0.2631818387128573	0.1860575083643024	0.20899981368760318	0.22550194222486464	0.23976878827454462	0.4876647453153462	0.2622684228067911	0.3379741536737012	0.2185356675986436	0.44903366701691827	0.4353461270715065	0.29952598152369125	0.35116827668175477	0.3397398322468218	0.33242539621987355	0.3898976999208673	0.32134336759108595	0.32545351332233313	0.32875682139093015	0.3592144935928636	0.31629678714065596	0.34215057214673666	0.2997287095464416	0.2901910693748591	0.3193920409593256	0.4255455095707263	0.42118219956341263	0.37796419242198853
f23ppA	0.3089579086004056	0.29573522478070313	0.30151240525378725	0.2513844936208198	0.42774410617847203	0.4007027920280602	0.25302627763840696	0.2685223073133344	0.3782885297993744	0.27261392251314437	0.2651359868184303	0.32314100510317323	0.2336303945447059	0.1877509931028622	0.22029924133627915	0.24656841626078835	0.17154723210585385	0.17222807727563932	0.13677573416665	0.26861444542712565	0.17888572267385183	0.3098972912834384	0.23871564331384038	0.21080604064834463	0.14947730606154183	0.0	0.26597116642905866	0.42693451833827056	0.27615192866834215	0.19902759831978734	0.2219699036430881	0.23847203218034957	0.25273887823002955	0.5006348352708312	0.27523851276227607	0.3509442436291861	0.23150575755412853	0.4620037569724032	0.4483162170269914	0.3124960714791762	0.36413836663723964	0.3527099222023068	0.3453954861753585	0.4028677898763522	0.3343134575465709	0.33842360327781806	0.3417269113464151	0.37218458354834855	0.3292668770961409	0.3551206621022216	0.31269879950192647	0.30316115933034404	0.33236213091481054	0.4385155995262112	0.4341522895188975	0.3909342823774734
