	w1pp	w20pp	w27pp	w2pp	w9pp	w8pp	w29pp	w25pp	w24pp	w11pp	w17pp	w23pp	f11pp	w4pp	w28pp	w3pp	w6pp	w16pp	f25pp	f22ppA	f16ppA	f14ppA	w18pp	f26pp	f31pp	f24pp	f12ppA	f12ppB	f20ppA	f17ppB	f1pp	f30pp	w32pp	w12pp	f19pp	f7pp	f10pp	f15pp	f14ppB	f16ppB	f6ppA	31333	31300	S23Hp	w26pp	f9pp	w15pp	w19pp	w10pp	w13pp	w14pp
w17pp	0.07706864947502673	0.09806057102373114	0.10279854959163597	0.10588345109114104	0.08276460975985937	0.10193520824903249	0.052632100429982495	0.06952864114688038	0.06607831612583635	0.04267992849307921	0.0	0.042575171120536694	0.07358428617865954	0.09165481620810824	0.07206067840062717	0.0429336977360215	0.1389900504056556	0.07621719199143695	0.07919405325344478	0.06995233116272719	0.07690472776101287	0.12316423524907216	0.06085547024334827	0.10595162706596188	0.11643141923346613	0.12187982992626482	0.1156591633938842	0.10397769593748761	0.10053079905347581	0.1074896231281103	0.11336561208645336	0.11317302255648483	0.12640861700853911	0.10490008593850365	0.08128448713444175	0.08416212877388221	0.12412041746780583	0.10826414779891418	0.09260974249996495	0.10892236192743841	0.09440485093115492	0.6806496463558412	0.6903905514955255	0.7358297580625873	0.06379424773052127	0.08841136252917982	0.10835956099762956	0.08486821778494359	0.11798759037488483	0.14165664783484844	0.056166077215735744
w23pp	0.10547623126126801	0.12646815280997242	0.13120613137787723	0.1342910328773823	0.11117219154610064	0.13034279003527377	0.08103968221622376	0.09793622293312165	0.09448589791207762	0.07108751027932048	0.042575171120536694	0.0	0.10199186796490081	0.1200623979943495	0.10046826018686844	0.07134127952226278	0.16739763219189685	0.10462477377767823	0.10760163503968605	0.09835991294896845	0.10531230954725414	0.15157181703531342	0.08926305202958953	0.13435920885220315	0.1448390010197074	0.1502874117125061	0.14406674518012547	0.13238527772372888	0.1289383808397171	0.1358972049143516	0.14177319387269463	0.1415806043427261	0.1548161987947804	0.13330766772474492	0.109692068920683	0.11256971056012349	0.1525279992540471	0.13667172958515544	0.12101732428620623	0.13732994371367968	0.1228124327173962	0.7090572281420825	0.7187981332817668	0.7642373398488286	0.09220182951676253	0.11681894431542109	0.1367671427838708	0.11327579957118486	0.1463951721611261	0.1700642296210897	0.08457365900197701
f11pp	0.10726126738259617	0.12825318893130058	0.1329911674992054	0.13607606899871047	0.1129572276674288	0.13212782615660193	0.09593213339728804	0.11282867411418593	0.10937834909314188	0.08597996146038475	0.07358428617865954	0.10199186796490081	0.0	0.08402012440280138	0.08430606574832142	0.07312631564359094	0.16918266831322504	0.10640980989900639	0.1093866711610142	0.10014494907029661	0.1070973456685823	0.1533568531566416	0.0910480881509177	0.1361442449735313	0.14662403714103556	0.15207244783383425	0.14585178130145363	0.13417031384505704	0.13072341696104525	0.13768224103567972	0.1435582299940228	0.14336564046405426	0.15660123491610856	0.13509270384607308	0.11147710504201117	0.11435474668145165	0.15431303537537527	0.1384567657064836	0.1228023604075344	0.13911497983500784	0.12459746883872436	0.7108422642634107	0.720583169403095	0.7660223759701568	0.0939868656380907	0.11860398043674925	0.138552178905199	0.11506083569251302	0.14818020828245426	0.17184926574241788	0.08635869512330517
w4pp	0.12533179741204487	0.14632371896074928	0.15106169752865412	0.1541465990281592	0.13102775769687752	0.15019835618605062	0.11400266342673673	0.13089920414363462	0.12744887912259056	0.10405049148983345	0.09165481620810824	0.1200623979943495	0.08402012440280138	0.0	0.10237659577777011	0.09119684567303964	0.18725319834267373	0.12448033992845509	0.1274572011904629	0.11821547909974531	0.125167875698031	0.1714273831860903	0.1091186181803664	0.15421477500298003	0.16469456717048425	0.17014297786328297	0.16392231133090235	0.15224084387450576	0.14879394699049395	0.15575277106512844	0.16162876002347148	0.16143617049350295	0.17467176494555725	0.15316323387552178	0.1295476350714599	0.13242527671090035	0.17238356540482397	0.15652729573593233	0.1408728904369831	0.15718550986445656	0.14266799886817305	0.7289127942928594	0.7386536994325437	0.7840929059996055	0.1120573956675394	0.13667451046619794	0.1566227089346477	0.13313136572196171	0.16625073831190296	0.18991979577186657	0.10442922515275388
w28pp	0.1057376596045638	0.1267295811532682	0.13146755972117302	0.1345524612206781	0.11143361988939643	0.13060421837856956	0.09440852561925567	0.11130506633615356	0.10785474131510951	0.08445635368235238	0.07206067840062717	0.10046826018686844	0.08430606574832142	0.10237659577777011	0.0	0.07160270786555857	0.16765906053519264	0.10488620212097402	0.10786306338298184	0.09862134129226424	0.10557373789054993	0.1518332453786092	0.08952448037288532	0.13462063719549894	0.14510042936300319	0.15054884005580188	0.14432817352342125	0.13264670606702467	0.12919980918301288	0.13615863325764738	0.14203462221599042	0.14184203268602188	0.15507762713807619	0.1335690960680407	0.1099534972639788	0.11283113890341928	0.15278942759734288	0.13693315792845123	0.12127875262950202	0.13759137205697547	0.12307386106069199	0.7093186564853783	0.7190595616250626	0.7644987681921244	0.09246325786005832	0.11708037265871687	0.1370285711271666	0.11353722791448065	0.1466566005044219	0.17032565796438548	0.0848350873452728
w3pp	0.06270626260710276	0.08369818415580715	0.08843616272371199	0.09152106422321707	0.0684022228919354	0.0875728213811085	0.06528154495465	0.08217808567154788	0.07872776065050385	0.05532937301774671	0.0429336977360215	0.07134127952226278	0.07312631564359094	0.09119684567303964	0.07160270786555857	0.0	0.11090081428933427	0.04812795587511562	0.05110481713712344	0.041863095046405854	0.06254234089308888	0.10880184838114818	0.046493083375424286	0.09158924019803791	0.10206903236554216	0.10751744305834085	0.10129677652596022	0.08961530906956364	0.08616841218555184	0.09312723626018632	0.09900322521852939	0.09881063568856085	0.11204623014061516	0.09053769907057968	0.06692210026651776	0.06979974190595824	0.10975803059988185	0.0939017609309902	0.07824735563204098	0.09455997505951444	0.08004246406323094	0.6662872594879172	0.6760281646276015	0.7214673711946633	0.049431860862597286	0.07404897566125584	0.09399717412970557	0.07050583091701962	0.10362520350696086	0.12729426096692445	0.04180369034781177
w6pp	0.15876261527673685	0.17975453682544124	0.18449251539334607	0.18757741689285115	0.16445857556156948	0.18362917405074258	0.16133789762428408	0.17823443834118197	0.17478411332013793	0.1513857256873808	0.1389900504056556	0.16739763219189685	0.16918266831322504	0.18725319834267373	0.16765906053519264	0.11090081428933427	0.0	0.0976333874906889	0.13426784564707325	0.12502612355635567	0.158598693562723	0.20485820105078228	0.14254943604505838	0.187645592867672	0.19812538503517624	0.20357379572797493	0.1973531291955943	0.18567166173919772	0.18222476485518593	0.1891835889298204	0.19505957788816347	0.19486698835819494	0.20810258281024924	0.18659405174021376	0.16297845293615185	0.16585609457559233	0.20581438326951595	0.18995811360062428	0.17430370830167508	0.19061632772914852	0.17609881673286504	0.7623436121575513	0.7720845172972356	0.8175237238642974	0.14548821353223138	0.17010532833088993	0.19005352679933968	0.1665621835866537	0.19968155617659494	0.22335061363655856	0.13786004301744587
w16pp	0.0959897568625182	0.1169816784112226	0.12171965697912743	0.1248045584786325	0.10168571714735083	0.12085631563652395	0.09856503921006544	0.11546157992696332	0.11201125490591929	0.08861286727316216	0.07621719199143695	0.10462477377767823	0.10640980989900639	0.12448033992845509	0.10488620212097402	0.04812795587511562	0.0976333874906889	0.0	0.07149498723285463	0.06225326514213704	0.09582583514850433	0.14208534263656364	0.07977657763083973	0.12487273445345334	0.1353525266209576	0.14080093731375629	0.13458027078137566	0.12289880332497907	0.11945190644096729	0.12641073051560175	0.13228671947394482	0.1320941299439763	0.1453297243960306	0.12382119332599512	0.1002055945219332	0.10308323616137369	0.1430415248552973	0.12718525518640564	0.11153084988745643	0.12784346931492988	0.11332595831864639	0.6995707537433327	0.709311658883017	0.7547508654500787	0.08271535511801273	0.10733246991667128	0.12728066838512103	0.10378932517243505	0.1369086977623763	0.1605777552223399	0.0750871846032272
f25pp	0.09896661812452603	0.11995853967323042	0.12469651824113526	0.12778141974064033	0.10466257840935866	0.12383317689853177	0.10154190047207326	0.11843844118897115	0.11498811616792712	0.09158972853516997	0.07919405325344478	0.10760163503968605	0.1093866711610142	0.1274572011904629	0.10786306338298184	0.05110481713712344	0.13426784564707325	0.07149498723285463	0.0	0.05141233441696624	0.09880269641051215	0.14506220389857144	0.08275343889284756	0.12784959571546117	0.13832938788296542	0.14377779857576412	0.1375571320433835	0.1258756645869869	0.1224287677029751	0.12938759177760958	0.13526358073595265	0.13507099120598412	0.14830658565803842	0.12679805458800295	0.10318245578394103	0.1060600974233815	0.1460183861173051	0.13016211644841347	0.11450771114946424	0.1308203305769377	0.11630281958065421	0.7025476150053406	0.7122885201450249	0.7577277267120867	0.08569221638002056	0.11030933117867911	0.13025752964712883	0.10676618643444288	0.13988555902438413	0.16355461648434771	0.07806404586523503
f22ppA	0.08972489603380843	0.11071681758251284	0.11545479615041766	0.11853969764992274	0.09542085631864107	0.11459145480781419	0.09230017838135568	0.10919671909825357	0.10574639407720954	0.08234800644445239	0.06995233116272719	0.09835991294896845	0.10014494907029661	0.11821547909974531	0.09862134129226424	0.041863095046405854	0.12502612355635567	0.06225326514213704	0.05141233441696624	0.0	0.08956097431979457	0.13582048180785386	0.07351171680212996	0.11860787362474358	0.12908766579224784	0.1345360764850465	0.12831540995266588	0.11663394249626931	0.11318704561225751	0.120145869686892	0.12602185864523507	0.12582926911526654	0.13906486356732084	0.11755633249728535	0.09394073369322345	0.09681837533266391	0.13677666402658753	0.12092039435769587	0.10526598905874665	0.12157860848622011	0.10706109748993661	0.693305892914623	0.7030467980543073	0.748486004621369	0.07645049428930296	0.10106760908796152	0.12101580755641125	0.09752446434372529	0.13064383693366655	0.15431289439363013	0.06882232377451744
f16ppA	0.07507845067964575	0.11068483312748878	0.1154228116953936	0.11850771319489868	0.09538887186361701	0.11455947035279013	0.09925257497964136	0.11614911569653925	0.11269879067549522	0.08930040304273808	0.07690472776101287	0.10531230954725414	0.1070973456685823	0.125167875698031	0.10557373789054993	0.06254234089308888	0.158598693562723	0.09582583514850433	0.09880269641051215	0.08956097431979457	0.0	0.10631904025908298	0.04401027525335909	0.0891064320759727	0.09958622424347695	0.10503463493627564	0.09881396840389502	0.08713250094749843	0.08368560406348664	0.09064442813812112	0.09652041709646418	0.09632782756649565	0.10956342201854995	0.08805489094851447	0.06443929214445257	0.06731693378389304	0.10727522247781665	0.091418952808925	0.07576454750997579	0.09207716693744923	0.08726994650545669	0.6735147419301429	0.6832556470698272	0.728694853636889	0.05665934330482303	0.08127645810348158	0.1012246565719313	0.07773331335924535	0.1108526859491866	0.13452174340915019	0.05417587842035476
f14ppA	0.12133795816770504	0.15694434061554807	0.16168231918345288	0.16476722068295796	0.1416483793516763	0.16081897784084942	0.14551208246770064	0.16240862318459853	0.1589582981635545	0.13555991053079736	0.12316423524907216	0.15157181703531342	0.1533568531566416	0.1714273831860903	0.1518332453786092	0.10880184838114818	0.20485820105078228	0.14208534263656364	0.14506220389857144	0.13582048180785386	0.10631904025908298	0.0	0.08225160174820437	0.12734775857081798	0.1378275507383222	0.14327596143112092	0.1370552948987403	0.1253738274423437	0.12192693055833191	0.1288857546329664	0.13476174359130946	0.13456915406134093	0.1478047485133952	0.12629621744335973	0.10268061863929784	0.10555826027873833	0.14551654897266192	0.12966027930377028	0.11400587400482105	0.1303184934322945	0.13352945399351596	0.7197742494182022	0.7295151545578865	0.7749543611249483	0.10291885079288232	0.12753596559154087	0.1474841640599906	0.12399282084730465	0.15711219343724586	0.18078125089720948	0.10043538590841405
w18pp	0.05902919316198116	0.09463557560982418	0.099373554177729	0.10245845567723408	0.07933961434595241	0.09851021283512552	0.08320331746197676	0.10009985817887465	0.09664953315783062	0.07325114552507347	0.06085547024334827	0.08926305202958953	0.0910480881509177	0.1091186181803664	0.08952448037288532	0.046493083375424286	0.14254943604505838	0.07977657763083973	0.08275343889284756	0.07351171680212996	0.04401027525335909	0.08225160174820437	0.0	0.05129474868986801	0.06177454085737225	0.06722295155017094	0.06100228501779032	0.04932081756139373	0.04587392067738195	0.05283274475201643	0.05870873371035949	0.05851614418039096	0.07175173863244524	0.05024320756240978	0.033349604369381586	0.03622724600882206	0.07618553470274567	0.060329265033854	0.044674859734904794	0.06098747916237824	0.07122068898779207	0.6574654844124783	0.6672063895521626	0.7126455961192244	0.040610085787158426	0.06522720058581698	0.08517539905426671	0.06168405584158075	0.09480342843152198	0.1184724858914856	0.038126620902690166
f26pp	0.10412534998459477	0.1397317324324378	0.14446971100034262	0.1475546124998477	0.12443577116856602	0.14360636965773915	0.12829947428459038	0.14519601500148827	0.14174568998044423	0.11834730234768709	0.10595162706596188	0.13435920885220315	0.1361442449735313	0.15421477500298003	0.13462063719549894	0.09158924019803791	0.187645592867672	0.12487273445345334	0.12784959571546117	0.11860787362474358	0.0891064320759727	0.12734775857081798	0.05129474868986801	0.0	0.10117029370397826	0.10661870439677695	0.10039803786439633	0.08871657040799974	0.08526967352398795	0.09222849759862245	0.0981044865569655	0.09791189702699697	0.11114749147905126	0.08963896040901578	0.0784457611919952	0.08132340283143567	0.12128169152535928	0.10542542185646761	0.0897710165575184	0.10608363598499185	0.11631684581040569	0.702561641235092	0.7123025463747763	0.7577417529418381	0.08570624260977203	0.11032335740843058	0.13027155587688033	0.10678021266419435	0.1398995852541356	0.1635686427140992	0.08322277772530377
f31pp	0.11460514215209902	0.15021152459994203	0.15494950316784686	0.15803440466735194	0.13491556333607027	0.15408616182524337	0.13877926645209462	0.1556758071689925	0.15222548214794848	0.12882709451519134	0.11643141923346613	0.1448390010197074	0.14662403714103556	0.16469456717048425	0.14510042936300319	0.10206903236554216	0.19812538503517624	0.1353525266209576	0.13832938788296542	0.12908766579224784	0.09958622424347695	0.1378275507383222	0.06177454085737225	0.10117029370397826	0.0	0.09615068096667842	0.0899300144342978	0.0782485469779012	0.07480165009388942	0.08534698475227516	0.0952731586468964	0.09508056911692786	0.11810426278124511	0.09659573171120965	0.08892555335949945	0.09180319499893991	0.1317614836928635	0.11590521402397186	0.10025080872502265	0.1165634281524961	0.12679663797790994	0.7130414334025962	0.7227823385422805	0.7682215451093423	0.09618603477727627	0.12080314957593483	0.14075134804438455	0.1172600048316986	0.15037937742163984	0.17404843488160343	0.09370256989280802
f24pp	0.12005355284489772	0.15565993529274075	0.16039791386064556	0.16348281536015064	0.14036397402886897	0.1595345725180421	0.14422767714489332	0.1611242178617912	0.15767389284074718	0.13427550520799003	0.12187982992626482	0.1502874117125061	0.15207244783383425	0.17014297786328297	0.15054884005580188	0.10751744305834085	0.20357379572797493	0.14080093731375629	0.14377779857576412	0.1345360764850465	0.10503463493627564	0.14327596143112092	0.06722295155017094	0.10661870439677695	0.09615068096667842	0.0	0.07976220881517418	0.08369495766969984	0.08024806078568805	0.09079539544507384	0.10072156933969509	0.10052897980972655	0.1235526734740438	0.10204414240400833	0.09437396405229814	0.0972516056917386	0.13720989438566222	0.12135362471677055	0.10569921941782134	0.12201183884529479	0.13224504867070863	0.718489844095395	0.7282307492350792	0.773669955802141	0.10163444547007497	0.12625156026873352	0.14619975873718327	0.1227084155244973	0.15582778811443854	0.17949684557440215	0.09915098058560672
f12ppA	0.11383288631251709	0.14943926876036012	0.15417724732826493	0.15726214882777	0.13414330749648834	0.15331390598566147	0.1380070106125127	0.15490355132941058	0.15145322630836655	0.1280548386756094	0.1156591633938842	0.14406674518012547	0.14585178130145363	0.16392231133090235	0.14432817352342125	0.10129677652596022	0.1973531291955943	0.13458027078137566	0.1375571320433835	0.12831540995266588	0.09881396840389502	0.1370552948987403	0.06100228501779032	0.10039803786439633	0.0899300144342978	0.07976220881517418	0.0	0.07747429113731921	0.07402739425330743	0.08457472891269323	0.09450090280731446	0.09430831327734593	0.11733200694166318	0.09582347587162772	0.08815329751991752	0.09103093915935798	0.1309892278532816	0.11513295818438993	0.09947855288544072	0.11579117231291416	0.126024382138328	0.7122691775630143	0.7220100827026986	0.7674492892697604	0.09541377893769434	0.1200308937363529	0.13997909220480265	0.11648774899211667	0.1496071215820579	0.17327617904202153	0.09293031405322609
f12ppB	0.1021514188561205	0.13775780130396353	0.14249577987186834	0.14558068137137342	0.12246184004009175	0.14163243852926488	0.1263255431561161	0.143222083873014	0.13977175885196996	0.11637337121921282	0.10397769593748761	0.13238527772372888	0.13417031384505704	0.15224084387450576	0.13264670606702467	0.08961530906956364	0.18567166173919772	0.12289880332497907	0.1258756645869869	0.11663394249626931	0.08713250094749843	0.1253738274423437	0.04932081756139373	0.08871657040799974	0.0782485469779012	0.08369495766969984	0.07747429113731921	0.0	0.043046321994803426	0.07289326145629664	0.08281943535091787	0.08262684582094934	0.10565053948526659	0.08414200841523113	0.07647183006352093	0.07934947170296139	0.119307760396885	0.10345149072799334	0.08779708542904413	0.10410970485651758	0.11434291468193142	0.7005877101066177	0.710328615246302	0.7557678218133638	0.08373231148129776	0.1083494262799563	0.12829762474840606	0.10480628153572008	0.13792565412566132	0.16159471158562494	0.0812488465968295
f20ppA	0.09870452197210872	0.13431090441995172	0.13904888298785656	0.14213378448736164	0.11901494315607997	0.13818554164525307	0.12287864627210432	0.1397751869890022	0.13632486196795818	0.11292647433520103	0.10053079905347581	0.1289383808397171	0.13072341696104525	0.14879394699049395	0.12919980918301288	0.08616841218555184	0.18222476485518593	0.11945190644096729	0.1224287677029751	0.11318704561225751	0.08368560406348664	0.12192693055833191	0.04587392067738195	0.08526967352398795	0.07480165009388942	0.08024806078568805	0.07402739425330743	0.043046321994803426	0.0	0.06944636457228485	0.07937253846690609	0.07917994893693756	0.10220364260125481	0.08069511153121935	0.07302493317950914	0.0759025748189496	0.11586086351287321	0.10000459384398155	0.08435018854503235	0.10066280797250579	0.11089601779791963	0.6971408132226059	0.7068817183622902	0.752320924929352	0.08028541459728597	0.10490252939594452	0.12485072786439426	0.1013593846517083	0.13447875724164954	0.15814781470161315	0.07780194971281772
