	S1Hp	w12pp	f28pp	s28pp	s20pp	S9H1	S20H1	S21H1	s23pp	S23Hp	S19H1	s30pp	f10pp	w31pp	f14ppB	s2pp	s19pp	S18H1	f31pp	f17ppA	S15Hp	F23HpA	f24pp	s24pp	w16pp	s7pp	w13pp	f13pp	S13Hp	f16ppB	F22HpB	s22pp	F14H1B	f9pp	s1pp	s3pp	w3pp	f30pp	f29pp	f11pp	f2pp	f21pp	w10pp	f15pp	S27H1	s27pp	f14ppA	f8pp	f20ppB	w6pp	s8pp	w21pp	f12ppA	w1pp	F7H1
S19H1	0.24639887510521366	0.15424118361402558	0.19374056628246705	0.18214988317487502	0.16725512484077856	0.1395010663506889	0.24334350355811163	0.24018458198752152	0.18815345064530878	0.19211003502376933	0.0	0.18129398185050563	0.1442155530972509	0.17899536175251846	0.18088803230954464	0.18277248294539045	0.19360532278186615	0.2577119087969899	0.15802765732352014	0.18505209321999858	0.2785045616190156	0.26861999373295403	0.14652549718359756	0.14559590224025942	0.1796108367924207	0.18680148771558544	0.17227622163457124	0.2095014698704464	0.2643905128641249	0.23321582891543685	0.2594252560379672	0.1679986101250716	0.27035725278405254	0.14516050226785893	0.20551885273836448	0.20300884563821006	0.17379907288398705	0.20077329555970938	0.17763339028674555	0.20311281003816642	0.17724739626049318	0.18132728459745565	0.17480708364604616	0.19621404548031118	0.2607594559083294	0.16296861977694885	0.179938588598437	0.14449695963817075	0.1854899561561017	0.1603983832970948	0.20462295232505748	0.19651988403008958	0.19030595612150064	0.17941803902329495	0.26860659420431054
s30pp	0.18757279728961915	0.0954151057984311	0.13491448846687254	0.12332380535928053	0.10842904702518408	0.08460187231616836	0.18844430952359112	0.185285387953001	0.15253818342929903	0.1564947678077596	0.18129398185050563	0.0	0.0709628271839293	0.12016928393692398	0.12206195449395016	0.12394640512979596	0.13477924496627167	0.1988858309813954	0.09920157950792566	0.1262260154044041	0.21967848380342112	0.20979391591735955	0.08769941936800307	0.08676982442466492	0.12078475897682622	0.12797540989999096	0.11345014381897674	0.15067539205485192	0.20556443504853042	0.17438975109984237	0.20059917822237272	0.10917253230947713	0.21153117496845805	0.08633442445226444	0.14669277492277	0.14418276782261558	0.11497299506839256	0.1419472177441149	0.11880731247115106	0.14428673222257193	0.1184213184448987	0.12250120678186116	0.11598100583045168	0.1373879676647167	0.20193337809273487	0.10414254196135436	0.12111251078284252	0.08567088182257626	0.12666387834050724	0.10157230548150031	0.145796874509463	0.13769380621449506	0.13147987830590613	0.12059196120770045	0.20978051638871603
f10pp	0.15049436853636444	0.058336677045176366	0.09783605971361782	0.0862453766060258	0.07135061827192936	0.047523443562913645	0.1513658807703364	0.1482069591997463	0.1154597546760443	0.11941633905450487	0.1442155530972509	0.0709628271839293	0.0	0.08309085518366925	0.08498352574069543	0.08686797637654123	0.09770081621301693	0.16180740222814066	0.06212315075467094	0.08914758665114936	0.18260005505016638	0.17271548716410481	0.05062099061474835	0.04969139567141019	0.08370633022357149	0.09089698114673622	0.076371715065722	0.11359696330159719	0.1684860062952757	0.13731132234658763	0.163520749469118	0.0720941035562224	0.17445274621520332	0.04925599569900971	0.10961434616951526	0.10710433906936084	0.07789456631513784	0.10486878899086016	0.08172888371789633	0.1072083034693172	0.08134288969164397	0.08542277802860644	0.07890257707719694	0.10030953891146197	0.16485494933948014	0.06706411320809964	0.08403408202958779	0.04859245306932154	0.0895854495872525	0.06449387672824558	0.10871844575620826	0.10061537746124033	0.09440144955265142	0.08351353245444573	0.1727020876354613
w31pp	0.18130230422829635	0.0891446127371083	0.12864399540554977	0.11705331229795776	0.10450473601138685	0.08230325221818122	0.186145689425604	0.1829867678550139	0.1502395633313119	0.15419614770977244	0.17899536175251846	0.12016928393692398	0.08309085518366925	0.0	0.10492001590913258	0.10680446654497838	0.11763730638145409	0.18174389239657782	0.08205964092310808	0.10908407681958651	0.20253654521860354	0.19265197733254197	0.0705574807831855	0.06962788583984734	0.10364282039200864	0.11083347131517338	0.09630820523415916	0.13353345347003434	0.18842249646371284	0.1572478125150248	0.18345723963755514	0.09203059372465955	0.19438923638364047	0.06919248586744686	0.12955083633795242	0.127040829237798	0.09783105648357499	0.12480527915929732	0.10166537388633348	0.12714479363775436	0.10127937986008112	0.10535926819704358	0.10462827539983385	0.12603523723409887	0.19058064766211705	0.09278981153073654	0.1097597803522247	0.07431815139195844	0.1153111479098894	0.09021957505088249	0.13444414407884517	0.1314233131531723	0.12520938524458336	0.11432146814637767	0.20351002332739326
f14ppB	0.18319497478532254	0.09103728329413449	0.13053666596257596	0.11894598285498392	0.10639740656841301	0.08419592277520739	0.18803835998263016	0.18487943841204005	0.15213223388833805	0.1560888182667986	0.18088803230954464	0.12206195449395016	0.08498352574069543	0.10492001590913258	0.0	0.08368215541315453	0.09451499524963024	0.18280311401632934	0.0831188625428596	0.11014329843933801	0.20359576683835506	0.1937111989522935	0.07161670240293701	0.07068710745959886	0.10470204201176014	0.11189269293492489	0.09736742685391067	0.13459267508978584	0.18948171808346437	0.1583070341347763	0.18451646125730667	0.09308981534441105	0.195448458003392	0.07025170748719838	0.13061005795770395	0.12810005085754952	0.09889027810332651	0.12586450077904884	0.10272459550608498	0.12820401525750588	0.10233860147983262	0.10641848981679511	0.10652094595686001	0.12792790779112506	0.19247331821914324	0.09468248208776273	0.11165245090925086	0.07621082194898463	0.11720381846691558	0.09211224560790866	0.13633681463587136	0.13331598371019845	0.12710205580160955	0.11621413870340384	0.20540269388441942
s2pp	0.18507942542116834	0.0929217339299803	0.13242111659842176	0.12083043349082973	0.10828185720425881	0.0860803734110532	0.18992281061847596	0.18676388904788585	0.15401668452418385	0.1579732689026444	0.18277248294539045	0.12394640512979596	0.08686797637654123	0.10680446654497838	0.08368215541315453	0.0	0.09639744588447598	0.18468756465217515	0.08500331317870541	0.11202774907518381	0.20548021747420087	0.1955956495881393	0.07350115303878281	0.07257155809544466	0.10658649264760595	0.11377714357077069	0.09925187748975647	0.13647712572563164	0.19136616871931017	0.1601914847706221	0.18640091189315247	0.09497426598025685	0.1973329086392378	0.07213615812304418	0.13249450859354975	0.12998450149339533	0.10077472873917231	0.12774895141489465	0.10460904614193078	0.13008846589335168	0.10422305211567842	0.10830294045264091	0.10840539659270582	0.12981235842697086	0.19435776885498904	0.09656693272360853	0.11353690154509666	0.07809527258483043	0.11908826910276138	0.09399669624375447	0.13822126527171716	0.13520043434604426	0.12898650643745535	0.11809858933924965	0.20728714452026523
s19pp	0.19591226525764405	0.103754573766456	0.14325395643489747	0.13166327332730543	0.11911469704073452	0.0969132132475289	0.20075565045495167	0.19759672888436156	0.16484952436065956	0.1688061087391201	0.19360532278186615	0.13477924496627167	0.09770081621301693	0.11763730638145409	0.09451499524963024	0.09639744588447598	0.0	0.19552040448865082	0.0958361530151811	0.12286058891165952	0.21631305731067657	0.206428489424615	0.0843339928752585	0.08340439793192035	0.11741933248408165	0.12460998340724638	0.11008471732623218	0.14730996556210735	0.20219900855578588	0.1710243246070978	0.19723375172962815	0.10580710581673256	0.2081657484757135	0.08296899795951987	0.14332734843002543	0.140817341329871	0.111607568575648	0.13858179125137032	0.11544188597840649	0.14092130572982736	0.11505589195215413	0.1191357802891166	0.11923823642918152	0.14064519826344657	0.20519060869146472	0.10739977256008422	0.12436974138157236	0.08892811242130612	0.12992110893923708	0.10482953608023016	0.14905410510819284	0.14603327418251996	0.13981934627393106	0.12893142917572536	0.21811998435674093
S18H1	0.2600188512727678	0.1678611597815797	0.20736054245002117	0.19576985934242916	0.18322128305585825	0.16101979926265264	0.2648622364700754	0.2617033148994853	0.22895611037578328	0.23291269475424387	0.2577119087969899	0.1988858309813954	0.16180740222814066	0.18174389239657782	0.18280311401632934	0.18468756465217515	0.19552040448865082	0.0	0.15532135773368286	0.18234579363016126	0.27579826202917834	0.2659136941431167	0.14381919759376027	0.1428896026504221	0.1769045372025834	0.18409518812574815	0.16956992204473392	0.2067951702806091	0.2616842132742876	0.23050952932559954	0.2567189564481299	0.1652923105352343	0.2676509531942153	0.14245620267902168	0.20281455314952723	0.2003045460493728	0.1710947732951498	0.19806899597087213	0.1749290906979083	0.20040851044932917	0.17454309667165593	0.1786229850086184	0.18334482244430528	0.2047517842785703	0.26929719470658847	0.17150635857520796	0.18847632739669612	0.15303469843642986	0.1940276949543608	0.1689361220953539	0.2131606911233166	0.2101398601976437	0.20392593228905476	0.19303801519084907	0.28222657037186466
f31pp	0.16033459979929804	0.06817690830810999	0.10767629097655146	0.09608560786895944	0.08353703158238852	0.061335547789182904	0.16517798499660566	0.16201906342601555	0.12927185890231355	0.13322844328077413	0.15802765732352014	0.09920157950792566	0.06212315075467094	0.08205964092310808	0.0831188625428596	0.08500331317870541	0.0958361530151811	0.15532135773368286	0.0	0.061883358806236494	0.15533582720525355	0.14545125931919198	0.02773622541399131	0.026806630470653157	0.06703535493104332	0.08031759720133291	0.06579233112031868	0.10301757935619386	0.1579066223498724	0.1267319384011843	0.15294136552371468	0.06151471961081907	0.16387336226980004	0.04277195120555194	0.1031303016760575	0.10062029457590307	0.07141052182168008	0.0983847444974024	0.07524483922443856	0.10072425897585943	0.0748588451981862	0.07893873353514867	0.08366057097083553	0.10506753280510056	0.16961294323311873	0.07182210710173823	0.08879207592322637	0.053350446962960124	0.09434344348089108	0.06925187062188418	0.11347643964984686	0.11045560872417395	0.10424168081558505	0.09335376371737936	0.18254231889839495
f17ppA	0.18735903569577647	0.09520134420458842	0.13470072687302986	0.12311004376543785	0.11056146747886694	0.08835998368566132	0.1922024208930841	0.18904349932249398	0.15629629479879198	0.16025287917725256	0.18505209321999858	0.1262260154044041	0.08914758665114936	0.10908407681958651	0.11014329843933801	0.11202774907518381	0.12286058891165952	0.18234579363016126	0.061883358806236494	0.0	0.1693239555543118	0.1635874846654949	0.05476066131046973	0.05383106636713157	0.09405979082752174	0.10734203309781132	0.09281676701679711	0.13004201525267228	0.1849310582463508	0.1537563742976627	0.1799658014201931	0.08853915550729749	0.19089779816627844	0.06979638710203036	0.13015473757253593	0.1276447304723815	0.0984349577181585	0.12540918039388083	0.10226927512091698	0.12774869487233786	0.10188328109466462	0.10596316943162709	0.11068500686731395	0.13209196870157897	0.19663737912959717	0.09884654299821664	0.11581651181970479	0.08037488285943854	0.12136787937736951	0.09627630651836258	0.1405008755463253	0.1374800446206524	0.13126611671206345	0.12037819961385778	0.20956675479487336
S15Hp	0.2808115040947935	0.18865381260360542	0.2281531952720469	0.21656251216445488	0.20401393587788397	0.18181245208467836	0.28565488929210114	0.282495967721511	0.249748763197809	0.25370534757626956	0.2785045616190156	0.21967848380342112	0.18260005505016638	0.20253654521860354	0.20359576683835506	0.20548021747420087	0.21631305731067657	0.27579826202917834	0.15533582720525355	0.1693239555543118	0.0	0.25703995306451194	0.1482131297094868	0.14728353476614864	0.1875122592265388	0.20079450149682837	0.18626923541581417	0.22349448365168934	0.27838352664536786	0.24720884269667975	0.27341826981921014	0.18199162390631454	0.2843502665652955	0.1632488555010474	0.22360720597155295	0.22109719887139853	0.19188742611717552	0.21886164879289785	0.19572174351993402	0.2212011632713549	0.19533574949368165	0.19941563783064412	0.20413747526633097	0.22554443710059602	0.2900898475286142	0.19229901139723368	0.2092689802187218	0.17382735125845558	0.21482034777638653	0.18972877491737963	0.2339533439453423	0.23093251301966938	0.22471858511108048	0.21383066801287479	0.3030192231938904
F23HpA	0.2709269362087319	0.17876924471754385	0.21826862738598532	0.2066779442783933	0.1941293679918224	0.1719278841986168	0.2757703214060395	0.27261139983544946	0.23986419531174744	0.243820779690208	0.26861999373295403	0.20979391591735955	0.17271548716410481	0.19265197733254197	0.1937111989522935	0.1955956495881393	0.206428489424615	0.2659136941431167	0.14545125931919198	0.1635874846654949	0.25703995306451194	0.0	0.13832856182342523	0.13739896688008707	0.17762769134047723	0.1909099336107668	0.1763846675297526	0.21360991576562777	0.2684989587593063	0.23732427481061819	0.2635337019331486	0.17210705602025297	0.2744656986792339	0.15336428761498583	0.21372263808549138	0.21121263098533696	0.18200285823111395	0.20897708090683628	0.18583717563387245	0.21131659538529332	0.18545118160762009	0.18953106994458255	0.1942529073802694	0.21565986921453445	0.2802052796425526	0.18241444351117211	0.19938441233266024	0.163942783372394	0.20493577989032497	0.17984420703131807	0.22406877605928074	0.22104794513360781	0.2148340172250189	0.20394610012681322	0.2931346553078288
f24pp	0.14883243965937548	0.056674748168187405	0.09617413083662886	0.08458344772903684	0.07203487144246594	0.04983338764926031	0.15367582485668307	0.15051690328609296	0.11776969876239096	0.12172628314085153	0.14652549718359756	0.08769941936800307	0.05062099061474835	0.0705574807831855	0.07161670240293701	0.07350115303878281	0.0843339928752585	0.14381919759376027	0.02773622541399131	0.05476066131046973	0.1482131297094868	0.13832856182342523	0.0	0.008777888946168676	0.055533194791120725	0.06881543706141031	0.054290170980396096	0.09151541921627127	0.1464044622099498	0.11522977826126171	0.1414392053837921	0.05001255947089648	0.15237120212987743	0.03126979106562935	0.09162814153613491	0.08911813443598049	0.05990836168175748	0.08688258435747981	0.06374267908451596	0.08922209883593685	0.0633566850582636	0.06743657339522607	0.07215841083091294	0.09356537266517798	0.15811078309319615	0.06031994696181564	0.07728991578330378	0.04184828682303754	0.08284128334096849	0.05774971048196158	0.10197427950992427	0.09895344858425137	0.09273952067566246	0.08185160357745677	0.17104015875847234
s24pp	0.14790284471603732	0.05574515322484925	0.09524453589329071	0.08365385278569869	0.07110527649912779	0.048903792705922156	0.1527462299133449	0.1495873083427548	0.11684010381905281	0.12079668819751338	0.14559590224025942	0.08676982442466492	0.04969139567141019	0.06962788583984734	0.07068710745959886	0.07257155809544466	0.08340439793192035	0.1428896026504221	0.026806630470653157	0.05383106636713157	0.14728353476614864	0.13739896688008707	0.008777888946168676	0.0	0.05460359984778257	0.06788584211807216	0.05336057603705795	0.09058582427293312	0.14547486726661166	0.11430018331792355	0.14050961044045396	0.04908296452755832	0.1514416071865393	0.030340196122291194	0.09069854659279676	0.08818853949264234	0.05897876673841933	0.08595298941414166	0.06281308414117781	0.0882925038925987	0.06242709011492545	0.06650697845188792	0.07122881588757479	0.09263577772183981	0.157181188149858	0.059390352018477484	0.07636032083996563	0.04091869187969938	0.08191168839763034	0.05682011553862343	0.10104468456658611	0.09802385364091322	0.0918099257323243	0.08092200863411861	0.17011056381513417
w16pp	0.1819177792681986	0.08976008777701054	0.129259470445452	0.11766878733785999	0.10512021105128908	0.08291872725808346	0.18676116446550622	0.1836022428949161	0.1508550383712141	0.15481162274967467	0.1796108367924207	0.12078475897682622	0.08370633022357149	0.10364282039200864	0.10470204201176014	0.10658649264760595	0.11741933248408165	0.1769045372025834	0.06703535493104332	0.09405979082752174	0.1875122592265388	0.17762769134047723	0.055533194791120725	0.05460359984778257	0.0	0.10190077667023345	0.08737551058921925	0.12460075882509442	0.17948980181877294	0.14831511787008483	0.17452454499261524	0.08309789907971962	0.18545654173870058	0.06435513067445249	0.12471348114495806	0.12220347404480364	0.09299370129058063	0.11996792396630296	0.09682801869333911	0.12230743844476	0.09644202466708675	0.10052191300404922	0.10524375043973608	0.1266507122740011	0.1911961227020193	0.09340528657063878	0.11037525539212692	0.07493362643186068	0.11592662294979164	0.09083505009078471	0.13505961911874742	0.13203878819307452	0.12582486028448558	0.11493694318627991	0.2041254983672955
s7pp	0.18910843019136334	0.09695073870017529	0.13645012136861673	0.12485943826102472	0.11231086197445381	0.09010937818124819	0.19395181538867096	0.19079289381808084	0.15804568929437884	0.16200227367283943	0.18680148771558544	0.12797540989999096	0.09089698114673622	0.11083347131517338	0.11189269293492489	0.11377714357077069	0.12460998340724638	0.18409518812574815	0.08031759720133291	0.10734203309781132	0.20079450149682837	0.1909099336107668	0.06881543706141031	0.06788584211807216	0.10190077667023345	0.0	0.08091853130784633	0.1181437795437215	0.17303282253740007	0.14703412398471563	0.17582192028046875	0.0843972743685732	0.18675591702755417	0.07154578159761724	0.1319041320681228	0.12939412496796837	0.10018435221374536	0.1271585748894677	0.10401866961650386	0.12949808936792473	0.1036326755902515	0.10771256392721396	0.11243440136290081	0.13384136319716586	0.19838677362518403	0.10059593749380352	0.11756590631529165	0.08212427735502542	0.12311727387295637	0.09802570101394946	0.14225027004191215	0.13922943911623925	0.13301551120765032	0.12212759410944464	0.21131614929046022
w13pp	0.17458316411034913	0.08242547261916106	0.12192485528760252	0.11033417218001051	0.0977855958934396	0.07558411210023397	0.17942654930765672	0.1762676277370666	0.1435204232133646	0.1474770075918252	0.17227622163457124	0.11345014381897674	0.076371715065722	0.09630820523415916	0.09736742685391067	0.09925187748975647	0.11008471732623218	0.16956992204473392	0.06579233112031868	0.09281676701679711	0.18626923541581417	0.1763846675297526	0.054290170980396096	0.05336057603705795	0.08737551058921925	0.08091853130784633	0.0	0.08340385298205528	0.13829289597573385	0.1325088579037014	0.16129665419945455	0.06987200828755899	0.17223065094653994	0.05702051551660301	0.11737886598710857	0.11486885888695415	0.08565908613273115	0.11263330880845347	0.08949340353548962	0.11497282328691051	0.08910740950923726	0.09318729784619975	0.0979091352818866	0.11931609711615163	0.1838615075441698	0.08607067141278929	0.10304064023427745	0.06759901127401119	0.10859200779194216	0.08350043493293524	0.12772500396089792	0.12470417303522503	0.11849024512663611	0.10760232802843042	0.196790883209446
