	f12ppB	f3pp	f14ppB	f23ppB	f22ppB	f21pp	f7pp	f12ppA	f32pp	f20ppA	f20ppB	f15pp	f11pp	f14ppA	w19pp	w32pp	w21pp	f13pp	w1pp	f24pp	f29pp	w9pp	f16ppA	530444	31600	530074	31333	S14Hp	f25pp	f16ppB	f10pp	f28pp	w18pp	w3pp	w23pp	w13pp	w16pp	w17pp	f19pp	w8pp	w12pp	f17ppB	w20pp	w25pp	w15pp	w14pp	w27pp	f17ppA	f26pp	w4pp	f30pp	f23ppA	f18pp	f4pp	f31pp	f8pp	f2pp	f1pp
f13pp	0.16041285617051199	0.15471782953850433	0.15446120346064016	0.18883741302239193	0.1939458103141954	0.10860617916151	0.10308151337998081	0.1372185214049321	0.1274267441036473	0.14781857610249488	0.10459697764478172	0.11822883766968481	0.0891049226032806	0.05573219271919947	0.026593720626309533	0.06937871563040299	0.10022551455811983	0.0	0.07949599741022217	0.09918994725930799	0.06157730892765597	0.06917415970372491	0.1846938935491662	0.682256628990167	0.9663258980333422	0.9163064198450426	0.9530085958383832	0.8812537122997833	0.12087774974974143	0.08475638353617077	0.1687224940276283	0.12656131640221546	0.13123594901099694	0.09274053474287161	0.1981707718692673	0.09792422213352792	0.13512539843970672	0.09308197787675365	0.21290705452716058	0.15886485713049292	0.17145310922603985	0.16230537975893355	0.12512737679206792	0.198570242981773	0.11525606001598884	0.10107626347982186	0.11799280027920048	0.08630229260712745	0.14919314218890323	0.13402963438946724	0.19973039981265656	0.20447603236009004	0.1517778172089543	0.15755504662944964	0.1878290373086512	0.1785721327375215	0.1950897309852253	0.167750385795495
w1pp	0.18218476228830446	0.17648973565629683	0.17623310957843263	0.2106093191401844	0.2157177164319879	0.13037808527930247	0.12485341949777329	0.15899042752272458	0.14919865022143974	0.16959048222028733	0.1263688837625742	0.1400007437874773	0.11087682872107307	0.07750409883699194	0.06198212170159429	0.1179079745245768	0.1487567734532937	0.07949599741022217	0.0	0.10573988930682915	0.0681292509761772	0.09094606582151737	0.20646579966695866	0.7040285351079595	0.9880978041511347	0.938078325962835	0.9747805019561756	0.9030256184175758	0.1426496558675339	0.10652828965396324	0.19049440014542074	0.14833322252000794	0.15300785512878942	0.11451244086066407	0.21994267798705974	0.1196961282513204	0.15689730455749917	0.11485388399454613	0.23467896064495303	0.1806367632482854	0.1932250153438323	0.184077285876726	0.1468992829098604	0.22034214909956545	0.13702796613378132	0.12284816959761433	0.13976470639699295	0.10807419872491993	0.17096504830669573	0.15580154050725975	0.22150230593044903	0.22624793847788252	0.17354972332674679	0.1793269527472421	0.20960094342644367	0.200344038855314	0.21686163710301778	0.18952229191328748
f24pp	0.20187871213739028	0.19618368550538262	0.19592705942751845	0.23030326898927023	0.23541166628107368	0.1500720351283883	0.14454736934685908	0.17868437737181037	0.16889260007052553	0.18928443206937312	0.14606283361166	0.15969469363656308	0.13057077857015886	0.09719804868607773	0.0816760715506801	0.1376019243736626	0.1684507233023795	0.09918994725930799	0.10573988930682915	0.0	0.08782320082526301	0.11064001567060318	0.22615974951604445	0.7237224849570453	1.0077917540002206	0.9577722758119208	0.9944744518052614	0.9227195682666616	0.1623436057166197	0.12622223950304903	0.21018834999450653	0.16802717236909376	0.1727018049778752	0.13420639070974988	0.23963662783614553	0.13939007810040618	0.17659125440658496	0.13454783384363192	0.2543729104940388	0.20033071309737122	0.21291896519291809	0.2037712357258118	0.1665932327589462	0.24003609894865124	0.1567219159828671	0.14254211944670014	0.15945865624607874	0.12776814857400573	0.19065899815578152	0.17549549035634554	0.24119625577953485	0.24594188832696834	0.1932436731758326	0.19902090259632793	0.2292948932755295	0.2200379887043998	0.2365555869521036	0.2092162417623733
f29pp	0.16426607380573824	0.1585710471737306	0.1583144210958664	0.19269063065761818	0.19779902794942167	0.11245939679673626	0.10693473101520708	0.14107173904015835	0.13127996173887355	0.15167179373772113	0.10845019528000799	0.12208205530491108	0.09295814023850688	0.05958541035442574	0.04406343321902808	0.09998928604201059	0.1308380849707275	0.06157730892765597	0.0681292509761772	0.08782320082526301	0.0	0.07302737733895118	0.18854711118439246	0.6861098466253933	0.9701791156685685	0.9201596374802689	0.9568618134736094	0.8851069299350096	0.1247309673849677	0.08860960117139703	0.17257571166285454	0.13041453403744174	0.1350891666462232	0.09659375237809786	0.20202398950449355	0.10177743976875417	0.13897861607493298	0.09693519551197992	0.21676027216238683	0.1627180747657192	0.1753063268612661	0.1661585973941598	0.12898059442729418	0.20242346061699926	0.1191092776512151	0.10492948111504813	0.12184601791442673	0.09015551024235371	0.1530463598241295	0.13788285202469353	0.20358361744788284	0.20832924999531632	0.1556310348441806	0.1614082642646759	0.19168225494387747	0.18242535037274776	0.19894294862045156	0.17160360343072126
w9pp	0.16042765666450193	0.15473263003249427	0.1544760039546301	0.18885221351638187	0.19396061080818536	0.10862097965549995	0.10309631387397077	0.13723332189892207	0.12744154459763724	0.14783337659648482	0.10461177813877168	0.11824363816367477	0.08911972309727056	0.055746993213189426	0.05166028399509702	0.10758613681807952	0.13843493574679644	0.06917415970372491	0.09094606582151737	0.11064001567060318	0.07302737733895118	0.0	0.18470869404315615	0.682271429484157	0.9663406985273322	0.9163212203390325	0.9530233963323731	0.8812685127937733	0.12089255024373138	0.08477118403016073	0.16873729452161823	0.12657611689620543	0.13125074950498689	0.09275533523686155	0.19818557236325723	0.09793902262751787	0.13514019893369666	0.09309677837074362	0.21292185502115052	0.1588796576244829	0.1714679097200298	0.1623201802529235	0.12514217728605787	0.19858504347576295	0.1152708605099788	0.10109106397381182	0.11800760077319043	0.0863170931011174	0.1492079426828932	0.13404443488345721	0.1997452003066465	0.20449083285407998	0.15179261770294428	0.15756984712343958	0.18784383780264113	0.17858693323151145	0.19510453147921525	0.16776518628948495
f16ppA	0.26933995783369147	0.2636449312016838	0.26338830512381967	0.2977645146855714	0.30287291197737487	0.21753328082468948	0.21200861504316026	0.24614562306811155	0.23635384576682672	0.25674567776567436	0.2135240793079612	0.22715593933286427	0.19803202426646008	0.16465929438237892	0.16718001784053832	0.2231058706635208	0.2539546695922377	0.1846938935491662	0.20646579966695866	0.22615974951604445	0.18854711118439246	0.18470869404315615	0.0	0.6547283893498447	0.9387976583930199	0.8887781802047202	0.9254803561980608	0.853725472659461	0.1354169095402534	0.15828893845589712	0.2422550489473546	0.2000938713219418	0.22025568844852414	0.1817602741803988	0.2871905113067945	0.1869439615710551	0.2241451378772339	0.18210171731428085	0.30192679396468775	0.24788459656802014	0.260472848663567	0.2513251191964607	0.21414711622959512	0.28758998241930017	0.20427579945351604	0.19009600291734907	0.20701253971672767	0.19522939427030692	0.2581202438520827	0.24295673605264673	0.30865750147583604	0.3134031340232695	0.2607049188721338	0.2664821482926291	0.2967561389718307	0.28749923440070096	0.30401683264840473	0.27667748745867443
530444	0.7669026932746923	0.7612076666426846	0.7609510405648204	0.7953272501265722	0.8004356474183758	0.7150960162656903	0.7095713504841612	0.7437083585091124	0.7339165812078275	0.7543084132066751	0.711086814748962	0.7247186747738651	0.6955947597074609	0.6622220298233797	0.6647427532815391	0.7206686061045217	0.7515174050332385	0.682256628990167	0.7040285351079595	0.7237224849570453	0.6861098466253933	0.682271429484157	0.6547283893498447	0.0	0.3406432896028085	0.2906238114145088	0.32732598740784935	0.2555711038692495	0.6329796449812543	0.6558516738968979	0.7398177843883554	0.6976566067629426	0.717818423889525	0.6793230096213996	0.7847532467477953	0.6845066970120559	0.7217078733182347	0.6796644527552816	0.7994895294056885	0.7454473320090209	0.7580355841045678	0.7488878546374615	0.711709851670596	0.785152717860301	0.7018385348945169	0.6876587383583499	0.7045752751577286	0.6927921297113077	0.7556829792930835	0.7405194714936475	0.8062202369168369	0.8109658694642704	0.7582676543131347	0.76404488373363	0.7943188744128316	0.7850619698417018	0.8015795680894056	0.7742402228996753
31600	1.0509719623178675	1.04527693568586	1.0450203096079957	1.0793965191697474	1.084504916461551	0.9991652853088655	0.9936406195273364	1.0277776275522876	1.0179858502510029	1.0383776822498503	0.9951560837921372	1.0087879438170402	0.9796640287506361	0.9462912988665549	0.9488120223247143	1.0047378751476967	1.0355866740764137	0.9663258980333422	0.9880978041511347	1.0077917540002206	0.9701791156685685	0.9663406985273322	0.9387976583930199	0.3406432896028085	0.0	0.14039688736750733	0.17709906336084785	0.22776228044143515	0.9170489140244295	0.9399209429400731	1.0238870534315307	0.9817258758061178	1.0018876929327	0.9633922786645748	1.0688225157909705	0.9685759660552311	1.00577714236141	0.9637337217984568	1.0835587984488637	1.0295166010521961	1.042104853147743	1.0329571236806367	0.9957791207137712	1.0692219869034763	0.9859078039376921	0.9717280074015251	0.9886445442009038	0.9768613987544829	1.0397522483362587	1.0245887405368228	1.0902895059600122	1.0950351385074455	1.0423369233563098	1.0481141527768052	1.0783881434560068	1.069131238884877	1.085648837132581	1.0583094919428506
530074	1.0009524841295678	0.9952574574975601	0.995000831419696	1.0293770409814478	1.0344854382732513	0.9491458071205658	0.9436211413390367	0.977758149363988	0.9679663720627031	0.9883582040615506	0.9451366056038375	0.9587684656287406	0.9296445505623364	0.8962718206782553	0.8987925441364146	0.9547183969593972	0.985567195888114	0.9163064198450426	0.938078325962835	0.9577722758119208	0.9201596374802689	0.9163212203390325	0.8887781802047202	0.2906238114145088	0.14039688736750733	0.0	0.08659185104668843	0.1777428022531355	0.8670294358361298	0.8899014647517735	0.973867575243231	0.9317063976178181	0.9518682147444005	0.9133728004762751	1.0188030376026709	0.9185564878669314	0.9557576641731103	0.9137142436101572	1.033539320260564	0.9794971228638965	0.9920853749594434	0.9829376454923371	0.9457596425254715	1.0192025087151766	0.9358883257493924	0.9217085292132254	0.9386250660126041	0.9268419205661832	0.989732770147959	0.974569262348523	1.0402700277717125	1.0450156603191458	0.9923174451680102	0.9980946745885055	1.028368665267707	1.0191117606965774	1.035629358944281	1.0082900137545507
31333	1.0376546601229084	1.0319596334909007	1.0317030074130367	1.0660792169747884	1.071187614266592	0.9858479831139064	0.9803233173323773	1.0144603253573286	1.0046685480560438	1.0250603800548912	0.9818387815971781	0.9954706416220812	0.966346726555677	0.9329739966715959	0.9354947201297552	0.9914205729527378	1.0222693718814546	0.9530085958383832	0.9747805019561756	0.9944744518052614	0.9568618134736094	0.9530233963323731	0.9254803561980608	0.32732598740784935	0.17709906336084785	0.08659185104668843	0.0	0.21444497824647601	0.9037316118294704	0.926603640745114	1.0105697512365717	0.9684085736111587	0.9885703907377411	0.9500749764696157	1.0555052135960115	0.955258663860272	0.9924598401664508	0.9504164196034978	1.0702414962539046	1.016199298857237	1.028787550952784	1.0196398214856777	0.9824618185188121	1.0559046847085172	0.972590501742733	0.958410705206566	0.9753272420059447	0.9635440965595238	1.0264349461412996	1.0112714383418637	1.076972203765053	1.0817178363124864	1.0290196211613507	1.0347968505818461	1.0650708412610477	1.055813936689918	1.072331534937622	1.0449921897478915
S14Hp	0.9658997765843085	0.9602047499523008	0.9599481238744366	0.9943243334361884	0.999432730727992	0.9140930995753065	0.9085684337937774	0.9427054418187286	0.9329136645174438	0.9533054965162915	0.9100838980585783	0.9237157580834814	0.8945918430170772	0.861219113132996	0.8637398365911554	0.919665689414138	0.9505144883428548	0.8812537122997833	0.9030256184175758	0.9227195682666616	0.8851069299350096	0.8812685127937733	0.853725472659461	0.2555711038692495	0.22776228044143515	0.1777428022531355	0.21444497824647601	0.0	0.8319767282908705	0.8548487572065142	0.9388148676979717	0.8966536900725589	0.9168155071991413	0.8783200929310159	0.9837503300574116	0.8835037803216722	0.920704956627851	0.8786615360648979	0.9984866127153049	0.9444444153186372	0.9570326674141841	0.9478849379470778	0.9107069349802123	0.9841498011699172	0.9008356182041332	0.8866558216679662	0.9035723584673447	0.891789213020924	0.9546800626026998	0.9395165548032638	1.0052173202264532	1.0099629527738865	0.9572647376227509	0.9630419670432462	0.9933159577224477	0.984059053151318	1.0005766513990217	0.9732373062092915
f25pp	0.20552381403426667	0.199828787402259	0.19957216132439484	0.23394837088614662	0.23905676817795007	0.15371713702526468	0.1481924712437355	0.18232947926868678	0.17253770196740198	0.19292953396624954	0.1497079355085364	0.16333979553343947	0.13421588046703528	0.10084315058295414	0.10336387404111354	0.15928972686409604	0.19013852579281293	0.12087774974974143	0.1426496558675339	0.1623436057166197	0.1247309673849677	0.12089255024373138	0.1354169095402534	0.6329796449812543	0.9170489140244295	0.8670294358361298	0.9037316118294704	0.8319767282908705	0.0	0.09447279465647235	0.17843890514792987	0.13627772752251704	0.15643954464909937	0.11794413038097404	0.22337436750736972	0.12312781777163036	0.16032899407780915	0.11828557351485611	0.238110650165263	0.18406845276859538	0.19665670486414227	0.18750897539703598	0.15033097243017035	0.22377383861987543	0.1404596556540913	0.1262798591179243	0.14319639591730293	0.13141325047088212	0.1943041000526579	0.17914059225322193	0.24484135767641124	0.24958699022384473	0.196888775072709	0.20266600449320432	0.23293999517240588	0.2236830906012762	0.24020068884898	0.2128613436592497
f16ppB	0.169402447820696	0.16370742118868836	0.16345079511082417	0.19782700467257594	0.20293540196437942	0.11759577081169402	0.11207110503016483	0.1462081130551161	0.1364163357538313	0.1568081677526789	0.11358656929496574	0.12721842931986882	0.09809451425346463	0.06472178436938349	0.06724250782754287	0.12316836065052539	0.15401715957924228	0.08475638353617077	0.10652828965396324	0.12622223950304903	0.08860960117139703	0.08477118403016073	0.15828893845589712	0.6558516738968979	0.9399209429400731	0.8899014647517735	0.926603640745114	0.8548487572065142	0.09447279465647235	0.0	0.11777287263409951	0.0756116950086867	0.12031817843552872	0.08182276416740339	0.18725300129379907	0.0870064515580597	0.1242076278642385	0.08216420730128544	0.20198928395169233	0.14794708655502473	0.1605353386505716	0.15138760918346533	0.1142096062165997	0.18765247240630475	0.10433828944052062	0.09015849290435365	0.10707502970373226	0.09529188425731147	0.15818273383908726	0.14301922603965128	0.2087199914628406	0.21346562401027408	0.16076740885913834	0.16654463827963364	0.19681862895883523	0.18756172438770552	0.20407932263540932	0.17673997744567901
f10pp	0.25336855831215355	0.2476735316801459	0.24741690560228172	0.2817931151640335	0.28690151245583695	0.20156188130315156	0.19603721552162234	0.23017422354657363	0.2203824462452888	0.2407742782441364	0.19755267978642327	0.21118453981132634	0.18206062474492216	0.148687894860841	0.1512086183190004	0.20713447114198288	0.2379832700706998	0.1687224940276283	0.19049440014542074	0.21018834999450653	0.17257571166285454	0.16873729452161823	0.2422550489473546	0.7398177843883554	1.0238870534315307	0.973867575243231	1.0105697512365717	0.9388148676979717	0.17843890514792987	0.11777287263409951	0.0	0.13054429432253498	0.20428428892698625	0.1657888746588609	0.2712191117852566	0.17097256204951722	0.20817373835569603	0.16613031779274295	0.2859553944431499	0.23191319704648222	0.24450144914202912	0.23535371967492286	0.19817571670805723	0.2716185828977623	0.18830439993197814	0.17412460339581115	0.19104114019518978	0.179257994748769	0.2421488443305448	0.2269853365311088	0.2926861019542981	0.2974317345017316	0.24473351935059587	0.2505107487710912	0.28078473945029275	0.2715278348791631	0.28804543312686687	0.26070608793713657
f28pp	0.21120738068674072	0.20551235405473306	0.2052557279768689	0.23963193753862067	0.24474033483042412	0.15940070367773873	0.15387603789620954	0.18801304592116083	0.17822126861987603	0.1986131006187236	0.15539150216101044	0.16902336218591352	0.13989944711950933	0.10652671723542818	0.10904744069358759	0.16497329351657009	0.19582209244528698	0.12656131640221546	0.14833322252000794	0.16802717236909376	0.13041453403744174	0.12657611689620543	0.2000938713219418	0.6976566067629426	0.9817258758061178	0.9317063976178181	0.9684085736111587	0.8966536900725589	0.13627772752251704	0.0756116950086867	0.13054429432253498	0.0	0.16212311130157342	0.12362769703344809	0.22905793415984377	0.1288113844241044	0.1660125607302832	0.12396914016733016	0.24379421681773705	0.18975201942106942	0.20234027151661632	0.19319254204951003	0.1560145390826444	0.22945740527234948	0.14614322230656535	0.13196342577039835	0.14887996256977698	0.13709681712335617	0.19998766670513196	0.18482415890569598	0.2505249243288853	0.2552705568763188	0.20257234172518304	0.20834957114567837	0.23862356182487993	0.22936665725375024	0.24588425550145404	0.21854491031172374
w18pp	0.2158820132955222	0.21018698666351454	0.20993036058565037	0.24430657014740215	0.2494149674392056	0.1640753362865202	0.158550670504991	0.19268767852994229	0.18289590122865745	0.20328773322750504	0.16006613476979192	0.173697994794695	0.14457407972829078	0.11120134984420965	0.11372207330236905	0.16964792612535157	0.20049672505406846	0.13123594901099694	0.15300785512878942	0.1727018049778752	0.1350891666462232	0.13125074950498689	0.22025568844852414	0.717818423889525	1.0018876929327	0.9518682147444005	0.9885703907377411	0.9168155071991413	0.15643954464909937	0.12031817843552872	0.20428428892698625	0.16212311130157342	0.0	0.05983808952624155	0.17349364118672547	0.0732470914509861	0.14762428865513594	0.10558086809218287	0.22540594474258976	0.17136374734592213	0.18395199944146903	0.17480426997436277	0.13762626700749714	0.2110691331972022	0.12775495023141806	0.11357515369525108	0.1304916904946297	0.14177144973213765	0.20466229931391344	0.18949879151447746	0.25519955693766677	0.25994518948510026	0.20724697433396452	0.21302420375445985	0.2432981944336614	0.23404128986253173	0.2505588881102355	0.22321954292050522
w3pp	0.17738659902739684	0.17169157239538918	0.171434946317525	0.20581115587927679	0.21091955317108024	0.12557992201839485	0.12005525623686567	0.15419226426181695	0.14440048696053215	0.16479231895937974	0.12157072050166658	0.13520258052656967	0.10607866546016545	0.07270593557608432	0.07522665903424372	0.1311525118572262	0.16200131078594313	0.09274053474287161	0.11451244086066407	0.13420639070974988	0.09659375237809786	0.09275533523686155	0.1817602741803988	0.6793230096213996	0.9633922786645748	0.9133728004762751	0.9500749764696157	0.8783200929310159	0.11794413038097404	0.08182276416740339	0.1657888746588609	0.12362769703344809	0.05983808952624155	0.0	0.13499822691860014	0.034751677182860756	0.10912887438701058	0.06708545382405753	0.18691053047446443	0.1328683330777968	0.1454565851733437	0.1363088557062374	0.0991308527393718	0.17257371892907686	0.08925953596329271	0.07507973942712573	0.09199627622650436	0.1032760354640123	0.16616688504578808	0.1510033772463521	0.2167041426695414	0.2214497752169749	0.16875156006583916	0.1745287894863345	0.20480278016553605	0.19554587559440637	0.21206347384211016	0.18472412865237986
w23pp	0.28281683615379255	0.2771218095217849	0.27686518344392075	0.3112413930056725	0.31634979029747595	0.23101015914479056	0.22548549336326135	0.25962250138821263	0.2498307240869278	0.2702225560857754	0.22700095762806227	0.24063281765296535	0.21150890258656116	0.17813617270248	0.1806568961606394	0.2365827489836219	0.2674315479123388	0.1981707718692673	0.21994267798705974	0.23963662783614553	0.20202398950449355	0.19818557236325723	0.2871905113067945	0.7847532467477953	1.0688225157909705	1.0188030376026709	1.0555052135960115	0.9837503300574116	0.22337436750736972	0.18725300129379907	0.2712191117852566	0.22905793415984377	0.17349364118672547	0.13499822691860014	0.0	0.10508803597001881	0.2145591115134063	0.17251569095045322	0.29234076760086014	0.23829857020419248	0.25088682229973935	0.24173909283263312	0.2045610898657675	0.27800395605547257	0.1946897730896884	0.1805099765535214	0.19742651335290004	0.208706272590408	0.2715971221721838	0.2564336143727478	0.3221343797959371	0.3268800123433706	0.2741817971922349	0.2799590266127302	0.31023301729193176	0.30097611272080205	0.31749371096850587	0.2901543657787755
w13pp	0.18257028641805315	0.1768752597860455	0.17661863370818132	0.2109948432699331	0.21610324056173658	0.13076360940905116	0.12523894362752197	0.15937595165247326	0.14958417435118843	0.169976006350036	0.1267544078923229	0.14038626791722597	0.11126235285082176	0.07788962296674062	0.08041034642490003	0.13633619924788254	0.16718499817659943	0.09792422213352792	0.1196961282513204	0.13939007810040618	0.10177743976875417	0.09793902262751787	0.1869439615710551	0.6845066970120559	0.9685759660552311	0.9185564878669314	0.955258663860272	0.8835037803216722	0.12312781777163036	0.0870064515580597	0.17097256204951722	0.1288113844241044	0.0732470914509861	0.034751677182860756	0.10508803597001881	0.0	0.1143125617776669	0.07226914121471384	0.19209421786512074	0.1380520204684531	0.150640272564	0.14149254309689374	0.10431454013002811	0.17775740631973316	0.09444322335394903	0.08026342681778205	0.09717996361716066	0.10845972285466861	0.17135057243644441	0.15618706463700843	0.22188783006019772	0.2266334626076312	0.17393524745649547	0.1797124768769908	0.20998646755619235	0.20072956298506267	0.21724716123276647	0.18990781604303617
w16pp	0.21977146272423193	0.21407643609222426	0.2138198100143601	0.24819601957611187	0.2533044168679153	0.16796478571522994	0.16244011993370075	0.19657712795865204	0.18678535065736723	0.20717718265621482	0.16395558419850167	0.17758744422340478	0.14846352915700056	0.11509079927291942	0.11761152273107882	0.17353737555406132	0.20438617448277824	0.13512539843970672	0.15689730455749917	0.17659125440658496	0.13897861607493298	0.13514019893369666	0.2241451378772339	0.7217078733182347	1.00577714236141	0.9557576641731103	0.9924598401664508	0.920704956627851	0.16032899407780915	0.1242076278642385	0.20817373835569603	0.1660125607302832	0.14762428865513594	0.10912887438701058	0.2145591115134063	0.1143125617776669	0.0	0.04635830387512033	0.17015159480622774	0.11610939740956011	0.128697649505107	0.11954992003800072	0.08237191707113511	0.17912528381028142	0.09581110084449729	0.08163130430833032	0.111634017999371	0.1456608991608474	0.20855174874262317	0.19338824094318718	0.2590890063663765	0.26383463891381	0.21113642376267425	0.21691365318316957	0.24718764386237113	0.23793073929124145	0.25444833753894525	0.22710899234921494
w17pp	0.17772804216127888	0.17203301552927125	0.17177638945140705	0.20615259901315883	0.2112609963049623	0.12592136515227692	0.12039669937074772	0.154533707395699	0.1447419300944142	0.16513376209326178	0.12191216363554863	0.1355440236604517	0.10642010859404752	0.07304737870996637	0.07556810216812576	0.13149395499110828	0.16234275391982517	0.09308197787675365	0.11485388399454613	0.13454783384363192	0.09693519551197992	0.09309677837074362	0.18210171731428085	0.6796644527552816	0.9637337217984568	0.9137142436101572	0.9504164196034978	0.8786615360648979	0.11828557351485611	0.08216420730128544	0.16613031779274295	0.12396914016733016	0.10558086809218287	0.06708545382405753	0.17251569095045322	0.07226914121471384	0.04635830387512033	0.0	0.1281081742432747	0.07406597684660705	0.08665422894215394	0.07750649947504766	0.04032849650818205	0.13708186324732835	0.05376768028154423	0.03958788374537726	0.06959059743641796	0.10361747859789436	0.16650832817967015	0.15134482038023417	0.21704558580342348	0.22179121835085697	0.16909300319972123	0.17487023262021653	0.20514422329941812	0.1958873187282884	0.2124049169759922	0.1850655717862619
f19pp	0.2975531188116858	0.2918580921796782	0.291601466101814	0.3259776756635657	0.33108607295536924	0.24574644180268385	0.24022177602115463	0.2743587840461059	0.2645670067448211	0.2849588387436687	0.24173724028595556	0.25536910031085863	0.22624518524445444	0.19287245536037328	0.1953931788185327	0.25131903164151514	0.2821678305702321	0.21290705452716058	0.23467896064495303	0.2543729104940388	0.21676027216238683	0.21292185502115052	0.30192679396468775	0.7994895294056885	1.0835587984488637	1.033539320260564	1.0702414962539046	0.9984866127153049	0.238110650165263	0.20198928395169233	0.2859553944431499	0.24379421681773705	0.22540594474258976	0.18691053047446443	0.29234076760086014	0.19209421786512074	0.17015159480622774	0.1281081742432747	0.0	0.10920005266277852	0.16613412091033125	0.17037218853627842	0.13319418556941282	0.2569069398977353	0.17359275693195114	0.15941296039578415	0.18941567408682486	0.22344255524830128	0.2863334048300771	0.2711698970306411	0.3368706624538304	0.3416162950012639	0.2889180798501282	0.2946953092706235	0.32496929994982504	0.3157123953786953	0.33222999362639904	0.30489064843666874
w8pp	0.24351092141501818	0.23781589478301052	0.23755926870514635	0.2719354782668981	0.2770438755587016	0.1917042444060162	0.186179578624487	0.2203165866494383	0.21052480934815349	0.23091664134700107	0.18769504288928793	0.20132690291419103	0.17220298784778681	0.13883025796370566	0.14135098142186503	0.19727683424484754	0.22812563317356443	0.15886485713049292	0.1806367632482854	0.20033071309737122	0.1627180747657192	0.1588796576244829	0.24788459656802014	0.7454473320090209	1.0295166010521961	0.9794971228638965	1.016199298857237	0.9444444153186372	0.18406845276859538	0.14794708655502473	0.23191319704648222	0.18975201942106942	0.17136374734592213	0.1328683330777968	0.23829857020419248	0.1380520204684531	0.11610939740956011	0.07406597684660705	0.10920005266277852	0.0	0.11209192351366362	0.11632999113961079	0.07915198817274519	0.20286474250106765	0.11955055953528351	0.10537076299911655	0.13537347669015723	0.16940035785163365	0.23229120743340942	0.21712769963397344	0.28282846505716275	0.28757409760459623	0.2348758824534605	0.24065311187395583	0.2709271025531574	0.26167019798202773	0.2781877962297315	0.2508484510400012
w12pp	0.2560991735105651	0.25040414687855744	0.2501475208006933	0.28452373036244505	0.2896321276542485	0.20429249650156311	0.1987678307200339	0.2329048387449852	0.22311306144370036	0.24350489344254797	0.20028329498483483	0.2139151550097379	0.1847912399433337	0.15141851005925255	0.15393923351741196	0.20986508634039444	0.24071388526911136	0.17145310922603985	0.1932250153438323	0.21291896519291809	0.1753063268612661	0.1714679097200298	0.260472848663567	0.7580355841045678	1.042104853147743	0.9920853749594434	1.028787550952784	0.9570326674141841	0.19665670486414227	0.1605353386505716	0.24450144914202912	0.20234027151661632	0.18395199944146903	0.1454565851733437	0.25088682229973935	0.150640272564	0.128697649505107	0.08665422894215394	0.16613412091033125	0.11209192351366362	0.0	0.12891824323515766	0.09174024026829206	0.21545299459661454	0.1321388116308304	0.11795901509466342	0.14796172878570413	0.18198860994718055	0.24487945952895634	0.22971595172952036	0.2954167171527097	0.30016234970014316	0.24746413454900743	0.25324136396950275	0.2835153546487043	0.27425845007757466	0.29077604832527837	0.26343670313554807
f17ppB	0.2469514440434588	0.24125641741145115	0.24099979133358698	0.27537600089533876	0.2804843981871422	0.19514476703445682	0.1896201012529276	0.2237571092778789	0.21396533197659406	0.23435716397544168	0.19113556551772853	0.2047674255426316	0.17564351047622742	0.14227078059214626	0.14479150405030566	0.20071735687328815	0.23156615580200507	0.16230537975893355	0.184077285876726	0.2037712357258118	0.1661585973941598	0.1623201802529235	0.2513251191964607	0.7488878546374615	1.0329571236806367	0.9829376454923371	1.0196398214856777	0.9478849379470778	0.18750897539703598	0.15138760918346533	0.23535371967492286	0.19319254204951003	0.17480426997436277	0.1363088557062374	0.24173909283263312	0.14149254309689374	0.11954992003800072	0.07750649947504766	0.17037218853627842	0.11632999113961079	0.12891824323515766	0.0	0.07077586550980645	0.20630526512950825	0.12299108216372412	0.10881128562755715	0.13881399931859784	0.17284088048007426	0.23573173006185005	0.22056822226241407	0.2862689876856034	0.29101462023303687	0.23831640508190113	0.24409363450239646	0.274367625181598	0.26511072061046836	0.28162831885817213	0.25428897366844183
w20pp	0.20977344107659318	0.20407841444458552	0.20382178836672135	0.23819799792847313	0.24330639522027658	0.1579667640675912	0.15244209828606198	0.18657910631101327	0.17678732900972843	0.19717916100857602	0.1539575625508629	0.16758942257576598	0.13846550750936176	0.10509277762528063	0.10761350108344003	0.16353935390642255	0.19438815283513944	0.12512737679206792	0.1468992829098604	0.1665932327589462	0.12898059442729418	0.12514217728605787	0.21414711622959512	0.711709851670596	0.9957791207137712	0.9457596425254715	0.9824618185188121	0.9107069349802123	0.15033097243017035	0.1142096062165997	0.19817571670805723	0.1560145390826444	0.13762626700749714	0.0991308527393718	0.2045610898657675	0.10431454013002811	0.08237191707113511	0.04032849650818205	0.13319418556941282	0.07915198817274519	0.09174024026829206	0.07077586550980645	0.0	0.16912726216264262	0.0858130791968585	0.07163328266069152	0.10163599635173223	0.13566287751320863	0.19855372709498442	0.18339021929554844	0.24909098471873775	0.25383661726617124	0.2011384021150355	0.20691563153553083	0.2371896222147324	0.2279327176436027	0.2444503158913065	0.2171109707015762
