	530227	s25pp	s9pp	s13pp	S28Hp	s14pp	S30H1	S19H1	F22H1A	s24pp	530050	530055	F29H1	S8Hp	F8H1	530167	31749	31343	S7Hp	S25Hp	530364	S6Hp	s29pp	s1pp	530119	F23HpA	S31Hp	s24H1	31021	31360	31328	530394	530368	31750	S17H1	S22Hp	31519
530050	0.2572496572580588	0.40132882829934724	0.40189183783618576	0.40260437537042426	0.36497465320703193	0.39541132244212074	0.39567636973698084	0.39456924678261385	0.4910342387156498	0.4646625089383518	0.0	0.30292239561418133	0.3402411639568539	0.35457953796717695	0.3650156418151358	0.3814352457369089	0.413455004423319	0.37996473733606684	0.4155119142979272	0.5959180931391364	0.8026498140071303	0.8210901088604439	0.8120974402484835	0.8771259081935543	0.7772077772024246	0.66173562932664	0.1891923648526019	0.2989205551975575	0.31028963896162787	0.328936623941383	0.32575957682691226	0.3025180111625215	0.2764533208655304	0.2785779415224906	0.29576619040471686	0.28278731771444715	0.26281817142109287
530055	0.2173121562739894	0.45019693841547254	0.45075994795231106	0.45147248548654956	0.4138427633231572	0.4442794325582461	0.44454447985310613	0.4434373568987392	0.5399023488317751	0.5135306190544772	0.30292239561418133	0.0	0.06524617303458145	0.07958454704490453	0.09002065089286337	0.27305681066928833	0.3050765693556985	0.2715863022684463	0.30713347923030665	0.4875396580715158	0.6942713789395099	0.7127116737928234	0.703719005180863	0.7687474731259338	0.6688293421348042	0.5533571942590194	0.14925486386853243	0.258983054213488	0.2703521379775584	0.2889991229573135	0.2858220758428428	0.2625805101784521	0.23651581988146098	0.23864044053842115	0.2558286894206474	0.24284981673037767	0.22288067043702348
F29H1	0.2546309246166619	0.48751570675814504	0.48807871629498356	0.48879125382922206	0.45116153166582973	0.48159820090091865	0.48186324819577864	0.48075612524141176	0.5772211171744476	0.5508493873971497	0.3402411639568539	0.06524617303458145	0.0	0.07156172284470835	0.10800773768994658	0.3103755790119609	0.342395337698371	0.3089050706111188	0.3444522475729792	0.5248584264141883	0.7315901472821824	0.750030442135496	0.7410377735235356	0.8060662414686064	0.7061481104774767	0.590675962601692	0.18657363221120496	0.29630182255616055	0.307670906320231	0.32631789129998606	0.3231408441855153	0.29989927852112463	0.27383458822413353	0.2759592088810937	0.29314745776331996	0.28016858507305026	0.260199438779696
S8Hp	0.26896929862698493	0.5018540807684682	0.5024170903053067	0.5031296278395452	0.46549990567615285	0.49593657491124166	0.49620162220610176	0.49509449925173477	0.5915594911847707	0.5651877614074727	0.35457953796717695	0.07958454704490453	0.07156172284470835	0.0	0.12234611170026966	0.3247139530222839	0.35673371170869406	0.32324344462144194	0.3587906215833022	0.5391968004245113	0.7459285212925054	0.764368816145819	0.7553761475338586	0.8204046154789294	0.7204864844877997	0.605014336612015	0.20091200622152802	0.3106401965664836	0.322009280330554	0.3406562653103091	0.33747921819583837	0.31423765253144764	0.28817296223445654	0.2902975828914167	0.30748583177364297	0.29450695908337327	0.274537812790019
F8H1	0.27940540247494383	0.512290184616427	0.5128531941532655	0.513565731687504	0.47593600952411164	0.5063726787592006	0.5066377260540605	0.5055306030996937	0.6019955950327295	0.5756238652554316	0.3650156418151358	0.09002065089286337	0.10800773768994658	0.12234611170026966	0.0	0.3351500568702428	0.3671698155566529	0.33367954846940073	0.3692267254312611	0.5496329042724702	0.7563646251404643	0.7748049199937779	0.7658122513818175	0.8308407193268883	0.7309225883357586	0.6154504404599739	0.21134811006948687	0.32107630041444246	0.3324453841785129	0.35109236915826797	0.3479153220437972	0.32467375637940654	0.29860906608241544	0.3007336867393756	0.31792193562160187	0.30494306293133217	0.2849739166379779
530167	0.2958250063967169	0.5287097885382	0.5292727980750386	0.5299853356092771	0.49235561344588474	0.5227922826809737	0.5230573299758337	0.5219502070214668	0.6184151989545026	0.5920434691772047	0.3814352457369089	0.27305681066928833	0.3103755790119609	0.3247139530222839	0.3351500568702428	0.0	0.04008165573445627	0.006591388647204124	0.2080017543730676	0.38840793321427675	0.5951396540822708	0.6135799489355843	0.604587280323624	0.6696157482686947	0.5696976172775651	0.4542254694017803	0.22776771399125995	0.3374959043362155	0.34886498810028593	0.367511973080041	0.3643349259655703	0.3410933603011796	0.3150286700041885	0.31715329066114867	0.3343415395433749	0.3213626668531052	0.30139352055975094
31749	0.327844765083127	0.5607295472246102	0.5612925567614487	0.5620050942956872	0.5243753721322949	0.5548120413673837	0.5550770886622438	0.5539699657078768	0.6504349576409127	0.6240632278636148	0.413455004423319	0.3050765693556985	0.342395337698371	0.35673371170869406	0.3671698155566529	0.04008165573445627	0.0	0.0334922670882522	0.24002151305947772	0.4204276919006869	0.6271594127686808	0.6455997076219944	0.636607039010034	0.7016355069551048	0.6017173759639752	0.4862452280881905	0.25978747267767005	0.3695156630226257	0.38088474678669604	0.3995317317664512	0.3963546846519804	0.3731131189875897	0.3470484286905986	0.3491730493475588	0.366361298229785	0.3533824255395153	0.33341327924616104
31343	0.2943544979958749	0.527239280137358	0.5278022896741965	0.528514827208435	0.49088510504504274	0.5213217742801316	0.5215868215749917	0.5204796986206247	0.6169446905536606	0.5905729607763627	0.37996473733606684	0.2715863022684463	0.3089050706111188	0.32324344462144194	0.33367954846940073	0.006591388647204124	0.0334922670882522	0.0	0.20653124597222558	0.38693742481343474	0.5936691456814287	0.6121094405347423	0.6031167719227819	0.6681452398678527	0.5682271088767231	0.4527549610009383	0.22629720559041794	0.3360253959353735	0.3473944796994439	0.366041464679199	0.3628644175647283	0.3396228519003376	0.3135581616033465	0.31568278226030666	0.3328710311425329	0.3198921584522632	0.29992301215890893
S7Hp	0.32990167495773526	0.5627864570992184	0.5633494666360569	0.5640620041702954	0.5264322820069031	0.556868951241992	0.557133998536852	0.5560268755824851	0.6524918675155209	0.6261201377382231	0.4155119142979272	0.30713347923030665	0.3444522475729792	0.3587906215833022	0.3692267254312611	0.2080017543730676	0.24002151305947772	0.20653124597222558	0.0	0.19078089109672428	0.3975126119647182	0.4159529068180318	0.4069602382060714	0.4719887061511422	0.37207057516001263	0.2565984272842279	0.26184438255227827	0.3715725728972339	0.3829416566613043	0.4015886416410594	0.39841159452658864	0.37517002886219797	0.34910533856520687	0.35122995922216704	0.3684182081043933	0.3554393354141236	0.3354701891207693
S25Hp	0.5103078537989445	0.7431926359404275	0.743755645477266	0.7444681830115045	0.7068384608481122	0.7372751300832011	0.7375401773780612	0.7364330544236942	0.8328980463567301	0.8065263165794322	0.5959180931391364	0.4875396580715158	0.5248584264141883	0.5391968004245113	0.5496329042724702	0.38840793321427675	0.4204276919006869	0.38693742481343474	0.19078089109672428	0.0	0.3849900478468051	0.4034303427001187	0.3944376740881583	0.45946614203322905	0.3595480110420995	0.24407586316631474	0.44225056139348745	0.551978751738443	0.5633478355025134	0.5819948204822686	0.5788177733677978	0.5555762077034071	0.529511517406416	0.5316361380633762	0.5488243869456024	0.5358455142553327	0.5158763679619786
530364	0.7170395746669385	0.9499243568084215	0.95048736634526	0.9511999038794985	0.9135701817161062	0.9440068509511951	0.9442718982460552	0.9431647752916882	1.039629767224724	1.013258037447426	0.8026498140071303	0.6942713789395099	0.7315901472821824	0.7459285212925054	0.7563646251404643	0.5951396540822708	0.6271594127686808	0.5936691456814287	0.3975126119647182	0.3849900478468051	0.0	0.04983294153272361	0.06831742706052576	0.13334589500559652	0.1908564704569326	0.24977430053049213	0.6489822822614815	0.758710472606437	0.7700795563705074	0.7887265413502625	0.7855494942357918	0.7623079285714011	0.73624323827441	0.7383678589313701	0.7555561078135964	0.7425772351233266	0.7226080888299725
S6Hp	0.735479869520252	0.968364651661735	0.9689276611985735	0.969640198732812	0.9320104765694197	0.9624471458045086	0.9627121930993687	0.9616050701450017	1.0580700620780377	1.0316983323007398	0.8210901088604439	0.7127116737928234	0.750030442135496	0.764368816145819	0.7748049199937779	0.6135799489355843	0.6455997076219944	0.6121094405347423	0.4159529068180318	0.4034303427001187	0.04983294153272361	0.0	0.08675772191383938	0.15178618985891013	0.20929676531024624	0.26821459538380577	0.667422577114795	0.7771507674597505	0.788519851223821	0.8071668362035761	0.8039897890891053	0.7807482234247146	0.7546835331277235	0.7568081537846837	0.7739964026669099	0.7610175299766402	0.7410483836832861
s29pp	0.7264872009082917	0.9593719830497747	0.9599349925866132	0.9606475301208517	0.9230178079574594	0.9534544771925483	0.9537195244874084	0.9526124015330414	1.0490773934660773	1.0227056636887792	0.8120974402484835	0.703719005180863	0.7410377735235356	0.7553761475338586	0.7658122513818175	0.604587280323624	0.636607039010034	0.6031167719227819	0.4069602382060714	0.3944376740881583	0.06831742706052576	0.08675772191383938	0.0	0.09544695788886186	0.20030409669828586	0.25922192677184536	0.6584299085028347	0.7681580988477902	0.7795271826118606	0.7981741675916157	0.794997120477145	0.7717555548127543	0.7456908645157632	0.7478154851727233	0.7650037340549496	0.7520248613646798	0.7320557150713257
s1pp	0.7915156688533624	1.0244004509948454	1.024963460531684	1.0256759980659225	0.9880462759025301	1.018482945137619	1.0187479924324792	1.0176408694781123	1.114105861411148	1.0877341316338502	0.8771259081935543	0.7687474731259338	0.8060662414686064	0.8204046154789294	0.8308407193268883	0.6696157482686947	0.7016355069551048	0.6681452398678527	0.4719887061511422	0.45946614203322905	0.13334589500559652	0.15178618985891013	0.09544695788886186	0.0	0.2653325646433566	0.3242503947169161	0.7234583764479054	0.833186566792861	0.8445556505569314	0.8632026355366865	0.8600255884222158	0.836784022757825	0.8107193324608339	0.8128439531177941	0.8300322020000204	0.8170533293097506	0.7970841830163965
530119	0.6915975378622328	0.9244823200037158	0.9250453295405543	0.9257578670747928	0.8881281449114005	0.9185648141464894	0.9188298614413495	0.9177227384869825	1.0141877304200184	0.9878160006427205	0.7772077772024246	0.6688293421348042	0.7061481104774767	0.7204864844877997	0.7309225883357586	0.5696976172775651	0.6017173759639752	0.5682271088767231	0.37207057516001263	0.3595480110420995	0.1908564704569326	0.20929676531024624	0.20030409669828586	0.2653325646433566	0.0	0.22433226372578655	0.6235402454567758	0.7332684358017313	0.7446375195658017	0.7632845045455569	0.7601074574310861	0.7368658917666954	0.7108012014697043	0.7129258221266644	0.7301140710088907	0.7171351983186209	0.6971660520252668
F23HpA	0.576125389986448	0.8090101721279311	0.8095731816647697	0.8102857191990082	0.7726559970356158	0.8030926662707047	0.8033577135655647	0.8022505906111979	0.8987155825442337	0.8723438527669358	0.66173562932664	0.5533571942590194	0.590675962601692	0.605014336612015	0.6154504404599739	0.4542254694017803	0.4862452280881905	0.4527549610009383	0.2565984272842279	0.24407586316631474	0.24977430053049213	0.26821459538380577	0.25922192677184536	0.3242503947169161	0.22433226372578655	0.0	0.508068097580991	0.6177962879259465	0.629165371690017	0.6478123566697721	0.6446353095553014	0.6213937438909106	0.5953290535939195	0.5974536742508797	0.614641923133106	0.6016630504428362	0.5816939041494821
S31Hp	0.07933558998253622	0.3364669076538931	0.3370299171907316	0.3377424547249701	0.3001127325615778	0.33054940179666664	0.3308144490915267	0.32970732613715975	0.4261723180701956	0.3998005882928977	0.1891923648526019	0.14925486386853243	0.18657363221120496	0.20091200622152802	0.21134811006948687	0.22776771399125995	0.25978747267767005	0.22629720559041794	0.26184438255227827	0.44225056139348745	0.6489822822614815	0.667422577114795	0.6584299085028347	0.7234583764479054	0.6235402454567758	0.508068097580991	0.0	0.1210064879220348	0.13237557168610523	0.1510225566658603	0.1478455095513896	0.12460394388699886	0.09853925359000779	0.10066387424696796	0.11785212312919424	0.1048732504389245	0.08490410414557029
s24H1	0.13588467372798405	0.4461950979988487	0.44675810753568723	0.44747064506992573	0.4098409229065334	0.44027759214162226	0.4405426394364823	0.4394355164821154	0.5359005084151512	0.5095287786378533	0.2989205551975575	0.258983054213488	0.29630182255616055	0.3106401965664836	0.32107630041444246	0.3374959043362155	0.3695156630226257	0.3360253959353735	0.3715725728972339	0.551978751738443	0.758710472606437	0.7771507674597505	0.7681580988477902	0.833186566792861	0.7332684358017313	0.6177962879259465	0.1210064879220348	0.0	0.054998857608255236	0.12769721465481865	0.12452016754034792	0.1811530276324467	0.15508833733545563	0.1572129579924158	0.17440120687464208	0.16142233418437232	0.14145318789101813
31021	0.14725375749205447	0.45756418176291913	0.45812719129975765	0.45883972883399615	0.4212100066706038	0.45164667590569263	0.45191172320055273	0.45080460024618574	0.5472695921792217	0.5208978624019237	0.31028963896162787	0.2703521379775584	0.307670906320231	0.322009280330554	0.3324453841785129	0.34886498810028593	0.38088474678669604	0.3473944796994439	0.3829416566613043	0.5633478355025134	0.7700795563705074	0.788519851223821	0.7795271826118606	0.8445556505569314	0.7446375195658017	0.629165371690017	0.13237557168610523	0.054998857608255236	0.0	0.13906629841888904	0.1358892513044183	0.19252211139651712	0.16645742109952605	0.16858204175648622	0.1857702906387125	0.17279141794844274	0.15282227165508855
31360	0.16590074247180955	0.4762111667426742	0.47677417627951274	0.47748671381375124	0.4398569916503589	0.4702936608854478	0.4705587081803078	0.4694515852259409	0.5659165771589767	0.5395448473816788	0.328936623941383	0.2889991229573135	0.32631789129998606	0.3406562653103091	0.35109236915826797	0.367511973080041	0.3995317317664512	0.366041464679199	0.4015886416410594	0.5819948204822686	0.7887265413502625	0.8071668362035761	0.7981741675916157	0.8632026355366865	0.7632845045455569	0.6478123566697721	0.1510225566658603	0.12769721465481865	0.13906629841888904	0.0	0.04872993681330954	0.2111690963762722	0.18510440607928114	0.1872290267362413	0.2044172756184676	0.19143840292819783	0.17146925663484364
31328	0.16272369535733885	0.47303411962820346	0.473597129165042	0.4743096666992805	0.43667994453588815	0.467116613770977	0.46738166106583706	0.4662745381114701	0.562739530044506	0.5363678002672081	0.32575957682691226	0.2858220758428428	0.3231408441855153	0.33747921819583837	0.3479153220437972	0.3643349259655703	0.3963546846519804	0.3628644175647283	0.39841159452658864	0.5788177733677978	0.7855494942357918	0.8039897890891053	0.794997120477145	0.8600255884222158	0.7601074574310861	0.6446353095553014	0.1478455095513896	0.12452016754034792	0.1358892513044183	0.04872993681330954	0.0	0.2079920492618015	0.18192735896481044	0.1840519796217706	0.2012402285039969	0.18826135581372713	0.16829220952037294
530394	0.05335379092595495	0.4497925539638128	0.4503555635006513	0.4510681010348898	0.4134383788714975	0.4438750481065863	0.4441400954014464	0.4430329724470794	0.5394979643801153	0.5131262346028174	0.3025180111625215	0.2625805101784521	0.29989927852112463	0.31423765253144764	0.32467375637940654	0.3410933603011796	0.3731131189875897	0.3396228519003376	0.37517002886219797	0.5555762077034071	0.7623079285714011	0.7807482234247146	0.7717555548127543	0.836784022757825	0.7368658917666954	0.6213937438909106	0.12460394388699886	0.1811530276324467	0.19252211139651712	0.2111690963762722	0.2079920492618015	0.0	0.05929907727781857	0.06142369793477875	0.07861194681700502	0.06563307412673527	0.05892230508898901
530368	0.027289100628963867	0.4237278636668217	0.4242908732036602	0.4250034107378987	0.3873736885745064	0.4178103578095952	0.4180754051044553	0.4169682821500883	0.5134332740831242	0.48706154430582627	0.2764533208655304	0.23651581988146098	0.27383458822413353	0.28817296223445654	0.29860906608241544	0.3150286700041885	0.3470484286905986	0.3135581616033465	0.34910533856520687	0.529511517406416	0.73624323827441	0.7546835331277235	0.7456908645157632	0.8107193324608339	0.7108012014697043	0.5953290535939195	0.09853925359000779	0.15508833733545563	0.16645742109952605	0.18510440607928114	0.18192735896481044	0.05929907727781857	0.0	0.022571540759201453	0.03975978964142772	0.02678091695115798	0.03285761479199793
31750	0.02941372128592404	0.42585248432378187	0.4264154938606204	0.4271280313948589	0.38949830923146656	0.41993497846655536	0.42020002576141546	0.4190929028070485	0.5155578947400844	0.48918616496278644	0.2785779415224906	0.23864044053842115	0.2759592088810937	0.2902975828914167	0.3007336867393756	0.31715329066114867	0.3491730493475588	0.31568278226030666	0.35122995922216704	0.5316361380633762	0.7383678589313701	0.7568081537846837	0.7478154851727233	0.8128439531177941	0.7129258221266644	0.5974536742508797	0.10066387424696796	0.1572129579924158	0.16858204175648622	0.1872290267362413	0.1840519796217706	0.06142369793477875	0.022571540759201453	0.0	0.031234346187891584	0.01825547349762184	0.03498223544895811
S17H1	0.04660197016815032	0.4430407332060081	0.44360374274284664	0.44431628027708514	0.4066865581136928	0.4371232273487816	0.4373882746436417	0.4362811516892747	0.5327461436223107	0.5063744138450127	0.29576619040471686	0.2558286894206474	0.29314745776331996	0.30748583177364297	0.31792193562160187	0.3343415395433749	0.366361298229785	0.3328710311425329	0.3684182081043933	0.5488243869456024	0.7555561078135964	0.7739964026669099	0.7650037340549496	0.8300322020000204	0.7301140710088907	0.614641923133106	0.11785212312919424	0.17440120687464208	0.1857702906387125	0.2044172756184676	0.2012402285039969	0.07861194681700502	0.03975978964142772	0.031234346187891584	0.0	0.028924668615216087	0.05217048433118438
S22Hp	0.03362309747788057	0.4300618605157384	0.43062487005257694	0.43133740758681544	0.3937076854234231	0.4241443546585119	0.424409401953372	0.423302278999005	0.5197672709320409	0.493395541154743	0.28278731771444715	0.24284981673037767	0.28016858507305026	0.29450695908337327	0.30494306293133217	0.3213626668531052	0.3533824255395153	0.3198921584522632	0.3554393354141236	0.5358455142553327	0.7425772351233266	0.7610175299766402	0.7520248613646798	0.8170533293097506	0.7171351983186209	0.6016630504428362	0.1048732504389245	0.16142233418437232	0.17279141794844274	0.19143840292819783	0.18826135581372713	0.06563307412673527	0.02678091695115798	0.01825547349762184	0.028924668615216087	0.0	0.039191611640914635
31519	0.005570514164034125	0.41009271422238414	0.41065572375922266	0.41136826129346116	0.3737385391300688	0.40417520836515763	0.40444025566001773	0.40333313270565074	0.49979812463868667	0.4734263948613887	0.26281817142109287	0.22288067043702348	0.260199438779696	0.274537812790019	0.2849739166379779	0.30139352055975094	0.33341327924616104	0.29992301215890893	0.3354701891207693	0.5158763679619786	0.7226080888299725	0.7410483836832861	0.7320557150713257	0.7970841830163965	0.6971660520252668	0.5816939041494821	0.08490410414557029	0.14145318789101813	0.15282227165508855	0.17146925663484364	0.16829220952037294	0.05892230508898901	0.03285761479199793	0.03498223544895811	0.05217048433118438	0.039191611640914635	0.0
